dept_code,dimensions,ppl_last_year_5,ppl_last_year_4,ppl_last_year_3,ppl_last_year_2,ppl_last_year,avg_share
IRB,age20to24,31,26,29,39,41,0.03337
IRB,age25to29,77,70,42,50,49,0.05789
IRB,age30to34,84,94,93,89,93,0.09106
IRB,age35to39,106,114,97,105,124,0.10975
IRB,age40to44,157,140,141,140,143,0.14492
IRB,age45to49,133,133,132,139,153,0.13869
IRB,age50to54,176,163,155,135,143,0.15518
IRB,age55to59,138,119,132,142,145,0.13588
IRB,age60to64,85,81,82,81,77,0.08161
IRB,age65plus,47,42,50,51,61,0.05045
ISC,age20less,7,5,8,12,13,0.00188
ISC,age20to24,68,96,94,166,213,0.02658
ISC,age25to29,361,308,319,305,364,0.06914
ISC,age30to34,604,578,572,541,528,0.1178
ISC,age35to39,711,748,757,748,739,0.15452
ISC,age40to44,695,679,716,768,812,0.15314
ISC,age45to49,754,743,680,679,698,0.1483
ISC,age50to54,851,828,832,763,762,0.16841
ISC,age55to59,487,479,486,531,537,0.10515
ISC,age60to64,187,193,214,186,214,0.04148
ISC,age65plus,57,61,64,77,67,0.0136
JUS,age20less,1,4,4,5,1,0.00066
JUS,age20to24,73,63,63,79,106,0.01692
JUS,age25to29,350,291,274,269,273,0.06419
JUS,age30to34,621,569,529,469,442,0.11587
JUS,age35to39,718,685,648,646,597,0.14513
JUS,age40to44,820,822,787,772,767,0.17482
JUS,age45to49,755,751,748,750,784,0.16689
JUS,age50to54,639,627,670,705,689,0.14672
JUS,age55to59,451,446,456,460,492,0.10156
JUS,age60to64,216,229,221,228,228,0.04943
JUS,age65plus,81,87,76,78,82,0.0178
LAC,age20less,1,5,1,3,2,0.00247
LAC,age20to24,25,46,41,27,24,0.03361
LAC,age25to29,64,94,94,71,82,0.08351
LAC,age30to34,80,108,121,112,111,0.10969
LAC,age35to39,154,158,154,129,129,0.14928
LAC,age40to44,136,149,143,152,150,0.15052
LAC,age45to49,147,148,134,133,131,0.14289
LAC,age50to54,170,180,175,151,144,0.16907
LAC,age55to59,97,104,110,106,97,0.10598
LAC,age60to64,35,36,47,46,50,0.04412
LAC,age65plus,4,15,6,8,9,0.00866
LAC,na,.,.,.,.,1,0.00021
MPCC,age20to24,.,.,1,2,1,0.0381
MPCC,age25to29,3,1,2,4,3,0.12381
MPCC,age30to34,4,4,6,5,5,0.22857
MPCC,age35to39,4,1,3,4,3,0.14286
MPCC,age40to44,3,4,2,2,3,0.13333
MPCC,age45to49,2,3,5,7,5,0.20952
MPCC,age50to54,.,.,.,.,2,0.01905
MPCC,age55to59,1,.,2,1,2,0.05714
MPCC,age60to64,1,.,.,1,1,0.02857
MPCC,age65plus,.,1,1,.,.,0.01905
ND,age20less,45,27,42,37,47,0.00169
ND,age20to24,470,373,340,500,585,0.01941
ND,age25to29,1251,1001,851,814,903,0.04126
ND,age30to34,1906,1714,1642,1619,1601,0.0726
ND,age35to39,2412,2269,2249,2225,2223,0.09739
ND,age40to44,2823,2627,2541,2680,2697,0.11442
ND,age45to49,4327,3717,3377,3221,3250,0.15315
ND,age50to54,5538,5369,5207,5095,4900,0.22348
ND,age55to59,3856,3782,3912,4115,4227,0.17027
ND,age60to64,1697,1640,1786,1903,1987,0.07715
ND,age65plus,614,627,664,745,757,0.02916
ND,na,.,.,.,.,1,0.00001
NEB,age20less,.,1,.,.,.,0.00045
NEB,age20to24,5,6,4,3,3,0.00948
NEB,age25to29,36,24,31,28,21,0.06318
NEB,age30to34,52,69,69,68,42,0.13538
NEB,age35to39,57,59,63,70,74,0.14576
NEB,age40to44,56,65,72,63,76,0.14982
NEB,age45to49,61,58,45,67,70,0.13583
NEB,age50to54,64,66,78,69,69,0.15614
NEB,age55to59,47,53,48,55,59,0.11823
NEB,age60to64,23,24,25,32,31,0.06092
NEB,age65plus,8,10,12,14,11,0.02482
NFB,age20less,.,2,.,.,.,0.00098
NFB,age20to24,15,4,4,5,3,0.0152
NFB,age25to29,29,23,18,22,10,0.05
NFB,age30to34,71,57,45,40,38,0.12304
NFB,age35to39,78,75,67,69,57,0.16961
NFB,age40to44,76,68,65,60,68,0.1652
NFB,age45to49,64,60,55,59,57,0.14461
NFB,age50to54,73,66,72,58,60,0.16127
NFB,age55to59,39,43,49,50,57,0.11667
NFB,age60to64,17,15,14,20,15,0.03971
NFB,age65plus,4,7,5,6,6,0.01373
NPB,age20less,.,.,1,2,1,0.00176
NPB,age20to24,16,17,19,16,11,0.03473
NPB,age25to29,44,31,30,36,29,0.07473
NPB,age30to34,50,53,59,50,49,0.11473
NPB,age35to39,51,49,58,52,59,0.11824
NPB,age40to44,52,65,57,58,64,0.13011
NPB,age45to49,68,72,74,78,67,0.1578
NPB,age50to54,69,70,65,58,68,0.14505
NPB,age55to59,64,59,62,58,59,0.13275
NPB,age60to64,29,29,27,30,31,0.06418
NPB,age65plus,11,14,15,9,10,0.02593
NR,age20less,14,20,18,17,17,0.00406
NR,age20to24,168,166,175,202,165,0.04133
NR,age25to29,276,262,252,250,264,0.06152
NR,age30to34,457,418,376,393,395,0.0962
NR,age35to39,525,501,503,520,569,0.12351
NR,age40to44,559,564,570,566,606,0.13517
NR,age45to49,606,572,554,554,565,0.13451
NR,age50to54,795,743,676,647,641,0.16522
NR,age55to59,591,582,620,606,586,0.14083
NR,age60to64,260,282,285,294,309,0.06747
NR,age65plus,110,121,120,142,147,0.03019
NRC,age20less,2,9,2,1,2,0.00087
NRC,age20to24,45,60,60,87,91,0.01872
NRC,age25to29,118,112,119,141,174,0.03624
NRC,age30to34,297,281,280,300,293,0.0792
NRC,age35to39,448,447,452,464,463,0.12412
NRC,age40to44,508,505,535,567,581,0.14715
NRC,age45to49,632,617,619,639,653,0.17248
NRC,age50to54,684,695,725,728,720,0.19388
NRC,age55to59,458,497,507,521,542,0.13782
NRC,age60to64,212,211,226,233,254,0.06201
NRC,age65plus,121,100,93,99,91,0.02751
NRTEE,age55to59,2,.,.,.,.,0.66667
NRTEE,age60to64,1,.,.,.,.,0.33333
NSERC,age20less,1,.,.,1,2,0.00189
NSERC,age20to24,16,22,25,24,18,0.04953
NSERC,age25to29,40,37,40,35,36,0.08868
NSERC,age30to34,56,52,51,58,48,0.125
NSERC,age35to39,61,57,59,73,78,0.15472
NSERC,age40to44,63,66,66,63,67,0.1533
NSERC,age45to49,59,61,56,54,54,0.13396
NSERC,age50to54,72,68,63,74,67,0.16226
NSERC,age55to59,27,35,43,44,53,0.09528
NSERC,age60to64,10,9,11,13,15,0.02736
NSERC,age65plus,2,2,4,5,4,0.00802
OAG,age20less,.,1,.,.,.,0.00034
OAG,age20to24,24,14,21,37,37,0.04481
OAG,age25to29,93,90,74,77,91,0.14319
OAG,age30to34,95,74,75,81,90,0.13982
OAG,age35to39,90,96,93,95,84,0.15431
OAG,age40to44,72,76,72,75,98,0.13241
OAG,age45to49,91,83,84,73,66,0.13376
OAG,age50to54,77,74,71,72,77,0.125
OAG,age55to59,55,60,61,53,49,0.09367
OAG,age60to64,13,13,20,22,23,0.03066
OAG,age65plus,1,.,.,3,2,0.00202
OCI,age20to24,2,5,3,3,2,0.08287
OCI,age25to29,5,4,2,3,2,0.0884
OCI,age30to34,4,7,7,7,6,0.17127
OCI,age35to39,6,6,3,4,5,0.1326
OCI,age40to44,7,7,5,4,8,0.17127
OCI,age45to49,4,5,9,8,7,0.18232
OCI,age50to54,3,3,3,5,3,0.09392
OCI,age55to59,2,3,3,3,1,0.0663
OCI,age60to64,.,.,.,.,2,0.01105
OCOL,age20less,1,.,.,.,.,0.00121
OCOL,age20to24,3,5,5,3,2,0.02184
OCOL,age25to29,14,13,14,11,11,0.07646
OCOL,age30to34,26,27,27,25,28,0.16141
OCOL,age35to39,24,26,30,26,21,0.15413
OCOL,age40to44,22,28,26,27,28,0.15898
OCOL,age45to49,20,21,19,25,23,0.13107
OCOL,age50to54,24,21,22,20,26,0.13714
OCOL,age55to59,12,15,14,16,8,0.07888
OCOL,age60to64,15,14,13,10,6,0.07039
OCOL,age65plus,1,1,2,1,2,0.0085
ODPP,age20less,.,1,.,.,3,0.00082
ODPP,age20to24,19,12,13,9,17,0.01443
ODPP,age25to29,80,79,72,69,66,0.07545
ODPP,age30to34,133,132,116,131,116,0.12946
ODPP,age35to39,158,168,168,157,162,0.16759
ODPP,age40to44,166,160,167,152,173,0.16863
ODPP,age45to49,156,166,157,169,166,0.1678
ODPP,age50to54,102,110,126,138,142,0.1274
ODPP,age55to59,96,90,90,87,91,0.09359
ODPP,age60to64,28,39,43,43,39,0.03958
ODPP,age65plus,16,12,16,15,15,0.01525
OICC,age20less,1,.,.,.,1,0.00123
OICC,age20to24,7,10,22,28,36,0.06319
OICC,age25to29,54,37,36,31,24,0.11166
OICC,age30to34,55,55,73,62,54,0.18344
OICC,age35to39,71,60,69,73,56,0.20184
OICC,age40to44,47,42,50,54,45,0.14601
OICC,age45to49,28,33,40,43,53,0.12086
OICC,age50to54,26,29,38,29,27,0.09141
OICC,age55to59,15,19,19,26,24,0.06319
OICC,age60to64,3,1,5,4,8,0.01288
OICC,age65plus,1,2,2,1,1,0.00429
OPSIC,age20to24,1,.,.,.,.,0.00746
OPSIC,age25to29,4,5,2,4,3,0.13433
OPSIC,age30to34,2,2,4,4,3,0.11194
OPSIC,age35to39,6,4,4,2,2,0.13433
OPSIC,age40to44,1,3,3,3,5,0.11194
OPSIC,age45to49,5,3,4,4,3,0.14179
OPSIC,age50to54,8,8,3,5,3,0.20149
OPSIC,age55to59,3,3,4,3,4,0.12687
OPSIC,age60to64,1,.,1,1,1,0.02985
ORL,age20less,.,.,1,.,.,0.00775
ORL,age20to24,.,.,.,1,.,0.00775
ORL,age25to29,4,2,1,2,.,0.06977
ORL,age30to34,2,2,3,3,4,0.10853
ORL,age35to39,5,3,4,2,2,0.12403
ORL,age40to44,3,3,4,4,2,0.12403
ORL,age45to49,5,6,3,2,3,0.14729
ORL,age50to54,6,8,7,8,9,0.29457
ORL,age55to59,1,2,4,4,4,0.11628
OSFI,age20less,.,.,1,.,1,0.00059
OSFI,age20to24,7,17,14,11,16,0.01925
OSFI,age25to29,49,44,35,29,30,0.05537
OSFI,age30to34,66,77,83,71,83,0.11253
OSFI,age35to39,92,96,97,103,89,0.14125
OSFI,age40to44,104,102,115,106,110,0.15902
OSFI,age45to49,92,111,113,107,108,0.15724
OSFI,age50to54,95,99,93,97,103,0.14421
OSFI,age55to59,85,96,97,94,95,0.13829
OSFI,age60to64,39,34,38,34,41,0.05508
OSFI,age65plus,9,8,14,15,12,0.01718
PCA,age20less,10,12,5,8,12,0.00271
PCA,age20to24,46,93,119,139,147,0.03135
PCA,age25to29,126,175,197,285,308,0.06287
PCA,age30to34,287,337,368,410,441,0.1062
PCA,age35to39,407,415,456,558,566,0.13841
PCA,age40to44,415,475,495,556,571,0.14475
PCA,age45to49,501,461,453,519,547,0.14296
PCA,age50to54,596,625,633,633,589,0.17725
PCA,age55to59,387,419,488,531,534,0.13593
PCA,age60to64,124,136,143,191,206,0.0461
PCA,age65plus,24,27,37,56,54,0.01141
PCA,na,.,.,.,.,1,0.00006
PCC,age20less,.,1,.,.,.,0.00297
PCC,age20to24,8,6,10,8,4,0.10682
PCC,age25to29,5,10,7,8,9,0.11573
PCC,age30to34,6,4,5,5,7,0.08012
PCC,age35to39,5,4,8,10,8,0.10386
PCC,age40to44,8,8,10,8,10,0.13056
PCC,age45to49,6,7,6,11,10,0.11869
PCC,age50to54,12,12,9,5,5,0.1276
PCC,age55to59,9,10,15,12,12,0.17211
PCC,age60to64,1,3,2,3,1,0.02967
PCC,age65plus,.,.,2,1,1,0.01187
PCO,age20less,1,1,1,1,2,0.0016
PCO,age20to24,17,26,31,32,45,0.04033
PCO,age25to29,65,57,57,45,52,0.07372
PCO,age30to34,90,92,79,65,85,0.10978
PCO,age35to39,109,110,109,126,127,0.15518
PCO,age40to44,123,120,108,108,126,0.15625
PCO,age45to49,120,117,124,121,122,0.16132
PCO,age50to54,129,122,121,106,111,0.15732
PCO,age55to59,61,67,65,76,97,0.09776
PCO,age60to64,29,27,24,23,25,0.03419
PCO,age65plus,10,12,9,9,7,0.01255
PHAC,age20less,1,.,.,3,4,0.00073
PHAC,age20to24,73,99,89,105,114,0.04371
PHAC,age25to29,175,174,178,161,151,0.0764
PHAC,age30to34,316,297,275,250,237,0.12522
PHAC,age35to39,344,338,349,353,353,0.15818
PHAC,age40to44,337,344,368,387,405,0.16765
PHAC,age45to49,333,335,312,312,321,0.14689
PHAC,age50to54,291,282,299,304,309,0.13523
PHAC,age55to59,185,191,187,208,204,0.08879
PHAC,age60to64,82,90,105,107,106,0.04462
PHAC,age65plus,26,25,24,33,30,0.01257
PMPRB,age20to24,3,2,1,.,.,0.01961
PMPRB,age25to29,4,8,6,7,3,0.0915
PMPRB,age30to34,5,5,9,14,14,0.15359
PMPRB,age35to39,7,7,12,14,11,0.16667
PMPRB,age40to44,7,6,4,9,12,0.12418
PMPRB,age45to49,5,6,5,5,8,0.09477
PMPRB,age50to54,9,9,11,11,9,0.16013
PMPRB,age55to59,9,9,10,6,8,0.13725
PMPRB,age60to64,3,2,1,2,3,0.03595
PMPRB,age65plus,1,1,1,1,1,0.01634
PSC,age20less,1,.,3,.,1,0.0013
PSC,age20to24,14,12,24,23,39,0.02902
PSC,age25to29,66,31,35,36,38,0.05337
PSC,age30to34,106,94,72,62,83,0.10803
PSC,age35to39,126,104,106,121,110,0.14689
PSC,age40to44,125,113,118,120,121,0.15466
PSC,age45to49,137,132,133,130,131,0.17176
PSC,age50to54,160,136,123,111,126,0.16995
PSC,age55to59,89,70,83,94,84,0.10881
PSC,age60to64,34,36,33,35,41,0.04637
PSC,age65plus,7,8,8,9,6,0.00984
PSEP,age20less,1,4,1,2,2,0.00184
PSEP,age20to24,42,35,46,79,88,0.0535
PSEP,age25to29,155,110,93,142,138,0.11769
PSEP,age30to34,159,174,134,159,178,0.14831
PSEP,age35to39,188,174,160,160,177,0.15846
PSEP,age40to44,164,169,173,177,168,0.15698
PSEP,age45to49,139,133,119,126,135,0.12027
PSEP,age50to54,130,129,120,136,126,0.11824
PSEP,age55to59,89,84,91,92,84,0.08117
PSEP,age60to64,36,39,35,41,45,0.03616
PSEP,age65plus,9,6,6,11,8,0.00738
PSSRB,age20to24,5,6,.,.,.,0.05882
PSSRB,age25to29,13,10,.,.,.,0.12299
PSSRB,age30to34,15,15,.,.,.,0.16043
PSSRB,age35to39,9,9,.,.,.,0.09626
PSSRB,age40to44,12,11,.,.,.,0.12299
PSSRB,age45to49,10,11,.,.,.,0.1123
PSSRB,age50to54,14,12,.,.,.,0.13904
PSSRB,age55to59,10,10,.,.,.,0.10695
PSSRB,age60to64,5,4,.,.,.,0.04813
PSSRB,age65plus,3,3,.,.,.,0.03209
PSST,age30to34,.,1,.,.,.,0.01587
PSST,age35to39,2,2,.,.,.,0.06349
PSST,age40to44,6,3,.,.,.,0.14286
PSST,age45to49,6,6,.,.,.,0.19048
PSST,age50to54,6,10,.,.,.,0.25397
PSST,age55to59,10,7,.,.,.,0.26984
PSST,age60to64,2,2,.,.,.,0.06349
RCMP,age20less,2,5,5,4,7,0.00072
RCMP,age20to24,88,105,148,170,226,0.02314
RCMP,age25to29,413,357,363,345,418,0.05954
RCMP,age30to34,674,667,698,732,682,0.10843
RCMP,age35to39,759,779,834,863,895,0.12969
RCMP,age40to44,868,851,943,951,984,0.14436
RCMP,age45to49,975,980,994,956,1019,0.15462
RCMP,age50to54,1077,1091,1093,1120,1114,0.17255
RCMP,age55to59,739,798,856,910,904,0.13211
RCMP,age60to64,309,341,395,394,426,0.05856
RCMP,age65plus,67,91,108,126,126,0.01627
RPSDP,age20less,1,.,.,.,.,0.05556
RPSDP,age20to24,3,1,.,.,.,0.22222
RPSDP,age25to29,.,1,.,.,.,0.05556
RPSDP,age30to34,1,.,.,.,.,0.05556
RPSDP,age35to39,1,2,.,.,.,0.16667
RPSDP,age40to44,.,1,.,.,.,0.05556
RPSDP,age45to49,1,1,.,.,.,0.11111
RPSDP,age50to54,1,2,.,.,.,0.16667
RPSDP,age55to59,1,1,.,.,.,0.11111
RSCT,age30to34,4,4,.,.,.,0.42105
RSCT,age35to39,1,2,.,.,.,0.15789
RSCT,age40to44,2,1,.,.,.,0.15789
RSCT,age45to49,2,1,.,.,.,0.15789
RSCT,age50to54,1,.,.,.,.,0.05263
RSCT,age55to59,.,1,.,.,.,0.05263
SC,age20less,10,53,23,34,25,0.00432
SC,age20to24,175,399,357,437,463,0.05454
SC,age25to29,485,512,485,646,624,0.08198
SC,age30to34,638,713,689,795,740,0.10649
SC,age35to39,787,802,822,895,847,0.12371
SC,age40to44,898,885,900,973,904,0.13583
SC,age45to49,981,945,991,1052,978,0.14736
SC,age50to54,1046,1054,990,1037,1013,0.15311
SC,age55to59,613,633,709,822,768,0.1056
SC,age60to64,346,342,382,482,407,0.05835
SC,age65plus,152,168,184,245,215,0.02872
SCC,age20less,1,3,1,.,.,0.00465
SCC,age20to24,11,11,18,14,16,0.06506
SCC,age25to29,33,36,24,39,30,0.15056
SCC,age30to34,19,19,26,18,22,0.09665
SCC,age35to39,26,22,18,17,23,0.09851
SCC,age40to44,26,27,31,28,25,0.12732
SCC,age45to49,24,27,23,27,31,0.12268
SCC,age50to54,38,36,40,34,28,0.16357
SCC,age55to59,22,24,15,22,27,0.10223
SCC,age60to64,14,13,13,11,11,0.05762
SCC,age65plus,2,1,4,2,3,0.01115
SHARE,age20less,3,4,8,7,16,0.00144
SHARE,age20to24,104,116,85,119,132,0.02111
SHARE,age25to29,283,266,248,219,247,0.04794
SHARE,age30to34,520,496,466,420,403,0.0875
SHARE,age35to39,760,764,702,705,665,0.13651
SHARE,age40to44,862,841,815,782,814,0.15617
SHARE,age45to49,964,974,901,862,879,0.17386
SHARE,age50to54,1022,1085,1107,1064,1056,0.20248
SHARE,age55to59,543,597,645,680,688,0.11969
SHARE,age60to64,184,197,200,242,291,0.04229
SHARE,age65plus,54,54,59,56,66,0.01097
SHARE,na,.,.,.,1,.,0.00004
SIRC,age25to29,1,.,.,3,.,0.04396
SIRC,age30to34,2,1,2,1,3,0.0989
SIRC,age35to39,3,5,4,3,3,0.1978
SIRC,age40to44,1,3,5,7,6,0.24176
SIRC,age45to49,4,4,3,1,5,0.18681
SIRC,age50to54,4,3,4,5,4,0.21978
SIRC,age55to59,.,.,.,.,1,0.01099
SSHRC,age20less,1,.,.,1,.,0.00193
SSHRC,age20to24,4,5,1,2,2,0.01354
SSHRC,age25to29,17,21,18,18,12,0.08317
SSHRC,age30to34,31,34,34,28,29,0.15087
SSHRC,age35to39,43,38,41,45,44,0.20406
SSHRC,age40to44,30,32,31,32,35,0.15474
SSHRC,age45to49,32,29,36,32,36,0.15957
SSHRC,age50to54,26,26,26,26,25,0.12476
SSHRC,age55to59,10,11,13,17,19,0.0677
SSHRC,age60to64,4,7,8,9,8,0.03482
SSHRC,age65plus,1,2,1,.,1,0.00484
SWC,age20less,1,.,.,1,.,0.00417
SWC,age20to24,6,2,1,1,8,0.0375
SWC,age25to29,10,12,8,4,5,0.08125
SWC,age30to34,10,13,15,13,16,0.13958
SWC,age35to39,21,21,21,21,16,0.20833
SWC,age40to44,10,10,12,12,15,0.12292
SWC,age45to49,9,10,7,11,13,0.10417
SWC,age50to54,19,17,11,8,9,0.13333
SWC,age55to59,12,10,14,17,12,0.13542
SWC,age60to64,1,2,3,3,4,0.02708
SWC,age65plus,1,1,.,.,1,0.00625
TBC,age20less,3,6,3,2,5,0.00212
TBC,age20to24,72,64,74,73,92,0.04182
TBC,age25to29,171,157,121,122,146,0.07995
TBC,age30to34,266,244,232,218,206,0.13002
TBC,age35to39,283,277,282,281,309,0.15968
TBC,age40to44,272,280,286,278,303,0.15823
TBC,age45to49,254,236,239,241,243,0.13526
TBC,age50to54,290,262,270,275,278,0.15332
TBC,age55to59,167,174,173,164,179,0.09556
TBC,age60to64,65,61,64,58,58,0.03412
TBC,age65plus,17,17,17,16,22,0.00992
TC,age20less,7,12,3,2,7,0.00126
TC,age20to24,78,96,135,89,73,0.01908
TC,age25to29,270,264,289,263,208,0.05241
TC,age30to34,453,428,532,527,416,0.09542
TC,age35to39,544,569,643,698,625,0.12471
TC,age40to44,622,627,692,699,638,0.13277
TC,age45to49,784,735,732,767,720,0.1514
TC,age50to54,932,906,963,914,880,0.18611
TC,age55to59,665,678,714,695,708,0.14014
TC,age60to64,305,341,366,369,362,0.0706
TC,age65plus,118,115,136,131,145,0.02612
TRC,age25to29,1,.,.,.,.,0.02041
TRC,age30to34,2,.,.,.,.,0.04082
TRC,age35to39,2,2,1,.,.,0.10204
TRC,age40to44,3,1,1,.,.,0.10204
TRC,age45to49,5,1,1,.,.,0.14286
TRC,age50to54,5,5,2,.,.,0.2449
TRC,age55to59,3,2,.,.,.,0.10204
TRC,age60to64,3,3,3,.,.,0.18367
TRC,age65plus,1,1,1,.,.,0.06122
VAC,age20less,9,3,10,12,6,0.00247
VAC,age20to24,120,101,80,107,121,0.03268
VAC,age25to29,150,131,131,182,159,0.04652
VAC,age30to34,281,214,200,248,239,0.07303
VAC,age35to39,377,353,356,369,339,0.11084
VAC,age40to44,475,437,433,457,399,0.13598
VAC,age45to49,611,533,496,486,435,0.15822
VAC,age50to54,730,680,674,655,497,0.19993
VAC,age55to59,516,454,476,544,393,0.14723
VAC,age60to64,256,214,225,244,155,0.06759
VAC,age65plus,77,68,93,109,66,0.02552
VRAB,age20to24,.,.,.,.,2,0.02326
VRAB,age25to29,.,.,.,.,2,0.02326
VRAB,age30to34,.,.,.,.,5,0.05814
VRAB,age35to39,.,.,.,.,4,0.04651
VRAB,age40to44,.,.,.,.,7,0.0814
VRAB,age45to49,.,.,.,.,10,0.11628
VRAB,age50to54,.,.,.,.,20,0.23256
VRAB,age55to59,.,.,.,.,20,0.23256
VRAB,age60to64,.,.,.,.,14,0.16279
VRAB,age65plus,.,.,.,.,2,0.02326
WDO,age20less,2,1,.,.,.,0.00197
WDO,age20to24,12,13,16,19,21,0.05325
WDO,age25to29,20,21,15,20,14,0.05917
WDO,age30to34,45,35,31,26,24,0.10585
WDO,age35to39,46,45,46,41,42,0.14464
WDO,age40to44,37,35,35,40,41,0.1236
WDO,age45to49,49,49,46,40,43,0.14924
WDO,age50to54,57,61,57,55,44,0.18014
WDO,age55to59,44,36,35,35,35,0.12163
WDO,age60to64,17,14,12,13,12,0.04471
WDO,age65plus,6,8,4,3,3,0.01578
jjj,age35to39,1,1,.,.,.,0.00036
jjj,age40to44,11,12,14,12,8,0.01014
jjj,age45to49,50,53,65,68,68,0.05406
jjj,age50to54,116,113,123,129,116,0.10617
jjj,age55to59,231,230,230,216,213,0.19918
jjj,age60to64,345,330,308,299,272,0.27636
jjj,age65plus,346,371,404,417,451,0.35373
