dept_code,activity_code,vs_type,pa_last_year_5,pa_last_year_4,pa_last_year_3,pa_last_year_2,pa_last_year
CTAIB,BWA04,V,468057.52999999997,494221.10000000003,662149.19,645973.75,561249.1699999999
CTAIB,ISS00,S,656053.76,600964.96,629979.37,722000.17,756998.02
CTAIB,ISS00,V,7320450.430000001,7680617.3100000005,8297304.850000001,11521602.879999999,12272260.65
EA,BVB01,S,4119998.5300000003,2399718.46,163034.95,3825802.29,5556844.7
EA,BVB01,V,35949862.61,34845480.8,40044012.74,49015881.39,74370282.06
EA,BVB03,S,1818657.2199999997,1620752.26,1684694.23,1873541.0,1692602.1
EA,BVB03,V,454831464.25,413578575.57000005,417845322.97,436637392.95,435983334.95
EA,BVB04,S,1229514.74,1532804.43,2024350.25,2676487.18,
EA,BVB04,V,20337325.16,20563775.91,22666586.93,26210664.439999998,28613418.98
EA,BVB05,S,1165477.52,1583060.31,2010764.0499999998,2613510.99,1532922.71
EA,BVB05,V,22968576.6,29287689.020000003,38157538.91,35499992.26,35382644.519999996
EA,BVB06,S,2305340.16,,,,127743.58000000002
EA,BVB06,V,76580486.50999999,81346178.59,86734981.35,97432275.53999999,103584926.56
EA,BVB07,S,953639.65,,,,47903.85
EA,BVB07,V,97425195.14999999,99671023.52,112121630.7,123746561.62,124403465.39
EA,BVB08,S,2100421.0,2022799.32,1779797.9,2456070.62,4486992.4
EA,BVB08,V,37350732.78,37802273.42,46408021.85,57378916.980000004,84469997.4
EA,BVB09,S,1152670.05,1030245.6399999999,1086899.51,1306755.56,1133724.02
EA,BVB09,V,12064858.85,14248988.260000002,15779555.95,17153497.35,17912995.34
EA,BVB10,S,89652.11,,149448.7,960386.5800000001,1005980.5800000001
EA,BVB10,V,6261802.32,7342976.63,8952693.549999999,6216128.25,5542013.28
EA,BVB19,S,4777177.05,4510465.54,5828498.4799999995,1369731.6400000001,4279409.17
EA,BVB19,V,103261526.27,103002128.66,115470066.28999999,127164735.11999999,134347576.67
EA,BVB20,S,1498471.09,1432292.7,1603176.75,1873541.0,1804377.76
EA,BVB20,V,10788875.35,11763264.64,10041211.18,11256896.85,9939461.43
EA,BVC01,S,6224418.399999999,6118653.87,5407324.96,2093957.63,10969977.950000001
EA,BVC01,V,51190781.09,50620451.35,57767283.79,62236835.15,66367727.120000005
EA,BVC02,S,998980.71,1319216.92,1779797.9,4219403.31,4295377.109999999
EA,BVC02,V,24222588.48,22657553.87,19892014.93,18617530.38,18590183.31
EA,BVC03,S,11744427.27,14423438.58,17920255.299999997,23238206.3,14706477.02
EA,BVC03,V,88094715.27,93689194.36,97739748.88,109162082.26,109265607.14
EA,BVC04,S,2254110.37,2060491.2100000002,2703662.45,3699849.9299999997,3832306.69
EA,BVC04,V,29995034.84,29065154.56,38980458.7,37329875.83,30879081.310000002
EA,BVC05,V,36657041.160000004,38283845.58,30232623.56,27513698.55,26527608.92
EA,BVC06,S,189096.17,,,,
EA,BVC06,V,29943284.03,33100232.290000003,34555707.43,33964605.339999996,38886250.6
EA,BVC07,S,736766.33,1130757.35,652139.6799999999,,
EA,BVC07,V,42321841.1,43579009.1,47758954.25,51457082.52,44966878.55
EA,BVC08,S,230534.01,150767.63,,,
EA,BVC08,V,7154775.28,6545297.93,7007138.7,6722713.69,7732970.7299999995
EA,BVD01,S,192111.68,489994.83,366828.55,440833.14,558878.06
EA,BVD01,V,3426264.53,3901304.07,4062353.8800000004,4366574.48,6566073.59
EA,BVD02,S,409838.26,276407.38,312483.62,362112.99,335326.86
EA,BVD02,V,1366030635.56,1004101802.2800001,1174217522.04,726044981.85,840250326.29
EA,BVD03,S,1882694.46,2010235.35,2214557.75,2597766.97,2203576.33
EA,BVD03,V,521307057.35,291503841.11,351006942.65999997,497353677.71999997,452123436.99
EA,BVD04,S,411244463.07,292776643.32,456767112.97,259682756.86,373567155.7
EA,BVD04,V,2533562976.0099998,2149598864.84,2541868249.14,2139288888.26,2018655229.23
EA,BVD05,S,2920097.48,2412282.45,2241730.21,3951754.62,3688595.19
EA,BVD05,V,152401879.25,148833993.56,187509219.4,194913607.35999998,340071614.89
EA,BVD06,S,499490.4,339227.22,380414.84,409345.08999999997,479038.33
EA,BVD06,V,45360489.84,66609665.720000006,72266687.19,136111282.96,89056381.8
EA,BVD07,S,653179.71,653326.51,706484.65,818690.19,814365.2000000001
EA,BVD07,V,68260846.21,87001828.42,76561102.88,77178442.73,74188722.53
EA,BVD08,S,76844.69,62819.85,67931.23000000001,47232.119999999995,31935.89
EA,BVD08,V,20846105.59,25908757.41,29154052.99,29598726.77,29772370.06
EA,BVD09,S,1075825.4200000002,100511.78,,,335326.86
EA,BVD09,V,223967209.03,229365911.37,271758781.88,208575112.21,305970701.41
EA,BVD10,S,883713.6900000001,665890.46,353242.33999999997,,
EA,BVD10,V,287932447.15,229375734.7,310339905.64,226961469.95,245010520.93
EA,BVD11,S,1063017.97,879477.98,1114071.99,928898.48,223551.22999999998
EA,BVD11,V,318393764.18,240678159.66000003,288569619.7,220998072.57000002,274938645.39
EA,BVD12,S,2792023.06,2500230.19,2365606.92,2361606.34,1948089.2899999998
EA,BVD12,V,676399566.14,612786606.19,600763356.15,593647490.38,667312921.21
EA,BVD13,S,1882694.46,2022799.32,2309661.39,2802439.5199999996,2682614.69
EA,BVD13,V,14087396.84,13607272.420000002,14133567.030000001,14556211.48,13714645.790000001
EA,BVD14,S,,251279.46,271724.85,440833.14,415166.57
EA,BVD14,V,17465864.89,23347281.64,20176738.27,24333583.32,20279246.14
EA,BVE01,S,23804303.720000003,3266632.42,3396560.9699999997,6628241.85,6498953.5
EA,BVE01,V,50021994.370000005,44436105.88,48958903.11,62991337.839999996,57429618.730000004
EA,BVE02,S,33146424.66,804094.14,1032554.52,1322499.52,1485018.88
EA,BVE02,V,28483390.07,6391298.329999999,5649685.24,15035219.649999999,49842948.83
EA,BVF01,S,2202880.62,1922287.56,2445523.81,3196040.5700000003,2570839.1
EA,BVF01,V,19583825.01,26446033.16,32948418.650000002,33179567.43,34714337.87
EA,BVF02,S,13358165.399999999,8179145.039999999,1942832.83,,638717.86
EA,BVF02,V,150406413.54999998,183032752.18,192185923.29,210969598.73,225470469.26999998
EA,BVF03,V,247577452.83,246662487.17999998,259943723.56,277178539.4,300826152.53000003
EA,BVF04,S,1011788.1799999999,1017681.6699999999,1440141.83,1794820.81,1836313.6300000001
EA,BVF04,V,77132109.71,85193111.96000001,95390405.52999999,112521205.71,115976811.35
EA,BVF05,S,1869886.9700000002,3185464.76,4040196.38,5556303.2,6061185.390000001
EA,BVF05,V,249691924.70000002,286539003.17,287595286.91,287841582.76,322057875.9
EA,BVF06,S,1575315.83,2437410.36,3056904.84,4077706.9099999997,
EA,BVF06,V,75433090.87,69302982.14,91734092.01,121925688.06,142966349.33
EA,BVF07,S,2907290.04,4196366.27,5325807.47,,111775.66
EA,BVF07,V,52575723.0,56498216.13,54299284.13,68029555.71,63078157.77
EA,BVF08,S,3855041.02,6256857.4799999995,4429115.46,3542409.46,1373243.21
EA,BVF08,V,83647511.17,82248026.18,106748663.10000001,99222489.42,109888372.16
EA,ISS01,S,10667085.71,10736424.989999998,13102613.96,15713561.370000001,15935955.88
EA,ISS01,V,44240379.06,43833691.230000004,48499339.78,53637797.09,54582643.900000006
EA,ISS02,S,5057500.12,3844575.05,4863875.21,6234640.68,6594761.1899999995
EA,ISS02,V,25552286.529999997,27073646.52,28879185.069999997,30574426.44,28246259.82
EA,ISS03,S,628127.27,1936349.37,2107022.55,2457309.6999999997,2396530.08
EA,ISS03,V,8445679.8,9415443.95,11984012.67,12214643.969999999,14327195.870000001
EA,ISS04,S,9844451.73,10126560.52,12635206.49,16263595.64,17053764.9
EA,ISS04,V,60069623.7,60366648.010000005,64374946.85,71644860.4,75378120.11
EA,ISS05,S,18101240.61,10447497.84,11766673.27,24020919.81,20245234.240000002
EA,ISS05,V,40537778.61,40643530.74,46219167.08,46573125.690000005,45414775.07
EA,ISS06,S,1193347.6800000002,3337063.8400000003,3749803.2200000007,4471307.97,4439088.600000001
EA,ISS06,V,8341870.23,8130853.14,12326169.14,14553973.51,15369099.68
EA,ISS07,S,2100421.0,2311770.63,2934628.5900000003,3558153.62,3592787.55
EA,ISS07,V,27014566.06,24786201.439999998,22165942.07,15701264.18,15639365.499999998
EA,ISS08,S,1037403.1000000001,979989.71,1290693.1199999999,1684612.5499999998,1788409.8
EA,ISS08,V,50507996.65,45177504.02,53269031.83,61199566.660000004,55516705.050000004
EA,ISS09,V,-779.6200000000002,1807358.6500000001,1834.3599999999997,2806.4800000000005,13824.679999999998
EA,ISS0Z,S,409838.27999999997,703582.3099999999,896691.97,1133571.06,1197595.74
EA,ISS0Z,V,3664931.7299999995,6145405.579999999,5763418.04,5729353.14,5097964.39
EC,BGR01,S,101237043.08000001,6558512.42,20940585.34,89446913.14,246056734.98000002
EC,BGR01,V,338288722.58,312787391.82,286746443.01000005,372426629.98,333064423.11
EC,BGR02,S,747562.5,1644515.5699999998,1812233.21,2083312.52,2070164.8199999998
EC,BGR02,V,31974409.849999998,35015588.07,76966000.99000001,82896048.23,81620717.19
EC,BGR03,S,1881625.59,1832077.88,1759336.84,2221942.11,3968017.1599999997
EC,BGR03,V,21733085.46,23544420.56,19149784.810000002,21673896.45,565704713.7
EC,BGS01,S,7029078.72,6844293.46,6598121.97,7081261.3,7314052.09
EC,BGS01,V,71203839.84,68790351.47,64236863.64,65915306.73,68836758.75
EC,BGS02,S,7983291.64,7550694.87,8511987.98,10251845.64,9025033.75
EC,BGS02,V,84072844.36999999,86801498.55,107227594.63,147101691.15,106312027.74
EC,BGS03,S,11912505.81,789099.42,744374.15,786383.63,861330.0599999999
EC,BGS03,V,12322732.43,48752504.980000004,25488499.66,28417695.1,25578748.43
EC,BGS04,S,10416146.36,9817535.48,10278063.12,12817622.0,14162320.76
EC,BGS04,V,110462637.86,107765028.25,119224696.17,147887019.01,145851618.89000002
EC,BGS05,S,4778011.18,4350440.91,4600442.53,5373700.24,5314590.35
EC,BGS05,V,40084285.81,38599598.32,43349059.309999995,45843890.949999996,47324986.13
EC,BGS06,S,,,,,1097306.8
EC,BGS06,V,,,,,10971542.94
EC,BGT01,S,5211275.63,5223880.7,5864684.58,7012034.41,7025328.74
EC,BGT01,V,93265220.98,122871778.01,157668324.43,180229649.87,182769723.3
EC,BGT02,S,4015979.66,3724605.5,4048115.94,5376511.17,5087473.890000001
EC,BGT02,V,43929537.52,44751687.52,49415129.88,63265049.199999996,58155180.08
EC,BGT03,S,2989595.6300000004,3332953.37,4529379.7,5514393.31,5561728.82
EC,BGT03,V,174861622.19,183992513.92,264769272.69,397197991.26,377277583.95
EC,BGT04,S,538408.72,787309.51,1224130.15,1153840.96,993148.4199999999
EC,BGT04,V,5955237.45,7190712.12,46269415.22,11587431.81,9791146.25
EC,BGT05,S,1802534.11,2087981.9899999998,2192176.57,2442404.6,2672428.92
EC,BGT05,V,14318673.32,16865072.299999997,17695079.229999997,22199472.59,20855376.36
EC,BGT06,S,2062366.31,2030552.1800000002,2179722.52,2389231.77,2401852.23
EC,BGT06,V,17901297.4,20804850.16,20345649.689999998,21740024.79,21554295.01
EC,BGU01,S,19739090.53,18723762.87,19064401.689999998,21952346.57,22271770.83
EC,BGU01,V,193403911.28,214791151.49,191837681.38,213031536.81,204082177.32
EC,BGU02,S,4980962.47,4755552.390000001,4961762.48,5644474.39,5954177.199999999
EC,BGU02,V,34605055.010000005,36461400.67,41321619.13,40562849.26,44941493.53
EC,ISS11,S,6607767.999999999,6310404.9399999995,7230520.36,8631837.31,8014484.13
EC,ISS11,V,49039185.19,52195013.919999994,60737166.06999999,64436056.91,61429032.910000004
EC,ISS12,S,2139318.8,1977946.3,2860459.34,2718983.9000000004,2506417.55
EC,ISS12,V,16793986.78,19600894.99,23985583.96,20306582.28,18825840.44
EC,ISS13,S,143348.9,142228.05,102840.97,101715.47,106673.22
EC,ISS13,V,9283034.3,8225240.3,8968430.08,8648472.0,8556606.629999999
EC,ISS14,S,3475614.71,3201946.9099999997,3568769.74,4197302.71,4114007.71
EC,ISS14,V,27321741.97,26562837.15,28790299.57,33363563.94,33667700.410000004
EC,ISS15,S,2852951.9899999998,2912216.94,3288110.03,3740865.51,3854258.0300000003
EC,ISS15,V,23993583.51,24353840.47,28061702.82,30105293.82,31440897.349999998
EC,ISS16,S,1025729.6,969509.8200000001,1036836.9299999999,1263773.5899999999,1358704.22
EC,ISS16,V,12356705.91,14835060.000000002,15715605.57,18284736.0,18388226.8
EC,ISS17,S,3346637.46,3734426.54,3860623.38,4761609.1899999995,5531420.82
EC,ISS17,V,40584396.53,47078621.47,50651827.07,55975266.19,62320655.63
EC,ISS18,S,1530230.57,1406966.91,1410861.79,1859510.0699999998,1957080.58
EC,ISS18,V,64279045.39,41558193.09,49983510.72,49689901.4,44197050.42
EC,ISS19,S,360657.94,379625.14999999997,373214.52,452218.76,492988.6099999999
EC,ISS19,V,2771188.08,3475952.26,3581595.0900000003,5005613.66,5505008.08
EC,ISS1Z,S,372056.67,440724.69999999995,496373.39,579548.34,621354.86
EC,ISS1Z,V,2800813.99,3687697.94,3957053.77,4482204.28,6350117.61
EDC,BXE01,S,253018024.29000002,1255643280.2399998,1606430879.5900002,10522747357.01,583163743.08
ERC,BXJ01,S,294693.85,381688.05000000005,478644.48,507707.51999999996,539684.59
ERC,BXJ01,V,2890822.33,3493016.5,4398975.399999999,3434056.04,4466321.88
ERC,ISS50,S,,,,42479.39,140221.9
ERC,ISS50,V,,,,1388129.96,1542270.41
FBCL,BTU00,S,1480387.0,,,,
FBCL,BTU00,V,4581003.14,9123879.0,4423000.0,7044808.6,17863915.09
FCAC,BUT01,S,6915340.76,7595602.0200000005,9327051.66,11331155.71,12339183.34
FCAC,BUT02,S,,,7063526.81,8065242.89,8298036.39
FCAC,BUU01,S,4692116.29,6546130.4,,,
FCAC,ISS00,S,23428539.33,24516604.79,37560804.4,33970777.06,34630324.62
FEDNO,BYL01,S,,236210.85,290683.23,324336.31,338287.3
FEDNO,BYL01,V,,57075444.17,72094650.57,35460569.76,27366292.64
FEDNO,BYL02,S,,236210.85,290683.25,324336.31,338287.3
FEDNO,BYL02,V,,6328837.17,10067372.55,7276420.96,5563120.55
FEDNO,BYL03,S,,243368.79,304524.74,324336.22,354396.14999999997
FEDNO,BYL03,V,,23247484.33,41962051.09,21191521.759999998,22855390.17
FEDNO,ISS00,S,,132591.92,498314.39,497859.63,579921.21
FEDNO,ISS00,V,,1720803.27,6569586.59,6376998.42,6667435.17
FEDSO,BNM10,S,1268860.86,1522417.1,1427945.07,1401715.42,1152489.92
FEDSO,BNM10,V,79372702.5,65417406.46,138865798.76,179400738.49,112524799.26
FEDSO,BNM11,S,727273.79,744292.89,951963.22,798445.44,841006.23
FEDSO,BNM11,V,81581706.4,92593896.44,112591839.18,140851460.35,67220678.12
FEDSO,BNM12,S,238185231.26,862703.0800000001,1160205.3,1046850.77,872154.52
FEDSO,BNM12,V,278370702.86,225037083.81,326906281.14,120737296.86,59263910.67
FEDSO,ISS00,S,1439073.98,1472535.7,1415070.38,1847296.28,1644352.6099999999
FEDSO,ISS00,V,11800943.43,12465144.49,15867593.170000002,15948676.58,15076394.040000001
FIN,BUV01,S,2911999.9299999997,2711249.04,2918936.87,3421716.5700000003,3795768.43
FIN,BUV01,V,20208418.99,20927756.689999998,23982449.740000002,25700673.55,27382446.900000002
FIN,BUV02,S,11273001.92,1312509.03,1454179.33,1547972.42,1714549.83
FIN,BUV02,V,21339396.459999997,19786446.340000004,13039128.66,12382783.48,12898674.05
FIN,BUV03,S,53980895.7,212042009.89,385714105.49,1479332229.32,2365015660.57
FIN,BUV03,V,7745532.780000001,12755881.690000001,202459330.77,292148042.24,11963432.75
FIN,BUV04,S,1256979.9500000002,1102977.4100000001,1118230.45,1280520.05,1270753.4
FIN,BUV04,V,26945700.29,8061459.140000001,8790105.16,8966494.73,8509803.1
FIN,BUV05,S,42028281.06,1770082.6400000001,1770073.08,2383888.71,2693261.52
FIN,BUV05,V,25689803.099999998,14287092.22,18183052.29,20745761.400000002,21526376.76
FIN,BUV06,S,1060415.34,1027555.89,978613.06,1182413.14,1373733.62
FIN,BUV06,V,7479941.0,7616374.71,8440954.64,9370958.34,10686131.429999998
FIN,BUV07,S,41880173684.0,47132954822.0,47140656521.0,51431243596.0,52070383303.0
FIN,BUV07,V,290390.6,305879.88,327154.2,361233.46,302673.98
FIN,BUV08,S,50892411654.24,35205851877.259995,36618262565.99,38856546709.27,40008781761.84
FIN,BUV08,V,3147882076.63,440003.79,380027.82,349601.23000000004,377840.54
FIN,BUV09,S,16513.57,96749.48,91715.34,20455.28,19221.17
FIN,BUV09,V,698887.73,701725.14,651703.95,659252.25,794967.32
FIN,BUV10,S,569634693.37,579228221.5500001,1130396278.16,614338487.26,554997157.01
FIN,BUV10,V,91503.32,79576.12999999999,93031.08,98604.93,109365.75
FIN,BUV11,S,20896814813.91,23116963806.45,31697783166.46,42691666505.32,48097919564.23
FIN,ISS01,S,1571011.02,1334595.19,1387332.2,1430132.92,1523775.77
FIN,ISS01,V,11700154.35,10204924.95,10811686.52,10459292.85,10579722.079999998
FIN,ISS02,S,1175598.96,1015102.9600000001,1053835.46,1274318.85,1257800.96
FIN,ISS02,V,9489290.719999999,9239796.3,11068765.55,10652737.93,10634025.67
FIN,ISS03,S,106389.0,94432.53,110248.31,125516.68,139964.21
FIN,ISS03,V,3855671.9400000004,4046622.02,6165532.25,4786892.72,5910915.54
FIN,ISS04,S,644011.46,628074.94,664114.03,701263.58,691655.88
FIN,ISS04,V,5449220.18,5462714.0,6458959.77,7187539.37,6446446.7700000005
FIN,ISS05,S,246244.63,227385.40999999997,257900.36,244837.33000000002,258090.39
FIN,ISS05,V,2772801.97,2874078.32,3242980.5700000003,3292455.0500000003,3539412.7100000004
FIN,ISS06,S,112401.55,90135.64,96108.48999999999,109278.26000000001,93135.26999999999
FIN,ISS06,V,1439431.93,1294538.8599999999,1681114.54,2215652.63,1346266.88
FIN,ISS07,S,506542.91000000003,618652.64,693493.4,790525.28,750125.3300000001
FIN,ISS07,V,8189188.15,8023060.25,10251204.38,10662485.49,9926666.549999999
FIN,ISS08,S,175254.6,120891.07999999999,169289.51,197305.88,186762.56
FIN,ISS08,V,2135327.1,2007917.55,2600250.1300000004,2710976.2,2917026.35
FIN,ISS09,S,18025.63,18767.39,20030.670000000002,27914.850000000002,20386.440000000002
FIN,ISS09,V,136921.18,169669.79,155530.07,230710.84000000003,195838.08
FIN,ISS0Z,S,69942.98,64063.93,74460.11,71631.66,90419.59
FIN,ISS0Z,V,499861.11000000004,492889.01,536188.29,531566.13,821801.46
FJA,BNZ01,S,613473724.51,656497927.51,697295631.06,738389749.64,788502018.69
FJA,BNZ02,S,710857.04,714771.17,671217.6799999999,809895.38,951358.97
FJA,BNZ02,V,9466583.09,9843123.959999999,11334790.82,10589105.57,11042113.0
FJA,BNZ03,S,175111.08,179858.04,183150.0,189287.0,220060.2
FJA,BNZ03,V,2563556.97,2820452.87,1950162.03,2015126.23,2756109.4299999997
FJA,ISS00,S,70448.0,70448.0,71400.0,72352.0,65688.0
FJA,ISS00,V,656352.0,656352.0,655400.0,654448.0,661112.0
FO,BTF01,S,147917329.57,8439069.26,8570522.86,9335652.629999999,10114565.71
FO,BTF01,V,70004015.17999999,126784161.1,99114663.5,147515749.86,101880598.55
FO,BTF02,S,3455043.5000000005,3975530.14,4340780.25,5368302.42,4960782.65
FO,BTF02,V,151279163.86,464992147.04,196413646.22,269483581.40999997,292092362.59000003
FO,BTF03,S,1285814.5,1355898.75,1555716.3800000001,1674381.76,1616525.27
FO,BTF03,V,15600533.84,13818750.63,20506683.450000003,19082596.27,14538567.100000001
FO,BTF04,S,2960304.1,2846533.8000000003,3225328.95,5087090.59,5502217.79
FO,BTF04,V,39041963.17,35622909.37,45657555.43,63589457.7,68751839.72999999
FO,BTF05,S,508294.46,592299.7,608594.13,723025.49,784440.38
FO,BTF05,V,12610563.52,14526878.719999999,24357944.39,25570873.939999998,27419612.93
FO,BTF06,S,2626501.76,2672506.0900000003,3131159.32,3331362.25,3542087.17
FO,BTF06,V,162210497.62,148548494.81,242177290.12,261315743.68,225823337.67
FO,BTF07,S,11035969.82,12412213.35,10589912.76,12805536.899999999,12410983.86
FO,BTF07,V,129852057.9,143243454.64000002,144210174.86,172311517.39,175298504.8
FO,BTF08,S,661409.54,637511.65,658991.9800000001,772657.04,756826.96
FO,BTF08,V,5833239.35,5662414.109999999,5948116.8,6952081.069999999,6900594.750000001
FO,BTF09,S,384059.96,355920.27,303859.84,328989.93000000005,298314.62
FO,BTF09,V,3922787.55,4415743.88,3249521.19,3520150.5700000003,3216969.5
FO,BTF10,S,1538928.29,1294228.6099999999,1189319.12,1290255.11,1163394.1400000001
FO,BTF10,V,15035999.41,14501725.51,12610066.73,12528667.27,11287802.26
FO,BTF11,S,12348632.71,12805374.05,13832793.2,15936810.27,14865816.25
FO,BTF11,V,129878047.75,145926015.65,159183050.07,169833869.82,158288596.04
FO,BTF12,S,886641.67,1230260.72,1652075.23,1626311.8,2176536.03
FO,BTF12,V,7875760.87,10111746.459999999,12711181.659999998,13360317.1,17544557.54
FO,BTF13,S,640439.67,694561.38,766166.4400000001,846863.72,890822.67
FO,BTF13,V,58998191.79,68205168.50999999,60699440.18,98161349.14,85889771.07000001
FO,BTG01,S,7417562.03,7588018.100000001,7986770.74,9011668.21,8536145.59
FO,BTG01,V,128892917.7,99376083.75,86422494.14,129699647.46000001,122136091.09
FO,BTG02,S,984891.5099999999,967224.29,1078915.31,1375505.75,1534186.51
FO,BTG02,V,14873894.879999999,15140499.13,14159855.91,19538793.64,22020817.64
FO,BTG03,S,2405097.01,2419037.96,3048437.2600000002,3297931.99,3106569.4299999997
FO,BTG03,V,40491904.96,46757707.05,53235585.65,46718112.42,47648681.31
FO,BTG04,S,2475343.54,3066598.71,4651640.63,5201892.08,5203710.74
FO,BTG04,V,28039988.0,45140419.24,79665896.69,83819862.81,280646983.41
FO,BTG05,S,7146483.029999999,7142453.100000001,8661128.7,10100903.23,10194258.98
FO,BTG05,V,96469038.34,101681103.92,122583986.2,127514322.32000001,128063748.30000001
FO,BTG06,S,1732809.8399999999,1609079.38,1725634.3399999999,1720839.0899999999,1633529.78
FO,BTG06,V,21961623.99,28327187.87,23410759.02,20649549.97,19953656.26
FO,BTG07,S,228687.51,,,,
FO,BTG07,V,1685254.39,,,,
FO,BTH01,S,158219.90999999997,161646.6,167944.13999999998,218357.18,193854.07
FO,BTH01,V,7764991.450000001,19891771.41,35170129.440000005,26020935.560000002,25652442.47
FO,BTH02,S,1913816.83,2038077.82,2102055.32,2488167.23,2342374.79
FO,BTH02,V,-201758.459999997,870895.5999999978,2691109.629999995,2993040.9899999984,2074014.3500000015
FO,BTH03,S,392908.74,555215.77,550365.45,827672.94,713405.11
FO,BTH03,V,8135928.260000001,6615168.88,8588914.76,5606234.9799999995,8386604.949999999
FO,BTH04,S,4149673.23,4378830.55,4451676.0,5008151.45,4863090.18
FO,BTH04,V,37574098.39,36290007.47,35345643.730000004,39254323.529999994,38931036.22
FO,BTH05,S,11587141.99,10755122.18,12446990.39,14121358.99,12859462.11
FO,BTH05,V,172258573.0,199410520.16,210819230.29999998,212752096.94,195473800.25
FO,BTH06,S,3854685.03,3535722.1799999997,3741580.11,4540581.33,4321486.62
FO,BTH06,V,38314597.99,38843990.849999994,36640921.66,47461576.47,46159205.3
FO,BTI01,S,3231756.3899999997,3160904.3600000003,3209968.71,4068731.8,3827617.3299999996
FO,BTI01,V,56025734.5,50468320.59,66076059.63,68681706.87,64870904.7
FO,BTI02,S,4587292.850000001,4732257.51,4663133.84,5493529.54,5280105.91
FO,BTI02,V,56465633.14,86618134.02,92892689.75,80677787.76,98988128.47
FO,BTI03,S,792522.72,643527.01,903388.27,1162858.73,926118.8300000001
FO,BTI03,V,6950963.98,6541047.04,9312755.56,10337507.98,8824319.9
FO,BTI04,S,45416917.89,36191066.85,39997966.46,53207585.32,47166741.34
FO,BTI04,V,392017435.53,371951584.83,364038239.28999996,473202997.46,414835019.58
FO,BTI05,S,591835.61,4692948.199999999,6031635.79,8867510.11,7257479.84
FO,BTI05,V,308058856.53999996,331666993.31,354815769.38,420459372.58,500821360.8
FO,BTI06,S,774428.52,1917451.99,2121232.89,2795397.55,3119235.85
FO,BTI06,V,258914400.43,354825083.90999997,386321132.84000003,636070225.67,1182528452.31
FO,BTI07,S,2167207.24,2002951.2999999998,2482757.91,3232739.1500000004,2917583.5300000003
FO,BTI07,V,24545309.150000002,21485186.59,28795093.25,30414490.990000002,30296762.99
FO,ISS01,S,6626069.2299999995,8780298.99,9377602.25,9948246.430000002,9464562.37
FO,ISS01,V,47281330.38,72165956.51,85923068.22999999,77313176.74000001,69618358.27
FO,ISS02,S,2504318.33,2938749.8,2954028.14,2928675.2600000002,2755417.33
FO,ISS02,V,17787798.74,21967872.1,21368383.61,20962172.580000002,19728449.19
FO,ISS03,S,351070.86,206184.14,176774.72999999998,213348.25,204835.39
FO,ISS03,V,14557408.47,13704162.94,38044845.72,14435356.62,15754335.190000001
FO,ISS04,S,5187543.079999999,5894037.81,6460508.96,6649667.76,6135153.5
FO,ISS04,V,39043983.68,49268727.99,50402702.62,50617204.6,46366120.08
FO,ISS05,S,4197701.23,5614677.26,5627138.85,5872975.86,5376134.06
FO,ISS05,V,67965833.99,56204733.7,46356394.21,46821666.84,43352896.08
FO,ISS06,S,645044.0700000001,479289.57,466895.42000000004,532742.8300000001,357318.92000000004
FO,ISS06,V,9945890.370000001,7410782.33,6996376.180000001,6131729.2299999995,5438546.32
FO,ISS07,S,3991513.1999999997,5945214.06,5146930.0600000005,7282592.63,8074467.529999999
FO,ISS07,V,64151563.24,88705297.24,73375376.12,93332108.08,94950648.8
FO,ISS08,S,4951890.65,4468092.76,4927161.18,5868590.11,5602649.4399999995
FO,ISS08,V,257883798.98,194197869.56,203815587.47,241578133.02,246742345.59
FO,ISS09,S,546991.74,588188.25,596135.05,688190.63,1143354.99
FO,ISS09,V,5619842.2299999995,7555187.5,9125776.53,7739187.82,15740943.06
FO,ISS0Z,S,483391.62,853875.4099999999,719439.33,765050.99,752189.5
FO,ISS0Z,V,3623538.05,6786965.710000001,6692580.49,5414427.64,5146913.88
FORDQ,BLL02,S,851827.76,879644.1299999999,888788.53,1186222.57,983347.75
FORDQ,BLL02,V,87193362.87,97871216.53,101361813.34,101702647.93,101164218.1
FORDQ,BLL03,S,90458074.39,243027.30000000002,887540.4099999999,238356.15,197489.77000000002
FORDQ,BLL03,V,168605867.88,141953448.84,271732383.34000003,260024877.16,26613514.38
FORDQ,BLL04,S,1919691.41,1740074.6099999999,1731289.3699999999,2299221.91,2435650.6999999997
FORDQ,BLL04,V,178770700.12,176355343.13,142971790.07,170717881.57,181490120.67000002
FORDQ,ISS00,S,2135771.1399999997,2348383.06,2088959.04,2472971.71,2451618.0999999996
FORDQ,ISS00,V,20440602.69,22446592.89,22452155.919999998,24540623.03,22294480.62
FTRAC,BUW01,S,1998820.8800000001,2291117.3,2597589.12,3139717.21,46049750.58
FTRAC,BUW01,V,17554890.25,22378107.48,24200873.75,27052438.88,46809.729999999996
FTRAC,BUW02,S,58788.86,67385.72,76399.71,92344.68,31660.53
FTRAC,BUW02,V,331913.73,622538.02,818111.64,654001.04,-1327.49
FTRAC,BUX01,S,1528509.91,1752031.02,1986391.7200000002,2400960.22,3410652.92
FTRAC,BUX01,V,14652994.330000002,17277359.07,19040504.56,20690460.75,38436591.28
FTRAC,BUX02,S,176366.45,202157.41,229199.12000000002,277033.93,
