dept_code,activity_code,pa_last_year_5_exp,pa_last_year_4_exp,pa_last_year_3_exp,pa_last_year_2_exp,pa_last_year_exp,pa_last_year_planned,planning_year_1,planning_year_2,planning_year_3
PCA,ISS07,9048504.84,12106313.22,13487164.17,12659033.65,15657036.31,11596831,12121042,11059901,10788694
PCA,ISS08,15023011.89,11128142.15,13108896.98,13348518.44,12264011.22,10272238,11563286,10405247,8755431
PCA,ISS09,306533.88,312760.58,256741.95,640214.59,182420.01,274738,366660,342934,295945
PCA,ISS0Z,5215918.89,5207806.8,5435250.69,6728409.87,6583472.88,5903659,6950805,6170091,4134734
PCAN,BYK01,,47679760.26,34815714.59,44205614.04,22371635.57,24281712,29294862,26146276,25801948
PCAN,BYK02,,38650169.73,59862776.9,75887571.43,65611324.06,52299752,74028290,66277908,66260536
PCAN,BYK03,,9511230.63,17691823.03,22462406.38,21225197.54,21296699,13113662,12185345,12182188
PCAN,BYK04,,69144008.1,102444510.2,37875399.04,16782651.8,13928356,14490816,11402430,7011961
PCAN,ISS00,,3720617.14,,,,,,,
PCAN,ISS10,,,7268222.53,10278989.06,10557823.42,8964534,9363663,8637511,8627297
PCC,BXF01,6403374.35,6125444.43,6178809.4,7160505.32,5530044.67,,,,
PCC,BXF02,141205.4,141434.63,1692497.73,2865895.58,4500109.96,,,,
PCC,BXF03,136662.39,102571.93,202983.87,643428.54,881552.11,,,,
PCC,ISS30,4734994.67,4161184.21,4405370.49,5124703.68,5294342.66,,,,
PCO,BWW01,11859029.16,11726410.92,13245287.26,13478774.83,12518794.42,,14084766,13558831,13558831
PCO,BWW02,12989114.97,14235102,19222356.69,22990364.44,22454735.66,,21837026,20686867,19822117
PCO,BWW03,32324211.09,29041022.59,30512505.55,33161316.31,44890444.38,,46931702,45385690,45385690
PCO,BWW04,1490653.63,11136942.59,30004292.9,9958822.72,19339030.66,,1966532,0,0
PCO,BWW06,8669564.27,8413184.9,9543392.63,10942959.55,10915192.57,,62988218,10745662,10745662
PCO,BWW07,6322638.35,5790461.99,5916326.55,5883564.04,4471535.85,,4721050,4732645,4732645
PCO,BWW08,5451638.5,6542851.26,7935811.23,10742523.26,9944509.14,,10720355,11269466,8927286
PCO,BWW09,9622916.37,9894873.56,11220943.23,14324537.19,14203198.43,,12921332,13746372,11447924
PCO,ISS00,113563557.8,106834513,115336239.9,122489267,113006747.8,,102030532,100389291,98972975
PHAC,BVP01,197360957.9,190922546.2,294544767.9,320748780.4,289536075.6,283544479,308353468,237073869,213271099
PHAC,BVP02,30668120.52,29158840.5,31260404.08,34768354.05,43393281.6,40413267,41797162,47735755,28992632
PHAC,BVP03,63260408.82,67937428.97,81039023.63,92955555.68,69107286.14,72445218,54879733,53107345,43588541
PHAC,BVQ01,1208360568,2583197304,441064593.4,195049251.3,170892026.4,165703942,142548663,139170039,116828444
PHAC,BVQ02,281278770.1,664884815.5,1588350498,187445442.5,128969345.3,137936853,99620338,83612487,74441635
PHAC,BVQ03,2285369134,3594145851,2462960687,2990296890,318469096.1,707110775,672188520,497331264,408656151
PHAC,BVQ04,19125409.7,21315162.96,22257419.33,27124581.26,26366466.08,22194364,21478130,18484461,18484524
PHAC,BVR01,4295563514,975567762.8,420041170,284020670.1,245199282.9,243779149,257854973,225615637,143111275
PHAC,BVR02,57680871.93,97231425.01,55727476.8,24629848.4,24640245.66,19981417,22241971,25150127,10603316
PHAC,BVR03,106040385.4,277930316.2,148680170.9,37800703.76,26501814.63,20672971,18037775,15696539,10762420
PHAC,ISS01,46657991.51,72772261.96,84277332.28,79535389.13,71972888.87,60899977,62135161,43634151,43131538
PHAC,ISS02,80340035,36164055,54279766,30207367,16098578,12661294,13401385,14021247,11117455
PHAC,ISS03,5935031.92,7525417.84,6019261.53,4925433.35,3881057.11,2714171,2079076,1779076,1779076
PHAC,ISS04,14488320.6,18558675.57,21246066.25,28325969.82,17885984.29,13096663,12339172,10046454,7630918
PHAC,ISS05,15541897.1,22270701.06,25906370.85,24747162.85,26408340.6,20544051,58935582,30381784,14788144
PHAC,ISS06,4317295,5740167,5658484,5219517,5033163,4940147.88,4271651,3926106,3655249
PHAC,ISS07,29155105.81,24396794.24,24365920.31,41894510.87,29513148.5,21763356.13,20823798,19051557,16536191
PHAC,ISS08,15276442.97,12182416,14808813.93,16878888.43,19457950.6,10882765,11994249,11511706,9654647
PHAC,ISS09,1123033,3002088,,1071444,,1579932,,,
PHAC,ISS0Z,216337.95,528468.52,3289489.54,885603.75,1588239,5642468,1510898,1564154,1009889
PMPRB,BVM01,8861497.58,7301431.94,6933771.15,7928852.28,7584143.42,12014521,,,
PMPRB,BVM02,1997375.48,1698289.05,1753809.92,2294689.97,2196273.94,2302292,,,
PMPRB,BYU01,,,,,,,2343152,2346810,2346810
PMPRB,BYU02,,,,,,,12285557,12297976,12297976
PMPRB,ISS00,4400210.09,3339688.22,3333947.42,3820602.93,3906682.85,3429234,3500223,3507506,3507506
PPS,BSW00,73786578.55,86622316.48,101612114.1,94966897.58,107824766.5,,,,
PSC,BWB01,11149797.18,9337035.37,8921594.9,10228916.55,14354647.29,9325276,11137317,10961961,10937947
PSC,BWB02,33211276.57,31136833.06,36294770.57,37736787.96,42314058.5,37937023,47138604,46396412,46294777
PSC,BWB03,13487817.05,13401571.62,15863435.71,17470438.17,18501967.53,16581219,18897646,18600105,18559360
PSC,ISS00,35712466.87,32174349.15,37794388.06,41457720.89,24955332.27,34377279,26040006,25630010,25573865
PSEP,BVS01,15333084.31,17983785.92,16748247.76,21404572,25871478.28,23347772,25358219,25067426,23988106
PSEP,BVS02,5931053.65,6056713.06,6115629.28,6474794.25,5059917.29,6736869,6678889,6683509,6762662
PSEP,BVS03,3493833.8,6865708.15,7694758.23,6179301.1,3187143.49,4369351,8570745,8789951,4894492
PSEP,BVT01,95933777.71,113530683.3,140374268.4,216966404.5,239755827,236104641,228205780,165485551,159505712
PSEP,BVT02,9647337.61,36893651.58,150280919.3,291656815.4,127285983,77421435,556015574,49810333,43467941
PSEP,BVT03,26851314.02,35653636.39,49654510.24,52804387.97,61379207.16,57875197,49424989,45595205,40534984
PSEP,BVT04,5438897.19,5856354.36,6884772.97,6409834.95,6321654.48,6509369,7368362,6711316,6711480
PSEP,BVT05,144315473.5,153036031.7,241028510.3,252538146.3,288022885.2,405482333,410990801,380783131,333876565
PSEP,BVT06,18404546.04,18916051.52,16715336.17,19220316.38,18342969.17,35710656,36580992,30665115,30664614
PSEP,BVU01,43226344.87,41222236.58,26146993.56,33396995.45,32985006.97,33094043,32159200,24012350,23948427
PSEP,BVU02,15860330.07,16098591.05,39174600.78,23152561.98,18191494.73,21192978,13624510,9857031,9857193
PSEP,BVU03,320940062.8,549647052.3,2532286184,466526372.9,425693454.2,619229953,698847865,125162107,125197189
PSEP,ISS01,23365816.75,18000613.01,20722704.09,26063421.44,26571830.51,26538085,30668407,25565596,24346049
PSEP,ISS02,8766028.18,8083253.66,7985453.47,10760480.91,9873308.89,9971539,9407939,9258822,9259235
PSEP,ISS03,4826634.39,1540371.22,4045518.15,3724946.53,4232210.83,4514313,4625374,3735119,3725151
PSEP,ISS04,8000278.12,8735750.26,9593167.32,12442433.2,12977470.49,8856695,9845199,9167025,8987882
PSEP,ISS05,5291893.65,5589254.68,7783253.44,6731082.94,6494996.33,5775232,6436876,5697363,5602675
PSEP,ISS06,2998428.78,2840540.01,2926340.1,3734705.08,3760194.1,3318972,3439003,3438904,3438993
PSEP,ISS07,11727393.32,14767273.84,16896881.87,16592526.76,17462012.91,11320719,14777603,11793633,11360701
PSEP,ISS08,5061719.89,5019550.58,5530719.15,5736054.72,5531998.72,6297352,7728600,6247709,6069378
PSEP,ISS09,,,,,,,,,
PSEP,ISS0Z,1959384.5,1322707.73,2984662.8,1608220.02,1816548.98,1606324,2233767,1639631,1543123
RCMP,BXG01,457251647.6,621231521,858527328.4,718153014.5,798742217.9,753182812,875785129,896498381,901718999
RCMP,BXG02,79031952.97,95279443.76,107277407.5,102150971.2,112111986.6,97348294,111943698,115351912,113813511
RCMP,BXG03,128633080.5,205912872.9,258506301.8,204749893.6,289039883.6,176016448,431892787,214323668,216157533
RCMP,BXG04,5695727.33,9122941.09,,,,,,,
RCMP,BXG05,40347168.26,54051046.75,48513257.47,53824830.13,60499839.79,49220206,60855862,47055893,44470600
RCMP,BXG06,113126086.7,164772308.2,,,,,,,
RCMP,BXG07,66085422.63,81364659.12,80471792.02,82855393.75,99454765.3,66892970,70411785,69510496,69965726
RCMP,BXH01,13045047.68,15518586.29,19683704.42,19166421.44,19954819.05,20643678,23284768,21307040,21314296
RCMP,BXH02,7399400.31,6728890.04,7391663.95,7349724.1,8664450.62,9443915,9069590,9041195,9087927
RCMP,BXH03,74175325.17,83675725.1,91522996.14,83333958.15,84642499.9,86887938,89100653,89073899,89481255
RCMP,BXH04,9155224.39,9701859.96,9490012.95,8025719.26,4955429.11,7710274,9630434,9349628,9457821
RCMP,BXH05,12477284.31,19424041.45,19600807.43,17936327.21,19656505.38,19639465,23920074,24228048,24317531
RCMP,BXH06,237627324.9,296241050.2,300874060.8,289962186.7,316741161.3,274714708,304896780,286441356,285047201
RCMP,BXH07,36779671.39,42476771.32,49002605.75,55751321.88,62830822.82,49775116,60543543,48932613,47336881
RCMP,BXH08,122528667,118540982.6,133326009,153429583,153421156.9,149355491,135989433,129886674,122540592
RCMP,BXH09,53430512.27,45424322.93,43044345.56,105705450,61304677.55,63235387,142274308,69223920,66599228
RCMP,BXH10,,,17972889.03,17949939.49,17583491.04,16593005,16898978,16942860,17026444
RCMP,BXI01,1024295520,1653217632,1751560746,1469402482,1644586559,1336468787,1728579318,1902007427,1927522522
RCMP,BXI02,432047651.9,782207675.6,894236886.9,620839598.5,696202800.3,649442980,791244834,862506999,889228829
RCMP,BXI03,64784031.82,90387732.9,109637066.3,91108139.79,103481900.6,32082969,32530958,34779152,36843238
RCMP,BXI04,36224519.93,48366020.89,50256046.86,54222455.9,59159507.83,85451160,70985717,78280698,83922366
RCMP,BXI05,135333478,170055312.6,186714188.2,168346767.3,186497486.2,184882233,189673942,189948374,191388452
RCMP,ISS01,125864611.1,121656454.9,124251628.5,111742070.1,139356405.4,106643834,171359259,167011448,161969108
RCMP,ISS02,29664955.42,33317341.48,39346466.86,37934566.07,43417329.5,35811468,37942703,38211255,38553773
RCMP,ISS03,9623946.18,9653129.45,11358163.95,12325966.32,11875835.17,10778452,10813820,10717850,10582061
RCMP,ISS04,222608885.1,254989612.1,280819648.3,303300402,360223922.5,281003864,299327945,289966556,285620691
RCMP,ISS05,64506415.85,63196055.58,72576328.46,83556221.75,96997936.54,61972954,105161725,78242854,77885258
RCMP,ISS06,12519729.48,20898887.35,20856886.87,27443185.24,25238539.94,15864424,13491786,12966573,13030873
RCMP,ISS07,57875149.22,68247402.41,79550822.24,89769952.91,110981853.4,86130445,115636603,118726496,115167902
RCMP,ISS08,83853176.09,90456653.44,84987045.01,88342125.08,77647628.53,83866825,105867245,87785567,90231989
RCMP,ISS09,62572200.93,39142237.14,43185027.63,51180465.2,67077371.17,21308003,21767013,21834780,21923535
RCMP,ISS0Z,8801889.33,11166495.02,12896946.97,13439377.45,12023109.21,15387994,15536988,11249075,11285624
SC,BNV01,126630842.3,148723023.6,169304361.9,177245573.3,176786608.1,184163166,185915336,174838615,172698323
SC,BNV02,90528364.54,116191123.1,142703574.1,171837998.8,177528095,178966891,177097498,162764751,159340262
SC,BNV03,129679698.5,345577258.6,73593127.37,79184915.03,84449247.82,90589916,177842770,451791692,77374355
SC,BNV04,14714582.23,15289882.84,19280905.48,16292363.49,15745393.48,11757540,13770000,13770000,13770000
SC,BNV05,180921232.1,167612462.8,167216186.8,207385675.6,180649529.4,188665900,173957384,183113306,180847368
SC,ISS01,7730880.34,11240324.36,9609019.89,9236468.83,10169398.11,10254878,11286105,10836944,10849368
SC,ISS02,1426241.87,3397928.18,3157181.62,3414269.51,4511419.05,4516755,4239759,4075679,4080625
SC,ISS03,256353.66,475513.99,237663.7,139148.04,289257.89,460729,400000,400000,400000
SC,ISS04,15909674.35,19858071.95,23886446,21548224.57,23507612.66,20313239,23962617,21528001,20867803
SC,ISS05,14769582.94,15763332.09,17950219.8,16679041.07,17919070.73,18361264,18355554,16888859,16793800
SC,ISS06,2968039.06,4839921.37,4266457.21,3742195.15,3886765.88,4027899,3891043,3740568,3745317
SC,ISS07,28282005.24,27493028.09,45409500.43,27276947.43,26594784.1,16725090,29195486,28364348,28386703
SC,ISS08,5931871.18,5335684.55,4261640.67,4673015.78,10252427.94,5919900,5996629,5654771,5651440
SC,ISS09,889730.23,721695.84,798907.01,956430.48,783993.64,716850,945828,906195,908319
SC,ISS0Z,679769.25,863923.62,1003987.63,1096737,1199050.79,1200316,1052521,1010004,1009599
SCA,BNS00,18575862,19271621,17967928,20420236,25591119,,,,
SCC,BRH01,18164132.91,18436358.95,19448159.15,21527260.92,23903666.55,21365007,22545237,22528905,22233208
SCC,BRH02,8082235.9,8679233.61,9416346.22,9720348.84,10567762.9,10465755,10444278,10783997,11038556
SCC,ISS00,12985821.47,12278133.72,14689226.8,17114215.31,16850563.98,16137025,17026007,18983647,17370191
SEN,BSX00,68440874.05,47745338.56,51268955.67,57118672.53,59988322.02,,,,
SEN,BSY00,31171436.51,30919523.99,31989665.72,36206443.02,44205077.97,,,,
SEN,BSZ00,17587193.39,17697431.25,21641479.14,24655655.8,25746435.65,,,,
SHARE,BWC06,149739563.4,,,,,,,,
SHARE,BWD09,17969410.39,,,,,,,,
SHARE,BWD10,690695951.7,,,,,,,,
SHARE,BWE09,265914664,,,,,,,,
SHARE,BWE10,341232246.4,,,,,,,,
SHARE,BWF07,227592081.3,,,,,,,,
SHARE,BWG04,317763138,,,,,,,,
SHARE,BYE01,,173191164.5,185176822.2,224352015.6,231735562.6,200757323,301034653,278869129,277120742
SHARE,BYE02,,11570786.54,13147571.01,18611812.23,29646809.72,16742648,15467466,15802938,15498013
SHARE,BYE03,,528334019.6,687961731.9,800600472.5,744846642.8,751878779,699512936,643743474,632874393
SHARE,BYE04,,269491148,388138362.3,364174359.4,319557610.4,354303417,330564624,368668215,358378885
SHARE,BYE05,,376604280.7,351266801.2,426049430.2,347522944.7,379026467,317317698,302179320,302567352
SHARE,BYE06,,191167774.5,190694973.7,261671786.4,241225438.8,261669833,307412454,295032824,286576678
SHARE,BYE07,,305252104.6,371877280,348545569.5,361279869.2,203931687,194961784,209347435,209362789
SHARE,ISS01,52289774.32,40703642.48,52015249.63,45517391.67,48357800.69,51123803,51281093,50348996,50403025
SHARE,ISS02,11313972.7,10818629.44,10283205.11,12030519.03,12228501.35,12931785,13813900,13818777,13820147
SHARE,ISS03,,,,,,,,,
SHARE,ISS04,45401644.05,49414219.55,51696973.73,60284736.55,65215433.41,57926291,61410658,61850732,61854885
SHARE,ISS05,60710964.53,69108973.41,73157502.3,78624889.15,50428797.13,49539430,52147754,46049603,45839659
SHARE,ISS06,14022068.81,14669828.58,17066458.22,12791678.78,12423489.21,12604525,12968521,12987293,12989288
SHARE,ISS07,67226148.94,71680272.45,86727850.83,86925245.32,92041519.22,69784744,72985185,54519960,54526429
SHARE,ISS08,29122513.54,27902946.77,34574118.35,23352494.77,22917319.17,31603054,31708254,23088509,23078429
SHARE,ISS09,2284812.71,2939225.64,2867219.17,3423585.26,4173625.03,3893716,4027287,4026353,4026390
SHARE,ISS0Z,18918317.95,19305162.91,21448773.61,23832609.46,33411936.37,22322256,23519690,23478945,23480548
SIRC,BXW01,5607795.51,7394641.6,7756270.81,9110398.03,10856293.43,10852987,11280435,11296175,11296175
SIRC,ISS00,6643579.66,9895112.08,10532876.25,10535327.69,7983205.82,7722123,8164617,8176009,8176009
SSHRC,BNT01,247024116,244844094.1,251730121,276980814.4,299898010.4,289500821,311220387,331245001,360302239
SSHRC,BNT02,146554180.9,137431638.5,136133065.6,137465954.6,191224581.1,127723061,192459239,198169657,201941374
SSHRC,BNT03,111840051.9,109499310,104628526.5,109710239.3,112510789.1,107079450,121851705,118198531,123376358
SSHRC,BNT04,44361718.32,75894111.77,95220622.91,125417671.6,128437356.1,126997897,125209689,147721623,123629276
SSHRC,BNT05,434458507,,,,,,,,
SSHRC,BNT06,,810842.12,3090821.25,39269214.69,74001415.2,75155420,73257635,40293842,816983
SSHRC,BNU01,414635293.6,429418014.1,452361157.1,452184756,467378554.5,453127095,483683355,510215965,554723806
SSHRC,ISS01,5712443.26,5014821.28,5254010.84,5973772.65,8081783.97,6464927,6823266,6795080,6682815
SSHRC,ISS02,2032356.6,1627892.38,1639247.73,1704923.33,1931888.67,1701815,1807457,1818769,1718241
SSHRC,ISS03,479997.43,63097.82,56725.75,217341.8,111087.46,0,,,
SSHRC,ISS04,1675586.29,1958347.06,2431911.55,2407644.96,2921061.83,2598296,3020076,2580325,2458744
SSHRC,ISS05,1539533.39,1524461.32,3053516.36,2433036.3,699352.27,2191960,2287465,2314970,2225918
SSHRC,ISS06,591695.85,840141.19,806934.53,796271.94,1161005.94,731267,592703,744413,700306
SSHRC,ISS07,5715827.03,4872834.35,4931212.75,4625492.14,6447140.91,3746313,5279674,5656128,4374858
SSHRC,ISS08,2049796.81,2277935.94,729038.26,785750.32,1988598.06,553329,523660,718194,708318
SSHRC,ISS09,230015.86,89596.93,294693.03,54059.42,20677.96,21817,16853,17528,18208
SSHRC,ISS0Z,217487.66,223499.12,339671.98,308457.84,454654.22,338427,364864,345471,350924
SWC,BXR01,21759932.55,20514403.67,22235038.3,28903829.46,24997003.88,20509972,20924797,16348695,13615100
SWC,BXR02,179127432,190018922.4,278174215.1,266884001.5,321443894,327328918,362118064,249517607,46971062
SWC,ISS00,18576021.31,20120545.98,22699563.93,25111050.32,22521261.54,23621527,24099285,18828947,15680640
TBC,BXA01,23337025.49,23476200.86,24399489.19,27725768.49,26449000.42,26272502,26897330,26961796,26961796
TBC,BXA02,16521637.34,16718557.29,19677465.12,21723561.7,20634294.38,5137886914,5390801269,5369568110,5369568110
TBC,BXB01,17734343.93,17699015.38,19725946.12,,,,,,
TBC,BXB02,19886899.88,19250750.06,23321841.83,,,,,,
TBC,BXB03,18095037.68,17796394.48,28026031.35,,,,,,
TBC,BXB04,1059158.37,1438203.33,1666943.61,,,,,,
TBC,BXB05,9239699.59,8969520.04,10512179.55,,,,,,
TBC,BXB06,23891362.79,16287756.59,15473670.58,,,,,,
TBC,BXB07,6696286.79,6811111.78,7781383.09,,,,,,
TBC,BXB08,2907501.74,2245772.46,2461751.62,1694785.61,2592406.31,1137002,1158992,1158932,1158932
TBC,BXB09,12939837.44,15887561.12,18952367.95,4843230,,,,,
TBC,BXB10,1520857.69,1864695.88,2594885.03,,,,,,
TBC,BXB11,2684812.54,3599818.28,4539293.81,4279724.38,2632337.67,70916,3453443,93764,93764
TBC,BXB12,,,,53862458.03,57485781.67,67525237,78225091,82367430,91481176
TBC,BXB13,,,,52445128.8,55101538.54,49251538,59179485,58948585,54888954
TBC,BXC01,23998292.56,26600852.9,62025587.54,,,,,,
TBC,BXC02,9346246.56,8911202.44,,,,,,,
TBC,BXC03,14334094.3,14733573.66,16574019.39,,,,,,
TBC,BXC04,2886120515,10725403559,3756369127,3849639782,10653709488,3837755494,3949212021,4132924127,4328559091
TBC,BXC05,9581182.76,9766219.44,12195776.6,,,,,,
TBC,BXC06,18528182.66,16202435.68,13496160.65,,,,,,
TBC,BXC07,8048679.12,8084550.03,10684882.28,,,,,,
TBC,BXC08,,,,105918126.6,101162784.4,116837171,184313768,156817544,139368556
TBC,BXD01,10022274.05,10218687.1,11961210.11,12660552.64,12113474.6,13178032,10525457,10953095,10953095
TBC,ISS01,19714073.98,19490071.68,19530617.18,24244552.17,21224001.66,21535725,22060799,20681416,20513516
TBC,ISS02,12434576.77,11406975.35,12157496.1,13730701.16,13241569.17,11760060,12394951,12164914,11610838
TBC,ISS03,6802893.28,8948496.61,13063039.14,13153407.45,11596224.06,12743751,12508425,12192043,12092043
TBC,ISS04,12363173.17,12253110.68,14504962.63,16987962.36,14538192.9,13296915,14363649,14181729,13532538
TBC,ISS05,8751802.76,10690253.94,9988281.53,11298473.45,10857707.42,10925676,11328309,11452852,11452852
TBC,ISS06,2246910.61,2205025.53,2883259.58,2722845.91,1744968.91,4575002,6459650,5101530,3174727
TBC,ISS07,26691312.07,25720029.02,21677872.79,26475459.96,24947807.62,13588883,12637226,12473274,12473274
TBC,ISS08,3025946.17,3050728.57,3850176.48,4508035.21,3719424.52,2767134,2793490,2793442,2793442
TBC,ISS09,923968.09,781075.8,868948.27,1294166.88,927344.95,1839345,1864384,1864349,1864349
TBC,ISS0Z,1331150.44,1418100.13,1226334.45,1125162.07,1594625.51,1345732,1361655,1360053,1360053
TC,BTW01,35408235.8,33513871.79,35293966.86,42046046.96,46283864.48,38054939,36369776,28085157,27883141
TC,BTW02,67737189.82,118867146.3,121033927,141203294.3,139769696.5,128205499,140030162,130219136,129331504
TC,BTW03,55527585.25,,,,,,,,
TC,BTW04,10537030.62,10612062.84,11282151.3,8608562.93,6749618.16,7995400,6763386,6593234,6561364
TC,BTW05,23355338.05,23211001.57,25008821.18,34256446.42,32701836.35,64536918,63978154,48123165,30558089
TC,BTW06,27777547.71,39541922.19,35143941.09,39276650.16,28431406.28,24304981,27181573,28003938,27292456
TC,BTW07,11717417.45,13404734.68,13542782.41,16161225.16,14128156.82,11124866,11207765,11426741,11376379
TC,BTW08,21546350.03,46079087.49,41942877.58,53417140.77,48919561.74,49561475,52295093,52513853,51992496
TC,BTW09,26436712.09,,,,,,,,
TC,BTW10,1241844.02,1511923.78,1502947.55,1481166.66,1479989.64,1335925,1351544,1377595,1370919
TC,BTW11,10270729.3,9432522.07,9063802.18,10760666.71,10187709.76,10657598,10803441,10962164,10913433
TC,BTW12,12329108.7,,,,,,,,
TC,BTW13,2981328.18,2883881.37,2717351.19,2969416.09,3396898.45,3146981,3403413,2277798,2415748
TC,BTW14,25338464,26293960.81,30269961.21,35904641.16,35195043,30666852,32162461,23137189,23590947
TC,BTW15,14880522.73,13728874.13,19604478.28,39521032.53,38100945.31,47867147,26138279,14378766,10330265
TC,BTW16,18977840.27,15996702.9,16553011.48,20661422.41,20131165.49,14925146,12151931,8652584,8562030
TC,BTW17,32075981.26,42140800.4,48720395.77,47064715.3,36462313.3,34406014,23172591,13507177,13440642
TC,BTW18,3170974.12,3086504.4,3497434.76,4649043.67,4759615.19,4359849,,,
TC,BTW19,4442496.85,4087408.88,4601385.71,4949543.39,4978197.53,5138125,5029937,2403454,2775629
TC,BTW20,9205498.95,8134555.61,7450688.45,8923939.15,10839299.43,7810150,7833063,3354462,3323549
TC,BTW21,25025668.55,24892472.14,25533201.79,28928964.92,26893035.8,29846024,33127369,17784800,17546322
TC,BTW22,6752198.84,6106374.75,5628012.69,6976073.06,3838817.48,7802602,5077727,2354634,4177307
TC,BTW24,8001202.69,6989919.3,9079784.51,10261701.87,8913878.55,3675334,7612608,6415419,6396398
TC,BTW25,5405535.48,4110039.81,4045673.26,4371812.22,9463470.36,4525678,9724286,7932118,4136523
TC,BTW26,,,,,,,10487719,9974494,9927428
TC,BTW27,,,,,,,4046920,3329794,2917091
TC,BTX01,181918046.7,288625952.1,293892370.5,723126685.9,1215168784,672517418,354221685,74032448,23720482
TC,BTX02,94377553.74,105104390.5,118583338.4,151881668.9,170108959.1,248735586,201849584,159954053,80102057
TC,BTX03,30555434.18,27123094.21,26500499.81,34345482.78,38053026.99,32470712,56209268,56127013,76164451
TC,BTX04,31907913.23,25839470.75,30493013.79,37305520.1,52661710.28,24126516,30739473,16729998,13381156
TC,BTX05,7197977.51,7436181.58,9041235.64,10560840.73,11577843.37,12401683,14545368,9730942,11033494
TC,BTX06,,10644521.84,11385040.14,12139115.12,11879748.21,13983859,14799012,6710862,6416503
TC,BTY01,24931361.9,23487802.33,55117246.76,85786308.51,97522205.98,135506546,39142019,39321699,39033009
TC,BTY02,11941822.6,12330212.74,10955888.99,19524809.56,21922181.24,21560555,21236617,21231282,9826902
TC,BTY03,622155683.6,716514162.7,743254564.5,604468517.4,626020704.8,809577481,800326798,1085902929,445592113
TC,BTY04,193096130.8,261006733.4,240061893.3,484493859.4,555568853.8,889666868,832540221,919053683,558904281
TC,ISS01,43372021.11,48058952.92,48555253.77,51899385.24,50356928.32,44388021,44229142,40864165,38858520
TC,ISS02,16694090.82,14575388.21,15723165.49,18094419.23,17577021.2,17414795,14801291,13847334,11163720
TC,ISS03,18920394.99,21902559.02,24573880.67,19418904.88,18002246.46,28014490,29866914,29228610,28871268
TC,ISS04,31063863.94,29206891.51,32621625.58,39338853.09,36316168.02,36029703,39064810,37687475,35827342
TC,ISS05,24404109,28793502.3,29067667.2,30911122.02,35691074.88,32551760,32152903,29528978,29081490
TC,ISS06,19013509.16,20333694.63,20260088.52,26532862.69,25407543.35,21246586,21145302,16562886,14637409
TC,ISS07,61456834.12,63969866.41,70998109.12,79323226.29,78007413.82,63581206,77653671,55695669,52337604
TC,ISS08,16077369.68,17834196.83,20431664.37,20958627.18,19779701.93,12250957,16200393,15438433,14954026
TC,ISS09,2487348.23,1421629.57,2101899.22,2090099.8,2913253.72,1479121,1869327,2566890,2508624
TC,ISS0Z,5450422.37,4371710.63,4515441.34,4650158.96,4849540.24,4377807,4393467,4170864,3532987
TOUR,BKZ00,95665913,121159703,156225494,122661538,115967712,,,,
VAC,BWI06,520700274.3,605077271.2,654960446.9,750872880.9,909371458.1,828605470,1110149616,873746450,869659757
VAC,BWI07,141703403.8,158682317.3,160265829.7,186146384.7,234411720.6,178701207,229130867,181422178,177586041
VAC,BWI08,207804386.6,200708209.6,176922069.2,169596480.9,171706091.6,162786037,166448801,164368854,163334049
VAC,BWI09,341174328.5,350832245.4,354236926.9,373101103.7,405037047,383292039,437785710,369387709,367127842
VAC,BWI10,12996745.54,15535863.98,18459777.5,25060390.79,30470342.14,31443714,44961982,31323138,31148375
VAC,BWI11,13658182.88,4361839.98,4012927.33,3707598.28,3430878.5,3901650,3337746,4079745,4007572
VAC,BWI12,888027233.7,983310066.1,1104002384,1281281994,1451871654,1378739071,1598547864,1385361029,1384683648
VAC,BWI13,1666159.32,1520397.87,1736765.9,1888451.71,1840838.14,1225108,1237204,1206947,1191179
VAC,BWI16,2492690220,2896071540,2738066971,3019822468,4190554574,3043430988,4028772066,2457294621,2424773111
VAC,BWI18,40074036.49,24451368.63,24944838.94,27314787.5,26383266.91,23458795,25878808,22399024,20346627
VAC,BWJ01,36119248.23,32122653.9,43691343.97,44756724.92,51842985.78,44367608,39444303,34509324,33448076
VAC,BWJ02,6086078.89,5915484.12,5936117.04,6466584.47,5983530.82,8064676,7431818,7144735,7140202
VAC,BWK01,5193514.35,3828087.39,4427447.78,4680677.52,4559286.57,4853337,4863548,4895138,4911328
VAC,ISS01,20191202.89,20568206.38,22904079.67,24292376.85,22884079.84,19126440,28749689,23099678,21726988
VAC,ISS02,15073648.74,15334102.1,11780925.97,19821694.99,14162703.26,10924504,11640956,11333989,10992847
VAC,ISS03,4645046.84,4479047.8,4805237.22,4714950.5,5264347.95,4934215,4918226,4908033,4880641
VAC,ISS04,14222237.06,14180968.93,15147756.17,19557855.69,19793804.52,16160755,16576688,15038855,14266627
VAC,ISS05,18269790.72,14881651.91,15562729.04,17434938.14,16998910.03,16297973,16674863,15491321,15091577
VAC,ISS06,2565444.62,2493156.23,2535598.71,3366656.08,2576177.49,2507986,2075477,1907413,1883165
VAC,ISS07,44067849.45,43845657.36,47705536.36,56664509.54,47492715.84,41084278,42627089,38307435,37027434
VAC,ISS08,6926901.41,5676201.53,6980852.77,9075539.91,9710784.43,7031429,6665976,5473762,5238185
