"deptcode","activitycode","TagID"
"ORL","BIP00","MOD001"
"ORL","BIP00","MOD019"
"ORL","BIQ00","GOC015"
"ORL","BVA01","GOC015"
"ORL","BVA01","MOD001"
"ORL","BVA01","MOD019"
"ORL","BVA02","GOC015"
"ORL","BVA02","MOD001"
"ORL","BVA02","MOD019"
"ORL","BVA03","GOC015"
"ORL","BVA03","MOD001"
"ORL","DAF00","GOC015"
"ORL","DAF00","MOD001"
"ORL","ISC00","GOC017"
"ORL","ISS00","GOC017"
"OSEO","BFL00","GOC014"
"OSFI","AIG00","GOC001"
"OSFI","AIG00","MOD020"
"OSFI","AIH00","GOC002"
"OSFI","AIH00","MOD001"
"OSFI","AII00","GOC001"
"OSFI","AII00","MOD001"
"OSFI","ISC00","GOC017"
"PACS","BIM00","GOC016"
"PACS","ISC00","GOC017"
"PCA","AGV00","GOC004"
"PCA","AGV00","MOD005"
"PCA","AGW00","GOC009"
"PCA","AGW00","MOD001"
"PCA","AGW00","MOD005"
"PCA","AGW00","MOD019"
"PCA","AGZ00","GOC009"
"PCA","AGZ00","MOD005"
"PCA","AHA00","GOC009"
"PCA","AHA00","MOD005"
"PCA","AHC00","GOC007"
"PCA","AHC00","MOD005"
"PCA","ISC00","GOC017"
"PCC","AYX00","GOC007"
"PCC","AYX00","MOD019"
"PCC","ISC00","GOC017"
"PCO","BEB00","GOC014"
"PCO","BEB00","MOD002"
"PCO","BEF00","GOC016"
"PCO","BEF00","MOD002"
"PCO","BEI00","GOC015"
"PCO","BEI00","MOD002"
"PCO","BLG00","GOC014"
"PCO","BLG00","MOD002"
"PCO","ISC00","GOC017"
"PHAC","BHA00","GOC006"
"PHAC","BHI00","GOC006"
"PHAC","BHK00","GOC006"
"PHAC","BHO00","GOC006"
"PHAC","BKD00","GOC006"
"PHAC","BKE00","GOC006"
"PHAC","CIA00","GOC006"
"PHAC","CIA00","MOD004"
"PHAC","CIA00","MOD005"
"PHAC","CIA00","MOD019"
"PHAC","CIA00","MOD021"
"PHAC","CIB00","GOC006"
"PHAC","CIB00","MOD004"
"PHAC","CIB00","MOD005"
"PHAC","CIB00","MOD019"
"PHAC","CIB00","MOD021"
"PHAC","CIC00","GOC007"
"PHAC","CIC00","MOD001"
"PHAC","CIC00","MOD019"
"PHAC","CIC00","MOD021"
"PHAC","ISC00","GOC017"
"PMPRB","ALD00","GOC006"
"PMPRB","ALD00","MOD019"
"PMPRB","ALE00","GOC006"
"PMPRB","ALE00","MOD001"
"PMPRB","ISC00","GOC017"
"PPP","AHZ00","GOC019"
"PPS","AVV00","GOC014"
"PSC","AEJ00","GOC016"
"PSC","AEJ00","MOD002"
"PSC","AEL00","GOC016"
"PSC","AEL00","MOD019"
"PSC","AEL00","MOD020"
"PSC","BHE00","GOC016"
"PSC","BHE00","MOD002"
"PSC","ISC00","GOC017"
"PSEP","AYJ00","GOC007"
"PSEP","AYJ00","MOD001"
"PSEP","AYJ00","MOD021"
"PSEP","AYK00","GOC007"
"PSEP","AYK00","MOD002"
"PSEP","AYK00","MOD005"
"PSEP","BLE00","GOC007"
"PSEP","BLE00","MOD021"
"PSEP","ISC00","GOC017"
"PSEP","LJP00","GOC007"
"PSEP","LJP00","MOD001"
"PSEP","LJP00","MOD002"
"PSEP","LJP00","MOD005"
"PSEP","LJP00","MOD019"
"PSSRB","AEO00","GOC016"
"PSSRB","ISC00","GOC017"
"PSST","AES00","GOC016"
"PSST","ISC00","GOC017"
"RCMP","AYO00","GOC007"
"RCMP","AYO00","MOD019"
"RCMP","AYO00","MOD021"
"RCMP","AYR00","GOC007"
"RCMP","AYR00","MOD001"
"RCMP","AYR00","MOD021"
"RCMP","HGD00","GOC010"
"RCMP","HGD00","MOD021"
"RCMP","HGE00","GOC009"
"RCMP","HGE00","MOD019"
"RCMP","HGF00","GOC001"
"RCMP","HGF00","MOD004"
"RCMP","ISC00","GOC017"
"RPSDP","BKA00","GOC016"
"RSCT","ADP00","GOC009"
"RSCT","ISC00","GOC017"
"SC","AQL00","GOC015"
"SC","AQL00","MOD019"
"SC","AQL00","MOD020"
"SC","AQM00","GOC015"
"SC","AQM00","MOD019"
"SC","AQM00","MOD020"
"SC","AQN00","GOC015"
"SC","AQN00","MOD019"
"SC","AQN00","MOD020"
"SC","AQO00","GOC015"
"SC","AQR00","GOC015"
"SC","AQR00","MOD019"
"SC","AQR00","MOD020"
"SC","AQT00","GOC015"
"SC","AQT00","MOD019"
"SC","AQT00","MOD020"
"SC","ISC00","GOC017"
"SCA","AQK00","GOC019"
"SCC","ASW00","GOC014"
"SCC","ASW00","MOD001"
"SCC","HGK00","GOC014"
"SCC","HGK00","MOD001"
"SCC","ISC00","GOC017"
"SEN","AVN00","GOC014"
"SEN","AVO00","GOC014"
"SEN","AVP00","GOC014"
"SEN","AVQ00","GOC014"
"SHARE","BFS00","GOC016"
"SHARE","BFS00","MOD002"
"SHARE","BFS00","MOD020"
"SHARE","BFT00","GOC016"
"SHARE","BFT00","MOD002"
"SHARE","BFT00","MOD020"
"SHARE","BFU00","GOC016"
"SHARE","BFU00","MOD002"
"SHARE","BFU00","MOD020"
"SHARE","BFV00","GOC016"
"SHARE","BFV00","MOD002"
"SHARE","BFV00","MOD020"
"SHARE","BFW00","GOC016"
"SHARE","BFW00","MOD002"
"SHARE","BFW00","MOD020"
"SHARE","BFX00","GOC016"
"SHARE","BFX00","MOD002"
"SHARE","BFX00","MOD020"
"SHARE","BMO00","GOC016"
"SHARE","BMO00","MOD002"
"SHARE","ISC00","GOC017"
"SIRC","AWV00","GOC014"
"SIRC","AWV00","MOD001"
"SIRC","AWW00","GOC014"
"SIRC","AWW00","MOD001"
"SIRC","ISC00","GOC017"
"SSHRC","AQA00","GOC003"
"SSHRC","AQA00","MOD004"
"SSHRC","AQB00","GOC003"
"SSHRC","AQB00","MOD004"
"SSHRC","AQD00","GOC003"
"SSHRC","AQD00","MOD004"
"SSHRC","AQE00","GOC003"
"SSHRC","AQF00","GOC003"
"SSHRC","AQG00","GOC003"
"SSHRC","AQH00","GOC003"
"SSHRC","AQJ00","GOC003"
"SSHRC","AQZ00","GOC003"
"SSHRC","AQZ00","MOD004"
"SSHRC","BMS00","GOC003"
"SSHRC","BMS00","MOD004"
"SSHRC","ISC00","GOC017"
"SWC","AEW00","GOC001"
"SWC","AEX00","GOC001"
"SWC","CCA00","GOC015"
"SWC","CCA00","MOD002"
"SWC","CCA00","MOD019"
"SWC","CCB00","GOC001"
"SWC","CCB00","MOD004"
"SWC","CCB00","MOD005"
"SWC","ISC00","GOC017"
"TBC","BJV00","GOC016"
"TBC","BKG00","GOC016"
"TBC","BKH00","GOC016"
"TBC","BKI00","GOC016"
"TBC","BKJ00","GOC016"
"TBC","BXA01","GOC016"
"TBC","BXA01","MOD002"
"TBC","BXA02","GOC016"
"TBC","BXA02","MOD002"
"TBC","BXA03","GOC016"
"TBC","BXA03","MOD002"
"TBC","BXA04","GOC016"
"TBC","BXA04","MOD002"
"TBC","BXB01","GOC016"
"TBC","BXB01","MOD002"
"TBC","BXB02","GOC016"
"TBC","BXB02","MOD002"
"TBC","BXB03","GOC016"
"TBC","BXB03","MOD002"
"TBC","BXB04","GOC016"
"TBC","BXB04","MOD002"
"TBC","BXC01","GOC016"
"TBC","BXC01","MOD002"
"TBC","BXC02","GOC016"
"TBC","BXC02","MOD002"
"TBC","BXC03","GOC016"
"TBC","BXC03","MOD020"
"TBC","BXC04","GOC016"
"TBC","BXC04","MOD002"
"TBC","BXD01","GOC016"
"TBC","BXD01","MOD002"
"TBC","BXD02","GOC016"
"TBC","BXD02","MOD002"
"TBC","DAC00","GOC016"
"TBC","DAD00","GOC016"
"TBC","DAE00","GOC016"
"TBC","ISC00","GOC017"
"TBC","ISS01","GOC017"
"TBC","ISS02","GOC017"
"TBC","ISS03","GOC017"
"TBC","ISS04","GOC017"
"TBC","ISS05","GOC017"
"TBC","ISS06","GOC017"
"TBC","ISS07","GOC017"
"TBC","ISS08","GOC017"
"TBC","ISS09","GOC017"
"TBC","ISS0Z","GOC017"
"TC","BAY00","GOC005"
"TC","BAY00","MOD001"
"TC","BAY00","MOD019"
"TC","BAZ00","GOC002"
"TC","BAZ00","MOD005"
"TC","BBC00","GOC002"
"TC","BBC00","MOD002"
"TC","BBC00","MOD004"
"TC","BBC00","MOD005"
"TC","BBC00","MOD008"
"TC","BBC00","MOD019"
"TC","BBD00","GOC003"
"TC","BBH00","GOC004"
"TC","BBH00","MOD001"
"TC","BBH00","MOD005"
"TC","BBI00","GOC004"
"TC","BBI00","MOD001"
"TC","BBN00","GOC004"
"TC","BBN00","MOD001"
"TC","BBO00","GOC007"
"TC","BBO00","MOD001"
"TC","BBO00","MOD019"
"TC","BBU00","GOC007"
"TC","BBU00","MOD001"
"TC","BBU00","MOD019"
"TC","BCK00","GOC007"
"TC","BCK00","MOD001"
"TC","BCK00","MOD019"
"TC","BCN00","GOC007"
"TC","BCN00","MOD001"
"TC","BCN00","MOD005"
"TC","BCN00","MOD019"
"TC","BCO00","GOC007"
"TC","BCO00","MOD001"
"TC","BCO00","MOD019"
"TC","BCQ00","GOC007"
"TC","BCQ00","MOD001"
"TC","BCQ00","MOD019"
"TC","BCR00","GOC007"
"TC","BCR00","MOD001"
"TC","BCR00","MOD019"
"TC","BCR00","MOD021"
"TC","BCT00","GOC007"
"TC","BCT00","MOD019"
"TC","CHA00","GOC007"
"TC","CHA00","MOD019"
"TC","CHA00","MOD021"
"TC","ISC00","GOC017"
"TOUR","AOB00","GOC019"
"TRC","BJW00","GOC008"
"TRC","ISC00","GOC017"
"VAC","BBX00","GOC006"
"VAC","BBX00","MOD004"
"VAC","BBX00","MOD005"
"VAC","BBX00","MOD019"
"VAC","BBY00","GOC001"
"VAC","BCJ00","GOC001"
"VAC","BCJ00","MOD019"
"VAC","BCU00","GOC009"
"VAC","BCX00","GOC009"
"VAC","BCX00","MOD004"
"VAC","BCX00","MOD005"
"VAC","BCX00","MOD019"
"VAC","BNC00","GOC001"
"VAC","BNC00","MOD004"
"VAC","BND00","GOC001"
"VAC","BND00","MOD004"
"VAC","ISC00","GOC017"
"VIA","BIZ00","GOC019"
"VRAB","LJQ00","GOC001"
"VRAB","LJQ00","MOD019"
"WDBA","CHB00","GOC019"
"WDO","BCC00","GOC002"
"WDO","BCE00","GOC002"
"WDO","BCE00","MOD005"
"WDO","BCH00","GOC003"
"WDO","BCW00","GOC002"
"WDO","BCW00","MOD019"
"WDO","CJA00","GOC002"
"WDO","CJA00","MOD005"
"WDO","ISC00","GOC017"

