dept_code,dimensions,ppl_last_year_5,ppl_last_year_4,ppl_last_year_3,ppl_last_year_2,ppl_last_year,avg_share
CGC,mb,269,223,226,224,249,0.52145
CGC,na,.,.,.,1,5,0.00263
CGC,ncr,1,1,1,1,1,0.00219
CGC,onlessncr,79,41,32,30,25,0.09063
CGC,qclessncr,45,32,35,36,39,0.08187
CGC,sk,9,9,9,9,9,0.0197
CH,ab,10,10,11,11,10,0.00586
CH,bc,39,45,39,43,39,0.02312
CH,nl,11,11,14,9,7,0.00586
CH,mb,25,24,22,21,24,0.01308
CH,na,.,.,.,15,114,0.01455
CH,nb,22,26,27,26,25,0.01421
CH,ncr,1491,1560,1518,1498,1407,0.84281
CH,ns,14,14,16,12,11,0.00756
CH,nt,1,1,1,1,1,0.00056
CH,onlessncr,57,58,49,50,54,0.03022
CH,pe,9,5,8,7,4,0.00372
CH,qclessncr,59,56,55,58,54,0.0318
CH,sk,13,11,12,10,8,0.00609
CH,yt,2,.,1,1,1,0.00056
CHRC,ab,7,5,6,5,5,0.02761
CHRC,bc,1,1,1,1,.,0.00394
CHRC,mb,4,4,3,3,4,0.01775
CHRC,na,.,.,.,.,4,0.00394
CHRC,ncr,195,182,187,191,174,0.91617
CHRC,onlessncr,2,1,1,1,.,0.00493
CHRC,qclessncr,6,6,6,4,4,0.02564
CHRT,ncr,21,20,.,.,.,1
CI,ab,330,326,307,374,325,0.05501
CI,abroad,232,226,230,230,223,0.03776
CI,bc,169,200,238,230,203,0.03442
CI,nl,7,6,9,8,5,0.00116
CI,mb,59,58,72,76,56,0.01062
CI,na,.,.,.,173,108,0.0093
CI,nb,13,12,11,16,10,0.00205
CI,ncr,2324,3086,3329,3406,3532,0.51887
CI,ns,513,671,788,718,707,0.11243
CI,nt,1,1,1,1,1,0.00017
CI,onlessncr,748,760,828,760,731,0.12666
CI,pe,1,1,1,.,.,0.0001
CI,qclessncr,432,555,550,569,533,0.08734
CI,sk,21,25,20,26,31,0.00407
CI,yt,.,.,1,.,.,3E-05
CICS,ncr,23,24,23,22,22,1
CIHR,na,.,.,.,2,1,0.00142
CIHR,ncr,394,412,432,407,461,0.99858
CIRB,bc,3,4,.,.,.,0.03911
CIRB,mb,2,2,.,.,.,0.02235
CIRB,ncr,67,64,.,.,.,0.73184
CIRB,ns,2,3,.,.,.,0.02793
CIRB,onlessncr,6,7,.,.,.,0.07263
CIRB,qclessncr,11,8,.,.,.,0.10615
CITT,ncr,73,77,.,.,.,1
CNEDA,bc,.,.,1,.,.,0.00435
CNEDA,na,.,.,.,3,6,0.03913
CNEDA,ncr,.,.,21,22,16,0.25652
CNEDA,nt,.,.,18,16,19,0.23043
CNEDA,nu,.,.,24,25,26,0.32609
CNEDA,yt,.,.,11,11,11,0.14348
CPAC,ab,.,.,.,1,.,0.01408
CPAC,ncr,16,17,19,18,.,0.98592
CPCC,na,.,.,.,.,1,0.01111
CPCC,ncr,7,10,13,26,24,0.88889
CPCC,nt,1,1,1,1,.,0.04444
CPCC,nu,.,.,.,2,2,0.04444
CPCC,yt,1,.,.,.,.,0.01111
CRTC,ab,2,2,2,2,2,0.00444
CRTC,bc,6,5,5,5,5,0.01154
CRTC,mb,2,2,2,2,1,0.00399
CRTC,na,.,.,.,4,1,0.00222
CRTC,ncr,421,413,441,422,444,0.95029
CRTC,ns,4,4,3,4,3,0.00799
CRTC,onlessncr,1,2,2,2,2,0.00399
CRTC,qclessncr,6,5,5,7,3,0.01154
CRTC,sk,2,2,2,2,1,0.00399
CSA,abroad,11,8,6,6,.,0.00983
CSA,na,.,.,.,.,4,0.00127
CSA,ncr,52,47,51,59,1,0.06656
CSA,onlessncr,1,.,1,.,59,0.01933
CSA,qclessncr,599,566,542,551,591,0.90301
CSC,ab,2097,2001,2012,2028,2046,0.11484
CSC,bc,2701,2752,2693,2621,2616,0.15091
CSC,nl,41,44,42,42,43,0.00239
CSC,mb,638,658,627,639,645,0.03616
CSC,na,.,.,.,10,98,0.00122
CSC,nb,1172,1146,1166,1138,1110,0.06464
CSC,ncr,1505,1467,1332,1251,1296,0.07726
CSC,ns,626,699,654,615,628,0.03633
CSC,nt,3,2,2,3,3,0.00015
CSC,nu,.,1,1,1,3,7E-05
CSC,onlessncr,4056,3949,3795,3642,3512,0.21373
CSC,pe,17,11,5,5,6,0.0005
CSC,qclessncr,4130,4010,3835,3712,3626,0.21778
CSC,sk,1515,1518,1474,1464,1477,0.08399
CSC,yt,.,1,1,1,.,3E-05
CSEC,na,.,.,.,.,2209,0.20482
CSEC,ncr,2074,2170,2168,2162,.,0.79499
CSEC,onlessncr,1,1,.,.,.,0.00019
CTA,ab,1,1,1,1,.,0.00343
CTA,bc,1,1,1,1,.,0.00343
CTA,mb,1,.,.,.,.,0.00086
CTA,na,.,.,.,2,2,0.00343
CTA,nb,1,1,1,1,.,0.00343
CTA,ncr,238,213,236,232,221,0.97854
CTA,onlessncr,1,1,1,1,.,0.00343
CTA,qclessncr,1,1,1,1,.,0.00343
CTAIB,ab,6,10,10,9,8,0.04127
CTAIB,bc,13,12,11,14,14,0.06142
CTAIB,mb,10,10,10,9,9,0.04607
CTAIB,na,.,.,.,.,2,0.00192
CTAIB,ncr,146,140,145,141,136,0.67946
CTAIB,ns,10,11,11,13,13,0.05566
CTAIB,onlessncr,7,7,10,12,11,0.04511
CTAIB,qclessncr,10,13,16,17,16,0.0691
EA,ab,140,11,15,18,11,0.00594
EA,abroad,1226,1230,1194,1166,1057,0.17897
EA,bc,217,14,18,19,14,0.00859
EA,nl,17,2,1,1,1,0.00067
EA,mb,35,1,1,2,4,0.00131
EA,na,.,.,.,101,34,0.00411
EA,nb,18,3,4,2,1,0.00085
EA,ncr,6139,4710,4688,4531,4882,0.76032
EA,ns,34,4,5,5,6,0.00165
EA,onlessncr,639,24,25,22,31,0.02258
EA,pe,3,1,1,1,1,0.00021
EA,qclessncr,361,24,19,19,18,0.01344
EA,sk,35,3,2,3,1,0.00134
EC,ab,359,371,370,364,383,0.05661
EC,abroad,1,1,.,.,.,6E-05
EC,bc,493,543,542,513,518,0.07996
EC,nl,71,71,73,74,69,0.01097
EC,mb,133,142,140,125,134,0.02066
EC,na,.,.,.,145,16,0.00493
EC,nb,124,139,143,149,145,0.02145
EC,ncr,2625,2647,2698,2548,2772,0.40731
EC,ns,256,275,257,230,234,0.03837
EC,nt,62,60,63,61,57,0.00929
EC,nu,21,22,19,11,13,0.00264
EC,onlessncr,1243,1250,1267,1252,1232,0.19136
EC,pe,2,1,2,1,3,0.00028
EC,qclessncr,813,825,831,822,843,0.1267
EC,sk,169,169,160,151,152,0.02455
EC,yt,36,34,30,29,30,0.00487
ERC,ncr,6,5,6,7,6,1
FCAC,ncr,73,78,84,94,99,1
FEDSO,bc,.,1,.,.,.,0.00091
FEDSO,na,.,.,.,3,27,0.0273
FEDSO,ncr,28,35,34,34,24,0.14104
FEDSO,onlessncr,190,188,184,185,166,0.83076
FIN,abroad,.,.,3,3,.,0.00161
FIN,na,.,.,.,7,9,0.00429
FIN,ncr,756,751,739,725,738,0.99384
FIN,onlessncr,.,.,1,.,.,0.00027
FJA,na,.,.,.,.,2,0.00673
FJA,ncr,66,57,54,59,57,0.98653
FJA,onlessncr,1,1,.,.,.,0.00673
FO,ab,17,12,12,9,9,0.00117
FO,abroad,4,4,1,.,.,0.00018
FO,bc,2384,2335,2368,2304,2343,0.23355
FO,nl,1585,1506,1510,1459,1556,0.15159
FO,mb,237,229,212,201,199,0.02146
FO,na,.,.,.,169,191,0.00717
FO,nb,592,616,623,611,598,0.06051
FO,ncr,1514,1390,1375,1404,1582,0.1446
FO,ns,1665,1610,1592,1531,1428,0.15577
FO,nt,47,44,44,42,51,0.00454
FO,nu,23,28,19,25,21,0.00231
FO,onlessncr,788,759,752,759,814,0.07707
FO,pe,111,115,114,115,111,0.01127
FO,qclessncr,1290,1281,1208,1242,1300,0.12581
FO,sk,3,2,2,3,2,0.00024
