"dept_code","so_num","in_year_auth","in_year_quarter_exp","in_year_cumul_exp","last_year_auth","last_year_quarter_exp","last_year_cumul_exp"
"CNEDA",1,9346000,2765000,2765000,10182000,2761000,2761000
"CNEDA",2,527000,135000,135000,600000,136000,136000
"CNEDA",3,70000,7000,7000,80000,2000,2000
"CNEDA",4,2283000,129000,129000,2600000,252000,252000
"CNEDA",5,878000,2000,2000,1000000,5000,5000
"CNEDA",6,35000,2000,2000,40000,36000,36000
"CNEDA",7,53000,12000,12000,60000,4000,4000
"CNEDA",9,9000,0,0,10000,129000,129000
"CNEDA",10,16650000,759000,759000,35500000,1731000,1731000
"CNEDA",12,9000,4000,4000,9000,1000,1000
"CRTC",1,49301000,12667000,12667000,47500000,13857000,13857000
"CRTC",2,1809000,291000,291000,1537000,256000,256000
"CRTC",3,1403000,325000,325000,1051000,246000,246000
"CRTC",4,5249000,537000,537000,6210000,639000,639000
"CRTC",5,1069000,239000,239000,744000,323000,323000
"CRTC",6,494000,51000,51000,338000,53000,53000
"CRTC",7,338000,33000,33000,317000,29000,29000
"CRTC",9,1347000,286000,286000,1534000,16000,16000
"CRTC",12,3000,4000,4000,0,2000,2000
"CRTC",20,-49449000,-47623000,-47623000,-47745000,-46291000,-46291000
"CSA",1,71722000,18882000,18882000,67470000,17972000,17972000
"CSA",2,5180000,796000,796000,4497000,754000,754000
"CSA",3,3199000,561000,561000,3044000,515000,515000
"CSA",4,178034000,4304000,4304000,121464000,8408000,8408000
"CSA",5,1841000,285000,285000,2950000,369000,369000
"CSA",6,1441000,609000,609000,3137000,660000,660000
"CSA",7,1742000,604000,604000,1851000,303000,303000
"CSA",8,50000,0,0,445000,0,0
"CSA",9,22538000,554000,554000,81096000,28559000,28559000
"CSA",10,56411000,13352000,13352000,60966000,7913000,7913000
"CSA",12,6735000,1953000,1953000,6918000,35000,35000
"CSC",1,1779904000,448216000,448216000,1740183000,397053000,397053000
"CSC",2,24502000,4758000,4758000,25465000,4035000,4035000
"CSC",3,538000,161000,161000,610000,64000,64000
"CSC",4,293299000,44057000,44057000,298072000,40869000,40869000
"CSC",5,22629000,4029000,4029000,16726000,2317000,2317000
"CSC",6,23035000,3943000,3943000,23460000,2332000,2332000
"CSC",7,130516000,24148000,24148000,129360000,29578000,29578000
"CSC",8,100588000,11084000,11084000,132198000,4760000,4760000
"CSC",9,84719000,7098000,7098000,72702000,3129000,3129000
"CSC",10,120000,0,0,120000,30000,30000
"CSC",12,93379000,20226000,20226000,82763000,18391000,18391000
"CSC",20,-108355000,-19057000,-19057000,-120292000,-31336000,-31336000
"CTA",1,24836591,6214130,6214130,23577754,5630244,5630244
"CTA",2,489689,86533,86533,416690,81493,81493
"CTA",3,278653,45838,45838,338462,53685,53685
"CTA",4,3721357,153084,153084,2034137,112492,112492
"CTA",5,565035,89408,89408,448517,44638,44638
"CTA",6,57170,16527,16527,68674,26012,26012
"CTA",7,106857,38900,38900,126009,20634,20634
"CTA",8,3522137,0,0,3522137,0,0
"CTA",9,224808,54054,54054,381786,2453,2453
"CTAIB",1,24460000,6153000,6153000,23688000,6067000,6067000
"CTAIB",2,1770000,317000,317000,1630000,234000,234000
"CTAIB",3,177000,48000,48000,148000,45000,45000
"CTAIB",4,1985000,256000,256000,2519000,195000,195000
"CTAIB",5,422000,80000,80000,453000,129000,129000
"CTAIB",6,421000,12000,12000,413000,6000,6000
"CTAIB",7,219000,33000,33000,209000,65000,65000
"CTAIB",8,4000,0,0,63000,0,0
"CTAIB",9,755000,44000,44000,310000,26000,26000
"EA",1,1164348000,301055000,301055000,1109253000,280859000,280859000
"EA",2,134999000,24192000,24192000,124272000,17981000,17981000
"EA",3,17633000,2042000,2042000,17003000,2008000,2008000
"EA",4,344136000,37357000,37357000,273871000,30115000,30115000
"EA",5,243027000,56468000,56468000,222422000,52618000,52618000
"EA",6,32511000,2947000,2947000,30381000,2736000,2736000
"EA",7,53137000,7413000,7413000,51130000,6794000,6794000
"EA",8,94960000,2268000,2268000,61531000,1908000,1908000
"EA",9,41971000,3893000,3893000,46844000,2046000,2046000
"EA",10,4516176000,863214000,863214000,4130785000,546851000,546851000
"EA",12,66655000,1478000,1478000,86729000,1912000,1912000
"EA",20,-47425000,-12544000,-12544000,-45925000,-4111000,-4111000
"EC",1,678706000,169756000,169756000,629299000,163887000,163887000
"EC",2,39112000,6552000,6552000,33765000,5992000,5992000
"EC",3,3933000,502000,502000,3122000,567000,567000
"EC",4,162535000,16934000,16934000,157055000,17731000,17731000
"EC",5,31582000,15466000,15466000,29508000,10856000,10856000
"EC",6,20765000,1968000,1968000,15196000,1885000,1885000
"EC",7,48093000,5587000,5587000,44106000,5490000,5490000
"EC",8,1113000,17000,17000,937000,23000,23000
"EC",9,51629000,1809000,1809000,43007000,1599000,1599000
"EC",10,622790000,15400000,15400000,130626000,13709000,13709000
"EC",12,4542000,2505000,2505000,4306000,3151000,3151000
"EC",20,-83819000,-16682000,-16682000,-79531000,-13566000,-13566000
"FCAC",1,20104966,4338347,4338347,13919041,2965912,2965912
"FCAC",2,662411,111230,111230,634926,122925,122925
"FCAC",3,851140,27949,27949,688411,46280,46280
"FCAC",4,4954301,645098,645098,5835830,711172,711172
"FCAC",5,1493397,281806,281806,1135241,199828,199828
"FCAC",6,61936,0,0,11300,0,0
"FCAC",7,52000,16619,16619,32500,-10098,-10098
"FCAC",8,350000,0,0,0,0,0
"FCAC",9,616644,48532,48532,332322,94908,94908
"FCAC",12,120000,4945,4945,70573,1416,1416
"FEDSO",1,21134000,5498000,5498000,20306000,5947000,5947000
"FEDSO",2,813000,133000,133000,766000,156000,156000
"FEDSO",3,329000,36000,36000,414000,36000,36000
"FEDSO",4,5023000,322000,322000,5077000,312000,312000
"FEDSO",5,135000,27000,27000,167000,14000,14000
"FEDSO",6,166000,7000,7000,168000,29000,29000
"FEDSO",7,106000,10000,10000,107000,12000,12000
"FEDSO",9,169000,14000,14000,54000,29000,29000
"FEDSO",10,159188000,34026000,34026000,242198000,33128000,33128000
"FEDSO",12,71000,-1000,-1000,92000,1000,1000
"FIN",1,88097000,21734000,21734000,81419000,20081000,20081000
"FIN",2,3248000,790000,790000,2802000,529000,529000
"FIN",3,1834000,362000,362000,2133000,152000,152000
"FIN",4,10571000,2456000,2456000,11759000,2249000,2249000
"FIN",5,1177000,1885000,1885000,1292000,387000,387000
"FIN",6,328000,12000,12000,189000,9000,9000
"FIN",7,95560000,25505000,25505000,104361000,25035000,25035000
"FIN",9,1753000,351000,351000,525000,34000,34000
"FIN",10,70931762000,17919468000,17919468000,68449245000,17312116000,17312116000
"FIN",11,22838000000,5949901000,5949901000,21490000000,5321180000,5321180000
"FIN",12,21000,21535000,21535000,36000,57850000,57850000
"FIN",20,-150000,0,0,-150000,0,0
"FJA",1,541064000,136769000,136769000,526761000,129614000,129614000
"FJA",2,22932000,5995000,5995000,23348000,5602000,5602000
"FJA",3,168000,52000,52000,190000,41000,41000
"FJA",4,11676000,1528000,1528000,13589000,2320000,2320000
"FJA",5,336000,44000,44000,271000,47000,47000
"FJA",6,151000,0,0,74000,0,0
"FJA",7,70000,2000,2000,70000,2000,2000
"FJA",9,74000,3000,3000,106000,10000,10000
"FJA",12,6322000,2207000,2207000,6144000,2106000,2106000
"FJA",20,-275000,0,0,-275000,0,0
"FO",1,977980000,234055000,234055000,1045060000,267100000,267100000
"FO",2,60832000,14415000,14415000,58123000,18068000,18068000
"FO",3,3236000,355000,355000,2086000,497000,497000
"FO",4,277829000,88819000,88819000,289567000,39849000,39849000
"FO",5,19423000,4509000,4509000,16369000,4428000,4428000
"FO",6,201658000,27242000,27242000,203553000,21248000,21248000
"FO",7,114728000,15457000,15457000,105769000,18030000,18030000
"FO",8,145864000,16230000,16230000,169519000,10459000,10459000
"FO",9,667566000,13193000,13193000,403163000,21846000,21846000
"FO",10,135236000,11409000,11409000,206011000,14619000,14619000
"FO",12,19882000,16311000,16311000,20549000,13144000,13144000
"FO",20,-47915000,-12569000,-12569000,-39001000,-9886000,-9886000
"FORDQ",1,34148000,8101000,8101000,31923000,8948000,8948000
"FORDQ",2,1010000,152000,152000,995000,183000,183000
"FORDQ",3,442000,30000,30000,440000,19000,19000
"FORDQ",4,4759000,712000,712000,5738000,384000,384000
"FORDQ",5,692000,205000,205000,713000,199000,199000
"FORDQ",6,36000,3000,3000,40000,5000,5000
"FORDQ",7,204000,26000,26000,194000,21000,21000
"FORDQ",8,1831000,67000,67000,747000,26000,26000
"FORDQ",10,233365000,25335000,25335000,262730000,26912000,26912000
"FORDQ",12,18000,70000,70000,297000,121000,121000
"FTRAC",1,39995000,9625000,9625000,38931000,9228000,9228000
"FTRAC",2,1068000,217000,217000,955000,323000,323000
"FTRAC",3,299000,74000,74000,201000,53000,53000
"FTRAC",4,3651000,295000,295000,3639000,303000,303000
"FTRAC",5,5712000,565000,565000,6004000,176000,176000
"FTRAC",6,346000,136000,136000,594000,20000,20000
"FTRAC",7,360000,94000,94000,301000,50000,50000
"FTRAC",9,352000,36000,36000,600000,45000,45000
"FTRAC",12,0,36000,36000,0,91000,91000
"GG",1,15678000,3648000,3648000,15500000,3755000,3755000
"GG",2,1900000,411000,411000,2120000,330000,330000
"GG",3,770000,136000,136000,770000,103000,103000
"GG",4,1974000,263000,263000,1754000,188000,188000
"GG",5,490000,78000,78000,360000,71000,71000
"GG",6,15000,1000,1000,10000,2000,2000
"GG",7,1022000,216000,216000,1183000,184000,184000
"GG",8,430000,59000,59000,330000,29000,29000
"GG",10,728000,182000,182000,647000,143000,143000
"GG",12,70000,7000,7000,70000,14000,14000
"GSC",1,1184598000,323664000,323664000,1143796000,292378000,292378000
"GSC",2,72139000,14508000,14508000,76736000,13622000,13622000
"GSC",3,21317000,1843000,1843000,12731000,2059000,2059000
"GSC",4,1838504000,258712000,258712000,2014064000,184306000,184306000
"GSC",5,1265713000,367926000,367926000,1311390000,300345000,300345000
"GSC",6,1055548000,182370000,182370000,1177927000,165403000,165403000
"GSC",7,107729000,23934000,23934000,269432000,21109000,21109000
"GSC",8,373026000,58310000,58310000,487371000,36183000,36183000
"GSC",9,92657000,16591000,16591000,67778000,8789000,8789000
"GSC",10,0,327638000,327638000,0,349644000,349644000
"GSC",11,128574000,33046000,33046000,136571000,34844000,34844000
"GSC",12,475784000,44768000,44768000,637419000,65803000,65803000
"GSC",20,-3339819000,-330195000,-330195000,-3640771000,-313306000,-313306000
"H",1,796519000,158869000,158869000,913751000,200762000,200762000
"H",2,20449000,2467000,2467000,251082000,48570000,48570000
"H",3,27081000,1819000,1819000,16688000,1288000,1288000
"H",4,140886000,27944000,27944000,521533000,102569000,102569000
"H",5,17556000,2193000,2193000,9729000,1307000,1307000
"H",6,29181000,1331000,1331000,19934000,1652000,1652000
"H",7,25909000,1657000,1657000,589842000,127627000,127627000
"H",8,0,371000,371000,7354000,0,0
"H",9,26097000,878000,878000,29988000,7668000,7668000
"H",10,1407055000,167775000,167775000,2190718000,805978000,805978000
"H",12,3232000,1279000,1279000,3472000,2348000,2348000
"H",20,-157276000,-26274000,-26274000,-197324000,-26464000,-26464000
"HRSD",1,1963803000,516622000,516622000,1850345000,465217000,465217000
"HRSD",2,57471000,10289000,10289000,53905000,10049000,10049000
"HRSD",3,60336000,9332000,9332000,63852000,9374000,9374000
"HRSD",4,622898000,106768000,106768000,618127000,134339000,134339000
"HRSD",5,265531000,9924000,9924000,242560000,56384000,56384000
"HRSD",6,6239000,430000,430000,5243000,151000,151000
"HRSD",7,7123000,912000,912000,8403000,906000,906000
"HRSD",9,29635000,2407000,2407000,34511000,1163000,1163000
"HRSD",10,59843279000,14495686000,14495686000,57033138000,13805920000,13805920000
"HRSD",12,7848000,-191000,-191000,3512000,3250000,3250000
"HRSD",20,-1934414000,-404125000,-404125000,-1899166000,-383899000,-383899000
"INAC",1,279881000,78888000,78888000,425696000,108707000,108707000
"INAC",2,23172000,2903000,2903000,28221000,4081000,4081000
"INAC",3,6689000,788000,788000,9467000,270000,270000
"INAC",4,238048000,10509000,10509000,333819000,10603000,10603000
"INAC",5,16467000,2002000,2002000,17205000,1523000,1523000
"INAC",6,1442000,54000,54000,1791000,129000,129000
"INAC",7,3461000,335000,335000,3609000,325000,325000
"INAC",8,12300000,0,0,39238000,23000,23000
"INAC",9,2791000,276000,276000,4141000,109000,109000
"INAC",10,2416408000,511193000,511193000,9757339000,1892147000,1892147000
"INAC",12,85545000,56394000,56394000,156626000,31121000,31121000
"INAC",20,-2000000,0,0,-710000,0,0
"INDSC",1,379882000,92092000,92092000,0,0,0
"INDSC",2,325260000,55630000,55630000,0,0,0
"INDSC",3,1967000,111000,111000,0,0,0
"INDSC",4,484209000,83433000,83433000,0,0,0
"INDSC",5,4722000,313000,313000,0,0,0
"INDSC",6,6316000,297000,297000,0,0,0
"INDSC",7,585381000,120467000,120467000,0,0,0
"INDSC",9,5415000,8287000,8287000,0,0,0
"INDSC",10,7936278000,2163708000,2163708000,0,0,0
"INDSC",12,2121000,19430000,19430000,0,0,0
"INDSC",20,-159703000,-14350000,-14350000,0,0,0
"IPC",1,26728000,6428000,6428000,25920000,7080000,7080000
"IPC",2,1040000,104000,104000,1048000,138000,138000
"IPC",3,801000,124000,124000,786000,140000,140000
"IPC",4,7655000,788000,788000,5028000,589000,589000
"IPC",5,1342000,354000,354000,1143000,355000,355000
"IPC",6,262000,17000,17000,318000,24000,24000
"IPC",7,244000,22000,22000,295000,26000,26000
"IPC",9,855000,77000,77000,700000,21000,21000
"IPC",10,500000,0,0,500000,0,0
"IPC",12,1000,61000,61000,1000,20000,20000
"IPC",20,-200000,0,0,-200000,0,0
"IRB",1,108844000,26450000,26450000,104457000,23826000,23826000
"IRB",2,2080000,716000,716000,2067000,397000,397000
"IRB",3,367000,71000,71000,250000,67000,67000
"IRB",4,18839000,2972000,2972000,19396000,2477000,2477000
"IRB",5,1052000,374000,374000,960000,310000,310000
"IRB",6,514000,44000,44000,500000,40000,40000
"IRB",7,538000,124000,124000,757000,122000,122000
"IRB",9,1028000,152000,152000,2291000,26000,26000
"IRB",12,49000,433000,433000,52000,216000,216000
"ISC",1,531588000,133645000,133645000,506798000,129425000,129425000
"ISC",2,13476000,2508000,2508000,12288000,2442000,2442000
"ISC",3,10153000,1452000,1452000,8612000,1430000,1430000
"ISC",4,117548000,24932000,24932000,108944000,21362000,21362000
"ISC",5,17657000,3728000,3728000,14086000,3110000,3110000
"ISC",6,11954000,660000,660000,14496000,1821000,1821000
"ISC",7,8142000,853000,853000,8313000,911000,911000
"ISC",9,39188000,2169000,2169000,39906000,774000,774000
"ISC",10,2432649000,381940000,381940000,2160234000,463871000,463871000
"ISC",12,183000,2555000,2555000,130000,2078000,2078000
"ISC",20,-273027000,-57363000,-57363000,-257687000,-54005000,-54005000
"JUS",1,526627000,144060000,144060000,531325000,138480000,138480000
"JUS",2,8611000,1788000,1788000,8492000,1236000,1236000
"JUS",3,3032000,352000,352000,3231000,377000,377000
"JUS",4,36061000,5363000,5363000,37217000,4236000,4236000
"JUS",5,7940000,1490000,1490000,7063000,832000,832000
"JUS",6,3395000,232000,232000,4437000,98000,98000
"JUS",7,3989000,641000,641000,4418000,664000,664000
"JUS",9,5149000,446000,446000,5401000,261000,261000
"JUS",10,404557000,11687000,11687000,390315000,7848000,7848000
"JUS",12,7381000,2134000,2134000,6357000,1366000,1366000
"JUS",20,-296200000,-19067000,-19067000,-296200000,-18805000,-18805000
"LAC",1,82683004,20179691,20179691,76047312,19025380,19025380
"LAC",2,1238309,267204,267204,155361,190271,190271
"LAC",3,701000,39836,39836,700000,59491,59491
"LAC",4,11854632,998667,998667,13550298,1195892,1195892
"LAC",5,2789170,1809217,1809217,5315305,956020,956020
"LAC",6,5154878,13780,13780,11505260,2768475,2768475
"LAC",7,2106398,148189,148189,648312,260475,260475
"LAC",8,3622234,56218,56218,0,0,0
"LAC",9,2671988,93618,93618,435250,42026,42026
"LAC",10,1500000,1305978,1305978,1536000,1037964,1037964
"LAC",12,5971341,2057847,2057847,5888145,449219,449219
"LAC",20,-550000,-39376,-39376,-550000,-41382,-41382
"MPCC",1,3251000,614000,614000,3171000,718000,718000
"MPCC",2,123000,44000,44000,107000,23000,23000
"MPCC",3,67000,13000,13000,99000,5000,5000
"MPCC",4,724000,108000,108000,698000,104000,104000
"MPCC",5,371000,65000,65000,420000,2000,2000
"MPCC",6,2000,0,0,3000,0,0
"MPCC",7,66000,2000,2000,55000,11000,11000
"MPCC",8,0,0,0,0,0,0
"MPCC",9,113000,4000,4000,85000,2000,2000
"MPCC",12,0,0,0,0,-1000,-1000
"NBC",1,4090000,1207000,1207000,2529000,1038000,1038000
"NBC",2,119000,18000,18000,140000,11000,11000
"NBC",3,233000,13000,13000,317000,50000,50000
"NBC",4,855000,97000,97000,740000,106000,106000
"NBC",5,80000,6000,6000,100000,11000,11000
"NBC",6,672000,16000,16000,936000,60000,60000
"NBC",7,695000,146000,146000,890000,131000,131000
"NBC",8,318000,136000,136000,1200000,6000,6000
"NBC",9,127000,44000,44000,246000,3000,3000
"NBC",12,2623000,2000,2000,2616000,0,0
"ND",1,9095897000,2287240000,2287240000,8772177000,2653502000,2653502000
"ND",2,863157000,168558000,168558000,798792000,149684000,149684000
"ND",3,19432000,2903000,2903000,17260000,2875000,2875000
"ND",4,3983285000,434308000,434308000,3384323000,563263000,563263000
"ND",5,409905000,74772000,74772000,374536000,55019000,55019000
"ND",6,1537303000,133695000,133695000,1380782000,108199000,108199000
"ND",7,1126296000,195541000,195541000,1093181000,174791000,174791000
"ND",8,598586000,52859000,52859000,509837000,49784000,49784000
"ND",9,2710233000,533440000,533440000,2296999000,398660000,398660000
"ND",10,178845000,36493000,36493000,167321000,4751000,4751000
"ND",11,21526000,3990000,3990000,0,0,0
"ND",12,218195000,50080000,50080000,236589000,75289000,75289000
"ND",20,-356672000,-52653000,-52653000,-345702000,-74144000,-74144000
"NFB",1,37151332,9517709,9517709,37194795,9116061,9116061
"NFB",2,4425929,411416,411416,4520922,560716,560716
"NFB",3,627550,53408,53408,613067,68856,68856
"NFB",4,13408106,1754530,1754530,13700141,2250114,2250114
"NFB",5,6960580,1362889,1362889,6513836,1399216,1399216
"NFB",6,1899280,525327,525327,2064773,806096,806096
"NFB",7,1984901,113354,113354,1857607,126822,126822
"NFB",8,12755000,0,0,12000000,0,0
"NFB",9,2788133,278840,278840,3314127,236344,236344
"NFB",12,1019713,103598,103598,1048523,87574,87574
"NFB",20,-8452446,-648428,-648428,-8452446,-1459427,-1459427
"NPA",1,218880,13852,13852,219830,13737,13737
"NPA",2,5000,0,0,5000,0,0
"NPA",3,500,0,0,500,0,0
"NPA",4,247000,1667,1667,248000,657,657
"NPA",5,11000,0,0,10000,0,0
"NPA",6,500,0,0,500,0,0
"NPA",7,500,0,0,500,0,0
"NPA",9,500,0,0,500,0,0
"NPA",10,10000,0,0,10000,0,0
"NPB",1,43039000,11281000,11281000,41167000,11109000,11109000
"NPB",2,3000000,416000,416000,3960000,407000,407000
"NPB",3,323000,3000,3000,374000,0,0
"NPB",4,5790000,117000,117000,5362000,212000,212000
"NPB",5,221000,29000,29000,198000,21000,21000
"NPB",6,300000,13000,13000,142000,50000,50000
"NPB",7,343000,5000,5000,424000,26000,26000
"NPB",9,731000,6000,6000,265000,5000,5000
"NPB",12,35000,50000,50000,17000,23000,23000
"NPB",20,5645000,1245000,1245000,5645000,1106000,1106000
"NR",1,425488000,111174000,111174000,395879000,110721000,110721000
"NR",2,15883000,3179000,3179000,13028000,2805000,2805000
"NR",3,6745000,697000,697000,4980000,701000,701000
"NR",4,111083000,15896000,15896000,99119000,18563000,18563000
"NR",5,18510000,3571000,3571000,33166000,2084000,2084000
"NR",6,7793000,418000,418000,5333000,1250000,1250000
"NR",7,46311000,1939000,1939000,36987000,1955000,1955000
"NR",8,14469000,1234000,1234000,2121000,2000,2000
"NR",9,6398000,1739000,1739000,53669000,946000,946000
"NR",10,849961000,60474000,60474000,741868000,68048000,68048000
"NR",12,745000,4043000,4043000,965000,183000,183000
"NR",20,-37125000,-3491000,-3491000,-38465000,-4815000,-4815000
"NRC",1,494860000,98642000,98642000,461397000,99035000,99035000
"NRC",2,22191000,2888000,2888000,24971000,2794000,2794000
"NRC",3,2525000,486000,486000,2747000,364000,364000
"NRC",4,84041000,10547000,10547000,74863000,7452000,7452000
"NRC",5,10543000,2331000,2331000,12198000,2471000,2471000
"NRC",6,29700000,3358000,3358000,39073000,2323000,2323000
"NRC",7,63555000,5643000,5643000,67213000,5187000,5187000
"NRC",8,56896000,2240000,2240000,57117000,3979000,3979000
"NRC",9,64419000,9004000,9004000,82750000,4930000,4930000
"NRC",10,512680000,57415000,57415000,363336000,77966000,77966000
"NRC",12,25222000,2575000,2575000,19418000,2376000,2376000
"NSERC",1,40042000,10594000,10594000,35367000,9762000,9762000
"NSERC",2,3561000,461000,461000,5035000,462000,462000
"NSERC",3,1735000,137000,137000,1669000,366000,366000
"NSERC",4,4248000,422000,422000,5105000,399000,399000
"NSERC",5,1061000,329000,329000,1494000,402000,402000
"NSERC",6,96000,3000,3000,220000,33000,33000
"NSERC",7,160000,84000,84000,263000,46000,46000
"NSERC",9,669000,40000,40000,905000,24000,24000
"NSERC",10,1202908000,338178000,338178000,1156972000,311615000,311615000
"NSICP",1,1673026,58920,58920,0,0,0
"NSICP",2,327040,4462,4462,0,0,0
"NSICP",3,55500,0,0,0,0,0
"NSICP",4,1226803,5179,5179,0,0,0
"NSICP",5,86705,0,0,0,0,0
"NSICP",7,15200,0,0,0,0,0
"NSICP",9,109554,0,0,0,0,0
"OAG",1,69704000,17562000,17562000,69169000,17245000,17245000
"OAG",2,3137000,891000,891000,3296000,1092000,1092000
"OAG",3,561000,174000,174000,532000,160000,160000
"OAG",4,5250000,1008000,1008000,5038000,1280000,1280000
"OAG",5,1077000,735000,735000,1034000,722000,722000
"OAG",6,265000,16000,16000,242000,4000,4000
"OAG",7,210000,26000,26000,268000,34000,34000
"OAG",9,656000,29000,29000,752000,26000,26000
"OAG",12,25000,2000,2000,19000,2000,2000
"OAG",20,-2660000,-112000,-112000,-2660000,-106000,-106000
"OCI",1,4352240,1002003,1002003,3782013,936204,936204
