id,url_en,url_fr
36,"www.canada.ca/en/health-canada.html","www.canada.ca/fr/sante-canada.html"
37,"www.canada.ca/en/indigenous-services-canada.html","www.canada.ca/fr/services-autochtones-canada.html"
38,"www.canada.ca/en/military-grievances-external-review.html","www.canada.ca/fr/externe-examen-griefs-militaires.html"
39,"www.canada.ca/en/parole-board.html","www.canada.ca/fr/commission-liberations-conditionnelles.html"
40,"www.canada.ca/en/polar-knowledge.html","www.canada.ca/fr/savoir-polaire.html"
41,"www.canada.ca/en/revenue-agency.html","www.canada.ca/fr/agence-revenu.html"
42,"www.canada.ca/en/treasury-board-secretariat/index.html","www.canada.ca/fr/secretariat-conseil-tresor/index.html"
43,"www.canadacouncil.ca","www.conseildesarts.ca"
44,"www.canadagames.ca","www.canadagames.ca"
45,"www.canadagames2015.ca","www.canadagames2015.ca/fr"
46,"www.canadapost.ca","www.postescanada.ca"
47,"www.caribank.org","www.caribank.org"
48,"www.cas-satj.gc.ca","www.cas-satj.gc.ca"
49,"www.catsa.gc.ca","www.acsta.gc.ca"
50,"www.cb-cda.gc.ca","www.cb-cda.gc.ca"
51,"www.cbc.radio-canada.ca","www.cbc.radio-canada.ca"
52,"www.cbsa.gc.ca","www.asfc.gc.ca"
53,"www.ccbn-nbc.gc.ca","www.ccbn-nbc.gc.ca"
54,"www.ccc.ca","www.ccc.ca"
55,"www.ccg-gcc.gc.ca/eng/CCG/Home","www.ccg-gcc.gc.ca/fra/GCC/Accueil"
56,"www.ccohs.ca","www.cchst.ca"
57,"www.ccsa.ca","www.ccsa.ca"
58,"www.cdc-ccl.gc.ca","www.cdc-ccl.gc.ca"
59,"www.cdev.gc.ca","www.cdev.gc.ca"
60,"www.cdic.ca","www.sadc.ca"
61,"www.cec.org","www.cec.org"
62,"www.ceri.ca","www.ceri.ca"
63,"www.cfhi-fcass.ca","www.fcass-cfhi.ca"
64,"www.cfta-alec.ca","www.cfta-alec.ca"
65,"www.chrc-ccdp.gc.ca","www.ccdp-chrc.gc.ca"
66,"www.cic.gc.ca","www.cic.gc.ca"
67,"www.cihi.ca","www.icis.ca"
68,"www.cihr-irsc.gc.ca","www.irsc-cihr.gc.ca"
69,"www.cipo.gc.ca","www.opic.gc.ca"
70,"www.clc.ca","www.clc.ca"
71,"www.clrc.ca","www.clrc.ca"
72,"www.cmf-fmc.ca","www.cmf-fmc.ca"
73,"www.cmhc.ca","www.schl.ca"
74,"www.cnlopb.ca","www.cnlopb.ca"
75,"www.cnsopb.ns.ca","www.cnsopb.ns.ca"
76,"www.coach.ca","www.coach.ca"
77,"www.cpma-acpm.agr.gc.ca","www.cpma-acpm.agr.gc.ca"
78,"www.cppib.com","www.cppib.com/fr/"
79,"www.crcc-ccetp.gc.ca/","www.crcc-ccetp.gc.ca/fr"
80,"www.crdsc-sdrcc.ca","www.crdsc-sdrcc.ca"
81,"www.crr.ca","www.crrf-fcrr.ca/fr"
82,"www.crtc.gc.ca","www.crtc.gc.ca"
83,"www.csc-scc.gc.ca","www.csc-scc.gc.ca"
84,"www.csc-scc.gc.ca/corcan/index-eng.shtml","www.csc-scc.gc.ca/corcan/index-fra.shtml"
85,"www.cse-cst.gc.ca","www.cse-cst.gc.ca"
86,"www.csiontario.ca/home","www.csiontario.ca/home/fr"
87,"www.csis-scrs.gc.ca","www.csis-scrs.gc.ca"
88,"www.cyqm.ca","www.cyqm.ca"
89,"www.dcc-cdc.gc.ca","www.dcc-cdc.gc.ca"
90,"www.dec-ced.gc.ca","www.dec-ced.gc.ca"
91,"www.dfo-mpo.gc.ca","www.dfo-mpo.gc.ca"
92,"www.drdc-rddc.gc.ca/en/","www.drdc-rddc.gc.ca/fr/"
93,"www.ebrd.com","www.ebrd.com"
94,"www.edc.ca","www.edc.ca"
95,"www.elections.ca","www.elections.ca"
96,"www.erc-cee.gc.ca","www.erc-cee.gc.ca"
97,"www.esdc.gc.ca/eng/jobs/ei/commission/index.shtml","www.edsc.gc.ca/fra/emplois/ae/commission/index.shtml"
98,"www.fcac.gc.ca","www.acfc.gc.ca"
99,"www.fcc-fac.ca","www.fcc-fac.ca"
100,"www.fdr.net","www.fdr.net"
101,"www.feddevontario.gc.ca","www.feddevontario.gc.ca"
102,"www.federalbridge.ca","www.federalbridge.ca"
103,"www.fin.gc.ca","www.fin.gc.ca"
104,"www.fintrac-canafe.gc.ca","www.canafe-fintrac.gc.ca"
105,"www.fja-cmf.gc.ca","www.fja-cmf.gc.ca"
106,"www.flyeia.com","www.flyeia.com"
107,"www.flylondon.ca","www.flylondon.ca"
108,"www.flypei.com","www.flypei.com"
109,"www.forces.gc.ca","www.forces.gc.ca"
110,"www.fpcc-cpac.gc.ca","www.fpcc-cpac.gc.ca"
111,"www.frederictonairport.ca","www.frederictonairport.ca"
112,"www.freshwaterfish.com/","www.freshwaterfish.com/fr"
113,"www.gallery.ca","www.beaux-arts.ca"
114,"www.ganderairport.com","www.ganderairport.com"
115,"www.gg.ca","www.gg.ca"
116,"www.glpa-apgl.com","www.glpa-apgl.com"
117,"www.gnb.ca/4532/index-e.asp","www.gnb.ca/4532/index-f.asp"
118,"www.grainscanada.gc.ca","www.grainscanada.gc.ca"
119,"www.greatlakes-seaway.com","www.greatlakes-seaway.com"
120,"www.hamiltonport.ca","www.hamiltonport.ca"
121,"www.hiaa.ca","www.hiaa.ca"
122,"www.historymuseum.ca","www.museedelhistoire.ca"
123,"www.humanrights.ca","www.droitsdelapersonne.ca"
124,"www.iadb.org","www.iadb.org"
125,"www.ic.gc.ca","www.ic.gc.ca"
