dept_code,dimension,ppl_last_year_5,ppl_last_year_4,ppl_last_year_3,ppl_last_year_2,ppl_last_year,avg_share
INAC,< 20,6,10,9,14,11,0.00204
INAC,70 +,14,11,9,11,12,0.00233
IOG,20-24,.,.,.,.,3,0.00726
IOG,25-29,3,3,2,.,.,0.01937
IOG,30-34,2,5,7,5,6,0.06053
IOG,35-39,7,7,6,8,6,0.08232
IOG,40-44,13,12,10,8,12,0.13317
IOG,45-49,18,21,20,15,14,0.21308
IOG,50-54,8,9,13,16,18,0.15496
IOG,55-59,16,15,14,12,11,0.16465
IOG,60-64,8,6,5,10,8,0.08959
IOG,65-69,4,5,8,5,6,0.0678
IOG,70 +,.,1,.,1,1,0.00726
IPC,20-24,10,7,4,6,9,0.02701
IPC,25-29,25,20,23,23,17,0.08102
IPC,30-34,46,45,45,45,38,0.16429
IPC,35-39,34,42,41,44,45,0.15454
IPC,40-44,33,32,39,37,35,0.13203
IPC,45-49,43,38,34,39,34,0.14104
IPC,50-54,33,36,35,41,36,0.13578
IPC,55-59,36,23,24,27,24,0.10053
IPC,60-64,11,13,13,15,14,0.04951
IPC,65-69,2,2,2,5,5,0.012
IPC,< 20,.,.,1,.,2,0.00225
IRB,20-24,32,31,26,29,39,0.03137
IRB,25-29,82,77,70,42,50,0.06415
IRB,30-34,97,84,94,93,89,0.09133
IRB,35-39,99,106,114,97,105,0.10412
IRB,40-44,147,157,140,141,140,0.14488
IRB,45-49,137,133,133,132,139,0.13469
IRB,50-54,186,176,163,155,135,0.16287
IRB,55-59,139,138,119,132,142,0.13389
IRB,60-64,82,85,81,82,81,0.08213
IRB,65-69,40,33,26,32,34,0.03297
IRB,< 20,.,.,1,1,2,0.0008
IRB,70 +,19,14,16,18,17,0.01679
ISC,20-24,113,68,96,94,166,0.02214
ISC,25-29,460,361,308,319,305,0.07226
ISC,30-34,656,604,578,572,541,0.12165
ISC,35-39,753,711,748,757,748,0.15322
ISC,40-44,711,695,679,716,768,0.14712
ISC,45-49,841,754,743,680,679,0.1524
ISC,50-54,899,851,828,832,763,0.17202
ISC,55-59,516,487,479,486,531,0.10301
ISC,60-64,227,187,193,214,186,0.04151
ISC,65-69,39,43,50,46,65,0.01002
ISC,< 20,4,7,5,8,12,0.00148
ISC,70 +,22,14,11,18,12,0.00317
JJJ,35-39,2,1,1,.,.,0.00071
JJJ,40-44,6,11,12,14,12,0.00982
JJJ,45-49,41,50,53,65,68,0.04946
JJJ,50-54,140,116,113,123,129,0.11089
JJJ,55-59,240,231,230,230,216,0.20482
JJJ,60-64,341,345,330,308,299,0.28982
JJJ,65-69,213,226,242,269,279,0.21946
JJJ,70 +,122,120,129,135,138,0.115
JUS,20-24,137,73,63,63,79,0.01776
JUS,25-29,505,350,291,274,269,0.07228
JUS,30-34,671,621,569,529,469,0.12236
JUS,35-39,768,718,685,648,646,0.14829
JUS,40-44,852,820,822,787,772,0.17346
JUS,45-49,773,755,751,748,750,0.16165
JUS,50-54,676,639,627,670,705,0.14196
JUS,55-59,467,451,446,456,460,0.09758
JUS,60-64,199,216,229,221,228,0.04678
JUS,65-69,61,66,73,65,64,0.01408
JUS,< 20,5,1,4,4,5,0.00081
JUS,70 +,16,15,14,11,14,0.003
LAC,20-24,35,25,46,41,27,0.03435
LAC,25-29,88,64,94,94,71,0.08115
LAC,30-34,126,80,108,121,112,0.108
LAC,35-39,163,154,158,154,129,0.14965
LAC,40-44,148,136,149,143,152,0.14373
LAC,45-49,175,147,148,134,133,0.14551
LAC,50-54,195,170,180,175,151,0.17196
LAC,55-59,154,97,104,110,106,0.11273
LAC,60-64,45,35,36,47,46,0.04126
LAC,65-69,10,3,14,6,7,0.0079
LAC,< 20,6,1,5,1,3,0.00316
LAC,70 +,.,1,1,.,1,0.00059
MPCC,20-24,.,.,.,1,2,0.03125
MPCC,25-29,2,3,1,2,4,0.125
MPCC,30-34,4,4,4,6,5,0.23958
MPCC,35-39,3,4,1,3,4,0.15625
MPCC,40-44,3,3,4,2,2,0.14583
MPCC,45-49,1,2,3,5,7,0.1875
MPCC,50-54,2,.,.,.,.,0.02083
MPCC,55-59,.,1,.,2,1,0.04167
MPCC,60-64,1,1,.,.,1,0.03125
MPCC,65-69,.,.,1,1,.,0.02083
ND,20-24,657,470,373,340,500,0.01937
ND,25-29,1536,1251,1001,851,814,0.04513
ND,30-34,2191,1906,1714,1642,1619,0.07508
ND,35-39,2652,2412,2269,2249,2225,0.09772
ND,40-44,3126,2823,2627,2541,2680,0.11419
ND,45-49,5071,4327,3717,3377,3221,0.16315
ND,50-54,5679,5538,5369,5207,5095,0.22253
ND,55-59,3899,3856,3782,3912,4115,0.16192
ND,60-64,1730,1697,1640,1786,1903,0.07247
ND,65-69,475,503,508,525,602,0.02163
ND,< 20,56,45,27,42,37,0.00171
ND,70 +,104,111,119,139,143,0.0051
ND,N/A,1,.,.,.,.,0.00001
NEB,20-24,10,5,6,4,3,0.01299
NEB,25-29,32,36,24,31,28,0.07004
NEB,30-34,52,52,69,69,68,0.14378
NEB,35-39,53,57,59,63,70,0.14007
NEB,40-44,45,56,65,72,63,0.13961
NEB,45-49,64,61,58,45,67,0.13683
NEB,50-54,66,64,66,78,69,0.15909
NEB,55-59,45,47,53,48,55,0.11503
NEB,60-64,22,23,24,25,32,0.05844
NEB,65-69,6,7,9,10,11,0.01994
NEB,< 20,.,.,1,.,.,0.00046
NEB,70 +,1,1,1,2,3,0.00371
NFB,20-24,2,15,4,4,5,0.01433
NFB,25-29,29,29,23,18,22,0.05778
NFB,30-34,74,71,57,45,40,0.13706
NFB,35-39,69,78,75,67,69,0.17096
NFB,40-44,65,76,68,65,60,0.1595
NFB,45-49,62,64,60,55,59,0.14327
NFB,50-54,67,73,66,72,58,0.16046
NFB,55-59,38,39,43,49,50,0.10458
NFB,60-64,17,17,15,14,20,0.03964
NFB,65-69,.,2,5,3,4,0.00669
NFB,< 20,.,.,2,.,.,0.00096
NFB,70 +,2,2,2,2,2,0.00478
NPB,20-24,13,16,17,19,16,0.03592
NPB,25-29,32,44,31,30,36,0.07672
NPB,30-34,40,50,53,59,50,0.11175
NPB,35-39,47,51,49,58,52,0.11397
NPB,40-44,53,52,65,57,58,0.12639
NPB,45-49,62,68,72,74,78,0.15698
NPB,50-54,70,69,70,65,58,0.14723
NPB,55-59,68,64,59,62,58,0.13792
NPB,60-64,33,29,29,27,30,0.06563
NPB,65-69,10,10,13,15,8,0.02483
NPB,< 20,.,.,.,1,2,0.00133
NPB,70 +,.,1,1,.,1,0.00133
NR,20-24,176,168,166,175,202,0.04108
NR,25-29,326,276,262,252,250,0.06327
NR,30-34,484,457,418,376,393,0.09856
NR,35-39,553,525,501,503,520,0.12051
NR,40-44,553,559,564,570,566,0.13024
NR,45-49,677,606,572,554,554,0.13723
NR,50-54,837,795,743,676,647,0.17128
NR,55-59,638,591,582,620,606,0.14066
NR,60-64,273,260,282,285,294,0.06456
NR,65-69,95,81,91,93,101,0.02135
NR,< 20,18,14,20,18,17,0.00403
NR,70 +,29,29,30,27,41,0.00723
NRC,20-24,65,45,60,60,87,0.01723
NRC,25-29,161,118,112,119,141,0.03538
NRC,30-34,357,297,281,280,300,0.08233
NRC,35-39,509,448,447,452,464,0.12607
NRC,40-44,602,508,505,535,567,0.14765
NRC,45-49,695,632,617,619,639,0.174
NRC,50-54,725,684,695,725,728,0.19329
NRC,55-59,475,458,497,507,521,0.13357
NRC,60-64,218,212,211,226,233,0.05978
NRC,65-69,102,87,71,61,69,0.02119
NRC,< 20,5,2,9,2,1,0.00103
NRC,70 +,31,34,29,32,30,0.00848
NRTEE,25-29,3,.,.,.,.,0.08571
NRTEE,30-34,5,.,.,.,.,0.14286
NRTEE,35-39,6,.,.,.,.,0.17143
NRTEE,40-44,5,.,.,.,.,0.14286
NRTEE,45-49,6,.,.,.,.,0.17143
NRTEE,50-54,3,.,.,.,.,0.08571
NRTEE,55-59,2,2,.,.,.,0.11429
NRTEE,60-64,2,1,.,.,.,0.08571
NSERC,20-24,26,16,22,25,24,0.05376
NSERC,25-29,41,40,37,40,35,0.09182
NSERC,30-34,62,56,52,51,58,0.13273
NSERC,35-39,65,61,57,59,73,0.14986
NSERC,40-44,56,63,66,66,63,0.14938
NSERC,45-49,69,59,61,56,54,0.14225
NSERC,50-54,67,72,68,63,74,0.16365
NSERC,55-59,24,27,35,43,44,0.0823
NSERC,60-64,12,10,9,11,13,0.02617
NSERC,65-69,1,1,2,4,4,0.00571
NSERC,< 20,.,1,.,.,1,0.00095
NSERC,70 +,1,1,.,.,1,0.00143
OAG,20-24,40,24,14,21,37,0.04527
OAG,25-29,106,93,90,74,77,0.14647
OAG,30-34,83,95,74,75,81,0.13582
OAG,35-39,103,90,96,93,95,0.15879
OAG,40-44,63,72,76,72,75,0.11917
OAG,45-49,95,91,83,84,73,0.14181
OAG,50-54,91,77,74,71,72,0.12816
OAG,55-59,60,55,60,61,53,0.09621
OAG,60-64,9,13,13,20,22,0.02563
OAG,65-69,3,1,.,.,3,0.00233
OAG,< 20,.,.,1,.,.,0.00033
OCI,20-24,.,2,5,3,3,0.07514
OCI,25-29,6,5,4,2,3,0.11561
OCI,30-34,7,4,7,7,7,0.18497
OCI,35-39,4,6,6,3,4,0.13295
OCI,40-44,4,7,7,5,4,0.15607
OCI,45-49,4,4,5,9,8,0.17341
OCI,50-54,2,3,3,3,5,0.09249
OCI,55-59,1,2,3,3,3,0.06936
OCOL,20-24,13,3,5,5,3,0.03477
OCOL,25-29,13,14,13,14,11,0.07794
OCOL,30-34,23,26,27,27,25,0.15348
OCOL,35-39,23,24,26,30,26,0.15468
OCOL,40-44,19,22,28,26,27,0.14628
OCOL,45-49,24,20,21,19,25,0.1307
OCOL,50-54,22,24,21,22,20,0.1307
OCOL,55-59,18,12,15,14,16,0.08993
OCOL,60-64,7,15,14,13,10,0.07074
OCOL,65-69,2,1,1,2,1,0.00839
OCOL,< 20,.,1,.,.,.,0.0012
OCOL,70 +,1,.,.,.,.,0.0012
ODPP,20-24,20,19,12,13,9,0.01524
ODPP,25-29,79,80,79,72,69,0.07911
ODPP,30-34,127,133,132,116,131,0.13338
ODPP,35-39,155,158,168,168,157,0.16823
ODPP,40-44,174,166,160,167,152,0.17095
ODPP,45-49,144,156,166,157,169,0.16531
ODPP,50-54,115,102,110,126,138,0.12336
ODPP,55-59,84,96,90,90,87,0.0933
ODPP,60-64,19,28,39,43,43,0.0359
ODPP,65-69,11,13,7,11,11,0.01106
ODPP,< 20,.,.,1,.,.,0.00021
ODPP,70 +,2,3,5,5,4,0.00397
OICC,20-24,18,7,10,22,28,0.05155
OICC,25-29,69,54,37,36,31,0.13766
OICC,30-34,68,55,55,73,62,0.18981
OICC,35-39,67,71,60,69,73,0.20619
OICC,40-44,50,47,42,50,54,0.14736
OICC,45-49,30,28,33,40,43,0.10552
OICC,50-54,25,26,29,38,29,0.08914
OICC,55-59,17,15,19,19,26,0.05822
OICC,60-64,3,3,1,5,4,0.0097
OICC,65-69,1,1,2,2,1,0.00424
OICC,< 20,.,1,.,.,.,0.00061
OPSIC,20-24,.,1,.,.,.,0.00714
OPSIC,25-29,5,4,5,2,4,0.14286
OPSIC,30-34,.,2,2,4,4,0.08571
OPSIC,35-39,4,6,4,4,2,0.14286
OPSIC,40-44,.,1,3,3,3,0.07143
OPSIC,45-49,6,5,3,4,4,0.15714
OPSIC,50-54,9,8,8,3,5,0.23571
OPSIC,55-59,4,3,3,4,3,0.12143
OPSIC,60-64,1,1,.,1,1,0.02857
OPSIC,65-69,1,.,.,.,.,0.00714
ORL,20-24,.,.,.,.,1,0.00752
ORL,25-29,4,4,2,1,2,0.09774
ORL,30-34,3,2,2,3,3,0.09774
ORL,35-39,2,5,3,4,2,0.1203
ORL,40-44,3,3,3,4,4,0.12782
ORL,45-49,7,5,6,3,2,0.17293
ORL,50-54,6,6,8,7,8,0.26316
ORL,55-59,2,1,2,4,4,0.09774
ORL,60-64,1,.,.,.,.,0.00752
ORL,< 20,.,.,.,1,.,0.00752
OSFI,20-24,9,7,17,14,11,0.01762
OSFI,25-29,41,49,44,35,29,0.06015
OSFI,30-34,59,66,77,83,71,0.10814
OSFI,35-39,93,92,96,97,103,0.14611
OSFI,40-44,92,104,102,115,106,0.15765
OSFI,45-49,87,92,111,113,107,0.15492
OSFI,50-54,109,95,99,93,97,0.14976
OSFI,55-59,71,85,96,97,94,0.13457
OSFI,60-64,35,39,34,38,34,0.05468
OSFI,65-69,5,9,7,13,14,0.01458
OSFI,< 20,.,.,.,1,.,0.0003
OSFI,70 +,2,.,1,1,1,0.00152
PCA,20-24,72,46,93,119,139,0.02727
PCA,25-29,211,126,175,197,285,0.05779
PCA,30-34,392,287,337,368,410,0.10431
PCA,35-39,487,407,415,456,558,0.13507
PCA,40-44,525,415,475,495,556,0.14338
PCA,45-49,606,501,461,453,519,0.14768
PCA,50-54,739,596,625,633,633,0.18757
PCA,55-59,562,387,419,488,531,0.13879
PCA,60-64,183,124,136,143,191,0.04518
PCA,65-69,32,22,25,34,52,0.00959
PCA,< 20,4,10,12,5,8,0.00227
PCA,70 +,8,2,2,3,4,0.0011
PCC,20-24,10,8,6,10,8,0.12923
PCC,25-29,6,5,10,7,8,0.11077
PCC,30-34,2,6,4,5,5,0.06769
PCC,35-39,2,5,4,8,10,0.08923
PCC,40-44,8,8,8,10,8,0.12923
PCC,45-49,5,6,7,6,11,0.10769
PCC,50-54,10,12,12,9,5,0.14769
PCC,55-59,9,9,10,15,12,0.16923
PCC,60-64,2,1,3,2,3,0.03385
PCC,65-69,1,.,.,.,.,0.00308
PCC,< 20,.,.,1,.,.,0.00308
PCC,70 +,.,.,.,2,1,0.00923
PCO,20-24,42,17,26,31,32,0.03857
PCO,25-29,98,65,57,57,45,0.08392
PCO,30-34,111,90,92,79,65,0.11389
PCO,35-39,122,109,110,109,126,0.15012
PCO,40-44,129,123,120,108,108,0.15324
PCO,45-49,139,120,117,124,121,0.16185
PCO,50-54,138,129,122,121,106,0.16054
PCO,55-59,65,61,67,65,76,0.08705
PCO,60-64,33,29,27,24,23,0.03544
PCO,65-69,12,8,10,7,8,0.01173
PCO,< 20,2,1,1,1,1,0.00156
PCO,70 +,1,2,2,2,1,0.00208
PHAC,20-24,100,73,99,89,105,0.04043
PHAC,25-29,318,175,174,178,161,0.08728
PHAC,30-34,413,316,297,275,250,0.13457
PHAC,35-39,445,344,338,349,353,0.15868
PHAC,40-44,390,337,344,368,387,0.15842
PHAC,45-49,389,333,335,312,312,0.14584
PHAC,50-54,338,291,282,299,304,0.13136
PHAC,55-59,251,185,191,187,208,0.08867
PHAC,60-64,101,82,90,105,107,0.04208
PHAC,65-69,26,21,21,22,31,0.0105
PHAC,< 20,5,1,.,.,3,0.00078
PHAC,70 +,3,5,4,2,2,0.00139
PMPRB,20-24,2,3,2,1,.,0.0273
PMPRB,25-29,5,4,8,6,7,0.10239
PMPRB,30-34,6,5,5,9,14,0.13311
PMPRB,35-39,7,7,7,12,14,0.16041
PMPRB,40-44,6,7,6,4,9,0.10922
PMPRB,45-49,7,5,6,5,5,0.09556
PMPRB,50-54,9,9,9,11,11,0.16724
PMPRB,55-59,11,9,9,10,6,0.15358
PMPRB,60-64,2,3,2,1,2,0.03413
PMPRB,70 +,1,1,1,1,1,0.01706
PSC,20-24,37,14,12,24,23,0.02713
PSC,25-29,78,66,31,35,36,0.06067
PSC,30-34,131,106,94,72,62,0.11467
PSC,35-39,129,126,104,106,121,0.14451
PSC,40-44,132,125,113,118,120,0.14994
PSC,45-49,150,137,132,133,130,0.16819
PSC,50-54,166,160,136,123,111,0.17164
PSC,55-59,103,89,70,83,94,0.10826
PSC,60-64,41,34,36,33,35,0.04414
PSC,65-69,3,4,6,7,7,0.00666
PSC,< 20,2,1,.,3,.,0.00148
PSC,70 +,3,3,2,1,2,0.00271
PSEP,20-24,47,42,35,46,79,0.04624
PSEP,25-29,155,155,110,93,142,0.12163
PSEP,30-34,152,159,174,134,159,0.14448
PSEP,35-39,188,188,174,160,160,0.16156
PSEP,40-44,157,164,169,173,177,0.15599
PSEP,45-49,141,139,133,119,126,0.12219
PSEP,50-54,136,130,129,120,136,0.12089
PSEP,55-59,89,89,84,91,92,0.08264
PSEP,60-64,35,36,39,35,41,0.03454
PSEP,65-69,8,8,5,5,11,0.00687
PSEP,< 20,2,1,4,1,2,0.00186
PSEP,70 +,3,1,1,1,.,0.00111
PSSRB,20-24,5,5,6,.,.,0.05818
PSSRB,25-29,10,13,10,.,.,0.12
PSSRB,30-34,13,15,15,.,.,0.15636
PSSRB,35-39,11,9,9,.,.,0.10545
PSSRB,40-44,8,12,11,.,.,0.11273
PSSRB,45-49,10,10,11,.,.,0.11273
PSSRB,50-54,16,14,12,.,.,0.15273
PSSRB,55-59,7,10,10,.,.,0.09818
PSSRB,60-64,3,5,4,.,.,0.04364
PSSRB,65-69,2,3,3,.,.,0.02909
PSSRB,< 20,2,.,.,.,.,0.00727
PSSRB,70 +,1,.,.,.,.,0.00364
PSST,20-24,1,.,.,.,.,0.0099
PSST,25-29,1,.,.,.,.,0.0099
PSST,30-34,.,.,1,.,.,0.0099
PSST,35-39,4,2,2,.,.,0.07921
PSST,40-44,7,6,3,.,.,0.15842
PSST,45-49,5,6,6,.,.,0.16832
PSST,50-54,6,6,10,.,.,0.21782
PSST,55-59,12,10,7,.,.,0.28713
PSST,60-64,2,2,2,.,.,0.05941
RCMP,20-24,150,88,105,148,170,0.02115
RCMP,25-29,518,413,357,363,345,0.06386
RCMP,30-34,683,674,667,698,732,0.11051
RCMP,35-39,745,759,779,834,863,0.12734
RCMP,40-44,892,868,851,943,951,0.14414
RCMP,45-49,1009,975,980,994,956,0.15723
RCMP,50-54,1107,1077,1091,1093,1120,0.17559
RCMP,55-59,742,739,798,856,910,0.12942
RCMP,60-64,292,309,341,395,394,0.05538
RCMP,65-69,49,50,73,92,107,0.01187
RCMP,< 20,9,2,5,5,4,0.0008
RCMP,70 +,14,17,18,16,19,0.00269
RPSDP,20-24,2,3,1,.,.,0.24
RPSDP,25-29,.,.,1,.,.,0.04
RPSDP,30-34,.,1,.,.,.,0.04
RPSDP,35-39,.,1,2,.,.,0.12
RPSDP,40-44,.,.,1,.,.,0.04
RPSDP,45-49,2,1,1,.,.,0.16
RPSDP,50-54,1,1,2,.,.,0.16
RPSDP,55-59,2,1,1,.,.,0.16
RPSDP,< 20,.,1,.,.,.,0.04
RSCT,30-34,5,4,4,.,.,0.43333
RSCT,35-39,1,1,2,.,.,0.13333
RSCT,40-44,4,2,1,.,.,0.23333
RSCT,45-49,.,2,1,.,.,0.1
RSCT,50-54,1,1,.,.,.,0.06667
RSCT,55-59,.,.,1,.,.,0.03333
SC,20-24,421,175,399,357,437,0.05183
SC,25-29,712,485,512,485,646,0.08229
SC,30-34,827,638,713,689,795,0.1061
SC,35-39,954,787,802,822,895,0.12343
SC,40-44,1029,898,885,900,973,0.13574
SC,45-49,1158,981,945,991,1052,0.14855
SC,50-54,1248,1046,1054,990,1037,0.15573
SC,55-59,863,613,633,709,822,0.10546
SC,60-64,467,346,342,382,482,0.0585
SC,65-69,156,119,134,143,183,0.0213
SC,< 20,57,10,53,23,34,0.00513
SC,70 +,35,33,34,41,62,0.00594
SCC,20-24,15,11,11,18,14,0.06354
SCC,25-29,31,33,36,24,39,0.15009
SCC,30-34,24,19,19,26,18,0.09761
SCC,35-39,29,26,22,18,17,0.10313
SCC,40-44,29,26,27,31,28,0.12983
SCC,45-49,29,24,27,23,27,0.11971
SCC,50-54,31,38,36,40,34,0.16483
SCC,55-59,27,22,24,15,22,0.10129
SCC,60-64,10,14,13,13,11,0.05617
SCC,65-69,.,2,1,4,2,0.00829
SCC,< 20,1,1,3,1,.,0.00552
SHARE,20-24,.,104,116,85,119,0.02011
SHARE,25-29,.,283,266,248,219,0.04818
SHARE,30-34,.,520,496,466,420,0.0902
SHARE,35-39,.,760,764,702,705,0.139
SHARE,40-44,.,862,841,815,782,0.1565
SHARE,45-49,.,964,974,901,862,0.17552
SHARE,50-54,.,1022,1085,1107,1064,0.20288
SHARE,55-59,.,543,597,645,680,0.1169
SHARE,60-64,.,184,197,200,242,0.03903
SHARE,65-69,.,40,42,46,44,0.00816
SHARE,< 20,.,3,4,8,7,0.00104
SHARE,70 +,.,14,12,13,12,0.00242
SHARE,N/A,.,.,.,.,1,0.00005
SIRC,25-29,.,1,.,.,3,0.04651
SIRC,30-34,2,2,1,2,1,0.09302
SIRC,35-39,3,3,5,4,3,0.2093
SIRC,40-44,3,1,3,5,7,0.22093
SIRC,45-49,7,4,4,3,1,0.22093
SIRC,50-54,1,4,3,4,5,0.19767
SIRC,60-64,1,.,.,.,.,0.01163
SSHRC,20-24,4,4,5,1,2,0.01544
SSHRC,25-29,23,17,21,18,18,0.09363
SSHRC,30-34,39,31,34,34,28,0.16023
SSHRC,35-39,35,43,38,41,45,0.19498
SSHRC,40-44,32,30,32,31,32,0.15154
SSHRC,45-49,30,32,29,36,32,0.15347
SSHRC,50-54,30,26,26,26,26,0.12934
SSHRC,55-59,13,10,11,13,17,0.06178
SSHRC,60-64,7,4,7,8,9,0.03378
SSHRC,65-69,.,1,2,1,.,0.00386
SSHRC,< 20,.,1,.,.,1,0.00193
SWC,20-24,8,6,2,1,1,0.03758
SWC,25-29,13,10,12,8,4,0.09812
SWC,30-34,8,10,13,15,13,0.12317
SWC,35-39,12,21,21,21,21,0.20042
SWC,40-44,11,10,10,12,12,0.11482
SWC,45-49,9,9,10,7,11,0.09603
SWC,50-54,19,19,17,11,8,0.15449
SWC,55-59,13,12,10,14,17,0.13779
SWC,60-64,4,1,2,3,3,0.02714
SWC,65-69,1,1,1,.,.,0.00626
SWC,< 20,.,1,.,.,1,0.00418
TBC,20-24,89,72,64,74,73,0.04043
TBC,25-29,237,171,157,121,122,0.08783
TBC,30-34,290,266,244,232,218,0.13587
TBC,35-39,307,283,277,282,281,0.15543
TBC,40-44,260,272,280,286,278,0.14957
TBC,45-49,298,254,236,239,241,0.13783
TBC,50-54,331,290,262,270,275,0.15522
TBC,55-59,177,167,174,173,164,0.09293
TBC,60-64,66,65,61,64,58,0.03413
TBC,65-69,12,16,16,13,13,0.00761
TBC,< 20,4,3,6,3,2,0.00196
TBC,70 +,2,1,1,4,3,0.0012
TC,20-24,133,78,96,135,89,0.02101
TC,25-29,362,270,264,289,263,0.05728
TC,30-34,566,453,428,532,527,0.09914
TC,35-39,575,544,569,643,698,0.11983
TC,40-44,696,622,627,692,699,0.13197
TC,45-49,893,784,735,732,767,0.15472
TC,50-54,951,932,906,963,914,0.18459
TC,55-59,727,665,678,714,695,0.13763
TC,60-64,353,305,341,366,369,0.0686
TC,65-69,92,91,90,105,99,0.01887
TC,< 20,2,7,12,3,2,0.00103
TC,70 +,20,27,25,31,32,0.00534
TRC,20-24,1,.,.,.,.,0.01042
TRC,25-29,2,1,.,.,.,0.03125
TRC,30-34,4,2,.,.,.,0.0625
TRC,35-39,7,2,2,1,.,0.125
TRC,40-44,6,3,1,1,.,0.11458
TRC,45-49,9,5,1,1,.,0.16667
TRC,50-54,7,5,5,2,.,0.19792
TRC,55-59,5,3,2,.,.,0.10417
TRC,60-64,4,3,3,3,.,0.13542
TRC,65-69,1,1,1,.,.,0.03125
TRC,70 +,1,.,.,1,.,0.02083
VAC,20-24,119,120,101,80,107,0.03061
VAC,25-29,160,150,131,131,182,0.0438
VAC,30-34,307,281,214,200,248,0.07261
VAC,35-39,413,377,353,356,369,0.1085
VAC,40-44,515,475,437,433,457,0.13458
VAC,45-49,668,611,533,496,486,0.16229
VAC,50-54,813,730,680,674,655,0.20632
VAC,55-59,535,516,454,476,544,0.14667
VAC,60-64,247,256,214,225,244,0.06889
VAC,65-69,40,60,55,80,90,0.01888
VAC,< 20,9,9,3,10,12,0.0025
VAC,70 +,13,17,13,13,19,0.00436
WDO,20-24,13,12,13,16,19,0.04395
WDO,25-29,43,20,21,15,20,0.07164
WDO,30-34,56,45,35,31,26,0.1162
WDO,35-39,50,46,45,46,41,0.13727
WDO,40-44,46,37,35,35,40,0.1162
WDO,45-49,53,49,49,46,40,0.14269
WDO,50-54,67,57,61,57,55,0.17881
WDO,55-59,63,44,36,35,35,0.12824
WDO,60-64,22,17,14,12,13,0.04696
WDO,65-69,4,5,6,4,2,0.01264
WDO,< 20,2,2,1,.,.,0.00301
WDO,70 +,.,1,2,.,1,0.00241
