"dept_code","activity_code","so_num","pa_exp_last_year_5","pa_exp_last_year_4","pa_exp_last_year_3","pa_exp_last_year_2","pa_exp_last_year","pa_rev_last_year_5","pa_rev_last_year_4","pa_rev_last_year_3","pa_rev_last_year_2","pa_rev_last_year"
"CSC","BUJ01",9,92262.90,110401.15,183641.83,206678.57,132189.17,0.00,-1475.01,0.00,0.00,0.00
"CSC","BUJ01",12,9073782.03,1763412.08,25533100.23,34944450.37,4281374.20,0.00,-1.45,0.00,0.00,0.00
"CSC","BUJ02",1,716713269.17,734554321.39,851839193.74,816278496.82,798173830.15,-902574.25,-1301449.24,-405723.71,-232724.82,-96229.76
"CSC","BUJ02",2,1617183.07,1632667.41,1329259.28,1451392.73,1411788.26,-18396.34,-155.09,0.00,0.00,0.00
"CSC","BUJ02",3,11587.00,1574.09,,,362.40,0.00,0.00,,,0.00
"CSC","BUJ02",4,691066.87,1485030.29,2269728.27,2832546.28,2398847.24,-86.51,-72.30,-413.45,-432.17,0.00
"CSC","BUJ02",5,189431.66,162523.65,257012.46,298155.22,454604.07,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ02",6,26237.72,12917.76,47001.55,32876.13,67296.03,-160.00,0.00,0.00,0.00,0.00
"CSC","BUJ02",7,640658.83,368576.63,516989.41,524699.03,1897277.56,-150.00,0.00,0.00,0.00,0.00
"CSC","BUJ02",9,2223902.85,3782068.24,5200350.93,4349084.65,4745507.90,0.00,-48.50,0.00,-353.70,0.00
"CSC","BUJ02",12,23663505.16,27544649.39,32262152.62,38632909.31,42259993.65,0.00,0.00,0.00,-9571.48,0.00
"CSC","BUJ03",1,10404372.59,10054127.67,11223230.65,10445610.28,9759689.34,-172725.87,-264479.95,-231239.78,-270750.49,-326221.84
"CSC","BUJ03",2,130230.24,232571.95,55905.34,141335.47,213202.52,0.00,0.00,-4834.65,0.00,0.00
"CSC","BUJ03",4,1807306.02,2314851.88,1146583.88,1518393.73,2110063.74,0.00,-2320.00,0.00,0.00,0.00
"CSC","BUJ03",5,,200.00,,102.24,190.15,,0.00,,0.00,0.00
"CSC","BUJ03",6,38.96,5395.14,1847.33,3001.40,13132.70,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ03",7,135864.13,175784.77,181150.08,142142.42,171504.38,-547.52,0.00,0.00,0.00,0.00
"CSC","BUJ03",8,115476.52,125294.41,54309.00,46947.48,201519.48,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ03",9,153157.59,169693.91,232802.30,309927.84,181402.97,-100.00,0.00,0.00,0.00,0.00
"CSC","BUJ03",12,35751.24,27814.48,22324.11,7988.85,27482.46,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ04",1,79487675.15,88486602.34,106488589.95,112844506.93,114911819.15,-1163280.24,-1000693.37,-1227165.37,-1283097.18,-1223468.51
"CSC","BUJ04",2,1769133.98,2236492.40,1185929.07,1351564.83,1754679.12,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ04",3,5125.01,10219.09,6204.12,9060.32,11277.23,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ04",4,46402946.26,49241237.62,51073575.54,54856368.38,56959332.88,-762.75,-762.75,-147.50,-1086.96,-516.50
"CSC","BUJ04",5,513433.31,147728.46,322703.97,330010.61,201464.61,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ04",6,218284.02,360617.09,258286.18,273103.69,253249.71,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ04",7,34900361.76,40029040.05,66594005.44,32624001.73,34743605.40,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ04",9,3042450.46,3705988.03,2708396.57,1423779.84,1924367.83,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ04",12,756248.60,786498.28,617206.11,585592.11,601811.20,0.00,-8.82,0.00,0.00,-118.57
"CSC","BUJ05",1,71151161.01,78310152.41,82437340.40,81392863.83,83647899.05,-366802.78,-477061.35,-704273.99,-554971.10,-311602.17
"CSC","BUJ05",2,356801.97,472310.97,51011.35,37362.01,123748.21,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ05",3,,12556.94,200.00,1145.00,7129.52,,0.00,0.00,0.00,0.00
"CSC","BUJ05",4,14311323.70,17247986.84,18915844.80,21313933.57,24233638.90,0.00,-795.00,-1002.12,-1217.22,-2228.15
"CSC","BUJ05",5,29944.67,48938.23,22172.27,41690.68,39157.31,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ05",6,3000.11,1139.38,,558.50,943.94,0.00,0.00,,0.00,0.00
"CSC","BUJ05",7,253166.29,189868.21,206792.58,248583.93,263317.93,-1300.00,0.00,0.00,-710.70,0.00
"CSC","BUJ05",9,153860.41,60187.22,62879.74,88219.38,90675.77,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ05",10,120000.00,119991.78,120000.00,120000.00,120000.00,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ05",12,512792.55,427121.00,663543.37,454013.91,286086.29,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ06",1,34080878.91,35840782.48,43628825.73,42955216.42,41460207.22,-254263.42,-337161.28,-278345.62,-285710.70,-441945.65
"CSC","BUJ06",2,97618.33,112478.76,60848.53,97817.29,85208.73,-136.58,0.00,0.00,0.00,-152.37
"CSC","BUJ06",3,22.97,,403.58,,,0.00,,0.00,,
"CSC","BUJ06",4,287057.48,273570.68,353596.71,433786.90,277534.48,-18.41,0.00,-990.00,0.00,0.00
"CSC","BUJ06",5,230625.18,256993.93,488494.90,331402.36,382211.74,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ06",6,685247.36,599316.77,498009.54,571566.83,628588.06,-4546.61,-7003.57,-659.38,0.00,-8027.31
"CSC","BUJ06",7,34815542.59,41962703.42,41624287.31,41179079.44,45674439.45,-173445.24,-204541.67,-52951.16,-65069.36,-168401.05
"CSC","BUJ06",9,875252.37,1829475.42,9768667.01,3034341.28,249001.96,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ06",12,639140.47,468123.42,366399.43,359958.28,301898.41,0.00,-25.84,-0.10,0.00,-319.88
"CSC","BUJ07",1,88987294.35,90072855.05,105636459.32,105007624.83,102808536.63,-5163429.34,-5241628.23,-4902548.84,-5208524.49,-5519586.71
"CSC","BUJ07",2,1149702.64,1465387.48,1137314.97,1081266.16,1380584.12,-1868.77,-1707.54,0.00,-516.52,-5173.49
"CSC","BUJ07",3,2636.65,4869.92,13770.22,10509.68,6833.22,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ07",4,60769760.89,68453003.85,75355629.87,102873908.58,103577628.49,-38000.00,-217798.85,-124856.09,-125140.70,-5049078.03
"CSC","BUJ07",5,1109394.03,970239.96,1105630.35,1519251.11,1249443.06,0.00,0.00,0.00,-21870.00,-21690.00
"CSC","BUJ07",6,28544536.56,30322892.61,25681186.56,21584300.58,29375064.72,0.00,-9569.69,0.00,0.00,0.00
"CSC","BUJ07",7,60226947.73,58676183.09,63050078.89,62929280.24,75741625.27,-402844.00,-304747.43,-202415.92,-266648.39,-242319.08
"CSC","BUJ07",8,139294025.32,99726783.62,48585670.78,66524896.71,119631958.50,0.00,0.00,-20840.77,0.00,-571351.66
"CSC","BUJ07",9,45905757.73,23490008.80,25992418.68,21553229.45,30008624.65,-24277.24,-25761.83,-10489.59,-4513.07,-7327.97
"CSC","BUJ07",10,642723.11,37856.00,1784900.97,43987.00,1173879.42,0.00,0.00,0.00,0.00,0.00
"CSC","BUJ07",12,34920163.44,34711410.18,34187806.53,34019496.72,33909606.04,-7432.88,-3318.34,-4821.20,-2323.43,-9436.24
"CSC","BUJ08",1,,,,,20264476.00,,,,,-215190.22
"CSC","BUJ08",2,,,,,147315.21,,,,,0.00
"CSC","BUJ08",3,,,,,2545.92,,,,,0.00
"CSC","BUJ08",4,,,,,378361.58,,,,,0.00
"CSC","BUJ08",5,,,,,960.00,,,,,0.00
"CSC","BUJ08",6,,,,,1463.25,,,,,0.00
"CSC","BUJ08",7,,,,,43386.39,,,,,0.00
"CSC","BUJ08",9,,,,,55431.18,,,,,0.00
"CSC","BUJ08",12,,,,,4549.30,,,,,0.00
"CSC","BUK01",1,219008613.28,224946196.52,257085622.22,243654552.73,242162753.80,-1193666.81,-277967.41,-35623.13,-648886.41,-1101181.21
"CSC","BUK01",2,2039507.02,2258258.08,729797.37,941347.32,1497236.54,-3273.10,0.00,-916.35,-1220.14,0.00
"CSC","BUK01",3,4000.99,224.67,21486.00,22686.75,7621.40,0.00,0.00,0.00,0.00,0.00
"CSC","BUK01",4,2101988.91,3522281.71,3486526.25,3678281.47,4167866.18,-9625.00,-47.00,0.00,-100.00,0.00
"CSC","BUK01",5,50067.78,48610.23,49166.37,26800.31,32877.65,0.00,0.00,0.00,0.00,0.00
"CSC","BUK01",6,11018.13,19771.08,1600.00,689.00,21791.95,0.00,0.00,0.00,0.00,0.00
"CSC","BUK01",7,490685.43,676440.39,529999.85,639389.35,753378.39,0.00,0.00,0.00,0.00,-8331.06
"CSC","BUK01",9,79482.31,44068.58,76635.21,63215.79,176043.04,0.00,0.00,0.00,0.00,-751.83
"CSC","BUK01",10,,,,,148101.00,,,,,0.00
"CSC","BUK01",12,3359974.39,2677129.82,2137655.39,2625736.30,1601092.70,-227.37,-2346.25,-1746.83,-13842.75,-2680.35
"CSC","BUK02",1,7072689.34,7126584.23,7755279.37,7629010.69,7725796.51,0.00,-1565.53,-53286.73,-206434.91,-294883.95
"CSC","BUK02",2,272550.45,315421.83,22302.18,33298.87,168515.39,0.00,-1115.33,0.00,0.00,-700.00
"CSC","BUK02",3,23794.56,15910.47,9013.59,25933.31,32774.55,0.00,0.00,0.00,0.00,0.00
"CSC","BUK02",4,689254.27,484134.02,338727.88,402459.46,432263.22,0.00,0.00,0.00,0.00,0.00
"CSC","BUK02",5,11033.86,10401.50,80.00,13474.87,18635.28,0.00,0.00,0.00,0.00,0.00
"CSC","BUK02",6,2459.41,257.45,,154.00,,0.00,0.00,,0.00,
"CSC","BUK02",7,46572.82,69128.54,16232.67,8995.06,9644.88,0.00,0.00,0.00,0.00,0.00
"CSC","BUK02",9,3154.51,1869.25,,1694.75,980.88,0.00,0.00,,0.00,0.00
"CSC","BUK02",12,135575.23,77521.38,105376.20,29059.34,56833.72,0.00,0.00,0.00,0.00,0.00
"CSC","BUK03",1,1615008.50,1704771.49,2313243.10,2244278.11,2022063.08,-8874.60,-1746.39,0.00,-46177.28,0.00
"CSC","BUK03",2,33352.50,39607.63,6.49,145.17,18002.24,0.00,0.00,0.00,0.00,0.00
"CSC","BUK03",3,59.10,10200.36,,,,0.00,0.00,,,
"CSC","BUK03",4,8188931.80,8417897.90,5886594.48,7929780.20,9645158.79,0.00,0.00,0.00,0.00,0.00
"CSC","BUK03",6,,,,,228.83,,,,,0.00
"CSC","BUK03",7,3702.65,6451.80,8399.61,12643.55,4365.29,0.00,0.00,0.00,0.00,0.00
"CSC","BUK03",9,541.72,2349.74,1675.00,2624.13,,0.00,0.00,0.00,0.00,
"CSC","BUK03",12,4307.84,4449.49,9539.93,8868.43,47318.02,0.00,0.00,0.00,0.00,0.00
"CSC","BUK04",1,98895.84,87115.36,56016.62,83200.65,80482.02,0.00,0.00,0.00,0.00,-1138.33
"CSC","BUK04",2,242917.29,196369.37,61921.34,84795.25,230422.90,0.00,0.00,0.00,0.00,0.00
"CSC","BUK04",3,,23.80,,,,,0.00,,,
"CSC","BUK04",4,7550827.94,8075696.03,8338111.67,7369206.99,7344574.94,-900.00,0.00,0.00,0.00,0.00
"CSC","BUK04",5,9967.00,10617.27,,1980.00,2250.00,0.00,0.00,,0.00,0.00
"CSC","BUK04",6,602.79,6492.44,367.29,1919.52,2621.29,0.00,0.00,0.00,0.00,0.00
"CSC","BUK04",7,248151.79,269451.54,237134.16,276552.48,567663.15,0.00,0.00,0.00,0.00,0.00
"CSC","BUK04",9,9286.45,22835.98,4107.87,4578.08,7872.01,0.00,0.00,0.00,0.00,0.00
"CSC","BUK04",12,680.15,782.86,5321.59,2179.96,3093.60,0.00,0.00,0.00,0.00,0.00
"CSC","BUK05",1,12120333.01,12134734.75,,,,-18778.36,-85232.17,,,
"CSC","BUK05",2,28113.42,32621.94,,,,0.00,-40.00,,,
"CSC","BUK05",4,96055.16,127021.89,,,,0.00,0.00,,,
"CSC","BUK05",7,11444.29,8132.70,,,,0.00,0.00,,,
"CSC","BUK05",9,2184.96,223.31,,,,0.00,0.00,,,
"CSC","BUK05",12,144651.21,101032.29,,,,0.00,0.00,,,
"CSC","BUK06",1,52941215.37,54875011.60,,,,-146705.12,-331129.94,,,
"CSC","BUK06",2,550123.19,496885.58,,,,0.00,0.00,,,
"CSC","BUK06",3,9541.69,17095.01,,,,0.00,0.00,,,
"CSC","BUK06",4,2034905.19,1393536.72,,,,0.00,-345.93,,,
"CSC","BUK06",5,79233.86,113545.25,,,,0.00,0.00,,,
"CSC","BUK06",6,11987.79,7493.15,,,,0.00,0.00,,,
"CSC","BUK06",7,324631.07,292587.26,,,,0.00,0.00,,,
"CSC","BUK06",9,66617.85,47997.43,,,,0.00,0.00,,,
"CSC","BUK06",12,483262.77,386806.59,,,,0.00,0.00,,,
"CSC","BUK07",1,13305293.38,13910086.41,,,,-67805.55,-214703.20,,,
"CSC","BUK07",2,80033.35,112995.61,,,,-496.29,0.00,,,
"CSC","BUK07",3,,1798.62,,,,,0.00,,,
"CSC","BUK07",4,558802.39,459334.62,,,,0.00,0.00,,,
"CSC","BUK07",5,7100.00,6000.00,,,,0.00,0.00,,,
"CSC","BUK07",6,,0.00,,,,,-537.00,,,
"CSC","BUK07",7,28536.78,23721.50,,,,0.00,0.00,,,
"CSC","BUK07",9,3210.60,7716.05,,,,0.00,0.00,,,
"CSC","BUK07",12,88727.61,93679.51,,,,0.00,0.00,,,
"CSC","BUK08",1,16624002.05,17943003.78,21745397.60,21791173.78,21213596.39,-12403.48,0.00,0.00,-12276.83,0.00
"CSC","BUK08",2,53255.04,47825.88,9013.57,5568.07,14555.83,0.00,0.00,-1753.85,0.00,0.00
"CSC","BUK08",3,289.04,650.00,,,23.18,0.00,0.00,,,0.00
"CSC","BUK08",4,2075367.74,2145073.74,1332802.04,1409269.42,1572230.91,-1005.94,-278.59,-45581.25,0.00,0.00
"CSC","BUK08",5,240.00,1175.00,,,10938.78,0.00,0.00,,,0.00
"CSC","BUK08",6,39527.31,,,624.78,8384.52,0.00,,,0.00,0.00
"CSC","BUK08",7,298527.44,386275.01,388405.40,457626.09,483670.18,0.00,0.00,0.00,0.00,0.00
"CSC","BUK08",9,21868.62,83812.07,29733.77,82430.67,116123.46,0.00,-9925.32,0.00,0.00,0.00
"CSC","BUK08",12,4230049.98,4151903.18,3328235.50,4234674.20,4039808.00,0.00,0.00,0.00,0.00,0.00
"CSC","BUK09",1,56149411.59,59981850.60,62052179.56,56550094.98,55922300.05,-498135.55,-891173.16,-729640.92,-607081.50,-522450.25
"CSC","BUK09",2,3588165.61,3412259.85,1895309.21,2019746.02,2139962.81,-957.82,0.00,-33841.69,-17104.88,-63997.57
"CSC","BUK09",3,23441.99,66401.34,18413.37,1192.99,9229.76,0.00,0.00,0.00,0.00,0.00
"CSC","BUK09",4,44535132.48,51140672.91,49987300.90,43040866.64,44716452.95,-222612.00,-248809.89,-90791.74,-122486.55,-160884.39
"CSC","BUK09",5,2679946.75,3064383.28,3230905.29,3151351.82,3563946.56,0.00,0.00,-2803.73,-720.46,-281.09
"CSC","BUK09",6,5841697.82,6446026.63,4019612.47,1887691.35,5230487.48,-38119.77,0.00,-118227.27,0.00,-140400.00
"CSC","BUK09",7,22404176.69,22432795.24,16674027.97,18685314.69,8141910.12,-13523.44,-10758.01,-107940.64,-2931.95,-4895.10
"CSC","BUK09",9,20291591.41,19000883.07,7803903.21,9639170.23,1982129.34,0.00,-1012.51,0.00,0.00,-809.78
"CSC","BUK09",12,14015431.60,13944120.86,19051786.13,17550058.93,41986253.63,-102238.66,-81084.62,-175844.68,-199182.75,-1981059.96
"CSC","BUK09",21,0.00,0.00,0.00,0.00,0.00,-5190304.44,-5249585.50,-5401768.43,-6770565.63,-7329693.52
"CSC","BUK09",22,0.00,0.00,0.00,0.00,0.00,-109074181.17,-110939630.26,-97374735.93,-90218331.12,-106905554.74
"CSC","BUK10",1,18373674.06,19316763.60,23232263.31,22103072.85,23023934.25,-232436.99,-108798.76,-18867.78,-27156.82,-34353.07
"CSC","BUK10",2,259359.77,228646.32,15626.21,21083.06,98486.81,0.00,0.00,0.00,0.00,-7642.55
"CSC","BUK10",3,3523.34,,1461.13,22078.07,17915.25,0.00,,0.00,0.00,0.00
"CSC","BUK10",4,869295.73,788825.20,540324.99,787961.95,709635.59,-1904.86,-6901.88,-29866.95,-42512.99,-34809.82
"CSC","BUK10",5,11737.15,12212.92,2870.00,3010.00,5777.26,0.00,0.00,0.00,0.00,0.00
"CSC","BUK10",6,18317.66,8535.87,8689.57,12546.14,24885.11,0.00,0.00,0.00,0.00,0.00
"CSC","BUK10",7,421684.08,479321.53,535280.53,689399.16,692250.62,-4181.79,0.00,-4146.22,0.00,0.00
"CSC","BUK10",9,41339.47,41438.44,85121.50,45031.09,81480.33,0.00,-6798.80,0.00,0.00,0.00
"CSC","BUK10",12,202030.37,140002.47,115608.02,171201.60,94328.75,-12.75,-1494.50,-99.99,-2394.03,-1924.06
"CSC","BUK11",1,,,92716749.51,89431835.28,91015811.34,,,-509313.29,-1256571.13,-1160489.25
"CSC","BUK11",2,,,70761.68,18936.00,338226.50,,,0.00,0.00,0.00
"CSC","BUK11",3,,,4106.09,16168.20,23876.20,,,0.00,0.00,0.00
"CSC","BUK11",4,,,1552242.00,2114388.07,2385428.50,,,0.00,0.00,-45.80
"CSC","BUK11",5,,,14876.05,3845.00,53554.55,,,0.00,0.00,0.00
"CSC","BUK11",6,,,1207.97,5183.75,8104.40,,,0.00,0.00,0.00
"CSC","BUK11",7,,,319926.12,394991.82,559742.30,,,0.00,0.00,-2396.08
"CSC","BUK11",9,,,64178.38,150838.24,383651.81,,,0.00,0.00,0.00
"CSC","BUK11",12,,,404077.89,508179.46,275281.57,,,0.00,0.00,0.00
"CSC","BUL01",1,12989218.84,13380596.11,13990442.22,14359863.99,14655020.24,-525698.94,-834536.49,-375707.19,-267498.41,-369512.01
"CSC","BUL01",2,342721.38,374526.24,110013.63,118424.11,1001287.09,0.00,0.00,0.00,0.00,-121079.09
"CSC","BUL01",3,6864.09,10630.00,9812.00,,32963.39,0.00,0.00,0.00,,0.00
"CSC","BUL01",4,2817829.51,2987146.22,3503883.85,4786433.06,3190896.01,-14905.00,-40384.83,-97342.01,-64762.56,0.00
"CSC","BUL01",5,3964131.67,3836370.15,3865063.89,3763565.09,3866121.05,0.00,0.00,0.00,0.00,0.00
"CSC","BUL01",6,346974.62,373016.09,376107.26,394784.78,542268.18,-386.04,0.00,0.00,0.00,0.00
"CSC","BUL01",7,618228.07,671045.11,437309.11,459994.22,565662.34,0.00,0.00,0.00,0.00,0.00
"CSC","BUL01",8,1675968.86,1591910.33,1588299.73,8586.75,409557.87,0.00,0.00,0.00,0.00,0.00
"CSC","BUL01",9,228804.62,254968.01,103083.01,215564.71,193369.26,0.00,0.00,0.00,0.00,0.00
"CSC","BUL01",12,54220.96,87836.38,115744.98,63436.99,64633.88,0.00,0.00,0.00,0.00,-62.76
"CSC","BUL02",1,69301.06,,,,,0.00,,,,
"CSC","BUL02",2,18425.09,18785.61,17721.96,12588.08,20333.52,0.00,0.00,0.00,-2321.58,0.00
"CSC","BUL02",4,105524219.82,109217465.76,107267841.32,107684196.11,114557329.74,-1038.67,0.00,0.00,0.00,-73.00
"CSC","BUL02",5,22125.00,18825.00,81319.74,89058.75,18236.04,0.00,0.00,0.00,0.00,0.00
"CSC","BUL02",6,2735.95,,,333.36,,0.00,,,0.00,
"CSC","BUL02",7,1509.49,46500.46,934028.84,510293.31,3592.79,0.00,-112.91,-37573.61,-209.97,-482.44
"CSC","BUL02",9,15201.60,11834.82,133174.37,88573.62,232.97,0.00,0.00,0.00,0.00,0.00
"CSC","BUL02",10,991566.61,2376573.95,1783878.72,3307335.28,3519954.62,0.00,0.00,0.00,0.00,0.00
"CSC","BUL02",12,28857.76,18037.00,32589.75,23209.50,13266.94,0.00,0.00,0.00,-99.00,0.00
"CSC","BUL03",1,345824.22,817328.91,753936.61,547399.81,542130.80,-3133.62,-93160.83,-65000.00,0.00,-6254.83
"CSC","BUL03",2,40601.31,42431.32,39029.19,54914.84,47599.83,0.00,0.00,0.00,0.00,0.00
"CSC","BUL03",3,,,132.30,46.10,,,,0.00,0.00,
"CSC","BUL03",4,16007880.82,17695343.71,19373427.31,19253959.74,19916638.91,0.00,0.00,0.00,0.00,0.00
"CSC","BUL03",5,2403.62,23117.85,31026.02,24620.20,10197.19,0.00,0.00,0.00,0.00,0.00
"CSC","BUL03",6,1480749.02,924682.89,254180.66,542500.40,497947.75,0.00,0.00,0.00,0.00,0.00
"CSC","BUL03",7,740428.15,715426.85,742802.59,930423.20,867670.98,0.00,0.00,0.00,0.00,0.00
"CSC","BUL03",8,908012.65,2551587.52,910944.57,1066993.63,324852.91,0.00,0.00,-16.96,0.00,0.00
"CSC","BUL03",9,1995086.61,328411.58,612593.61,1239118.26,2558323.76,0.00,0.00,0.00,0.00,0.00
"CSC","BUL03",10,115000.00,,38189.19,,,0.00,,0.00,,
"CSC","BUL03",12,23009.49,5196.78,7553.71,28216.71,26795.59,-10.82,-16.42,0.00,0.00,0.00
"CSC","BUL04",1,11240916.39,12082250.96,11971475.76,12318501.07,12035999.39,-135613.05,-160107.54,-159745.34,-95297.43,-23009.12
"CSC","BUL04",2,90565.01,85827.30,11846.92,10815.77,16057.34,0.00,0.00,0.00,0.00,0.00
"CSC","BUL04",3,182.00,91.00,,,,0.00,0.00,,,
"CSC","BUL04",4,2068836.42,2038745.36,1874151.48,2503588.89,2249516.76,0.00,-255.00,-721.73,0.00,0.00
"CSC","BUL04",5,2884.97,4790.56,3586.17,5735.00,584.00,0.00,0.00,0.00,0.00,0.00
"CSC","BUL04",6,294.00,,,3065.35,107.00,0.00,,,0.00,0.00
"CSC","BUL04",7,1950758.00,1775205.42,1694414.37,1782454.50,1722231.25,0.00,0.00,-17.25,0.00,0.00
"CSC","BUL04",9,29194.16,16340.00,11820.39,12927.72,24816.80,0.00,0.00,0.00,0.00,0.00
"CSC","BUL04",12,27075.72,107383.44,61448.75,29310.45,57781.42,0.00,0.00,0.00,0.00,0.00
"CSC","ISS01",1,67648038.04,69396831.40,77846129.39,73439128.98,79566688.85,-1150200.61,-1316742.50,-973740.93,-607840.37,-1086371.83
"CSC","ISS01",2,2818295.17,3118497.12,1095922.91,1253603.92,2073246.46,-2975.74,-5279.45,-2285.46,-206.02,-5104.38
"CSC","ISS01",3,69447.75,38070.01,15348.71,57197.25,24862.52,0.00,0.00,0.00,0.00,0.00
"CSC","ISS01",4,3307785.38,3636867.42,4408050.10,2959284.08,3493175.32,-946.60,-9208.25,-28246.27,0.00,-2785.00
"CSC","ISS01",5,1404735.50,1390643.10,1304764.41,1200866.84,2299275.48,0.00,-4760.00,-500.00,0.00,0.00
"CSC","ISS01",6,42987.02,51866.30,81439.18,114034.62,123887.81,-4416.01,0.00,-3949.56,0.00,0.00
"CSC","ISS01",7,2526259.92,2590470.42,3196901.89,3057376.43,3290569.60,-28919.63,-217.41,0.00,0.00,0.00
"CSC","ISS01",9,168056.55,288635.71,360397.02,664913.67,968573.61,0.00,0.00,-12.00,-25923.13,0.00
"CSC","ISS01",12,421231.78,870042.28,543113.59,301437.75,256665.22,-17.29,0.00,-1.47,-1368.00,0.00
"CSC","ISS02",1,5512874.54,5677395.20,6593080.56,6443116.81,6838667.25,-9203.66,-24140.76,-74122.04,0.00,0.00
"CSC","ISS02",2,66990.91,50960.78,11114.95,4368.18,29323.41,0.00,0.00,0.00,0.00,0.00
"CSC","ISS02",3,33190.97,14589.31,15599.86,50955.15,13598.51,0.00,0.00,0.00,0.00,0.00
"CSC","ISS02",4,3183520.04,2808727.21,1938870.76,2222526.26,2614385.35,-328642.32,0.00,0.00,0.00,0.00
"CSC","ISS02",5,8814.00,7940.84,8108.00,8811.00,39676.17,0.00,0.00,0.00,0.00,0.00
"CSC","ISS02",6,3896.44,1177.79,8808.00,,6323.73,0.00,0.00,0.00,,0.00
"CSC","ISS02",7,17408.27,12710.26,15534.99,5185.17,45833.70,0.00,0.00,0.00,-13583.10,0.00
"CSC","ISS02",9,30810.17,50110.81,10407.68,20669.45,26730.70,0.00,0.00,0.00,0.00,0.00
"CSC","ISS02",12,26369.23,74553.42,22390.78,6732.82,4855.62,0.00,0.00,0.00,0.00,0.00
"CSC","ISS03",1,730121.26,850964.63,634515.58,554084.73,675264.46,-137570.70,-235615.01,-87969.99,-32013.94,0.00
"CSC","ISS03",2,13606.10,9481.19,2421.53,481.00,1325.79,-3152.64,0.00,0.00,0.00,0.00
"CSC","ISS03",4,15818113.99,17711412.93,21604656.15,23067126.05,23965286.29,0.00,0.00,0.00,0.00,0.00
"CSC","ISS03",5,772.00,965.00,,,,0.00,0.00,,,
"CSC","ISS03",7,20378.16,3994.56,10959.62,6620.92,139.58,-343.89,0.00,0.00,0.00,0.00
"CSC","ISS03",9,920.50,23257.20,,202.64,,0.00,0.00,,0.00,
"CSC","ISS03",12,14500.48,10233.88,270.89,13689.70,1618.58,0.00,0.00,0.00,0.00,-3951.56
"CSC","ISS04",1,66028020.53,74886505.92,80425006.68,82280805.64,90735101.53,-3936708.70,-2851226.09,-2916042.46,-2153736.77,-418359.16
"CSC","ISS04",2,3796006.95,5473074.30,1678829.14,2681250.70,4035823.15,-53321.33,-2007.38,-6080.85,0.00,0.00
"CSC","ISS04",3,319899.44,374183.50,236179.01,340773.29,416532.54,0.00,0.00,0.00,0.00,0.00
"CSC","ISS04",4,6767108.99,9354458.03,7823871.84,11081355.14,12353520.18,0.00,0.00,0.00,0.00,0.00
"CSC","ISS04",5,1723233.78,972837.75,957427.67,1554309.87,1395841.92,0.00,0.00,0.00,0.00,0.00
"CSC","ISS04",6,61561.41,45284.98,67055.81,102514.25,45549.37,0.00,0.00,0.00,0.00,0.00
"CSC","ISS04",7,840560.72,918126.30,655524.90,791040.57,671067.42,-172.95,-6.49,0.00,0.00,0.00
"CSC","ISS04",8,,,,,1500.00,,,,,0.00
"CSC","ISS04",9,928556.66,549043.40,221788.65,619697.63,772665.72,0.00,0.00,0.00,0.00,0.00
"CSC","ISS04",12,502081.29,383814.56,396642.89,339065.67,394468.86,-58542.78,-52220.96,-50201.45,-53448.48,-60177.84
"CSC","ISS05",1,34892813.79,36430562.08,39078943.36,40400016.52,40728942.29,-624554.53,-581693.77,-354703.91,-1001427.79,-857948.20
"CSC","ISS05",2,6055224.28,5724292.41,3476387.27,4262235.45,4370816.65,-5271.27,-3434.60,-5.71,0.00,0.00
"CSC","ISS05",3,,2000.00,,340.06,,,0.00,,0.00,
"CSC","ISS05",4,1237147.87,1250319.75,1733541.15,1599293.09,1480648.35,-2007.40,-997.50,-775.00,0.00,-44959.50
"CSC","ISS05",5,54727.26,82237.77,132679.25,153305.56,77553.57,0.00,0.00,0.00,0.00,0.00
"CSC","ISS05",6,234.00,308.00,13751.63,156.00,363.86,0.00,0.00,0.00,0.00,0.00
"CSC","ISS05",7,89696.51,37072.07,40201.12,30666.66,46891.65,0.00,0.00,0.00,0.00,0.00
"CSC","ISS05",9,29036.85,1172125.34,68713.38,35518.73,48149.70,0.00,0.00,0.00,0.00,0.00
"CSC","ISS05",12,427080.29,468229.08,394009.06,383382.46,336470.49,-7421.37,-11825.57,-5851.23,-7286.77,-2567.81
