"dept_code","activity_code","so_num","pa_exp_last_year_5","pa_exp_last_year_4","pa_exp_last_year_3","pa_exp_last_year_2","pa_exp_last_year","pa_rev_last_year_5","pa_rev_last_year_4","pa_rev_last_year_3","pa_rev_last_year_2","pa_rev_last_year"
"ACOA","BED01",1,4647388.52,4329408.90,4640109.87,5207938.31,5617143.36,-11020.31,-1007.94,0.00,-12.77,-128420.59
"ACOA","BED01",2,124865.92,105759.73,7672.15,13455.95,48587.51,0.00,0.00,0.00,0.00,-6217.36
"ACOA","BED01",3,,46361.41,,,,,0.00,,,
"ACOA","BED01",4,63515.90,55210.07,112416.71,142049.07,139655.47,0.00,0.00,0.00,0.00,-976.63
"ACOA","BED01",5,8870.87,105.00,100.00,,275.00,0.00,0.00,0.00,,0.00
"ACOA","BED01",6,,600.00,,,,,0.00,,,
"ACOA","BED01",7,56.16,26.67,292.26,151.56,30.97,0.00,0.00,0.00,0.00,0.00
"ACOA","BED01",9,48.99,,,655.48,89.97,0.00,,,0.00,0.00
"ACOA","BED01",10,34094552.81,30987489.13,121206591.69,43013650.23,30129089.64,0.00,0.00,0.00,0.00,0.00
"ACOA","BED01",12,6425.47,2877.96,,926.97,133.65,0.00,-37005.06,,0.00,0.00
"ACOA","BED02",1,7531400.82,8362806.40,8552987.28,9063037.40,8530669.81,-3042.01,-117.34,-127477.73,-224968.12,-179644.42
"ACOA","BED02",2,429597.23,385401.70,19063.74,27843.18,203770.49,-1444.26,0.00,0.00,0.00,0.00
"ACOA","BED02",3,2518.17,16401.58,16011.83,15989.00,16838.00,0.00,0.00,0.00,0.00,0.00
"ACOA","BED02",4,240597.36,172997.38,122158.47,212831.37,148994.89,0.00,0.00,0.00,-34407.81,-339.00
"ACOA","BED02",5,61237.01,69470.93,64764.73,59966.10,63154.80,0.00,0.00,0.00,0.00,0.00
"ACOA","BED02",6,1571.54,715.72,2108.67,1360.59,969.07,0.00,0.00,0.00,0.00,0.00
"ACOA","BED02",7,13267.78,6441.04,2032.28,1069.64,2716.87,0.00,0.00,0.00,0.00,0.00
"ACOA","BED02",9,3926.51,3763.33,1191.87,1041.36,1010.97,0.00,0.00,0.00,0.00,0.00
"ACOA","BED02",10,49895725.27,53946615.34,49187476.14,95437952.73,88321090.66,0.00,0.00,0.00,0.00,0.00
"ACOA","BED02",12,4370.35,9347.18,7768.58,1185.11,3045.97,0.00,0.00,0.00,0.00,0.00
"ACOA","BED03",1,5979027.66,6867784.80,7073872.61,6894799.10,6425829.32,-39034.96,-108853.75,-213678.47,-205884.21,-210718.31
"ACOA","BED03",2,201081.96,198025.47,3536.68,12143.03,93809.41,0.00,0.00,0.00,0.00,0.00
"ACOA","BED03",3,347.24,1658.64,5183.91,654.55,,0.00,0.00,0.00,0.00,
"ACOA","BED03",4,180478.89,86266.78,121000.56,115234.71,92319.61,0.00,0.00,0.00,0.00,0.00
"ACOA","BED03",5,1741.13,927.90,296.40,397.50,,0.00,0.00,0.00,0.00,
"ACOA","BED03",6,217.39,,,,,0.00,,,,
"ACOA","BED03",7,515.16,883.55,3498.86,1755.30,9385.41,0.00,0.00,0.00,0.00,0.00
"ACOA","BED03",9,5544.74,855.84,2515.05,1863.95,734.93,0.00,0.00,0.00,0.00,0.00
"ACOA","BED03",10,53648733.63,39097588.36,31095360.60,14597147.98,8566098.16,0.00,0.00,0.00,0.00,0.00
"ACOA","BED03",12,3287.55,222260.12,51610.24,49593.11,10634.48,0.00,0.00,0.00,0.00,0.00
"ACOA","BED04",1,1973144.60,1627843.33,1735909.54,1798870.44,1869846.15,-75726.67,-130.09,-13897.20,-3048.22,-78613.75
"ACOA","BED04",2,42793.69,41336.58,771.45,213.27,21075.47,0.00,0.00,0.00,0.00,0.00
"ACOA","BED04",3,5000.00,,,,,0.00,,,,
"ACOA","BED04",4,51436.42,3703.74,13101.69,7528.80,5065.59,0.00,0.00,0.00,0.00,0.00
"ACOA","BED04",5,19753.84,5278.95,2798.86,10775.29,800.00,0.00,0.00,0.00,0.00,0.00
"ACOA","BED04",7,839.61,,283.06,220.97,32.95,0.00,,0.00,0.00,0.00
"ACOA","BED04",9,,,,,187.74,,,,,0.00
"ACOA","BED04",10,45414335.93,36186022.87,48640094.16,61262783.81,48635087.23,0.00,0.00,0.00,0.00,0.00
"ACOA","BED04",12,3296.98,1363.65,,0.01,2119.42,0.00,0.00,,0.00,0.00
"ACOA","BED05",1,9705087.53,10441891.23,11505884.24,11487915.60,11735864.79,-140622.86,-2999.66,-13348.30,-54391.98,-5897.04
"ACOA","BED05",2,768642.81,700875.00,153305.44,75359.02,300705.11,-1682.80,0.00,0.00,0.00,0.00
"ACOA","BED05",3,57776.93,181672.30,118087.93,143435.49,105911.65,0.00,-11294.20,-45008.76,-49014.58,-23803.37
"ACOA","BED05",4,911283.91,596469.35,189227.50,251473.65,195241.37,0.00,0.00,0.00,0.00,0.00
"ACOA","BED05",5,34122.33,66559.54,36995.28,46299.59,43930.36,0.00,0.00,0.00,0.00,0.00
"ACOA","BED05",7,926.38,5070.08,1499.29,1089.99,691.76,0.00,0.00,0.00,0.00,0.00
"ACOA","BED05",9,11891.94,12157.04,4831.78,3590.86,439.56,0.00,0.00,0.00,0.00,0.00
"ACOA","BED05",10,74013917.90,100115021.35,233953187.97,131087959.15,128414661.65,0.00,0.00,0.00,0.00,0.00
"ACOA","BED05",12,82025.40,45019.43,12394.11,1336.26,75.58,-282963.00,0.00,0.00,-967.50,0.00
"ACOA","BED06",1,4732537.01,4829728.46,4812840.03,4852937.92,4928795.89,-6295.37,-154.90,-16180.62,-459.84,-16565.06
"ACOA","BED06",2,323158.34,261057.23,3851.67,13609.96,139517.45,-4484.63,-5210.71,0.00,0.00,-5453.64
"ACOA","BED06",3,,,,21653.75,16.62,,,,0.00,0.00
"ACOA","BED06",4,75411.31,41086.05,32844.11,58342.23,63452.15,0.00,0.00,0.00,0.00,0.00
"ACOA","BED06",5,800.00,,220.06,175.00,4271.08,0.00,,0.00,0.00,0.00
"ACOA","BED06",7,762.39,283.42,374.38,,,0.00,0.00,0.00,,
"ACOA","BED06",9,,2369.54,1043.71,1519.36,434.02,,0.00,0.00,0.00,0.00
"ACOA","BED06",10,14637493.15,10103097.46,8781097.35,13638673.96,41995239.55,0.00,-15000.00,0.00,0.00,0.00
"ACOA","BED06",12,25509.33,20597.42,2311.67,2.31,2966.61,0.00,0.00,0.00,0.00,0.00
"ACOA","BED07",1,8177548.97,8632400.65,8649296.88,9387957.31,10148560.65,-6676.53,0.00,0.00,-31520.89,-229575.35
"ACOA","BED07",2,309659.52,304050.19,7338.10,18370.44,176364.37,0.00,-1034.69,-295.00,0.00,-4680.30
"ACOA","BED07",3,140784.77,105486.09,89406.31,172775.46,215007.46,0.00,-330.00,-330.00,-300.00,-330.00
"ACOA","BED07",4,609936.00,664482.01,968199.16,595767.65,690273.49,0.00,0.00,0.00,-1560.00,0.00
"ACOA","BED07",5,105891.48,71678.60,55326.21,57638.75,38778.58,0.00,0.00,0.00,0.00,0.00
"ACOA","BED07",6,914.00,,,,,0.00,,,,
"ACOA","BED07",7,109614.00,57821.78,47072.49,68906.18,138861.18,0.00,-1065.31,-90.00,0.00,0.00
"ACOA","BED07",9,,3706.00,718.68,6590.01,2454.38,,0.00,0.00,0.00,0.00
"ACOA","BED07",10,4432603.00,4532191.23,3334632.58,4926043.32,5325226.99,0.00,0.00,0.00,0.00,0.00
"ACOA","BED07",12,42363.42,79555.91,12695.80,1397.43,16390.74,-44755.25,-15518.84,0.00,-3243.84,0.00
"ACOA","ISS00",1,19968899.05,20539902.39,23481425.01,23504969.03,25139212.28,-249532.48,-275083.26,-604232.62,-981943.45,-1324534.73
"ACOA","ISS00",2,870406.55,873149.86,70471.16,191018.01,815055.48,-4136.75,-895.18,0.00,-16318.62,-192743.70
"ACOA","ISS00",3,362466.26,262408.29,240474.77,325222.57,301560.75,0.00,0.00,0.00,0.00,0.00
"ACOA","ISS00",4,1746302.91,1706028.36,2014610.15,2273853.41,2151119.01,-489.00,0.00,0.00,0.00,-39250.00
"ACOA","ISS00",5,1858954.49,1889456.94,1859312.35,1632514.25,1792788.81,-2700.00,-176465.00,-6666.00,0.00,0.00
"ACOA","ISS00",6,144500.98,257296.81,55816.32,123585.11,108462.80,0.00,0.00,0.00,0.00,0.00
"ACOA","ISS00",7,237314.73,213523.97,149781.97,90773.90,96839.12,0.00,0.00,0.00,0.00,0.00
"ACOA","ISS00",9,702959.65,879514.01,1174049.32,1323012.38,782332.93,0.00,0.00,0.00,0.00,-1732.65
"ACOA","ISS00",12,947820.35,1121319.09,2015255.12,1153149.75,769390.75,-339640.54,-148720.19,-441638.08,-395749.88,-25664.34
"AECB","BTJ01",1,10931516.21,10328211.17,9555994.15,9850441.28,10948135.40,-54281.82,-87218.20,-93611.24,-130631.61,-21286.99
"AECB","BTJ01",2,666160.20,533180.74,13295.56,74854.12,644440.06,-45582.36,-35317.60,0.00,0.00,0.00
"AECB","BTJ01",3,76994.33,65190.27,47579.88,44384.98,70580.50,-54540.64,-59678.20,-44956.94,-41801.21,-70052.11
"AECB","BTJ01",4,1370340.36,1170211.50,1104528.76,1089167.21,1588312.05,-941788.76,-281382.84,-208129.53,-359328.35,-489647.98
"AECB","BTJ01",5,459297.42,448550.58,359790.77,384716.68,458171.78,-61792.49,-39487.28,-13981.60,-44906.59,-71865.10
"AECB","BTJ01",6,109394.04,273522.78,96354.75,120576.20,137730.32,-39480.12,-3483.30,-3338.06,-2541.09,0.00
"AECB","BTJ01",7,50180.66,31972.67,26350.56,26321.74,41409.50,-19132.76,-704.49,0.00,0.00,0.00
"AECB","BTJ01",9,759597.28,334645.86,522755.14,214184.35,205325.84,-30764.64,-42570.44,-140369.82,-23539.70,-75745.02
"AECB","BTJ01",12,7332.27,20165.31,83867.80,58177.70,21194.73,-4619.38,-22242.80,-33159.76,-40122.27,-22463.57
"AECB","BTJ02",1,37440603.54,39138393.92,37786209.52,38383098.55,37345572.21,-143819.49,-152870.68,-184010.26,-69832.58,-44830.95
"AECB","BTJ02",2,2539788.94,2181462.94,48894.89,314781.90,2025276.45,-54207.95,-193679.33,0.00,-6300.23,-22403.01
"AECB","BTJ02",3,217450.19,234083.93,188220.00,173952.02,231260.60,-176147.43,-208209.65,-149801.55,-154963.89,-190508.09
"AECB","BTJ02",4,4558496.41,4319503.15,3861529.81,4051618.19,4351887.06,-2862875.11,-1264648.11,-1330867.26,-1597574.52,-1625168.05
"AECB","BTJ02",5,1490805.38,1429871.69,1170156.23,1234917.34,1304651.21,-127734.09,-92948.57,-46783.42,-130075.06,-215318.28
"AECB","BTJ02",6,199397.90,687565.56,188394.23,182705.65,257189.41,-129003.96,-37058.69,-23066.78,-18175.71,0.00
"AECB","BTJ02",7,154925.37,119458.15,86751.73,72629.39,83565.29,-28325.37,0.00,0.00,0.00,0.00
"AECB","BTJ02",9,2040152.45,831701.71,1210596.53,679665.63,624968.92,-96691.23,-194192.01,-495470.37,-70870.41,-260626.24
"AECB","BTJ02",12,43924.78,174003.89,150210.70,150253.37,88368.48,-15083.69,-72629.62,-107207.06,-118099.71,-74015.51
"AECB","BTJ03",1,10187685.57,10414413.54,9972689.78,10300265.83,10607521.02,-61933.58,0.00,0.00,0.00,-43114.23
"AECB","BTJ03",2,679921.45,549754.61,11023.89,84758.74,586806.66,-30822.38,-34308.84,0.00,-4689.75,-14019.49
"AECB","BTJ03",3,72741.67,61744.43,45028.54,46408.96,65041.29,-47960.90,-58709.60,-44868.54,-45522.46,-65034.63
"AECB","BTJ03",4,1257546.39,1085964.90,983725.69,1219090.78,1225314.98,-881368.80,-310839.25,-314445.00,-429783.93,-458068.02
"AECB","BTJ03",5,427960.11,422490.53,331816.08,363432.66,427185.35,-63808.05,-45159.34,-25850.11,-55824.22,-78871.43
"AECB","BTJ03",6,50676.32,191617.88,44660.33,43510.37,48203.63,-49102.59,-35056.30,-15149.65,-22834.64,0.00
"AECB","BTJ03",7,35267.75,10686.02,19748.70,11973.93,4367.05,-18984.57,0.00,0.00,0.00,0.00
"AECB","BTJ03",9,536408.86,187618.70,270096.67,91153.55,140207.37,-46760.75,-57169.43,-155182.23,-41901.33,-92121.04
"AECB","BTJ03",12,7709.40,18823.39,48943.33,32093.04,19386.33,-4242.29,-21033.08,-30187.15,-33799.67,-21242.69
"AECB","BTJ04",1,3896037.79,3782536.96,3555303.00,3387080.78,4058754.24,-209267.08,-112495.06,-56254.33,0.00,0.00
"AECB","BTJ04",2,396884.33,377222.57,2799.54,79770.34,457029.15,-30463.97,-115461.19,0.00,-3139.09,-19113.29
"AECB","BTJ04",3,25822.19,27053.05,15414.02,15842.04,27492.79,-25537.19,-21771.97,-15414.02,-15834.05,-27264.79
"AECB","BTJ04",4,962395.33,530701.82,363947.32,567479.18,779230.57,-350749.00,-123093.79,-100249.20,-133210.82,-212674.73
"AECB","BTJ04",5,171467.50,164928.11,131755.21,136278.79,142318.35,-30485.18,-16346.11,-7121.66,-18460.87,-33344.22
"AECB","BTJ04",6,21396.65,77692.11,17456.14,14796.19,18576.35,-21358.66,-12846.23,-5332.55,-6994.05,0.00
"AECB","BTJ04",7,15100.23,17155.37,3366.90,1187.49,6917.19,-11106.32,0.00,0.00,0.00,0.00
"AECB","BTJ04",9,303332.54,65514.51,59325.22,31241.91,56784.45,-17070.86,-16680.47,-53211.20,-13807.47,-38996.06
"AECB","BTJ04",12,3115.25,28238.84,17069.34,14825.16,8172.50,-1791.20,-13135.52,-12745.67,-14161.20,-11237.75
"AECB","BTJ05",1,15962958.72,16541146.16,16518204.47,19113211.95,18161680.95,-50618.24,-573844.03,-522160.91,-1032987.28,-355038.68
"AECB","BTJ05",2,748869.90,769282.13,10016.03,44127.55,752815.20,-22796.67,-67977.29,0.00,-10774.48,0.00
"AECB","BTJ05",3,126752.59,168247.98,136423.49,129383.70,190955.12,-58940.51,-112966.68,-94855.35,-101858.55,-131121.19
"AECB","BTJ05",4,4570059.82,4420266.73,4553597.24,5693992.52,5074365.91,-850471.90,-568682.55,-622401.81,-925002.32,-1126671.54
"AECB","BTJ05",5,632123.53,682478.32,593451.72,667805.28,738775.27,-78885.21,-143084.62,-103109.96,-214739.96,-285439.67
"AECB","BTJ05",6,126016.37,356259.56,118348.24,147335.88,157800.14,-56061.46,-16223.94,-12028.42,-20027.64,0.00
"AECB","BTJ05",7,61827.86,35851.75,31884.50,24633.03,42353.82,-27876.24,-53.83,0.00,0.00,0.00
"AECB","BTJ05",9,994560.32,498759.06,732450.48,312513.87,387964.02,-43934.64,-125850.13,-327631.15,-69640.65,-171338.13
"AECB","BTJ05",10,2598632.93,3199012.15,3213483.53,2916151.05,4340350.33,0.00,-45632.97,-110000.00,-683.70,-12077.67
"AECB","BTJ05",12,56799.76,32758.51,111030.21,79200.38,53341.15,-785.06,-32448.50,-48941.65,-53443.85,-35744.65
"AECB","ISS00",1,32260516.05,33082321.49,34654925.90,35272228.95,36180577.86,-283846.51,-498640.28,-801331.26,-7527.21,-45833.92
"AECB","ISS00",2,1479198.76,991203.40,45250.39,186478.68,925968.62,-705890.99,-332784.24,0.00,-31447.96,-303675.75
"AECB","ISS00",3,815773.26,807628.24,874511.60,860996.20,971207.33,-6733.87,0.00,0.00,0.00,0.00
"AECB","ISS00",4,10205393.17,8448857.19,8138077.25,8279079.79,9136344.18,-995614.26,-619495.99,-579776.62,-765779.42,-682017.74
"AECB","ISS00",5,1982305.87,1716433.32,1380361.46,1699045.30,1889702.45,-1973.78,0.00,0.00,0.00,-14623.39
"AECB","ISS00",6,1291469.70,1086462.15,550148.55,580914.26,722645.49,-49658.97,-72071.78,-36628.51,-42267.14,0.00
"AECB","ISS00",7,305083.69,290151.45,150160.58,183569.37,244234.55,-11677.89,0.00,0.00,0.00,0.00
"AECB","ISS00",9,2664444.62,1386984.73,2241885.99,723130.04,1325150.91,-53631.59,-15690.07,0.00,0.00,-31777.60
"AECB","ISS00",12,78022.11,186175.33,153696.08,127559.16,116380.36,-117448.02,-62874.99,-106906.30,-123787.97,-59404.16
"AECL","BAA00",12,317582292.00,310900000.00,281090678.00,261049322.00,304500000.00,0.00,0.00,0.00,0.00,0.00
"AECL","BAB00",12,511651000.00,557240000.00,659650000.00,747720000.00,778700000.00,0.00,0.00,0.00,0.00,0.00
"AGR","BWN01",1,21768127.87,23836116.10,24303783.48,23252117.08,23815197.43,-113964.46,-817398.05,-963661.86,-921417.80,-708567.13
"AGR","BWN01",2,1591445.26,1508961.04,58704.09,121525.03,1437322.10,-1993.91,-207.00,0.00,0.00,0.00
"AGR","BWN01",3,2205052.55,3040849.14,1410088.66,2624333.07,2974703.60,-5500.00,0.00,-4071.34,0.00,0.00
"AGR","BWN01",4,2783718.10,5227313.94,6874972.68,3895554.82,5124136.60,0.00,0.00,-25000.00,0.00,0.00
"AGR","BWN01",5,127339.14,97302.33,241249.37,228906.09,382997.92,0.00,0.00,0.00,0.00,0.00
"AGR","BWN01",6,,378.28,,,,,0.00,,,
"AGR","BWN01",7,53289.72,25960.75,28472.16,39244.45,47293.36,0.00,-167.64,0.00,0.00,0.00
"AGR","BWN01",9,318171.58,86094.91,59258.00,14425.71,9980.81,0.00,0.00,0.00,0.00,0.00
"AGR","BWN01",10,23584917.83,25688022.63,17085013.07,17854264.86,23024842.18,0.00,0.00,0.00,0.00,0.00
"AGR","BWN01",12,58987.34,76567.41,72426.45,55091.31,36938.84,-8867.20,-5186.10,-9116.37,-13904.44,-10000.53
"AGR","BWN02",1,21598804.19,22818483.79,23291463.54,26670931.28,24704117.98,-128644.75,-664110.43,-442959.39,-217270.29,-264708.16
"AGR","BWN02",2,915839.39,894532.44,8877.76,156451.54,563915.53,0.00,-1456.61,0.00,0.00,0.00
"AGR","BWN02",3,33344.44,153501.68,369079.15,183222.73,174082.35,-277.00,0.00,0.00,-1500.00,0.00
"AGR","BWN02",4,5330021.51,4919712.76,4557560.31,5367519.90,5506035.81,-42123.50,-2000.00,-2000.00,-2000.00,-2000.00
"AGR","BWN02",5,169860.77,121472.55,41068.41,91124.22,180476.41,0.00,0.00,0.00,0.00,0.00
"AGR","BWN02",6,,,,87763.60,3873.35,,,,0.00,0.00
"AGR","BWN02",7,65731.32,105494.80,18425.60,120869.57,41375.11,-142.66,0.00,0.00,0.00,0.00
"AGR","BWN02",9,65878.25,49764.11,48311.20,65514.75,18897.57,0.00,0.00,0.00,0.00,0.00
"AGR","BWN02",10,6179006.76,6671109.00,13503730.33,27164206.22,88767793.58,0.00,0.00,0.00,0.00,0.00
"AGR","BWN02",12,60157.93,54797.22,127596.69,130807.32,12548.06,0.00,0.00,0.00,0.00,0.00
"AGR","BWN03",1,2063308.75,2413829.90,2437548.19,2205804.50,2308101.56,-170742.46,-179878.94,-56850.47,-512.65,0.00
"AGR","BWN03",2,228640.28,200256.67,10332.09,27768.69,197734.52,0.00,-5502.21,0.00,0.00,0.00
"AGR","BWN03",3,65952.59,47784.17,91019.16,84893.48,114301.36,0.00,0.00,0.00,0.00,0.00
"AGR","BWN03",4,267467.71,274834.04,429008.23,248187.81,367113.33,0.00,0.00,-6846.18,0.00,0.00
"AGR","BWN03",5,21159.29,5887.22,408.89,5262.32,6895.67,0.00,0.00,0.00,0.00,0.00
"AGR","BWN03",6,545.90,51266.32,47679.26,58924.99,84395.32,0.00,0.00,0.00,0.00,0.00
"AGR","BWN03",7,19162.90,15284.55,7797.33,4102.17,15483.23,0.00,0.00,0.00,0.00,-9.10
"AGR","BWN03",9,24848.45,25634.41,136353.61,2413.12,78970.25,0.00,0.00,0.00,0.00,0.00
"AGR","BWN03",12,436.11,5899.30,27772.05,1143.22,8045.30,0.00,0.00,0.00,0.00,0.00
"AGR","BWN04",1,4584137.51,5196760.98,4202718.21,4513810.45,5417648.65,-800.35,-2782.33,-115229.72,-331185.63,-142511.59
"AGR","BWN04",2,28984.12,41994.25,13194.31,12351.78,17850.43,0.00,0.00,0.00,0.00,0.00
"AGR","BWN04",3,,143.11,,694.00,,,0.00,,0.00,
"AGR","BWN04",4,830371.37,1076143.22,878315.68,721021.37,477652.84,0.00,0.00,0.00,0.00,0.00
"AGR","BWN04",6,,,,8109.00,,,,,0.00,
"AGR","BWN04",7,8482.57,9276.14,2211.66,2587.90,2498.11,0.00,0.00,0.00,0.00,0.00
"AGR","BWN04",9,11062.15,10798.70,3763.32,13450.11,7247.12,0.00,0.00,0.00,0.00,0.00
"AGR","BWN04",10,94390172.14,421864265.14,517113398.58,535274329.12,570290539.96,0.00,0.00,0.00,0.00,0.00
"AGR","BWN04",12,31856.70,11431.67,11727.90,19365.20,17089.26,-2586.30,0.00,0.00,0.00,0.00
"AGR","BWN05",1,3082757.73,3477720.90,3524919.52,3196266.10,3304746.32,-6114.43,-50400.21,-15384.30,-133.58,0.00
"AGR","BWN05",2,272939.34,264289.36,110722.19,138975.41,184275.66,0.00,-10882.78,-128.97,-986.16,0.00
"AGR","BWN05",3,223158.00,137757.00,137835.12,137340.00,138956.00,0.00,0.00,0.00,0.00,0.00
"AGR","BWN05",4,5300783.89,5185650.10,4169645.14,4858217.37,4927352.00,0.00,0.00,0.00,0.00,0.00
"AGR","BWN05",5,171438.41,173643.77,177319.52,185244.16,133695.06,0.00,0.00,0.00,0.00,0.00
"AGR","BWN05",6,59742.55,97488.70,186382.18,95064.30,180559.06,0.00,0.00,0.00,0.00,0.00
"AGR","BWN05",7,113813.86,89639.84,60202.43,66555.75,72515.81,0.00,0.00,0.00,0.00,0.00
"AGR","BWN05",8,,,,10393.94,,,,,0.00,
"AGR","BWN05",9,39825.37,58417.88,33557.77,42947.39,54353.75,0.00,0.00,0.00,0.00,0.00
"AGR","BWN05",12,519.47,787.73,31194.61,14471.68,2090.39,0.00,0.00,-2100.86,-1445.31,-1597.94
"AGR","BWN05",21,0.00,0.00,0.00,0.00,0.00,-9576005.81,-9198386.13,-7045671.37,-8312189.67,-9065444.79
"AGR","BWN06",1,3376950.62,3422253.05,3155054.83,,,0.00,0.00,0.00,,
"AGR","BWN06",2,60095.02,59456.38,27386.91,,,0.00,0.00,0.00,,
"AGR","BWN06",3,296.02,363.56,,,,0.00,0.00,,,
"AGR","BWN06",4,129439.13,80244.16,540620.95,,,0.00,0.00,0.00,,
"AGR","BWN06",5,22153.83,7967.59,14131.79,,,0.00,0.00,0.00,,
"AGR","BWN06",6,74586.33,147414.50,16000.44,,,0.00,0.00,0.00,,
"AGR","BWN06",7,215649.17,139724.00,84366.93,,,0.00,0.00,0.00,,
"AGR","BWN06",8,,,68176.70,,,,,0.00,,
"AGR","BWN06",9,25538.28,38187.75,117775.97,,,0.00,0.00,0.00,,
"AGR","BWN06",12,34619945.30,7107.69,17537.55,,,0.00,0.00,0.00,,
"AGR","BWN06",21,0.00,0.00,,,,-679.57,-34779.48,,,
"AGR","BWN07",1,513073.11,490706.86,532069.63,542691.24,546104.02,-98586.33,-22949.22,-16308.27,-852.30,-178363.75
"AGR","BWN07",2,17074.84,6458.13,,687.37,1528.55,0.00,0.00,,0.00,0.00
"AGR","BWN07",4,363424.10,326223.42,255790.02,422343.50,476382.98,0.00,0.00,0.00,0.00,0.00
"AGR","BWN07",10,54975451.47,66017301.63,77569585.35,76588477.50,71480894.50,0.00,0.00,0.00,0.00,0.00
"AGR","BWN07",12,10362.09,159.09,,68.94,58.76,0.00,0.00,,0.00,0.00
"AGR","BWN08",1,2406451.20,,,,,-30046.80,,,,
"AGR","BWN08",2,35035.66,,,,,-1805.11,,,,
"AGR","BWN08",3,682.29,,,,,0.00,,,,
"AGR","BWN08",4,493114.29,,,,,0.00,,,,
"AGR","BWN08",5,119666.30,,,,,0.00,,,,
"AGR","BWN08",6,51350.19,,,,,0.00,,,,
"AGR","BWN08",7,126134.30,,,,,0.00,,,,
"AGR","BWN08",9,10443.12,,,,,0.00,,,,
"AGR","BWN08",12,5524.56,,,,,0.00,,,,
"AGR","BWN08",21,0.00,,,,,-5530174.59,,,,
"AGR","BWN09",1,,652122.50,2515584.19,3311581.15,3741963.32,,0.00,-91.92,-605.86,-52683.62
"AGR","BWN09",2,,16315.39,1344.68,64.25,15316.24,,0.00,0.00,0.00,0.00
"AGR","BWN09",3,,,4854.16,,,,,0.00,,
"AGR","BWN09",4,,25104.55,169509.71,242668.73,113279.01,,0.00,0.00,0.00,0.00
"AGR","BWN09",5,,,2711.45,5775.00,5012.50,,,0.00,0.00,0.00
"AGR","BWN09",7,,164.34,141.95,265.00,277.32,,0.00,0.00,0.00,0.00
"AGR","BWN09",9,,,3496.17,2767.62,1691.06,,,0.00,0.00,0.00
"AGR","BWN09",10,,25869541.00,203053221.01,152966714.18,23850926.98,,0.00,0.00,0.00,0.00
"AGR","BWN09",12,,,3268.61,2312.14,182.67,,,0.00,0.00,0.00
"AGR","BWN10",1,,,,,1191916.11,,,,,0.00
"AGR","BWO01",1,241658654.98,247490823.20,262153391.64,251728792.72,250398156.07,-389271.03,-920718.17,-1170215.86,-1615724.07,-1944330.52
"AGR","BWO01",2,6517683.27,5721614.95,1099841.72,1410953.55,3202997.11,-422.09,-1026.05,0.00,-6461.73,-11533.29
"AGR","BWO01",3,314389.20,324693.81,407972.87,417293.41,358786.45,-1114.59,0.00,0.00,0.00,0.00
"AGR","BWO01",4,27899836.23,30369958.84,30896730.66,35802926.27,32636992.64,-1225677.97,-1390888.67,-1410915.33,-999637.45,-161256.47
"AGR","BWO01",5,1406907.53,1752014.33,1613245.29,1990624.07,3126279.12,-337710.91,-2710.00,-2944.00,-2944.00,-2100.00
"AGR","BWO01",6,15011436.80,11657372.36,10276785.47,9793016.51,12154606.42,-2709197.87,-574430.01,-77641.27,-21470.94,-8338.75
"AGR","BWO01",7,28776430.08,29583090.24,26475124.72,31486068.51,38229170.54,-359477.26,-412763.98,-225853.68,-288243.40,-295505.91
"AGR","BWO01",8,20813229.03,16352585.13,20687158.68,20215227.87,25178317.03,-3416.00,0.00,-57336.93,-200247.51,-1190548.19
"AGR","BWO01",9,36272482.22,32286688.67,23123437.42,25687877.47,22648787.58,-59566.71,-45879.00,0.00,-222954.74,-19271.50
"AGR","BWO01",10,927012.18,3073675.56,5719945.98,8998826.99,7607156.93,0.00,0.00,0.00,0.00,0.00
"AGR","BWO01",12,3928324.24,3387063.91,8569797.89,8744208.04,9025786.79,-253284.59,-379901.54,-131762.72,-241608.49,-342719.21
"AGR","BWO01",21,0.00,0.00,0.00,0.00,0.00,-14218753.15,-12181381.66,-9373355.72,-9878510.60,-12879801.74
"AGR","BWO02",1,20371848.21,25693993.25,24211335.43,27374051.38,24507693.30,-4345.57,-159760.98,-202089.17,-362851.98,-373429.85
"AGR","BWO02",2,993088.17,1471930.00,296916.00,535417.94,912111.25,0.00,0.00,0.00,0.00,-1438.40
"AGR","BWO02",3,43835.69,80527.63,133304.14,163323.27,105458.50,0.00,0.00,0.00,0.00,0.00
"AGR","BWO02",4,3069508.74,3448986.85,3098280.79,5400223.02,5706804.38,-22536.10,0.00,0.00,0.00,-451.19
"AGR","BWO02",5,187987.05,282315.60,245056.67,261906.27,379108.79,0.00,0.00,0.00,0.00,0.00
"AGR","BWO02",6,650222.62,725337.39,438208.90,760628.85,841743.53,0.00,0.00,0.00,0.00,0.00
"AGR","BWO02",7,3098089.67,3391782.17,2356966.58,3499574.57,2621746.80,0.00,-34428.00,0.00,0.00,0.00
"AGR","BWO02",8,3890861.00,,1155.00,,,0.00,,0.00,,
"AGR","BWO02",9,5120448.34,4284196.29,3244987.25,5289696.47,3852788.79,0.00,-3052.85,0.00,0.00,0.00
"AGR","BWO02",10,24353890.01,41706960.09,36382024.00,44344588.00,34905836.00,0.00,0.00,0.00,0.00,0.00
