"deptcode","ID"
"ORL","table1"
"ORL","table10"
"ORL","table11"
"ORL","table111"
"ORL","table112"
"ORL","table113"
"ORL","table12"
"ORL","table2"
"ORL","table300"
"ORL","table302"
"ORL","table303"
"ORL","table304"
"ORL","table305"
"ORL","table4"
"ORL","table5"
"ORL","table6"
"ORL","table8"
"ORL","table9"
"OSEO","table300"
"OSEO","table305"
"OSEO","table4"
"OSEO","table5"
"OSEO","table6"
"OSEO","table8"
"OSFI","table10"
"OSFI","table11"
"OSFI","table111"
"OSFI","table112"
"OSFI","table12"
"OSFI","table300"
"OSFI","table302"
"OSFI","table303"
"OSFI","table304"
"OSFI","table305"
"OSFI","table4"
"OSFI","table5"
"OSFI","table6"
"OSFI","table8"
"OSFI","table9"
"PACS","table4"
"PACS","table6"
"PBO","table8"
"PCA","table1"
"PCA","table10"
"PCA","table11"
"PCA","table111"
"PCA","table112"
"PCA","table12"
"PCA","table2"
"PCA","table300"
"PCA","table302"
"PCA","table303"
"PCA","table304"
"PCA","table305"
"PCA","table4"
"PCA","table5"
"PCA","table6"
"PCA","table7"
"PCA","table8"
"PCA","table9"
"PCC","table10"
"PCC","table11"
"PCC","table111"
"PCC","table112"
"PCC","table113"
"PCC","table12"
"PCC","table300"
"PCC","table302"
"PCC","table303"
"PCC","table304"
"PCC","table305"
"PCC","table4"
"PCC","table5"
"PCC","table6"
"PCC","table8"
"PCC","table9"
"PCO","table1"
"PCO","table10"
"PCO","table11"
"PCO","table111"
"PCO","table112"
"PCO","table113"
"PCO","table12"
"PCO","table2"
"PCO","table300"
"PCO","table302"
"PCO","table303"
"PCO","table304"
"PCO","table305"
"PCO","table4"
"PCO","table5"
"PCO","table6"
"PCO","table7"
"PCO","table8"
"PCO","table9"
"PHAC","table1"
"PHAC","table10"
"PHAC","table11"
"PHAC","table111"
"PHAC","table112"
"PHAC","table113"
"PHAC","table12"
"PHAC","table2"
"PHAC","table300"
"PHAC","table302"
"PHAC","table303"
"PHAC","table304"
"PHAC","table305"
"PHAC","table4"
"PHAC","table5"
"PHAC","table6"
"PHAC","table7"
"PHAC","table8"
"PHAC","table9"
"PMPRB","table1"
"PMPRB","table10"
"PMPRB","table11"
"PMPRB","table111"
"PMPRB","table112"
"PMPRB","table113"
"PMPRB","table12"
"PMPRB","table2"
"PMPRB","table300"
"PMPRB","table302"
"PMPRB","table303"
"PMPRB","table304"
"PMPRB","table305"
"PMPRB","table4"
"PMPRB","table5"
"PMPRB","table6"
"PMPRB","table8"
"PMPRB","table9"
"PPP","table300"
"PPP","table305"
"PPP","table4"
"PPP","table5"
"PPP","table6"
"PPP","table8"
"PPS","table300"
"PPS","table305"
"PPS","table4"
"PPS","table5"
"PPS","table6"
"PPS","table8"
"PSC","table1"
"PSC","table10"
"PSC","table11"
"PSC","table111"
"PSC","table112"
"PSC","table113"
"PSC","table12"
"PSC","table2"
"PSC","table300"
"PSC","table302"
"PSC","table303"
"PSC","table304"
"PSC","table305"
"PSC","table4"
"PSC","table5"
"PSC","table6"
"PSC","table8"
"PSC","table9"
"PSEP","table1"
"PSEP","table10"
"PSEP","table11"
"PSEP","table111"
"PSEP","table112"
"PSEP","table113"
"PSEP","table12"
"PSEP","table2"
"PSEP","table300"
"PSEP","table302"
"PSEP","table303"
"PSEP","table304"
"PSEP","table305"
"PSEP","table4"
"PSEP","table5"
"PSEP","table6"
"PSEP","table7"
"PSEP","table8"
"PSEP","table9"
"PSSRB","table10"
"PSSRB","table11"
"PSSRB","table111"
"PSSRB","table112"
"PSSRB","table12"
"PSSRB","table302"
"PSSRB","table303"
"PSSRB","table304"
"PSSRB","table4"
"PSSRB","table5"
"PSSRB","table6"
"PSSRB","table8"
"PSSRB","table9"
"PSST","table10"
"PSST","table11"
"PSST","table111"
"PSST","table112"
"PSST","table113"
"PSST","table12"
"PSST","table302"
"PSST","table303"
"PSST","table304"
"PSST","table4"
"PSST","table5"
"PSST","table6"
"PSST","table8"
"PSST","table9"
"RCMP","table1"
"RCMP","table10"
"RCMP","table11"
"RCMP","table111"
"RCMP","table112"
"RCMP","table113"
"RCMP","table12"
"RCMP","table2"
"RCMP","table300"
"RCMP","table302"
"RCMP","table303"
"RCMP","table304"
"RCMP","table305"
"RCMP","table4"
"RCMP","table5"
"RCMP","table6"
"RCMP","table7"
"RCMP","table8"
"RCMP","table9"
"RPSDP","table10"
"RPSDP","table11"
"RPSDP","table111"
"RPSDP","table112"
"RPSDP","table12"
"RPSDP","table302"
"RPSDP","table303"
"RPSDP","table304"
"RPSDP","table4"
"RPSDP","table5"
"RPSDP","table6"
"RPSDP","table8"
"RPSDP","table9"
"RSCT","table10"
"RSCT","table11"
"RSCT","table111"
"RSCT","table112"
"RSCT","table12"
"RSCT","table302"
"RSCT","table303"
"RSCT","table304"
"RSCT","table4"
"RSCT","table5"
"RSCT","table6"
"RSCT","table8"
"RSCT","table9"
"SC","table1"
"SC","table10"
"SC","table11"
"SC","table111"
"SC","table112"
"SC","table113"
"SC","table12"
"SC","table2"
"SC","table300"
"SC","table302"
"SC","table303"
"SC","table304"
"SC","table305"
"SC","table4"
"SC","table5"
"SC","table6"
"SC","table7"
"SC","table8"
"SC","table9"
"SCA","table300"
"SCA","table305"
"SCA","table4"
"SCA","table5"
"SCA","table6"
"SCA","table8"
"SCC","table1"
"SCC","table10"
"SCC","table11"
"SCC","table111"
"SCC","table112"
"SCC","table113"
"SCC","table12"
"SCC","table2"
"SCC","table300"
"SCC","table302"
"SCC","table303"
"SCC","table304"
"SCC","table305"
"SCC","table4"
"SCC","table5"
"SCC","table6"
"SCC","table8"
"SCC","table9"
"SEN","table300"
"SEN","table305"
"SEN","table4"
"SEN","table5"
"SEN","table6"
"SEN","table7"
"SEN","table8"
"SHARE","table1"
"SHARE","table10"
"SHARE","table11"
"SHARE","table111"
"SHARE","table112"
"SHARE","table113"
"SHARE","table12"
"SHARE","table2"
"SHARE","table300"
"SHARE","table302"
"SHARE","table303"
"SHARE","table304"
"SHARE","table305"
"SHARE","table4"
"SHARE","table5"
"SHARE","table6"
"SHARE","table8"
"SHARE","table9"
"SIRC","table1"
"SIRC","table10"
"SIRC","table11"
"SIRC","table111"
"SIRC","table112"
"SIRC","table12"
"SIRC","table2"
"SIRC","table300"
"SIRC","table302"
"SIRC","table303"
"SIRC","table304"
"SIRC","table305"
"SIRC","table4"
"SIRC","table5"
"SIRC","table6"
"SIRC","table8"
"SIRC","table9"
"SSHRC","table1"
"SSHRC","table10"
"SSHRC","table11"
"SSHRC","table111"
"SSHRC","table112"
"SSHRC","table12"
"SSHRC","table2"
"SSHRC","table300"
"SSHRC","table302"
"SSHRC","table303"
"SSHRC","table304"
"SSHRC","table305"
"SSHRC","table4"
"SSHRC","table5"
"SSHRC","table6"
"SSHRC","table7"
"SSHRC","table8"
"SSHRC","table9"
"SWC","table1"
"SWC","table10"
"SWC","table11"
"SWC","table111"
"SWC","table112"
"SWC","table113"
"SWC","table12"
"SWC","table2"
"SWC","table300"
"SWC","table302"
"SWC","table303"
"SWC","table304"
"SWC","table305"
"SWC","table4"
"SWC","table5"
"SWC","table6"
"SWC","table7"
"SWC","table8"
"SWC","table9"
"TBC","table1"
"TBC","table10"
"TBC","table11"
"TBC","table111"
"TBC","table112"
"TBC","table113"
"TBC","table12"
"TBC","table2"
"TBC","table300"
"TBC","table302"
"TBC","table303"
"TBC","table304"
"TBC","table305"
"TBC","table4"
"TBC","table5"
"TBC","table6"
"TBC","table7"
"TBC","table8"
"TBC","table9"
"TC","table1"
"TC","table10"
"TC","table11"
"TC","table111"
"TC","table112"
"TC","table113"
"TC","table12"
"TC","table2"
"TC","table300"
"TC","table302"
"TC","table303"
"TC","table304"
"TC","table305"
"TC","table4"
"TC","table5"
"TC","table6"
"TC","table7"
"TC","table8"
"TC","table9"
"TOUR","table300"
"TOUR","table305"
"TOUR","table4"
"TOUR","table5"
"TOUR","table6"
"TOUR","table8"
"TRC","table10"
"TRC","table11"
"TRC","table111"
"TRC","table112"
"TRC","table300"
"TRC","table302"
"TRC","table303"
"TRC","table304"
"TRC","table305"
"TRC","table4"
"TRC","table5"
"TRC","table6"
"TRC","table8"
"TRC","table9"
"VAC","table1"
"VAC","table10"
"VAC","table11"
"VAC","table111"
"VAC","table112"
"VAC","table113"
"VAC","table12"
"VAC","table2"
"VAC","table300"
"VAC","table302"
"VAC","table303"
"VAC","table304"
"VAC","table305"
"VAC","table4"
"VAC","table5"
"VAC","table6"
"VAC","table7"
"VAC","table8"
"VAC","table9"
"VIA","table300"
"VIA","table305"
"VIA","table4"
"VIA","table5"
"VIA","table6"
"VIA","table8"
"VRAB","table1"
"VRAB","table12"
"VRAB","table2"
"VRAB","table300"
"VRAB","table305"
"VRAB","table4"
"VRAB","table5"
"VRAB","table6"
"VRAB","table8"
"WDBA","table300"
"WDBA","table305"
"WDBA","table4"
"WDBA","table5"
"WDBA","table6"
"WDBA","table8"
"WDO","table1"
"WDO","table10"
"WDO","table11"
"WDO","table111"
"WDO","table112"
"WDO","table113"
"WDO","table12"
"WDO","table2"
"WDO","table300"
"WDO","table302"
"WDO","table303"
"WDO","table304"
"WDO","table305"
"WDO","table4"
"WDO","table5"
"WDO","table6"
"WDO","table7"
"WDO","table8"
"WDO","table9"

