fiscal_yr,service_id,program_id
2018-2019,1452,BGW05
2018-2019,1452,ISS01
2022-2023,1453,BGE05
2018-2019,1453,BGE05
2019-2020,1453,BGE05
2020-2021,1453,BGE05
2021-2022,1453,BGE05
2022-2023,1454,BGE05
2018-2019,1454,BGE05
2019-2020,1454,BGE05
2020-2021,1454,BGE05
2021-2022,1454,BGE05
2022-2023,1455,BGE06
2018-2019,1455,BGE04
2019-2020,1455,BGE04
2019-2020,1455,BGF01
2020-2021,1455,BGE06
2021-2022,1455,BGE06
2018-2019,1456,BGW01
2018-2019,1456,BGW02
2018-2019,1456,BGW04
2018-2019,1456,ISS01
2018-2019,1456,ISS02
2018-2019,1456,ISS03
2018-2019,1456,ISS07
2022-2023,1457,BGE06
2018-2019,1457,BGE06
2019-2020,1457,BGE06
2020-2021,1457,BGE06
2021-2022,1457,BGE06
2018-2019,1458,ISS01
2019-2020,1458,ISS01
2022-2023,1459,BGE06
2018-2019,1459,ISS01
2019-2020,1459,ISS01
2020-2021,1459,BGE06
2021-2022,1459,BGE06
2022-2023,145,BWN02
2018-2019,145,BWN02
2019-2020,145,BWN02
2020-2021,145,BWN02
2021-2022,145,BWN02
2018-2019,1460,BGE07
2022-2023,1461,BGE07
2022-2023,1461,ISS04
2018-2019,1461,BGE07
2019-2020,1461,BGE07
2020-2021,1461,BGE07
2020-2021,1461,ISS04
2021-2022,1461,BGE07
2021-2022,1461,ISS04
2022-2023,1462,BLM01
2022-2023,1462,BLM02
2022-2023,1462,BLM03
2022-2023,1462,ISS06
2018-2019,1462,ISS06
2019-2020,1462,ISS06
2020-2021,1462,BLM01
2020-2021,1462,BLM02
2020-2021,1462,BLM03
2020-2021,1462,ISS02
2020-2021,1462,ISS06
2021-2022,1462,BLM01
2021-2022,1462,BLM02
2021-2022,1462,BLM03
2021-2022,1462,ISS06
2022-2023,1463,BGE06
2018-2019,1463,ISS01
2019-2020,1463,ISS01
2020-2021,1463,BGE06
2021-2022,1463,BGE06
2022-2023,1464,ISS01
2018-2019,1464,ISS01
2019-2020,1464,ISS01
2020-2021,1464,ISS01
2021-2022,1464,ISS01
2022-2023,1465,ISS01
2018-2019,1465,ISS01
2019-2020,1465,ISS01
2020-2021,1465,ISS01
2021-2022,1465,ISS01
2022-2023,1466,BGE05
2018-2019,1466,BGE05
2019-2020,1466,BGE05
2020-2021,1466,BGE05
2021-2022,1466,BGE05
2018-2019,1467,BLM02
2019-2020,1467,BLM02
2020-2021,1467,BLM02
2022-2023,1468,BLM02
2018-2019,1468,BLM02
2019-2020,1468,BLM02
2020-2021,1468,BLM02
2021-2022,1468,BLM02
2022-2023,1469,BLM02
2018-2019,1469,BLM02
2019-2020,1469,BLM02
2020-2021,1469,BLM02
2021-2022,1469,BLM02
2022-2023,146,BWO05
2018-2019,146,BWO05
2019-2020,146,BWO05
2020-2021,146,BWO05
2021-2022,146,BWO05
2022-2023,1470,BGE05
2018-2019,1470,BGE05
2019-2020,1470,BGE05
2020-2021,1470,BGE05
2021-2022,1470,BGE05
2022-2023,1471,BGE05
2022-2023,1471,BGE06
2018-2019,1471,BGE05
2019-2020,1471,BGE05
2020-2021,1471,BGE05
2020-2021,1471,BGE06
2021-2022,1471,BGE05
2021-2022,1471,BGE06
2022-2023,1472,BXJ01
2018-2019,1472,BXJ01
2019-2020,1472,BXJ01
2020-2021,1472,BXJ01
2021-2022,1472,BXJ01
2018-2019,1473,BLM02
2019-2020,1473,BLM02
2020-2021,1473,BLM02
2022-2023,1474,BLM02
2018-2019,1474,BLM02
2019-2020,1474,BLM02
2020-2021,1474,BLM02
2021-2022,1474,BLM02
2018-2019,1475,BLM02
2019-2020,1475,BLM02
2020-2021,1475,BLM02
2022-2023,147,BWO04
2018-2019,147,BWO04
2019-2020,147,BWO04
2020-2021,147,BWO04
2021-2022,147,BWO04
2022-2023,1480,BGE05
2022-2023,1480,BGE06
2018-2019,1480,BGE05
2019-2020,1480,BGE05
2020-2021,1480,BGE05
2020-2021,1480,BGE06
2021-2022,1480,BGE05
2021-2022,1480,BGE06
2022-2023,1481,ISS01
2018-2019,1481,ISS01
2019-2020,1481,ISS01
2020-2021,1481,ISS01
2021-2022,1481,ISS01
2022-2023,1482,BGF01
2018-2019,1482,BGF01
2019-2020,1482,BGF01
2020-2021,1482,BGF01
2021-2022,1482,BGF01
2022-2023,1483,BWR06
2018-2019,1483,BWR03
2019-2020,1483,BWR03
2020-2021,1483,BWR06
2021-2022,1483,BWR06
2022-2023,1484,BGF01
2018-2019,1484,BGF01
2019-2020,1484,BGF01
2020-2021,1484,BGF01
2021-2022,1484,BGF01
2022-2023,1485,BGF01
2018-2019,1485,BGF01
2019-2020,1485,BGF01
2020-2021,1485,BGF01
2021-2022,1485,BGF01
2022-2023,1486,BGF01
2018-2019,1486,BGF01
2019-2020,1486,BGF01
2020-2021,1486,BGF01
2021-2022,1486,BGF01
2022-2023,1487,BGF01
2018-2019,1487,BGF01
2019-2020,1487,BGF01
2020-2021,1487,BGF01
2021-2022,1487,BGF01
2022-2023,1488,BGF01
2018-2019,1488,BGF01
2019-2020,1488,BGF01
2020-2021,1488,BGF01
2021-2022,1488,BGF01
2022-2023,1489,BGF01
2018-2019,1489,BGF01
2019-2020,1489,BGF01
2020-2021,1489,BGF01
2021-2022,1489,BGF01
2022-2023,148,BWN01
2018-2019,148,BWN01
2019-2020,148,BWN01
2020-2021,148,BWN01
2021-2022,148,BWN01
2022-2023,1490,BGF01
2018-2019,1490,BGF01
2019-2020,1490,BGF01
2020-2021,1490,BGF01
2021-2022,1490,BGF01
2022-2023,1491,BGF02
2018-2019,1491,BGF02
2019-2020,1491,BGF02
2020-2021,1491,BGF02
2021-2022,1491,BGF02
2022-2023,1492,BGF02
2018-2019,1492,BGF02
2019-2020,1492,BGF02
2020-2021,1492,BGF02
2021-2022,1492,BGF02
2022-2023,1493,BGF02
2018-2019,1493,BGF02
2019-2020,1493,BGF02
2020-2021,1493,BGF02
2021-2022,1493,BGF02
2022-2023,1494,ISS01
2018-2019,1494,BGF02
2019-2020,1494,ISS01
2020-2021,1494,ISS01
2021-2022,1494,ISS01
2022-2023,1495,BGF02
2018-2019,1495,BGF02
2019-2020,1495,BGF02
2020-2021,1495,BGF02
2021-2022,1495,BGF02
2022-2023,1496,BGF02
2018-2019,1496,BGF02
2019-2020,1496,BGF02
2020-2021,1496,BGF02
2021-2022,1496,BGF02
2022-2023,1497,BGF02
2018-2019,1497,BGF02
2019-2020,1497,BGF02
2020-2021,1497,BGF02
2021-2022,1497,BGF02
2022-2023,1498,BGF02
2018-2019,1498,BGF02
2019-2020,1498,BGF02
2020-2021,1498,BGF02
2021-2022,1498,BGF02
2018-2019,1499,BGF02
2022-2023,149,BWN01
2018-2019,149,BWN01
2019-2020,149,BWN01
2020-2021,149,BWN01
2021-2022,149,BWN01
2018-2019,14,BWE02
2022-2023,1500,BGF02
2018-2019,1500,BGF02
2019-2020,1500,BGF02
2020-2021,1500,BGF02
2021-2022,1500,BGF02
2022-2023,1501,ISS01
2018-2019,1501,ISS01
2019-2020,1501,ISS01
2020-2021,1501,ISS01
2021-2022,1501,ISS01
2018-2019,1502,ISS04
2022-2023,1503,ISS01
2018-2019,1503,ISS01
2019-2020,1503,ISS01
2020-2021,1503,ISS01
2021-2022,1503,ISS01
2018-2019,1504,ISS04
2022-2023,1506,BSP03
2018-2019,1506,BSP03
2019-2020,1506,BSP03
2020-2021,1506,BSP03
2021-2022,1506,BSP03
2022-2023,1508,BGD01
2022-2023,1508,BGE06
2018-2019,1508,ISS01
2019-2020,1508,ISS01
2020-2021,1508,BGD01
2020-2021,1508,BGE06
2021-2022,1508,BGD01
2021-2022,1508,BGE06
2022-2023,150,BWN01
2018-2019,150,BWN01
2019-2020,150,BWN01
2020-2021,150,BWN01
2021-2022,150,BWN01
2022-2023,1510,ISS01
2018-2019,1510,ISS01
2019-2020,1510,ISS01
2020-2021,1510,ISS01
2021-2022,1510,ISS01
2022-2023,1511,BGE04
2018-2019,1511,ISS01
2019-2020,1511,ISS01
2020-2021,1511,BGE04
2021-2022,1511,BGE04
2022-2023,1512,ISS01
2018-2019,1512,ISS01
2019-2020,1512,ISS01
2020-2021,1512,ISS01
2021-2022,1512,ISS01
2022-2023,1513,BGE06
2018-2019,1513,BGE06
2019-2020,1513,BGE06
2020-2021,1513,BGE06
2021-2022,1513,BGE06
2018-2019,1514,ISS06
2019-2020,1514,ISS01
2019-2020,1514,ISS06
2020-2021,1514,ISS01
2020-2021,1514,ISS06
2022-2023,1515,ISS05
2018-2019,1515,ISS05
2019-2020,1515,ISS05
2020-2021,1515,ISS05
2021-2022,1515,ISS05
2018-2019,1516,ISS06
2019-2020,1516,ISS01
2020-2021,1516,ISS01
2022-2023,1518,ISS01
2018-2019,1518,ISS01
2019-2020,1518,ISS01
2020-2021,1518,ISS01
2021-2022,1518,ISS01
2022-2023,1519,BTL03
2018-2019,1519,BTL03
2019-2020,1519,BTL03
2020-2021,1519,BTL03
2021-2022,1519,BTL03
2022-2023,1520,BGD03
2018-2019,1520,BGD03
2019-2020,1520,BGD03
2020-2021,1520,BGD03
2021-2022,1520,BGD03
2022-2023,1521,BTL11
2018-2019,1521,BTL11
2019-2020,1521,BTL11
2020-2021,1521,BTL11
2021-2022,1521,BTL11
2022-2023,1522,BTL01
2022-2023,1522,BTL03
2018-2019,1522,BTL01
2018-2019,1522,BTL03
2019-2020,1522,BTL01
2019-2020,1522,BTL03
2020-2021,1522,BTL01
2020-2021,1522,BTL03
2021-2022,1522,BTL01
2021-2022,1522,BTL03
2022-2023,1523,BGE02
2018-2019,1523,BGE01
2019-2020,1523,BGE01
2020-2021,1523,BGE02
2021-2022,1523,BGE02
2022-2023,1524,BTL12
2018-2019,1524,BTL12
2019-2020,1524,BTL12
2020-2021,1524,BTL12
2021-2022,1524,BTL12
2018-2019,1525,BTW06
2019-2020,1525,BTW06
2020-2021,1525,BTW06
2021-2022,1525,BTW06
2022-2023,1526,BSP02
2018-2019,1526,BSP02
2019-2020,1526,BSP02
2020-2021,1526,BSP02
2021-2022,1526,BSP02
2022-2023,1527,BWI06
2022-2023,1527,BWI07
2022-2023,1527,BWI08
2022-2023,1527,BWI09
2022-2023,1527,BWI10
2022-2023,1527,BWI11
2022-2023,1527,BWI12
2022-2023,1527,BWI13
2022-2023,1527,BWI16
2022-2023,1527,BWJ02
2018-2019,1527,BWI01
2018-2019,1527,BWI02
2018-2019,1527,BWI03
2018-2019,1527,BWI04
2018-2019,1527,BWI06
2018-2019,1527,BWI07
2018-2019,1527,BWI08
2018-2019,1527,BWI09
2018-2019,1527,BWI10
2018-2019,1527,BWI11
2018-2019,1527,BWI13
2018-2019,1527,BWI14
2018-2019,1527,BWI15
2018-2019,1527,BWJ02
2019-2020,1527,BWI06
2019-2020,1527,BWI07
2019-2020,1527,BWI08
2019-2020,1527,BWI09
2019-2020,1527,BWI10
2019-2020,1527,BWI11
2019-2020,1527,BWI12
2019-2020,1527,BWI13
2019-2020,1527,BWI15
2019-2020,1527,BWI16
2019-2020,1527,BWJ02
2020-2021,1527,BWI06
2020-2021,1527,BWI07
2020-2021,1527,BWI08
2020-2021,1527,BWI09
2020-2021,1527,BWI10
2020-2021,1527,BWI11
2020-2021,1527,BWI12
2020-2021,1527,BWI13
2020-2021,1527,BWI16
2020-2021,1527,BWJ02
2021-2022,1527,BWI06
2021-2022,1527,BWI07
2021-2022,1527,BWI08
2021-2022,1527,BWI09
2021-2022,1527,BWI10
2021-2022,1527,BWI11
2021-2022,1527,BWI12
2021-2022,1527,BWI13
2021-2022,1527,BWI16
2021-2022,1527,BWJ02
2022-2023,1528,ISS02
2018-2019,1528,ISS02
2019-2020,1528,ISS02
2020-2021,1528,ISS02
2021-2022,1528,ISS02
2018-2019,1529,ISS02
2022-2023,152,BWN01
2018-2019,152,BWN01
2019-2020,152,BWN01
2020-2021,152,BWN01
2021-2022,152,BWN01
2022-2023,1530,BNL04
2018-2019,1530,BNL04
2019-2020,1530,BNL04
2020-2021,1530,BNL04
2021-2022,1530,BNL04
2018-2019,1531,ISS02
2022-2023,1532,BWI07
2018-2019,1532,BWI07
2019-2020,1532,BWI07
2020-2021,1532,BWI07
2021-2022,1532,BWI07
2022-2023,1534,ISS02
2018-2019,1534,ISS02
2019-2020,1534,ISS02
2020-2021,1534,ISS02
2021-2022,1534,ISS02
2018-2019,1535,BTX02
2019-2020,1535,BTX02
2018-2019,1536,BTX02
2019-2020,1536,BTX02
2020-2021,1536,BTX02
2021-2022,1536,BTX02
2018-2019,1537,BTX02
2018-2019,1538,BTY04
2019-2020,1538,BTY04
2020-2021,1538,BTY04
2021-2022,1538,BTY04
2018-2019,1539,BTY04
2019-2020,1539,BTY04
2020-2021,1539,BTY04
2021-2022,1539,BTY04
2018-2019,153,ISS01
2019-2020,153,ISS01
2018-2019,1540,BTY04
2019-2020,1540,BTY04
2020-2021,1540,BTY04
2021-2022,1540,BTY04
2018-2019,1541,BTY04
2019-2020,1541,BTY04
2020-2021,1541,BTY04
2021-2022,1541,BTY04
2018-2019,1542,BTY04
2019-2020,1542,BTY04
2020-2021,1542,BTY04
2021-2022,1542,BTY04
2018-2019,1543,BTY04
2019-2020,1543,BTY04
2020-2021,1543,BTY04
2021-2022,1543,BTY04
2018-2019,1544,BTX06
2019-2020,1544,BTX06
2020-2021,1544,BTX06
2021-2022,1544,BTX06
2018-2019,1545,BTX06
2019-2020,1545,BTX06
2020-2021,1545,BTX06
2021-2022,1545,BTX06
2018-2019,1546,BTX06
2019-2020,1546,BTX06
2020-2021,1546,BTX06
2021-2022,1546,BTX06
2022-2023,1547,BNQ14
2018-2019,1547,BNQ14
2019-2020,1547,BNQ14
2020-2021,1547,BNQ14
2021-2022,1547,BNQ14
2022-2023,1548,BUF04
2018-2019,1548,BUF04
2019-2020,1548,BUF04
2020-2021,1548,BUF04
2021-2022,1548,BUF04
2022-2023,1549,BNQ14
2018-2019,1549,BNQ14
2019-2020,1549,BNQ14
2020-2021,1549,BNQ14
2021-2022,1549,BNQ14
2022-2023,154,BWN04
2018-2019,154,BWN04
2019-2020,154,BWN04
2020-2021,154,BWN04
2021-2022,154,BWN04
2022-2023,1550,ISS01
2018-2019,1550,ISS01
2019-2020,1550,ISS01
2020-2021,1550,ISS01
2021-2022,1550,ISS01
2022-2023,1551,BNQ01
2022-2023,1551,BNQ02
2022-2023,1551,BNQ03
2022-2023,1551,BNQ04
2022-2023,1551,BNQ05
2022-2023,1551,BNQ06
2022-2023,1551,BNQ07
2022-2023,1551,BNQ11
2022-2023,1551,BNQ12
2022-2023,1551,BNQ13
2022-2023,1551,BNQ15
2022-2023,1551,BNQ16
2018-2019,1551,BNQ01
2018-2019,1551,BNQ02
2018-2019,1551,BNQ03
2018-2019,1551,BNQ04
2018-2019,1551,BNQ05
2018-2019,1551,BNQ06
2018-2019,1551,BNQ07
2018-2019,1551,BNQ09
2018-2019,1551,BNQ11
2018-2019,1551,BNQ12
2018-2019,1551,BNQ13
2018-2019,1551,BNQ15
2018-2019,1551,BNQ16
2019-2020,1551,BNQ01
2019-2020,1551,BNQ02
2019-2020,1551,BNQ03
2019-2020,1551,BNQ04
2019-2020,1551,BNQ05
2019-2020,1551,BNQ06
2019-2020,1551,BNQ07
2019-2020,1551,BNQ11
2019-2020,1551,BNQ12
2019-2020,1551,BNQ13
2019-2020,1551,BNQ15
2019-2020,1551,BNQ16
2020-2021,1551,BNQ01
2020-2021,1551,BNQ02
2020-2021,1551,BNQ03
2020-2021,1551,BNQ04
2020-2021,1551,BNQ05
2020-2021,1551,BNQ06
2020-2021,1551,BNQ07
2020-2021,1551,BNQ11
2020-2021,1551,BNQ12
2020-2021,1551,BNQ13
2020-2021,1551,BNQ15
2020-2021,1551,BNQ16
2021-2022,1551,BNQ01
2021-2022,1551,BNQ02
2021-2022,1551,BNQ03
2021-2022,1551,BNQ04
2021-2022,1551,BNQ05
2021-2022,1551,BNQ06
2021-2022,1551,BNQ07
2021-2022,1551,BNQ11
2021-2022,1551,BNQ12
2021-2022,1551,BNQ13
2021-2022,1551,BNQ15
2021-2022,1551,BNQ16
2022-2023,1552,BNQ01
2022-2023,1552,BNQ02
2022-2023,1552,BNQ03
2022-2023,1552,BNQ04
2022-2023,1552,BNQ05
2022-2023,1552,BNQ06
2022-2023,1552,BNQ07
2022-2023,1552,BNQ11
2022-2023,1552,BNQ12
2022-2023,1552,BNQ13
2022-2023,1552,BNQ15
2022-2023,1552,BNQ16
2018-2019,1552,BNQ01
2018-2019,1552,BNQ02
2018-2019,1552,BNQ03
2018-2019,1552,BNQ04
2018-2019,1552,BNQ05
2018-2019,1552,BNQ06
2018-2019,1552,BNQ07
2018-2019,1552,BNQ09
2018-2019,1552,BNQ11
2018-2019,1552,BNQ12
2018-2019,1552,BNQ13
2018-2019,1552,BNQ15
2018-2019,1552,BNQ16
2019-2020,1552,BNQ01
2019-2020,1552,BNQ02
2019-2020,1552,BNQ03
2019-2020,1552,BNQ04
2019-2020,1552,BNQ05
2019-2020,1552,BNQ06
2019-2020,1552,BNQ07
2019-2020,1552,BNQ11
2019-2020,1552,BNQ12
2019-2020,1552,BNQ13
2019-2020,1552,BNQ15
2019-2020,1552,BNQ16
2020-2021,1552,BNQ01
2020-2021,1552,BNQ02
2020-2021,1552,BNQ03
2020-2021,1552,BNQ04
2020-2021,1552,BNQ05
2020-2021,1552,BNQ06
2020-2021,1552,BNQ07
2020-2021,1552,BNQ11
2020-2021,1552,BNQ12
2020-2021,1552,BNQ13
2020-2021,1552,BNQ15
2020-2021,1552,BNQ16
2021-2022,1552,BNQ01
2021-2022,1552,BNQ02
2021-2022,1552,BNQ03
2021-2022,1552,BNQ04
2021-2022,1552,BNQ05
2021-2022,1552,BNQ06
2021-2022,1552,BNQ07
2021-2022,1552,BNQ11
2021-2022,1552,BNQ12
2021-2022,1552,BNQ13
2021-2022,1552,BNQ15
2021-2022,1552,BNQ16
2022-2023,1553,BNQ04
2018-2019,1553,BNQ04
2019-2020,1553,BNQ04
2020-2021,1553,BNQ04
2021-2022,1553,BNQ04
2022-2023,1554,BNQ11
2018-2019,1554,BNQ11
2019-2020,1554,BNQ11
2020-2021,1554,BNQ11
2021-2022,1554,BNQ11
2022-2023,1555,BNQ11
2018-2019,1555,BNQ11
2019-2020,1555,BNQ11
2020-2021,1555,BNQ11
2021-2022,1555,BNQ11
2022-2023,1556,BNQ11
2018-2019,1556,BNQ11
2019-2020,1556,BNQ11
2020-2021,1556,BNQ11
2021-2022,1556,BNQ11
2022-2023,1557,BNQ11
2018-2019,1557,BNQ11
2019-2020,1557,BNQ11
2020-2021,1557,BNQ11
2021-2022,1557,BNQ11
2022-2023,1558,BNQ08
2022-2023,1558,ISS02
2018-2019,1558,BNQ08
2018-2019,1558,ISS02
2019-2020,1558,BNQ08
2019-2020,1558,ISS02
2020-2021,1558,BNQ08
2020-2021,1558,ISS02
2021-2022,1558,BNQ08
2021-2022,1558,ISS02
2022-2023,155,BUK02
2018-2019,155,BUK02
2019-2020,155,BUK02
2020-2021,155,BUK02
2021-2022,155,BUK02
2022-2023,1560,BNQ08
2018-2019,1560,BNQ08
2019-2020,1560,BNQ08
2020-2021,1560,BNQ08
2021-2022,1560,BNQ08
2022-2023,1561,BWI16
2018-2019,1561,BWI01
2018-2019,1561,BWI02
2019-2020,1561,BWI16
2020-2021,1561,BWI16
2021-2022,1561,BWI16
2018-2019,1562,BTW14
2019-2020,1562,BTW14
2018-2019,1563,BWR01
2018-2019,1564,BTW15
2019-2020,1564,BTW15
2020-2021,1564,BTW15
2021-2022,1564,BTW15
2018-2019,1565,BTW19
2019-2020,1565,BTW19
2020-2021,1565,BTW19
2021-2022,1565,BTW19
2018-2019,1566,BTW17
2019-2020,1566,BTW17
2018-2019,1567,BTW17
2019-2020,1567,BTW17
2020-2021,1567,BTW17
2021-2022,1567,BTW17
2018-2019,1568,BTW17
2019-2020,1568,BTW16
2020-2021,1568,BTW16
2021-2022,1568,BTW16
2018-2019,1569,BTW17
2019-2020,1569,BTW16
2020-2021,1569,BTW16
2021-2022,1569,BTW16
2022-2023,156,BWN04
2018-2019,156,BWN04
2019-2020,156,BWN04
2020-2021,156,BWN04
2021-2022,156,BWN04
2018-2019,1570,BTW17
2019-2020,1570,BTW16
2020-2021,1570,BTW16
2021-2022,1570,BTW16
2018-2019,1571,BTW17
2019-2020,1571,BTW16
2020-2021,1571,BTW16
2021-2022,1571,BTW16
2018-2019,1572,BTW17
2019-2020,1572,BTW17
2020-2021,1572,BTW17
2021-2022,1572,BTW17
2018-2019,1573,BTW17
2019-2020,1573,BTW16
2020-2021,1573,BTW16
2021-2022,1573,BTW16
2018-2019,1574,BTW17
2019-2020,1574,BTW16
2020-2021,1574,BTW16
2021-2022,1574,BTW16
2018-2019,1575,BTW17
2019-2020,1575,BTW17
2022-2023,1576,ISS02
2018-2019,1576,ISS02
2019-2020,1576,ISS02
2020-2021,1576,ISS02
2021-2022,1576,ISS02
2018-2019,1577,BTW17
2022-2023,1578,ISS02
2018-2019,1578,ISS02
2019-2020,1578,ISS02
2020-2021,1578,ISS02
2021-2022,1578,ISS02
2018-2019,1579,BTW17
2019-2020,1579,BTW16
2020-2021,1579,BTW16
2021-2022,1579,BTW16
2018-2019,157,ISS01
2019-2020,157,ISS01
2020-2021,157,ISS01
2018-2019,1580,BTW21
2019-2020,1580,BTW21
2020-2021,1580,BTW21
2021-2022,1580,BTW21
2018-2019,1581,BTW21
2019-2020,1581,BTW21
2020-2021,1581,BTW21
2021-2022,1581,BTW21
2018-2019,1582,BTW22
2019-2020,1582,BTW22
2020-2021,1582,BTW22
2021-2022,1582,BTW22
2018-2019,1583,BTO07
2019-2020,1583,BTO07
2020-2021,1583,BTO07
2020-2021,1583,ISS01
2018-2019,1584,BTY03
2019-2020,1584,BTY03
2020-2021,1584,BTY03
2021-2022,1584,BTY03
2018-2019,1585,BTY03
2019-2020,1585,BTY03
2020-2021,1585,BTY03
2021-2022,1585,BTY03
2018-2019,1586,BTY03
2019-2020,1586,BTY03
2020-2021,1586,BTY03
2021-2022,1586,BTY03
2018-2019,1587,BTY03
2019-2020,1587,BTY03
2020-2021,1587,BTY03
2021-2022,1587,BTY03
2022-2023,1588,BTO02
2018-2019,1588,BTO02
2019-2020,1588,BTO02
2020-2021,1588,BTO02
2021-2022,1588,BTO02
2018-2019,1589,BTY03
2019-2020,1589,BTY03
2020-2021,1589,BTY03
2021-2022,1589,BTY03
2022-2023,158,BWP09
2018-2019,158,BWP09
2019-2020,158,BWP09
2020-2021,158,BWP09
2021-2022,158,BWP09
2018-2019,1590,BTY03
2019-2020,1590,BTY03
2020-2021,1590,BTY03
2021-2022,1590,BTY03
2018-2019,1591,BTY03
2019-2020,1591,BTY03
2020-2021,1591,BTY03
2021-2022,1591,BTY03
2018-2019,1592,BTY03
2019-2020,1592,BTY03
2020-2021,1592,BTY03
2021-2022,1592,BTY03
2018-2019,1593,BTY03
2019-2020,1593,BTY03
2020-2021,1593,BTY03
2021-2022,1593,BTY03
2018-2019,1594,BTY03
2019-2020,1594,BTY03
2020-2021,1594,BTY03
2021-2022,1594,BTY03
2018-2019,1595,BTY03
2019-2020,1595,BTY03
2020-2021,1595,BTY03
2021-2022,1595,BTY03
2018-2019,1596,BTY03
2019-2020,1596,BTY03
2020-2021,1596,BTY03
2021-2022,1596,BTY03
2018-2019,1598,BTY03
2019-2020,1598,BTY03
2020-2021,1598,BTY03
2021-2022,1598,BTY03
2022-2023,15,BYE04
2018-2019,15,BWE05
2019-2020,15,BWE05
2020-2021,15,BYE04
2021-2022,15,BYE04
2018-2019,1600,BTY03
2019-2020,1600,BTY03
2020-2021,1600,BTY03
2021-2022,1600,BTY03
2018-2019,1602,BTY03
2019-2020,1602,BTY03
2020-2021,1602,BTY03
2021-2022,1602,BTY03
2018-2019,1603,BTY03
2019-2020,1603,BTY03
2020-2021,1603,BTY03
2021-2022,1603,BTY03
2018-2019,1604,BTY03
2019-2020,1604,BTY03
2020-2021,1604,BTY03
2021-2022,1604,BTY03
2018-2019,1605,BTY03
2019-2020,1605,BTY03
2020-2021,1605,BTY03
2021-2022,1605,BTY03
2018-2019,1606,BTX06
2019-2020,1606,BTX06
2020-2021,1606,BTX06
2021-2022,1606,BTX06
2018-2019,1607,BTY03
2019-2020,1607,BTY03
2020-2021,1607,BTY03
2021-2022,1607,BTY03
2018-2019,1608,BTX06
2019-2020,1608,BTX06
2020-2021,1608,BTX06
2021-2022,1608,BTX06
2018-2019,1609,BTW08
2019-2020,1609,BTW08
2020-2021,1609,BTW11
2021-2022,1609,BTW11
2022-2023,160,ISS02
2018-2019,160,ISS02
2019-2020,160,ISS02
2020-2021,160,ISS02
2021-2022,160,ISS02
2018-2019,1610,BTW08
2019-2020,1610,BTW08
2020-2021,1610,BTW08
2018-2019,1611,BTW08
2019-2020,1611,BTW08
2020-2021,1611,BTW08
2021-2022,1611,BTW08
2018-2019,1612,BTW09
2019-2020,1612,BTW08
2020-2021,1612,BTW08
2021-2022,1612,BTW08
2018-2019,1613,BTY03
2019-2020,1613,BTY03
2020-2021,1613,BTY03
2021-2022,1613,BTY03
2018-2019,1614,BTW08
2018-2019,1614,BTW09
2019-2020,1614,BTW08
2019-2020,1614,BTW09
2020-2021,1614,BTW09
2021-2022,1614,BTW09
2018-2019,1615,BTY03
2019-2020,1615,BTY03
2020-2021,1615,BTY03
2021-2022,1615,BTY03
2018-2019,1616,BTW08
2019-2020,1616,BTW08
2020-2021,1616,BTW08
2021-2022,1616,BTW08
2018-2019,1617,BTW08
2019-2020,1617,BTW08
2018-2019,1618,BTY03
2019-2020,1618,BTY03
2020-2021,1618,BTY03
2021-2022,1618,BTY03
2018-2019,1619,BTY03
2019-2020,1619,BTY03
2020-2021,1619,BTY03
2021-2022,1619,BTY03
2022-2023,161,BWN02
2018-2019,161,BWN02
2019-2020,161,BWN02
2020-2021,161,BWN02
2021-2022,161,BWN02
2018-2019,1620,BTW09
2019-2020,1620,BTW08
2019-2020,1620,BTW09
2020-2021,1620,BTW08
2021-2022,1620,BTW08
2018-2019,1621,BTX04
2019-2020,1621,BTX04
2020-2021,1621,BTX04
2021-2022,1621,BTX04
2018-2019,1622,BTW08
2018-2019,1622,BTW09
2019-2020,1622,BTW08
2019-2020,1622,BTW09
2020-2021,1622,BTW09
2021-2022,1622,BTW09
2018-2019,1623,BTX04
2019-2020,1623,BTX04
2020-2021,1623,BTX04
2021-2022,1623,BTX04
2018-2019,1624,BTX05
2019-2020,1624,BTX05
2020-2021,1624,BTX05
2021-2022,1624,BTX05
2018-2019,1625,BTW24
2019-2020,1625,BTW24
2020-2021,1625,BTW24
2021-2022,1625,BTW24
2018-2019,1626,BTY01
2019-2020,1626,BTY01
2020-2021,1626,BTY01
2021-2022,1626,BTY01
2018-2019,1627,BTY01
2019-2020,1627,BTY01
2020-2021,1627,BTY01
2021-2022,1627,BTY01
2022-2023,1628,BWI10
2018-2019,1628,BWI02
2019-2020,1628,BWI16
2020-2021,1628,BWI10
2021-2022,1628,BWI10
2018-2019,1629,ISS02
2019-2020,1629,ISS02
2020-2021,1629,ISS02
2021-2022,1629,ISS02
2022-2023,162,BWN02
2018-2019,162,BWN02
2019-2020,162,BWN02
2020-2021,162,BWN02
2021-2022,162,BWN02
2018-2019,1631,BTX01
2019-2020,1631,BTX01
2020-2021,1631,BTX01
2018-2019,1632,BTX01
2019-2020,1632,BTX01
2020-2021,1632,BTX01
2021-2022,1632,BTX01
2022-2023,1633,BWI07
2018-2019,1633,BWI07
2019-2020,1633,BWI07
2020-2021,1633,BWI07
2021-2022,1633,BWI07
2018-2019,1634,BTX01
2019-2020,1634,BTX01
2020-2021,1634,BTX01
