dept_code,so_num,pa_last_year_5,pa_last_year_4,pa_last_year_3,pa_last_year_2,pa_last_year_1
FCAC,12,31700.370000000003,18018.73,177037.06,330113.23,421032.49
FEDNO,1,,6843895.04,10349256.91,11594159.11,13350560.57
FEDNO,2,,69011.65,256358.67,340230.0,335906.14
FEDNO,3,,59069.979999999996,110279.86,111256.67,120652.22
FEDNO,4,,1031227.2100000001,1671896.9,2452605.81,1310661.01
FEDNO,5,,4007.15,25356.73,30499.75,30202.65
FEDNO,6,,7386.58,955348.63,113397.77,59123.35
FEDNO,7,,13265.74,24089.22,18561.07,17651.33
FEDNO,9,,100443.36,79998.89,356096.47000000003,186548.97
FEDNO,10,,80300881.0,117737927.0,56474878.0,47927226.0
FEDNO,12,,791763.64,867353.6,284694.72,724598.25
FEDSO,1,31904335.82,37148274.71,39464325.39,39649635.38,37489519.11
FEDSO,2,28780.95,29562.44,368256.85000000003,652177.37,396980.81
FEDSO,3,480595.18,517423.27,547185.31,506189.44,211456.59
FEDSO,4,4468179.37,4908254.8,4723768.31,4333519.7,3816290.01
FEDSO,5,274851.25,157842.49,216314.41999999998,880602.86,409699.37
FEDSO,6,17378.18,26817.21,19083.11,6188.16,195.0
FEDSO,7,44836.87,41396.38,58055.91,64629.05,22322.160000000003
FEDSO,9,372197.76999999996,563666.2,507240.74,206180.72,66517.26
FEDSO,10,654993578.0,356644871.0,553086928.0,415654178.0,216068069.0
FEDSO,12,161761.69,77371.47,195538.18,79179.51,114736.06
FIN,1,109626934.69,111209952.54,124283239.8,135524278.79,140414313.10999998
FIN,2,633193.12,831900.76,2476511.59,2620071.89,2006423.06
FIN,3,23338634.21,11515322.120000001,4789501.32,2300224.42,2713664.1
FIN,4,11354380.120000001,10326095.84,15866461.34,14603345.43,14969637.25
FIN,5,1182461.03,1547608.56,1786776.83,2070317.88,2399483.38
FIN,6,112684.31000000001,211244.58,428296.58,282814.66000000003,466279.79
FIN,7,85893776.86,84798016.71,87526307.36,82728327.55000001,80726711.53999999
FIN,8,,48807.77,,,
FIN,9,1958717.6,1377277.26,1958859.07,1521337.86,739445.9299999999
FIN,10,96434730258.45999,82869368341.26,84882269080.64,91164253768.53,92618228791.84999
FIN,11,20425560929.18,22987970521.03,31588323428.75,42474117787.340004,47995144537.39
FIN,12,565835905.68,308847280.7,605281884.87,1631428659.1,2402037398.29
FJA,1,603613163.3,642844498.67,664420701.47,698688417.03,747484280.86
FJA,2,4849243.24,6968073.0200000005,18315645.77,23320719.51,24860018.79
FJA,3,91745.12,115351.34,107369.08,102819.33,124596.95
FJA,4,12796007.940000001,14181440.49,19321972.84,19142442.689999998,21265306.520000003
FJA,5,240885.46,682585.71,1622675.48,718351.24,1037468.28
FJA,6,133410.9,34461.990000000005,115952.72,46487.55,114641.01000000001
FJA,7,40337.049999999996,26892.12,28476.0,33369.86,32740.120000000003
FJA,9,263785.06,206999.63,124919.8,361575.45,218851.23
FJA,12,5128254.62,5762830.58,8128781.97,10305781.16,9060556.530000001
FJA,22,-40200.0,-40200.0,-24743.54,,
FO,1,1399895291.92,1446252354.81,1506244552.99,1806116909.23,1744789719.07
FO,2,51004571.29,74420682.22,103825111.38,97336804.5,94884660.53
FO,3,3957777.41,7063778.49,10829190.95,11982283.44,13432093.68
FO,4,662681306.74,748893587.68,809228713.44,1024235371.95,1359005962.05
FO,5,51168674.07,58151312.21,68912491.47,83456345.29,72188568.11
FO,6,183576055.24,166312481.26999998,154129130.37,166715434.44,168344621.69
FO,7,118686270.09,134967306.24,186370760.45,158542913.99,152642264.94
FO,8,119607073.91000001,90917966.17999999,174584040.98,240820410.35999998,207827050.76
FO,9,340767184.64,371539899.13,371774841.91,393676471.65999997,665507274.76
FO,10,421263380.69,681289122.29,402101250.34,591513103.59,761067318.9300001
FO,11,124565.06,113679.22,124480.79,174387.36,166093.13
FO,12,35141911.559999995,19885730.849999957,35753729.51999993,17802445.059999984,21785414.80999985
FO,21,-40886681.54,-40940379.28,-47050545.29,-46310473.75,-46609988.1
FORDQ,1,41053382.76,44178238.29,43566431.88,47875727.44,49909807.18
FORDQ,2,220468.3,293204.44,684817.93,872591.59,690383.1799999999
FORDQ,3,295248.27999999997,465531.55,308393.12,398317.59,372410.48
FORDQ,4,4297713.46,4762116.24,5171620.31,4819667.04,2055056.55
FORDQ,5,900796.38,1456679.67,1779478.46,1637348.76,1314714.66
FORDQ,6,6928.91,32633.0,42996.21000000001,216507.22,158510.57
FORDQ,7,37368.03,61715.44,126089.07,95175.88,91213.88
FORDQ,9,1045006.93,1418764.53,773698.94,809264.84,434139.61
FORDQ,10,501807521.0,391136515.0,491563144.0,507176101.0,282428043.0
FORDQ,12,711464.2099999998,32332.330000000075,98050.10000000008,-717899.3300000001,176160.97999999998
FTRAC,1,46736155.980000004,54961854.72,60992660.550000004,71892459.10000001,73246618.56
FTRAC,2,860878.88,1086749.17,3177584.88,1463548.0899999999,1383467.1400000001
FTRAC,3,696355.45,1056941.74,1692666.0999999999,1289784.21,495882.39999999997
FTRAC,4,4751422.62,9649865.05,9267824.06,9337533.59,11147105.05
FTRAC,5,6338745.79,7571853.36,8720702.46,8286229.22,8972620.959999999
FTRAC,6,706947.0900000001,849817.11,1248063.99,1014182.96,1051666.44
FTRAC,7,281540.63,281672.47,269794.27,265589.96,193469.36
FTRAC,9,1321781.74,1578492.89,2776204.5300000003,4947675.43,4872443.25
FTRAC,11,,,,,12354.24
FTRAC,12,17126.27,-8971.769999999999,7878.220000000001,125916.43000000001,63400.07
GG,1,18075479.22,17354341.02,19076254.38,20637715.56,19931836.950000003
GG,2,480487.57,582118.08,1087216.47,1086492.15,1410515.68
GG,3,412340.48,478830.59,659137.06,460761.45,527664.3200000001
GG,4,2413471.15,2014550.76,1447122.99,1375381.18,1392630.3599999999
GG,5,494602.1,522918.35000000003,591421.65,501032.09,599186.61
GG,6,64480.3,199224.15,25772.38,10488.17,2901.77
GG,7,472008.42,817337.25,794287.21,932388.17,3668703.1699999995
GG,9,946551.9099999999,620196.13,531204.49,428134.08,820257.11
GG,10,789703.02,924909.12,956250.57,952367.24,967859.97
GG,12,528051.31,339403.92999999993,71343.09000000003,31099.32,309052.67000000004
GSC,1,1783059070.98,1764611134.55,1812915465.7,2130709063.58,2211388020.02
GSC,2,66786645.699999996,225724440.86,70644260.73,77715410.04,112087139.99
GSC,3,14114009.54,15306159.04,33677168.29,18203936.650000002,19874626.89
GSC,4,1974846914.69,2206953959.0,2252156923.29,2614511009.85,3041055387.64
GSC,5,1228450137.67,1277938914.1000001,1296531801.74,1313248190.83,1314347590.76
GSC,6,1005210592.4,1027510583.5600001,1508813800.6,1270595638.74,1175684362.1499999
GSC,7,575667093.56,590548390.39,354501799.13,109053819.3,143137565.41
GSC,8,835217029.48,695318260.1899999,662170516.22,1277936616.9199998,1014717511.7
GSC,9,103689165.4,117253280.45,153428000.95,125833866.24,119302184.88
GSC,10,35614947.61000006,2388032.179999888,-54740089.120000005,51292762.46999997,9910458.159999892
GSC,11,118513369.77,114813174.32000001,110415975.09,100855869.72,94383014.86
GSC,12,362073552.84,385916162.59999996,371308021.5,425332066.39000005,472263419.47999996
GSC,21,-355996703.57,-445091439.24,-465403505.50000006,-262175607.49,-245048286.26
GSC,22,-3300374879.2200003,-3806838821.19,-3656629091.07,-3877831258.47,-4031512533.4799995
H,1,980777131.97,1068578024.71,1104803300.12,1262351872.57,1230998721.8
H,2,5809523.4,185370932.59,11551637.98,11712820.66,10083016.01
H,3,85529886.35000001,84963572.96000001,39860782.73,37153371.440000005,35493366.6
H,4,233608044.5,269768271.87,303373599.64,400185632.55,430511511.65000004
H,5,19065596.05,30862614.81,35007656.56,37908849.910000004,34941319.86
H,6,14659094.2,26648606.84,19311341.15,21520018.080000002,22815317.35
H,7,24638957.79,1295123062.62,1007235013.5,20458521.84,20237592.66
H,8,2746285.41,480106.8,5730.64,747157.81,58532.71
H,9,32160631.94,36303764.05,46184497.45,44317826.74,35182389.82
H,10,1890155714.11,3250849609.79,1963224761.24,5244395855.04,7175064204.740001
H,12,7387280.240000002,6503699.8100000005,4726206.44000001,5079939.50999999,5460768.59
H,21,-152481500.63,-177678519.77,-180009823.1,-212588705.92000002,-220995662.86
H,22,-27403702.0,-32989046.13,-32966515.259999998,-30949941.44,-30385898.59
HC,1,524818040.40000004,419848434.90999997,425653506.9,501951998.72,497811560.94
HC,2,19436753.34,25517382.37,43976141.29,49448332.55,45808593.160000004
HC,3,12395526.26,11435810.200000001,12962461.790000001,14993874.24,15568364.489999998
HC,4,19777662.41,19931320.45,26190699.46,28976227.99,31433736.76
HC,5,21513825.26,24010054.72,20971604.560000002,20621008.400000002,34174620.27
HC,6,8012912.66,6621510.83,10178072.34,10787076.14,10462029.959999999
HC,7,6138896.71,7865059.41,11908910.48,11552746.74,11769652.86
HC,9,21089477.05,19452411.65,29196843.44,28776410.36,31304661.19
HC,10,1132361.2,1069256.51,1425007.28,1416782.04,1470647.26
HC,12,910645.32,1018753.4,790716.48,696822.21,993434.5499999999
HC,21,-1261907.27,-1847295.58,-4296157.52,-5276036.99,-3501740.06
HC,22,-23853832.55,-24827769.64,-26406023.96,-26028570.560000002,-33193279.31
HFR,12,,,,49503355.0,69825000.0
HRSD,1,2859482267.45,3090090063.33,3454321513.5,3993212869.54,4011255943.37
HRSD,2,71172630.13,76433858.42999999,82005298.21000001,87068087.33,102573789.25
HRSD,3,66438776.85,88929493.55,112236982.89,95151855.11,87329966.09
HRSD,4,844148233.09,957850746.03,963190633.11,1015706338.88,998534470.45
HRSD,5,275833686.79,281000150.4,289335340.02,312037721.66,304632670.33
HRSD,6,6085960.36,3888918.38,4307025.35,2683733.73,3745157.4699999997
HRSD,7,9695396.84,3828133.53,5328517.47,4729335.83,6489118.82
HRSD,9,64105778.61,68083757.24,38408475.1,47183286.11,40079387.45
HRSD,10,160650309029.57,93305560611.6,85450042187.45,91495669788.91,96228762504.17
HRSD,12,244839949.06,474329501.51,371668858.34999996,192741097.34000003,-87089481.01
HRSD,21,-475579331.18,-491731451.0,-483926175.34,-550390316.12,-560049353.52
HRSD,22,-1979225761.0,-2073399469.0,-2134681325.0,-2252413084.0,-2228644407.0
IDRC,12,145652683.0,155251325.0,159036540.0,164605641.0,160270169.0
IJC,1,5311545.03,4802085.14,5082687.2,5395246.9799999995,5117869.8
IJC,2,109442.74,120663.63,555065.13,566028.96,569648.24
IJC,3,201812.46000000002,347948.56,229207.22,195410.25,163690.56
IJC,4,2671021.05,2276986.96,2265880.4299999997,2279345.38,2466925.2600000002
IJC,5,511952.62,492171.07,572450.26,647010.16,479251.35000000003
IJC,6,49.0,894.0,5116.0,44767.79,4965.88
IJC,7,2853.37,21025.54,23092.87,19289.219999999998,23352.4
IJC,9,161339.73,193607.43,201195.02,40972.85,50344.53
IJC,12,5222.78,63215.34,18504.29,3965.23,-1144.33
INAC,1,220133395.12,223163782.27,239976559.16,279968716.39,246829876.6
INAC,2,1994161.3800000001,2005371.37,5585920.19,7844061.52,7480258.84
INAC,3,3202247.5200000005,3418245.2,725641.57,765595.64,1277156.44
INAC,4,253399001.01,302897044.22,402475326.06,586578035.5799999,698523944.14
INAC,5,5438075.69,5649185.84,6121561.600000001,2968111.48,3218641.44
INAC,6,991444.1699999999,1230386.94,394199.42,1174689.43,335874.48
INAC,7,1167054.23,757101.4299999999,677596.16,848882.2999999999,817602.48
INAC,8,1680498.53,724350.34,3803387.35,,
INAC,9,945398.32,566557.48,823252.46,1168458.76,549296.8
INAC,10,3973913622.0,2928150100.1699996,7113283612.13,6227621845.740001,11906280734.17
INAC,12,959569146.8899999,1394534283.0,1392556380.14,9278153599.509998,1393205739.86
INAC,21,-66500.0,,,,
INAC,22,-31325512.26,-30953431.62,-33842397.45,-36485441.19,-8868205.629999999
INDSC,1,709485451.79,744224900.5,783893633.23,962876552.09,1030740937.33
INDSC,2,294364405.49,377265614.95,469606111.28,544097006.92,642247081.3999999
INDSC,3,4196708.53,6054841.14,10511985.64,10931717.05,10877373.559999999
INDSC,4,586749026.65,736120007.6800001,876099485.7099999,1033632440.38,1122099091.1399999
INDSC,5,18549835.13,20007544.73,21371563.48,18925845.02,14096526.09
INDSC,6,3966871.31,5479788.76,6620055.86,5208713.65,5054152.63
INDSC,7,571749510.1899999,600982615.8100001,650213556.7700001,699027293.16,756679903.0000001
INDSC,8,375648.83999999997,21884.32,29565.0,2351.76,219654.0
INDSC,9,60876298.86,52908262.470000006,59481793.23,74436181.14,72591432.56
INDSC,10,14138357689.36,15847380781.05,17706870975.59,19654861584.29,22861254289.4
INDSC,12,8998394.119999971,6211317.539999971,2020108151.82,23528284057.91,17277209.469999943
INDSC,21,-3945820.27,-5469551.16,-6335709.09,-5980005.409999999,-3618753.0
INDSC,22,-40478504.05,-39378416.339999996,-42108891.019999996,-49062127.0,-46779015.68
INVIC,1,8151273.99,9435587.32,10233141.870000001,10344172.200000001,11774489.24
INVIC,2,110536.11,354009.66,1230918.01,1090776.08,841544.68
INVIC,3,12470839.96,18958863.46,15808488.59,18842894.99,16857666.54
INVIC,4,7490855.71,4424738.34,4165749.7199999997,2908321.76,1403353.6900000002
INVIC,5,249184.86000000002,818955.42,959717.68,768492.93,1020279.9
INVIC,6,4330.67,1282.46,616.08,1412.67,320.46
INVIC,7,30182.629999999997,64689.740000000005,32941.549999999996,30529.93,33335.270000000004
INVIC,8,10669.77,,,,400000.0
INVIC,9,1106409.48,433692.0,597568.84,307999.54,412590.86
INVIC,12,-2176.5,-4777.17,-5019.07,-22856.83,-26.729999999999563
IPC,1,38734267.77,39400126.07,40222882.52,43607042.56,46888826.82
IPC,2,369469.93,308154.63,541370.54,670391.05,554796.22
IPC,3,423696.74,429140.71,403173.71,631236.54,397125.33
IPC,4,5265796.76,5848286.08,3767124.42,5103756.7,4825005.41
IPC,5,1273432.1099999999,1015296.78,994467.46,1125274.44,1197524.42
IPC,6,153896.5,169548.52,115697.9,115505.75,105968.77
IPC,7,165729.94999999998,55312.049999999996,45971.740000000005,55401.73,33901.61
IPC,8,175553.91999999998,282034.0399999999,,70414.86,6893.72
IPC,9,891668.66,755897.4400000001,870297.54,1105021.08,672490.48
IPC,10,494210.86,493250.57999999996,498505.85,496464.33,500000.0
IPC,12,223134.44999999998,65120.96999999999,95238.27,18593.510000000013,24653.879999999957
IPC,22,-226632.72,-179733.0,-209037.0,-238138.0,-190057.0
IRB,1,193381620.84,206621361.4,227897934.37,283713547.38,298031807.0
IRB,2,4426143.899999999,3008668.9899999998,1482502.96,1976497.9,1533588.0
IRB,3,300669.44999999995,503174.2,654957.48,585024.54,425016.08
IRB,4,25928465.93,32067359.21,35255370.81,39869693.62,39149595.72
IRB,5,3471527.02,6572769.19,6875630.74,8423232.19,8008000.279999999
IRB,6,9657591.99,11711511.16,9902461.350000001,199601.13,1689200.7
IRB,7,615179.7,361712.39,346393.72,462811.33999999997,306898.8
IRB,8,,,,2517518.72,
IRB,9,5875530.36,2644680.1,2611850.45,2778100.33,2914192.54
IRB,12,1102259.6300000001,760822.49,450807.19,730487.2699999999,816731.52
ISC,1,614664537.45,651308233.61,712731264.51,804216999.89,832225018.28
ISC,2,4284744.57,5111891.92,12769675.52,12646885.89,13167847.86
ISC,3,11286652.64,16350791.129999999,16339667.74,18406676.15,15510403.81
ISC,4,174174661.46,202162380.83,213765069.48000002,212277849.53,172186373.52
ISC,5,28828279.78,38190005.94,35194795.61,32110852.83,33043172.14
ISC,6,5386765.17,8000512.76,11564054.25,13776252.29,15533808.979999999
ISC,7,4125769.43,4492443.51,4339463.36,3924117.07,3971158.39
ISC,8,,,,16000.0,
ISC,9,15997485.55,26193561.35,23550935.36,23564944.32,24864104.72
ISC,10,2264206859.93,2429959309.66,2916654019.43,3535512074.52,4084424784.6
ISC,12,3852834.5900000017,3433651.1199999973,3604169.710000002,15963806.530000005,5336180.620000002
ISC,21,-239786509.39,-257548402.97,-271532371.73,-285237130.87,-322941140.94
ISC,22,-33844567.69,-32790634.560000002,-35308821.06,-38932818.72,-33861824.11
JCCB,12,232073140.98,235144061.83,205277430.05,156303193.52,189641989.81
JUS,1,674707403.55,702788729.19,738137681.9,809647327.03,1031997738.65
JUS,2,2755816.2399999998,2108245.46,6284079.79,9167539.62,7819829.42
JUS,3,1531363.63,2545216.09,4113711.5,4661992.01,4533039.74
JUS,4,35475003.63,34341064.45,45987846.53,49527213.64,47266212.54
JUS,5,7860845.08,8693013.02,9853435.370000001,8694741.82,10782161.620000001
JUS,6,4843599.09,3258113.7199999997,2347597.11,2032278.54,912725.5700000001
JUS,7,2758896.06,2188395.54,2396847.85,2393994.85,1783630.4399999997
JUS,8,,,,,1253687.55
JUS,9,3825681.96,3675063.7800000003,8335668.130000001,10465857.11,6715159.32
JUS,10,447525685.53000003,529544280.89,602352132.8,681510955.98,717631358.48
JUS,12,11665891.770000001,11543901.37,1435021.37,2987057.7700000005,2916108.1300000004
JUS,21,-1237829.52,-1584484.81,-1214550.59,-891255.24,-1065823.14
JUS,22,-358859212.51,-391683935.93999994,-436706899.40999997,-470211474.67,-481604703.43999994
LAC,1,96735463.98,84891432.89,91631378.33,123920653.09,129505888.42
LAC,2,126842.43,134969.13,489858.08,757442.51,583097.84
LAC,3,83449.95,106373.15,131072.21,138540.5,276867.81
LAC,4,14432896.58,22556925.509999998,20966372.93,23677268.45,16610952.620000001
LAC,5,4633651.89,3751508.54,4349705.74,6015698.82,5667474.89
LAC,6,638268.68,714473.8200000001,808104.1,882623.38,975453.89
LAC,7,2038225.3,2475481.71,2919648.96,4247213.76,3123453.46
LAC,8,5991437.2299999995,10351317.95,59314952.39,36380456.33,40777551.14
LAC,9,685200.49,828654.59,3653343.43,6127431.78,1744293.76
LAC,10,2607233.1399999997,2215448.13,2520303.6799999997,3266260.21,2655995.84
LAC,11,,,5107694.88,5477809.38,5364163.21
LAC,12,4358121.050000001,6103954.23,11059264.56,8499902.479999999,6248260.35
LAC,21,-76001.61,-148126.45,-134861.18,-118167.64,-126587.6
LAC,22,-1875583.1099999999,-2179139.9299999997,-2315922.9299999997,-2394149.63,-1033701.7699999999
LCC,1,,,,1208166.92,1862793.9
LCC,2,,,,60854.740000000005,58417.59
LCC,3,,,,39423.6,130418.14
LCC,4,,,,459218.45,499788.11
LCC,5,,,,,109716.91
LCC,6,,,,8950.03,17153.91
LCC,7,,,,7885.110000000001,1676.21
LCC,8,,,,,1292759.57
LCC,9,,,,915.87,56755.29
LCC,12,,,,732.15,10749.73
LDC,1,156184.69,590000.22,508020.92,469892.57,465632.69
LDC,2,23.19,4271.4,3920.7999999999997,3156.55,11491.59
LDC,3,19.78,1833900.47,13205.53,14043.75,17736.89
LDC,4,174298.93,763602.24,173261.45,155078.72999999998,170694.05
LDC,5,,5142.5,485.0,1134.04,820.0
LDC,7,,,,187.69,463.5
LDC,9,,,,,1718.49
LDC,12,220.91,9478.7,470.05,153.81,672.11
LP,1,40221032.4,42436529.15,44725256.09,53756776.65,53792376.15
LP,2,219855.3,195712.71,221439.78,302278.20999999996,438700.76
LP,3,1484678.8,1657571.3099999998,2241802.9699999997,2202069.09,2291496.31
LP,4,926220.53,943760.16,1430495.4000000001,1148019.24,1144916.64
LP,5,835396.36,762230.03,476125.27,549521.3,631584.85
LP,6,80304.01,44032.93,41107.97,48859.909999999996,86947.92
LP,7,3688794.97,3476268.9,3351659.87,3515487.7100000004,3826166.9899999998
LP,9,1053856.58,777283.5,409913.34,484476.83,717743.5499999999
LP,12,9644.150000000001,-24202.700000000004,6867.18,-13886.189999999999,10797.870000000003
LP,21,-44441.36,-78239.71,-550782.25,-717288.71,-861297.12
MPCC,1,3649617.0500000003,3551707.53,3519340.55,4350993.5,4671463.28
MPCC,2,53248.54,53635.979999999996,46448.15,80883.58,64495.65
MPCC,3,46360.23,58062.86,50171.18,50164.4,47966.17
MPCC,4,710234.37,565403.2,535103.3300000001,696316.38,525376.1900000001
MPCC,5,384275.49,396189.78,401344.94,408677.31,405601.82
MPCC,6,4209.37,6144.66,5521.66,6046.3099999999995,3391.28
MPCC,7,22393.18,5798.56,6995.86,5862.540000000001,7508.150000000001
MPCC,8,13597.0,,,,
MPCC,9,63235.76,138441.32,95021.0,36881.45,51257.6
MPCC,12,-495.76,-566.9,-1454.0,-1543.77,-392.32
NAC,12,59238129.0,59920409.0,66219277.0,66359661.0,59524537.0
NBC,1,3972370.36,5427017.640000001,5474531.67,6144396.07,6231847.75
NBC,2,128265.04999999999,124759.98,156648.85,202712.31999999998,185777.77000000002
NBC,3,191743.58,386596.39,416244.75,648651.04,734354.98
NBC,4,1210846.74,1840813.34,2278076.92,3182288.24,2911581.89
NBC,5,41791.34,74786.78,154800.44,145673.72,215971.43
NBC,6,425601.99,544955.04,692161.15,4322501.34,2070029.38
NBC,7,626773.0800000001,901641.51,828473.15,1422098.56,1088973.2
NBC,8,,,,261718.02,1431271.74
NBC,9,160265.3,1287912.9,1004078.01,1116836.87,1109070.15
NBC,12,2658504.08,2613047.0999999996,2855100.4800000004,2697152.3899999997,2949501.45
NCC,12,153713387.0,191713677.0,194228432.0,96902029.0,150820480.0
ND,1,14266656872.08,11045285078.44,11441685883.69,15741423313.08,12729101256.25
ND,2,479535665.75,631795633.83,808378587.13,923426039.11,843591663.6899999
ND,3,24758354.44,26135708.55,27423149.169999998,27486094.57,27496300.27
ND,4,4226192395.31,4597555598.31,4792313185.21,5601584516.2300005,6925234235.0199995
ND,5,555266913.15,635658941.41,685690846.7,714764843.72,847943417.58
ND,6,1660540620.44,1745362704.76,1833407706.42,2001986371.5700002,2173514178.57
ND,7,922824026.33,1080683063.28,1274270393.3799999,1255866867.45,1354937090.05
ND,8,564514097.7,572249151.02,557077663.62,720779258.58,867201688.42
ND,9,3999685579.3,3307810800.25,3831978657.34,5071734396.48,6557779813.82
ND,10,264278760.41,314056171.23,1324750316.14,1125458762.51,1592694785.44
ND,11,2916093.49,2817397.4299999997,2736500.77,2651952.0999999996,2470468.7600000002
ND,12,227087724.50000003,500066844.92,701296340.92,618421655.89,327290133.59000003
ND,21,-357205914.7,-321406339.31,-338000410.4,-324272127.52,-310923701.25
ND,22,-10013351.05,-11925792.81,-12848725.09,-11835156.71,-13536079.59
NEB,1,77893316.5,85703534.07,90133656.32000001,90385102.51,104960820.52000001
NEB,2,882792.58,1278774.25,2436186.68,2463468.0,2512692.89
NEB,3,35993.62,155607.75,218663.24,162653.45,332399.19
NEB,4,13871931.35,16899933.7,14675854.22,12573630.72,10509002.200000001
NEB,5,552576.61,537007.96,1365912.79,1599772.19,2064216.6199999999
NEB,6,1080020.04,1138352.39,1173068.5,954134.83,458578.37
NEB,7,345065.92000000004,359330.32,319994.14,483421.22,446115.08
NEB,8,438633.79,530414.8,,0.0,112973.24
NEB,9,2092642.1500000001,1632018.56,818125.09,2150093.35,2405752.02
NEB,10,1292691.75,1042825.42,1263847.73,2843687.4200000004,7109299.25
NEB,12,1347263.26,91553.36,11665.919999999996,52301.71,50984.0
NFB,1,42802802.949999996,43419194.94,44722697.24,45014936.330000006,54088759.23
NFB,2,764070.0900000001,1459986.52,2933726.93,2513429.52,2359112.58
NFB,3,1749295.0899999999,1678081.92,1505803.3400000003,1855051.1199999999,2498741.4899999998
NFB,4,12295261.39,15073044.959999999,13591427.27,12064350.47,12986372.19
NFB,5,9752238.86,10515176.209999999,11178423.870000001,11456573.23,11438294.459999999
NFB,6,574645.3200000001,141673.92999999996,438324.14999999997,339802.27,356583.36
NFB,7,459337.15,385121.07999999996,241337.24,387468.74,294597.69
NFB,8,0.0,,,,
NFB,9,6991929.57,2618986.84,1903914.71,2710164.84,2181229.9899999998
NFB,11,33358.57,3894.38,2483.53,1436.84,373.7
NFB,12,27546.990000002552,78150.92000000057,65095.07000000123,108404.6199999984,45753.92000000086
NFB,21,-3700563.92,-6036612.6899999995,-4135363.71,-4844836.2299999995,-3774824.0700000003
NGC,12,54490639.0,52002341.0,50373308.0,50727132.0,50020493.0
NMST,12,38544965.0,43173183.0,39736712.0,40360343.0,38440940.0
NPA,1,62202.32,59794.95,52583.65,40234.09,31674.05
NPA,2,472.0,,202.03,293.77,
NPA,3,,433.8,,,
NPA,4,163270.51,185010.09,235715.9,290139.36,368572.08999999997
NPA,5,10224.29,10382.2,10382.2,5325.29,
NPA,6,,,214.0,,
NPA,12,,71.0,,,
NPB,1,53221374.76,51864504.489999995,57827225.23,66129534.65,65150018.510000005
NPB,2,680558.43,1038045.92,1640814.4,1939125.31,1756090.26
NPB,3,17185.06,24769.95,152169.21,118369.42,171703.57
NPB,4,5821168.5200000005,7440065.25,8456721.879999999,8383858.71,9371648.18
NPB,5,388573.04000000004,293961.1,359429.8,482478.52,295934.0
NPB,6,62909.299999999996,30458.54,58448.32,64252.78,83117.47
NPB,7,144453.91999999998,108741.15,148761.6,152558.52,66984.0
NPB,8,18676.68,,,41400.0,
NPB,9,644373.0900000001,907882.05,762803.66,224931.23,98050.63
NPB,12,428460.89,-163232.42000000004,25387.000000000004,68491.43,54298.12
NPB,21,-3682770.69,-2792378.24,-655282.67,,
NPB,22,,,,-156759.74,-118014.97
NR,1,500370015.5,518208054.38,580510710.92,702806523.63,741296420.1
NR,2,7321762.03,5814846.96,15156100.16,17782063.68,18596660.16
NR,3,16763853.75,15218211.9,18490727.34,22766339.400000002,25476995.23
NR,4,105218193.87,124433288.88,175182915.73,183764754.15,169524882.38
NR,5,15763174.89,20968384.2,20117685.05,19425877.19,22206392.02
NR,6,6796396.95,6708712.32,6361372.37,7145760.15,5263430.61
NR,7,20525965.8,23465580.2,27779924.91,31544484.04,29690130.91
NR,8,6881721.7299999995,4585186.930000001,7829118.65,10672686.66,16280062.48
NR,9,19172331.94,27304428.92,46032720.53,43043749.96,50743672.46
NR,10,718900271.94,1394099939.66,1654421799.68,2442523263.81,3352476890.01
NR,12,6429315.47,4898397.0,12891639.440000001,7238336.4,9854262.67
NR,21,-16095310.75,-18062883.060000002,-18127707.86,-17319093.42,-16191842.11
NR,22,-6214181.199999999,-6430722.82,-6520245.550000001,-4784423.01,-5588760.32
NRC,1,506089327.26,521215680.5,533533363.76,566478746.45,648448901.26
NRC,2,1854379.24,2383837.41,10351536.75,16058389.52,17318701.23
NRC,3,1215514.26,1054365.85,1226652.7,1639328.9,2564834.3
NRC,4,96325011.86,79284082.03,84677314.62,96554451.82,111663183.42
NRC,5,9289857.64,12675120.9,15857423.290000001,16289043.31,17679052.78
NRC,6,19766300.17,22167334.0,25351341.37,25042129.97,29958335.44
NRC,7,38932978.53,47381992.17,48879965.78,45323621.1,49109380.45
NRC,8,39684081.39,52625905.88,52456177.279999994,33008337.54,38841577.32
NRC,9,67767718.19,85895787.1,65317143.94,84566956.46,134254080.93
NRC,10,840027847.4799999,590805853.97,612326230.3499999,625012672.22,639726204.6600001
NRC,12,27702296.669999994,20819354.77,20779828.259999998,16006976.620000001,18449818.35
NSERC,1,49325751.6,59702809.76,55483662.6,64489696.28,62485122.38
NSERC,2,570046.64,728383.55,674238.34,788076.54,1146568.01
NSERC,3,960284.8,950839.36,1114011.63,478939.63,476650.77999999997
NSERC,4,7855187.5,5428250.08,5431570.53,4740353.58,4153809.98
NSERC,5,1642269.71,1336146.6,1351974.05,1559381.35,1631425.79
NSERC,6,128202.76999999999,117639.88,116264.64,123098.51000000001,81193.43000000001
NSERC,7,77464.61,45192.64,55941.39,48513.549999999996,35602.49
NSERC,8,,,,5541.67,190541.6
NSERC,9,2320211.6199999996,3127647.73,1731287.67,1288587.19,2011189.12
NSERC,10,1425428675.01,1341785484.37,1315533565.76,1309709501.3400002,1396360221.51
NSERC,12,167160.06999999995,52526.17999999999,36117.88,27690.589999999997,5923.98
