dept_code,so_num,pa_last_year_5,pa_last_year_4,pa_last_year_3,pa_last_year_2,pa_last_year_1
NSICP,1,1396349.41,1399124.6,1643423.3900000001,1722719.4600000002,1769297.6
NSICP,2,39149.33,4284.29,39128.64,30410.510000000002,48327.97
NSICP,3,13045.5,13074.24,7967.110000000001,11756.63,46953.450000000004
NSICP,4,829344.54,1164452.21,1050567.8900000001,1110035.29,1089960.07
NSICP,5,92603.4,93854.79,98344.21,102619.25,100670.48
NSICP,6,42723.0,275.44,,3908.57,5600.14
NSICP,7,6456.92,7950.6,5396.93,13418.89,9060.47
NSICP,9,10628.789999999999,14985.57,4494.26,33350.42,23483.54
NSICP,12,943.8299999999999,,2055.73,1036.06,
OAG,1,84021223.24,95282278.67,111211115.02000001,117247583.1,117955853.77999999
OAG,2,544304.64,698906.9400000001,2249732.75,2729731.55,1905354.11
OAG,3,960348.4,1018352.61,1126249.71,999056.3500000001,681563.17
OAG,4,11543154.830000002,11672457.73,9743237.52,10735137.98,8290248.37
OAG,5,1655918.68,2105564.0700000003,1994274.08,2086899.63,2274285.45
OAG,6,128256.94,131811.87,436680.32,923041.62,150735.01
OAG,7,160760.61,103197.6,152220.99,146561.58000000002,149182.64
OAG,9,2178193.8000000003,1267579.08,1549551.8,1797861.93,1624403.62
OAG,12,50318.45,37767.32,28136.579999999998,68927.03,38433.8
OAG,21,-1113774.69,-946943.22,-635469.52,-1805047.22,-666803.27
OCI,1,5132994.32,4462073.4799999995,4673144.46,4836413.279999999,5754721.369999999
OCI,2,26168.44,90587.67,234565.04,257698.35000000003,313594.3
OCI,3,32098.78,31957.63,59092.92,37034.94,42366.68
OCI,4,305199.81,237076.93,498713.67,430414.01,472678.0
OCI,5,27394.79,30340.6,50150.79,47282.31,28484.809999999998
OCI,6,19711.75,,85.0,,229.99
OCI,7,12379.529999999999,15496.189999999999,12166.73,13572.33,18187.38
OCI,9,56238.93,116548.59,50450.65,5940.0,77721.34
OCI,12,215289.19,168913.23,183344.99,184393.59,211504.91999999998
OCOL,1,19518481.43,18998882.1,19073951.28,21805477.03,22521966.21
OCOL,2,214712.3,196096.02,260588.07,297496.89,367955.05
OCOL,3,50473.17,329328.14,184177.09,414185.79,300018.29
OCOL,4,2189373.69,2728557.55,1657110.87,1597537.1400000001,1964075.2
OCOL,5,214704.85,197227.49,235113.97999999998,220678.23,353300.57999999996
OCOL,6,90833.19,68558.48999999999,94779.61,241097.39,180202.43
OCOL,7,67535.09,44370.45,49822.0,71828.48999999999,75071.53000000001
OCOL,8,6508.65,,,,
OCOL,9,294666.5,523956.7,861331.5599999999,420237.93,376960.25
OCOL,12,15795.279999999999,27329.460000000003,16047.77,17044.519999999997,8545.14
OCSEC,1,1072962.07,1117542.36,1360527.51,1114024.8399999999,1050003.1900000002
OCSEC,2,15145.3,11272.24,22701.95,11908.48,21587.01
OCSEC,3,29565.17,16781.72,48024.07,33879.57,17175.440000000002
OCSEC,4,566981.14,572884.85,616758.96,619812.4,614839.63
OCSEC,5,303095.61,307757.74,316441.68,325322.08999999997,331138.5
OCSEC,6,86477.27,11446.52,91522.39,118728.81,4525.38
OCSEC,7,20926.93,13144.57,16968.43,3873.4300000000003,8276.32
OCSEC,9,70693.6,1055.0,11892.45,874.5,4694.88
OCSEC,12,,0.0,,,7170.4
ODPP,1,146609969.48,153218831.54000002,160417561.43,171718844.45,208343476.32
ODPP,2,4219793.73,4518051.96,7430286.45,7825443.52,7756473.869999999
ODPP,3,426518.52,305563.75,414541.61,686982.39,419905.71
ODPP,4,44010076.519999996,45640774.36,44430046.269999996,43770319.720000006,44287681.410000004
ODPP,5,2624213.13,2951709.81,2756179.1500000004,3023397.23,3856749.92
ODPP,6,839328.0,535770.7999999999,2212064.53,756726.41,1431637.01
ODPP,7,1536108.44,1563624.04,1517555.45,1273803.81,1252551.44
ODPP,9,2678880.9899999998,1483156.68,2028343.6400000004,1998675.3699999999,1139269.52
ODPP,12,3515323.9699999997,6502481.57,3820739.14,7368320.92,816766.3500000001
ODPP,21,-41447.73,-223313.91,-64504.11,-276314.44,-228642.27
ODPP,22,-13946259.94,-15116417.61,-16236253.29,-15018434.67,-14825806.96
OEC,1,5871928.68,6056733.880000001,6237273.51,6368990.319999999,7169038.51
OEC,2,40427.89,46272.61,75256.39,85464.83,93202.46
OEC,3,5666.9400000000005,84050.84,115616.09,112190.79,73830.53
OEC,4,673955.72,737969.51,584704.82,926393.64,881700.17
OEC,5,97394.11,38414.71,47015.81,58764.28,103084.06999999999
OEC,6,290.0,819.61,,1299.65,769.0
OEC,7,56980.3,51847.740000000005,40887.310000000005,14162.92,13785.32
OEC,9,315122.41000000003,320728.13,478033.62,144813.37,196462.81
OEC,12,-686.6999999999998,1366.9,1742.03,1274.31,955.9599999999999
OICC,1,79943822.32,113321710.14,142571868.85,196302287.38,202712885.17
OICC,2,506388.1,1939734.2999999998,1376299.95,1847517.82,1580281.4
OICC,3,406365.23,580999.17,739688.42,2996111.5300000003,12632608.389999999
OICC,4,37930838.11,44671168.25,57877771.33,44639202.46,39073211.14
OICC,5,2224377.37,3125309.8600000003,3186397.83,3266961.61,4218208.76
OICC,6,13447673.68,16726104.23,19076397.21,21414035.26,20612017.37
OICC,7,44419.3,52266.56,167179.79,144561.26,198108.4
OICC,8,11871643.4,6710300.6899999995,7150728.55,7560856.29,8086062.140000001
OICC,9,1496702.3,3570994.7,3703986.9499999997,724988.96,3782082.74
OICC,10,5300448253.13,8727609761.5,6549862102.66,7298586494.0,7633912039.51
OICC,11,43462818.12,43093295.67,42626920.01,42216792.27,41783141.78
OICC,12,604591.5,679325.83,619675.75,25350.440000000002,287606.04000000004
OPSIC,1,4029621.58,4265177.1899999995,4356511.640000001,5301484.22,5636373.21
OPSIC,2,78555.39,57993.67,94639.15999999999,177269.85,110592.44
OPSIC,3,14070.02,69546.9,42211.65,27045.83,17203.45
OPSIC,4,933438.87,915261.35,913467.66,1005434.35,865067.99
OPSIC,5,51750.9,63073.03,67077.28,93240.21,76773.45
OPSIC,6,5297.33,1432.41,1716.71,4370.61,1281.65
OPSIC,7,3295.96,4294.77,13413.050000000001,14031.02,5849.55
OPSIC,9,172231.63,38776.13,247576.06,129095.72,25023.739999999998
OPSIC,10,18268.73,29649.11,45424.8,21269.99,27112.64
OPSIC,12,85127.65999999999,1434.02,12160.76,3725.49,-515.1800000000001
ORL,1,3553834.6199999996,3052765.33,3576477.95,4170451.51,4618623.93
ORL,2,62259.9,56588.15,69521.09,76001.9,68468.04
ORL,3,21766.41,24110.85,48865.54,19374.55,17663.36
ORL,4,1144661.33,1202611.22,1325245.28,1326821.74,1123975.35
ORL,5,39300.61,60172.9,83417.44,74015.58,87525.7
ORL,6,31096.88,15896.31,5947.29,6661.44,10620.81
ORL,7,8183.11,12199.330000000002,8265.75,8631.42,11320.86
ORL,9,21483.24,224530.97,93499.66,62612.25,153968.41
ORL,12,5791.83,4687.4800000000005,8542.15,21954.38,-2042.5100000000002
OSEO,1,866173.66,804847.11,819247.46,817484.3099999999,925655.57
OSEO,2,4647.74,4749.91,19138.3,11777.93,23652.45
OSEO,3,22.11,3.15,120.89,1.18,1335.48
OSEO,4,87270.03,80921.53,116773.20999999999,104391.21,135841.7
OSEO,5,811.38,3903.64,1224.48,1991.17,4798.88
OSEO,6,,,,4939.24,350.83
OSEO,7,2339.0,2883.1499999999996,6080.5199999999995,6745.25,6010.79
OSEO,9,668.22,769.0,701.6800000000001,4762.64,7203.19
OSEO,12,-155.13,77.28,2457.4300000000003,-71.86,-158.77
OSFI,1,157249511.46,166768651.34,187666588.42,247469827.64,252849698.11
OSFI,2,1515582.15,1230079.16,2733457.8600000003,2810469.7600000002,2880963.66
OSFI,3,1727601.1199999999,1822968.5099999998,2274414.7,3399680.71,3244940.65
OSFI,4,20030883.06,18154718.93,23953709.64,31011038.63,28350791.8
OSFI,5,14389336.97,14822169.520000001,16101146.66,17823781.18,18359105.81
OSFI,6,672998.14,882773.28,806862.08,995026.02,955919.5
OSFI,7,381322.74000000005,125611.19,191519.86,381506.1,232349.5
OSFI,8,463262.13000000006,310675.2,1447130.75,2475549.07,635614.86
OSFI,9,3182220.56,3496249.6199999996,4335092.36,5017461.8,5306133.6
OSFI,12,14684.650000000005,14518.680000000011,236217.6,87418.79000000018,111711.1499999998
PBO,1,4984579.71,4978861.13,5259657.31,5479264.33,5546660.33
PBO,2,21586.969999999998,29710.85,79265.61,73108.25,74623.37
PBO,3,12821.25,242527.39,80218.79999999999,113824.63,114853.39
PBO,4,840669.6699999999,406099.39,387499.73,389785.54000000004,395265.83999999997
PBO,5,97577.01,201759.43,297704.18999999994,318936.47000000003,274553.6
PBO,6,,2204.62,,,
PBO,7,84554.03,178796.25,276210.24,164842.79,172771.6
PBO,9,49099.47,47623.99,114561.14000000001,28168.32,67126.01
PBO,12,5211.62,2635.2200000000003,813.09,13021.730000000001,4443.969999999999
PCA,1,519621937.21,519438315.0,538150523.43,657362346.87,626664154.02
PCA,2,8687947.0,10436323.23,21584844.32,20699693.61,19718003.91
PCA,3,4734212.75,6931609.96,9888313.74,9666168.3,7930465.7
PCA,4,147004578.64,132213127.01,159884567.41,192882373.75,184495665.24
PCA,5,17423467.42,22720163.02,27341199.18,51084061.66,66749067.43
PCA,6,16469864.35,18309536.54,22685414.61,27396417.64,23153588.29
PCA,7,47666335.83,54635398.54,61058956.76,68095006.53,60891598.71
PCA,8,442255271.19,216020922.84,124293401.01,180186435.74,173566420.4
PCA,9,28416732.81,29896605.41,34487855.7,48946291.78,38687184.64
PCA,10,30138535.57,78229440.63,75020059.16,87957543.54,103617642.36
PCA,11,93489.6,74914.4,60750.97,46450.25,2377.06
PCA,12,43057544.18,75052338.67999999,82153154.64,108225643.36999999,63269680.73000001
PCAN,1,,8753456.03,19342164.76,24068700.38,25249915.62
PCAN,2,,108673.84000000001,796272.2,914874.91,930313.1699999999
PCAN,3,,16427.72,754462.77,600408.38,368755.47
PCAN,4,,2336703.82,5355986.01,9045248.76,8615662.24
PCAN,5,,98576.83,521046.26,887999.58,533698.5
PCAN,7,,17021.12,48785.53,99707.37,46482.7
PCAN,9,,635601.02,412160.51,1020667.41,577482.31
PCAN,10,,156737177.5,194740016.0,154064698.0,100220272.0
PCAN,12,,2147.98,112153.23999999999,7675.159999999916,6050.380000000005
PCC,1,9492148.379999999,9238637.66,10206304.54,13037216.110000001,13537902.8
PCC,2,71432.87000000001,72814.54,150313.0,225496.22,157990.94
PCC,3,105584.48999999999,24874.0,33196.5,29926.98,42657.85
PCC,4,783178.85,491305.93,753676.4,1088782.9,755389.25
PCC,5,167529.34,219348.22,279071.39,408723.47,253777.94
PCC,6,3531.9700000000003,2016.23,4270.6900000000005,7817.92,8616.18
PCC,7,70068.14,80292.36,60515.85,73180.33,62363.9
PCC,9,104839.1,163697.51,629945.86,261723.78,517525.59
PCC,12,617923.6699999999,237648.75,362367.26,661665.41,869824.95
PCO,1,149502900.12,156579351.86,173776853.45,192382359.52,188332710.75
PCO,2,1679253.16,4694893.7700000005,5970024.13,6472538.59,7820151.13
PCO,3,5338196.59,4837370.5200000005,6872265.96,4416902.82,5552175.9
PCO,4,20604323.86,22330105.66,38910185.27,31557576.83,36013583.76
PCO,5,6386419.5,6985971.95,8645104.9,7110545.22,6469380.100000001
PCO,6,4126072.01,2551011.11,1952076.1,1818317.4800000002,3194495.54
PCO,7,713731.08,558676.13,743437.79,1053185.95,787948.9
PCO,9,14990575.709999999,10321357.31,10354186.46,6034217.73,10079801.74
PCO,10,,1396926.77,2835746.41,518858.65,1228977.02
PCO,12,347797.12,314523.78,244807.48000000004,187699.52,573395.04
PCO,21,-93783.0,-80033.0,-395853.0,-311982.0,-249370.95
PCO,22,-1302162.0,-6874793.04,-6971679.0,-7268091.0,-8059060.05
PHAC,1,344434972.4,481179265.88,502685313.35,527469439.75,502813316.38
PHAC,2,57542923.16,83973254.49,16287685.18,8391316.61,6579083.57
PHAC,3,88271221.42,106994989.25,62810290.650000006,50580977.75,39755264.74
PHAC,4,313864317.83,1135040731.74,611192084.9300001,246855206.01,195981937.12
PHAC,5,75527483.86,79674852.52000001,47236331.6,10641700.89,12431917.52
PHAC,6,4621370.37,5209077.13,7413322.72,7524577.29,8376482.63
PHAC,7,7222068054.55,6250980147.69,3838508118.76,2996860261.7899995,291242584.64
PHAC,8,5850.72,162126.9,402816.92000000004,325538.98,72013.86
PHAC,9,303459692.95,27401188.98,37771637.330000006,25379990.36,13312468.72
PHAC,10,347354450.29,529172022.01,645307858.54,560029355.48,462959593.24
PHAC,12,1319937.5700000003,6383516.79,17062870.549999997,-4633719.65,2387286.33
PHAC,21,-662873.6,-683875.91,-843730.86,-836103.71,-935599.76
PHAC,22,-47769.84,-54799.62,-56884.01,-57178.34,-62078.66
PMPRB,1,9713198.84,9703017.56,9721096.01,11191548.47,11137802.5
PMPRB,2,72995.99,83010.20999999999,129207.66,140488.35,126905.49999999999
PMPRB,3,625726.6,737551.7200000001,814215.86,915584.63,950346.97
PMPRB,4,3269638.3899999997,1467430.04,1002501.68,907044.9299999999,898281.42
PMPRB,5,197669.37,135377.67,188653.0,194137.37,282236.15
PMPRB,6,1133979.96,3363.72,9187.34,7404.45,1616.58
PMPRB,7,14532.32,1339.6,6156.179999999999,10064.64,8172.32
PMPRB,9,219507.88,185949.87,124753.0,177654.42,238115.69999999998
PMPRB,12,11833.8,22368.82,25757.759999999995,500217.92000000004,43623.07
PPS,1,60724292.16,71565770.52,86245482.53,84071739.03999999,96582928.25
PPS,2,188783.41,243196.91,361233.95,446161.31,536352.02
PPS,3,151219.78,253343.09999999998,63550.520000000004,181044.87,228514.35
PPS,4,8504904.04,8481697.02,9860118.940000001,5020896.3100000005,5000757.43
PPS,5,276808.14,969639.47,512345.57999999996,796946.98,766670.94
PPS,6,983270.78,1952427.1600000001,1397190.48,872450.21,956536.3
PPS,7,629631.7000000001,1003437.65,1069147.28,1404471.46,1645220.15
PPS,9,2253164.62,2590557.39,2901684.21,3301326.35,3489804.56
PPS,12,551966.9,559284.94,369251.0,333044.48000000004,206983.86000000002
PPS,21,,-9120.0,-109056.0,-201636.0,-143916.0
PPS,22,-477462.98,-987917.68,-1058834.43,-1259547.43,-1445085.32
PSC,1,87911522.57000001,83948225.2,94581892.52,105428552.25,95515368.66
PSC,2,125786.84999999999,74447.45,155303.80000000002,150610.16,274063.55
PSC,3,75277.54,356099.37,236044.93,150748.36,359889.87
PSC,4,7547669.28,7265737.3,9425310.629999999,6647788.02,7361696.49
PSC,5,1417799.18,1472748.3299999998,1284259.3900000001,1632460.8699999999,2561407.01
PSC,6,54354.81,35822.1,93882.0,64652.899999999994,69757.2
PSC,7,134852.23,188016.0,227861.88999999998,196759.0,156932.84
PSC,9,397281.42,1212174.67,1995762.98,341093.37,1578106.69
PSC,12,1165159.18,358953.64999999997,587591.4100000001,380099.24999999994,684074.4299999991
PSC,21,-91146.46,-15177.03,-73960.62,-11956.57,-258.1
PSC,22,-5177198.93,-8847257.84,-9639759.69,-8086944.04,-8435033.05
PSEP,1,136952058.95,144277199.75,170158765.55,207376747.17,215540777.86
PSEP,2,274144.8,583788.19,3029695.83,3660795.52,5287097.53
PSEP,3,5988797.93,10859443.889999999,7008467.81,4234898.09,4418069.34
PSEP,4,22583025.19,25440435.06,31878260.5,35932555.980000004,49213646.15
PSEP,5,6303607.680000001,7419291.36,5810281.45,7497030.65,8020073.869999999
PSEP,6,536879.61,1394279.38,23595507.61,9659442.58,5998535.710000001
PSEP,7,349176.13,659757.23,395606.69,361722.83999999997,563803.72
PSEP,8,206797.79,,,,
PSEP,9,3503885.0300000003,3473473.3,4377641.55,3133807.83,5477404.6
PSEP,10,601940082.48,875077570.33,3045103137.89,1212784585.6599998,1046877970.4699999
PSEP,12,1196765.54,1167259.3800000001,22759441.05,2334984.37,2173235.960000001
PSEP,21,-581813.0,-618702.0,-462150.0,-639749.0,-702336.0
PSEP,22,-1879775.0,-2073985.0,-2081225.0,-2212446.8,-2050686.5
RCMP,1,3570928862.83,4965712380.37,5433324857.71,4563980644.53,5844144899.09
RCMP,2,139493573.74,180057666.34,228247891.06,243411885.23,289084324.37
RCMP,3,3180127.0100000002,3059888.5,3995832.7199999997,5164119.75,4669246.39
RCMP,4,548264938.66,623176541.5699999,672093121.15,747250540.02,799444577.77
RCMP,5,147426131.8,156341839.07,173890357.48,173225153.5,189910892.09
RCMP,6,91115314.49,95692340.91,92675282.64,108852784.79,113887772.47
RCMP,7,159184135.65,164554395.39,187002750.71,187561693.75,200281352.19
RCMP,8,69035167.98,77531772.93,86626098.03999999,79013917.63,77291530.58
RCMP,9,300083474.14,257627901.53,303587728.16,342599197.77,393520889.26
RCMP,10,392162841.02000004,486886464.1,530747225.34,708927064.85,22830325.49
RCMP,11,651245.5,616679.04,583242.9600000001,547792.56,510427.0
RCMP,12,140571273.01999998,123673068.00000001,113713496.70999998,118378917.13000001,135779264.99999997
RCMP,21,-1729703454.91,-1805590651.78,-2017471204.71,-2134310326.9299998,-2325290252.04
RCMP,22,-5027927.5600000005,-2914620.04,-1577598.92,-1304874.78,-1693357.28
SC,1,646958028.12,721545766.83,750384740.4,764797196.34,741514274.59
SC,2,11209544.72,61473920.769999996,16438042.37,17637985.74,21643081.52
SC,3,15023462.07,26563471.66,7987774.15,9464934.25,9608020.73
SC,4,33671832.67,161756476.63,39565067.55,33117038.29,34868698.61
SC,5,24542506.28,24976094.48,17150925.330000002,36471866.88,38111978.28
SC,6,812441.37,1271430.69,723899.2,938251.6,1247390.29
SC,7,3488850.38,1293300.46,665029.21,1887652.0,1368187.35
SC,8,666759.15,579163.09,522048.27999999997,114268.45,153925.36
SC,9,8360278.05,10064308.129999999,6499582.61,8453559.28,13511675.31
SC,12,574232.6,1443015.73,2091083.69,825862.86,652897.68
SC,21,-18717434.49,-15982903.94,-23025827.49,-27273864.96,-21607564.44
SC,22,-105271633.13,-111600869.54,-136323185.63,-105725746.58,-106799910.74
SCA,12,18575862.0,19271621.0,17967928.0,20420236.0,25591119.0
SCC,1,32650865.79,33363639.689999998,34440315.8,39170128.45,41645955.08
SCC,2,521571.94,715565.9299999999,1511465.58,1329867.14,1775043.31
SCC,3,220668.83000000002,260423.38,380646.52,581977.55,1021021.0900000001
SCC,4,2139163.94,2061780.28,2763183.1,3045581.29,3531860.4400000004
SCC,5,965639.1599999999,1057545.42,1276039.06,1437785.29,1388177.39
SCC,6,579308.37,180507.73,226669.94,334793.91,207406.47
SCC,7,1180036.42,1134590.29,1290683.33,1327259.87,747593.58
SCC,9,918473.92,516806.35,1655786.34,1072628.45,973809.1699999999
SCC,12,56461.909999999996,102867.21,8942.5,61803.12,31126.9
SEN,1,105305746.51,83923921.97,87662641.74,95830427.11,104588186.42
SEN,2,2491268.33,3220296.6,7938795.819999999,9413015.55,9523957.0
SEN,3,966152.42,1025702.27,1039111.26,1117699.06,1660991.77
SEN,4,2266747.03,2500910.69,2854617.27,3764483.26,3892428.6300000004
SEN,5,1455199.8900000001,2202593.4899999998,2081990.01,2170587.32,2379768.48
SEN,6,738913.35,847282.4500000001,1076194.13,1348592.47,1531410.3800000001
SEN,7,294143.14999999997,311313.45,522874.43,544952.02,637956.67
SEN,9,2557576.76,1657225.09,1019478.4,2629445.76,5116110.21
SEN,10,512362.14,475656.79,622283.63,481206.23,566625.0
SEN,12,611394.37,197391.0,82113.84,680362.57,42401.08
SHARE,1,865447865.42,917463679.38,986598644.87,1187576747.59,1183736027.18
SHARE,2,579298572.12,579152812.4,660834322.62,633584319.33,581025260.66
SHARE,3,4079961.7100000004,5839863.92,3920187.2800000003,3402715.47,2811324.11
SHARE,4,386623025.79,433701432.81,477340530.94,436502818.68,396261659.49
SHARE,5,518606724.04,552781477.79,617398748.31,648441707.93,691703889.05
SHARE,6,277381792.7,253494276.29,291395631.43,342598001.7,298434522.2
SHARE,7,7342678.19,6098803.0600000005,6650112.57,6977274.430000001,7019589.68
SHARE,8,3499513.22,3630243.68,16786026.3,3906538.03,4052473.61
SHARE,9,525583621.42,343475529.19,360125831.6,419938547.39,281949923.32
SHARE,11,6696086.2700000005,8873117.72,8177346.55,6331004.6899999995,4734729.68
SHARE,12,3119135.5500000003,4600893.49,2471412.73,1964796.92,3086479.96
SHARE,21,-4907762.12,-5879173.14,-5204423.68,-2926667.7399999998,-6962611.37
SHARE,22,-860573941.5699999,-941078776.9100001,-888393478.34,-897509208.65,-830839967.9
SIRC,1,7536948.54,9613682.8,10250458.88,12050226.45,14324009.129999999
SIRC,2,88292.4,213711.34999999998,364043.7,418012.52,388085.26
SIRC,3,200698.34,179875.18,16800.73,9978.550000000001,38005.0
SIRC,4,1958732.81,3497317.92,3676504.14,3808938.75,3641745.19
SIRC,5,152338.31,178891.19,240275.41,239478.53,136486.2
SIRC,6,1306819.24,3107862.74,3643324.8000000003,2854708.56,165429.22999999998
SIRC,7,48403.299999999996,30401.23,39005.47,52283.380000000005,40886.06
SIRC,9,947237.92,452609.27999999997,48199.42,148327.40000000002,38553.36
SIRC,12,11904.31,15401.990000000002,10534.51,63771.58,66299.82
SSHRC,1,31612846.47,37563064.86,38726289.28,42959613.51,54906384.75
SSHRC,2,282266.21,379363.61,447111.43,797409.63,1143073.26
SSHRC,3,749765.77,928385.54,1314100.65,928172.21,861397.88
SSHRC,4,4386595.7700000005,3994974.06,5199604.53,3792508.74,3168288.0
SSHRC,5,830184.14,729690.53,835208.13,878208.94,1283460.26
SSHRC,6,75357.59000000001,69089.97,75333.41,99637.93000000001,63633.840000000004
SSHRC,7,45121.03,37433.62,42456.28,47527.22,26905.39
SSHRC,8,,,,4012.93,149711.27
SSHRC,9,1602163.32,2036585.1199999999,1135932.0,777565.52,988529.0700000001
SSHRC,10,1379194937.3899999,970617959.0899999,1014866401.54,1109988820.0,1234605283.47
SSHRC,12,339370.1399999857,34091.67000001669,58839.94999998808,61924.62000000477,71290.43999999762
SWC,1,38139634.51,39810930.01,49493223.46,59623822.85,52320577.239999995
SWC,2,167776.85,188085.29,756870.35,990273.1699999999,782057.55
SWC,3,3852830.9899999998,2680027.6,4446290.44,4029856.04,7808460.24
SWC,4,7354450.06,8621851.1,6610466.8,4959027.05,3595111.27
SWC,5,364735.86,561727.08,938205.2,1069420.98,630835.66
SWC,6,20552.5,47309.87,34725.31,44446.49,93469.82
SWC,7,27728.010000000002,40564.0,64099.36,46311.29,53733.840000000004
SWC,8,52280.21000000001,158032.66,195535.62000000002,49777.27,32598.899999999998
SWC,9,952168.21,1009277.69,967796.6900000001,688246.32,1041525.61
SWC,10,168305301.0,177423093.0,259383052.0,249298340.0,302479150.0
SWC,12,225927.60999999978,112973.7299999998,218552.09,99359.78,124639.33
TBC,1,3848105677.94,11774159602.12,4840116955.670001,5006888693.01,11756506978.4
TBC,2,373991.32,883359.6,1309207.28,1488243.17,1216671.68
TBC,3,631704.06,934735.56,1193617.25,3480296.16,3579579.1300000004
TBC,4,130992377.19,135772604.73,158528807.01,181610267.51000002,203789050.25
TBC,5,12231277.360000001,12581032.02,36496322.36,34473592.18,49084150.6
TBC,6,656181.24,453759.4,706616.29,1357720.06,550895.1
TBC,7,300128.42,193133.19,272635.13,372813.06,6372964.85
TBC,9,5336301.149999999,4507275.35,3887228.86,1754431.0900000003,1893901.53
TBC,10,902401.68,853794.79,891888.78,1017628.11,1068357.37
TBC,12,-18253409.11,-15675002.290000003,5189974.79,-21100568.759999998,-13736387.96
TBC,21,-538820292.82,-560741200.7,-578354116.7,-596649967.38,-608350092.91
TBC,22,-211676602.7,-285992788.24,-308048136.45,-364359263.26,-365703094.94
TC,1,727369349.9,710812928.9,737264880.89,873401844.26,876400146.04
TC,2,6525792.8,10700002.75,24635524.43,29062442.55,28838933.86
TC,3,6025492.54,7065941.73,7480363.43,11373974.18,12452734.63
TC,4,171488328.19,190241282.06,227181427.85999998,274084174.42,262599062.63
TC,5,12253332.62,14855383.55,19001373.16,23260349.830000002,27709709.58
TC,6,13059670.780000001,18940657.22,18521292.04,22113176.07,22698845.95
TC,7,13080955.83,14938129.43,20569548.89,17877201.24,15405492.96
TC,8,82817770.86,85255952.83000001,87759127.49,116258371.56,172928438.74
TC,9,213546690.08,58189051.2,70892046.18,69759919.53,99447112.88
TC,10,660280842.72,1081964594.65,1138783839.17,1652902622.94,2182532566.66
TC,12,64283704.61,74149836.13,17141640.11,27383939.86,22847882.310000002
TC,21,-33172777.14,-36128683.17,-39426139.09,-46938822.11,-53225553.77
TC,22,-40394465.43,-47778395.86,-50154441.23,-51295220.699999996,-49625943.38
TOUR,12,95665913.0,121159703.0,156225494.0,122661538.0,115967712.0
VAC,1,343939945.63,348625307.86,343554275.12,407690511.79,400032589.95
VAC,2,18533255.38,22355811.700000003,28534409.66,36922502.84,41627424.81
VAC,3,4377899.75,4867465.71,4629390.53,7977824.619999999,5864998.68
VAC,4,479156021.17,507423350.76,525586967.65,583516465.3100001,706769782.23
VAC,5,6965522.13,23480992.47,22496720.629999995,26276375.82,26516225.88
VAC,6,8684795.28,6078748.18,8442920.33,5665890.0,4012852.05
VAC,7,254076109.94,282728059.38,304196116.0,340188142.83000004,414085169.87
VAC,8,16750.0,,302311.61,1577468.27,2929658.22
VAC,9,3672522.9499999997,2059272.16,5880696.96,4860867.49,1725676.02
VAC,10,3687765269.5099998,4194785844.68,4177856602.77,4636714330.26,5579881062.93
VAC,12,29445411.730000068,13986943.15000008,864187.0599999905,1675823.29,446597744.6399999
VIA,12,651558579.46,628856038.14,689627801.25,803950034.23,878574403.27
VRAB,1,9629808.87,10576672.42,12399882.32,16293577.63,19021318.14
VRAB,2,104241.01999999999,33745.47,377717.41000000003,504739.88,826117.19
VRAB,3,10194.5,7220.0,7220.0,7753.35,33624.5
VRAB,4,193430.36,292685.23000000004,495728.28,717725.65,773522.18
VRAB,5,95549.26000000001,17342.429999999997,99807.52,272491.95,144471.68
VRAB,6,,388.91,114.0,,
VRAB,7,90130.95999999999,49914.009999999995,170877.35,120835.17,122366.76000000001
VRAB,9,358641.49,108865.1,37067.55,201349.31,306308.26
VRAB,12,23683.13,17127.55,31766.469999999998,5713.490000000001,32877.5
WATER,1,,,,,14559570.36
WATER,2,,,,,411643.96
WATER,3,,,,,108868.33
WATER,4,,,,,3058572.93
WATER,5,,,,,199492.04
WATER,6,,,,,20009.96
WATER,7,,,,,125110.12
WATER,9,,,,,379829.38
WATER,10,,,,,24330458.95
WATER,12,,,,,25216.99
WDBA,12,440674062.0,481287738.0,793291043.0,1289462758.0,944189291.0
WDO,1,43758936.19,43654082.75,43703633.9,44178963.41,45342718.99
WDO,2,234572.58,414391.37,1042857.49,909079.97,795095.92
WDO,3,832316.1,833326.85,1086908.15,906479.68,848351.68
WDO,4,6282368.99,6022719.09,6120911.47,5471384.78,4206417.76
WDO,5,717938.38,982321.7700000001,1200188.1099999999,944228.57,861044.9800000001
WDO,6,40332.54,10900.89,645974.5199999999,114327.41,3784.6400000000003
WDO,7,64524.51,142238.45,135378.54,95708.76999999999,84447.56
WDO,9,614558.59,370262.99,1438569.1300000001,1011244.99,321334.44
WDO,10,854877542.0,380798549.0,446259521.0,327445920.0,312052429.0
WDO,12,74856.23999999999,9424.980000000447,5245.270000000019,13149.790000000037,34499.25999999978
WDO,22,,-1384298.0,-2231166.0,-3482953.0,-1855976.0
