"program_id","result_id"
"ND-BUN04","7338-2018"
"ND-BUN05","7334-2018"
"ND-BUN06","7334-2018"
"ND-BUN06","7337-2018"
"ND-BUN06","7338-2018"
"ND-BUN07","7337-2018"
"ND-BUN07","7338-2018"
"ND-BUO01","7339-2018"
"ND-BUO02","7339-2018"
"ND-BUO02","7340-2018"
"ND-BUO03","7339-2018"
"ND-BUO03","7340-2018"
"ND-BUO04","7339-2018"
"ND-BUO04","7340-2018"
"ND-BUO05","7339-2018"
"ND-BUO05","7340-2018"
"ND-BUO06","7339-2018"
"ND-BUO06","7340-2018"
"ND-BUO07","7339-2018"
"ND-BUO08","7339-2018"
"ND-BUO08","7340-2018"
"ND-BUO09","7339-2018"
"ND-BUO10","7340-2018"
"ND-BUO11","7339-2018"
"ND-BUP01","7341-2018"
"ND-BUP01","7343-2018"
"ND-BUP02","7341-2018"
"ND-BUP03","7342-2018"
"ND-BUP04","7342-2018"
"ND-BUP04","7343-2018"
"ND-BUP05","7342-2018"
"ND-BUP05","7343-2018"
"ND-BUP06","7344-2018"
"ND-BUP07","7343-2018"
"ND-BUP08","7343-2018"
"ND-BUP09","7343-2018"
"ND-BUP10","7345-2018"
"ND-BUQ01","7346-2018"
"ND-BUQ01","7347-2018"
"ND-BUQ02","7346-2018"
"ND-BUQ02","7347-2018"
"ND-BUQ03","7346-2018"
"ND-BUQ03","7347-2018"
"ND-BUQ04","7346-2018"
"ND-BUQ04","7347-2018"
"ND-BUQ05","7346-2018"
"ND-BUQ05","7347-2018"
"ND-BUQ06","7346-2018"
"ND-BUQ06","7347-2018"
"ND-BUQ07","7346-2018"
"ND-BUQ07","7347-2018"
"ND-BUQ08","7346-2018"
"ND-BUQ08","7347-2018"
"ND-BUR01","7348-2018"
"ND-BUR01","7349-2018"
"ND-BUR02","7348-2018"
"ND-BUR02","7349-2018"
"ND-BUR03","7348-2018"
"ND-BUR03","7349-2018"
"ND-BUR04","7349-2018"
"ND-BUR04","7350-2018"
"ND-BUR05","7351-2018"
"ND-BUS01","7353-2018"
"ND-BUS01","7354-2018"
"ND-BUS02","7353-2018"
"ND-BUS02","7354-2018"
"ND-BUS03","7352-2018"
"ND-BUS03","7353-2018"
"ND-BUS03","7354-2018"
"ND-BUS04","7353-2018"
"ND-BUS04","7354-2018"
"ND-BUS05","7353-2018"
"ND-BUS06","7354-2018"
"ND-BUS08","7352-2018"
"ND-BUS08","7354-2018"
"ND-BUS09","7352-2018"
"ND-BUS09","7354-2018"
"ND-BUS10","7352-2018"
"ND-BUS10","7354-2018"
"ND-BUS11","7352-2018"
"ND-BUS11","7354-2018"
"ND-BUS12","7352-2018"
"ND-BUS13","7352-2018"
"ND-BUS13","7354-2018"
"NEB-BTA01","7324-2018"
"NEB-BTA01","7325-2018"
"NEB-BTA01","7326-2018"
"NEB-BTA02","7327-2018"
"NEB-BTB01","7328-2018"
"NEB-BTB02","7328-2018"
"NEB-BTB03","7328-2018"
"NEB-BTB04","7328-2018"
"NEB-BTC01","7329-2018"
"NEB-BTC01","7331-2018"
"NEB-BTC02","7330-2018"
"NEB-BTC02","7331-2018"
"NEB-BTD01","7332-2018"
"NEB-BTD01","7333-2018"
"NEB-BTD02","7332-2018"
"NEB-BTD02","7333-2018"
"NFB-BSM01","7371-2018"
"NFB-BSM01","7372-2018"
"NFB-BSM01","7373-2018"
"NFB-BSP01","7374-2018"
"NFB-BSP01","7375-2018"
"NFB-BSP01","7376-2018"
"NFB-BSP02","7375-2018"
"NFB-BSP02","7376-2018"
"NFB-BSP03","7374-2018"
"NFB-BSP03","7377-2018"
"NPB-BUA01","7396-2018"
"NPB-BUA01","7397-2018"
"NPB-BUB01","7398-2018"
"NPB-BUC01","7399-2018"
"NPB-BUC01","7400-2018"
"NPB-BUC01","7401-2018"
"NR-BTL01","7311-2018"
"NR-BTL02","7311-2018"
"NR-BTL03","7311-2018"
"NR-BTL03","7312-2018"
"NR-BTL03","7313-2018"
"NR-BTL04","7311-2018"
"NR-BTL05","7311-2018"
"NR-BTL06","7311-2018"
"NR-BTL07","7311-2018"
"NR-BTL07","7312-2018"
"NR-BTL08","7313-2018"
"NR-BTL09","7313-2018"
"NR-BTL10","7312-2018"
"NR-BTL11","7312-2018"
"NR-BTL12","7312-2018"
"NR-BTL12","7313-2018"
"NR-BTL13","7311-2018"
"NR-BTM01","7314-2018"
"NR-BTM01","7315-2018"
"NR-BTM01","7316-2018"
"NR-BTM02","7314-2018"
"NR-BTM02","7315-2018"
"NR-BTM02","7316-2018"
"NR-BTM03","7314-2018"
"NR-BTM03","7315-2018"
"NR-BTM03","7316-2018"
"NR-BTM04","7314-2018"
"NR-BTM04","7316-2018"
"NR-BTM05","7314-2018"
"NR-BTM05","7316-2018"
"NR-BTM06","7314-2018"
"NR-BTM06","7316-2018"
"NR-BTM07","7316-2018"
"NR-BTM08","7316-2018"
"NR-BTM09","7316-2018"
"NR-BTM10","7315-2018"
"NR-BTM10","7316-2018"
"NR-BTM11","7314-2018"
"NR-BTM12","7314-2018"
"NR-BTO01","7317-2018"
"NR-BTO01","7319-2018"
"NR-BTO02","7317-2018"
"NR-BTO02","7319-2018"
"NR-BTO03","7317-2018"
"NR-BTO03","7318-2018"
"NR-BTO04","7317-2018"
"NR-BTO04","7318-2018"
"NR-BTO05","7318-2018"
"NR-BTO06","7318-2018"
"NR-BTO07","7318-2018"
"NR-BTO07","7319-2018"
"NR-BTO08","7319-2018"
"NRC-BNQ01","7140-2018"
"NRC-BNQ01","7141-2018"
"NRC-BNQ01","7142-2018"
"NRC-BNQ02","7140-2018"
"NRC-BNQ02","7141-2018"
"NRC-BNQ02","7142-2018"
"NRC-BNQ03","7140-2018"
"NRC-BNQ03","7141-2018"
"NRC-BNQ03","7142-2018"
"NRC-BNQ04","7140-2018"
"NRC-BNQ04","7141-2018"
"NRC-BNQ04","7142-2018"
"NRC-BNQ05","7140-2018"
"NRC-BNQ05","7141-2018"
"NRC-BNQ05","7142-2018"
"NRC-BNQ06","7140-2018"
"NRC-BNQ06","7141-2018"
"NRC-BNQ06","7142-2018"
"NRC-BNQ07","7140-2018"
"NRC-BNQ07","7141-2018"
"NRC-BNQ07","7142-2018"
"NRC-BNQ08","7141-2018"
"NRC-BNQ09","7140-2018"
"NRC-BNQ09","7141-2018"
"NRC-BNQ09","7142-2018"
"NRC-BNQ10","7140-2018"
"NRC-BNQ11","7140-2018"
"NRC-BNQ11","7141-2018"
"NRC-BNQ11","7142-2018"
"NRC-BNQ12","7140-2018"
"NRC-BNQ12","7141-2018"
"NRC-BNQ12","7142-2018"
"NRC-BNQ13","7140-2018"
"NRC-BNQ13","7141-2018"
"NRC-BNQ13","7142-2018"
"NRC-BNQ14","7142-2018"
"NRC-BNQ15","7140-2018"
"NRC-BNQ15","7141-2018"
"NRC-BNQ15","7142-2018"
"NRC-BNQ16","7140-2018"
"NRC-BNQ16","7141-2018"
"NRC-BNQ16","7142-2018"
"NRC-BNQ17","7140-2018"
"NRC-BNQ18","7140-2018"
"NRC-BNQ18","7141-2018"
"NRC-BNQ18","7142-2018"
"NRC-BNQ19","7140-2018"
"NRC-BNQ19","7141-2018"
"NRC-BNQ19","7142-2018"
"NRC-BNQ20","7140-2018"
"NRC-BNQ20","7141-2018"
"NRC-BNQ20","7142-2018"
"NRC-BNQ21","7140-2018"
"NRC-BNQ21","7141-2018"
"NRC-BNQ21","7142-2018"
"NSERC-BNR01","7381-2018"
"NSERC-BNR01","7382-2018"
"NSERC-BNR02","7382-2018"
"NSERC-BNR03","7382-2018"
"NSERC-BNR03","7383-2018"
"OCI-BVL01","7044-2018"
"OCOL-BGH01","7206-2018"
"OCOL-BGH01","7207-2018"
"OCOL-BGI01","7208-2018"
"OCOL-BGI01","7209-2018"
"OCSEC-BVK01","7384-2018"
"ODPP-BRD01","7147-2018"
"ODPP-BRD01","7148-2018"
"ODPP-BRD01","7149-2018"
"ODPP-BRD02","7147-2018"
"ODPP-BRD02","7148-2018"
"ODPP-BRD02","7149-2018"
"ODPP-BRE01","7150-2018"
"OICC-BTK01","7459-2018"
"OICC-BTK01","7460-2018"
"OICC-BTK01","7461-2018"
"OICC-BTK01","7462-2018"
"OICC-BTK01","7463-2018"
"OICC-BTK01","7464-2018"
"OICC-BTK02","7459-2018"
"OICC-BTK02","7460-2018"
"OICC-BTK02","7461-2018"
"OICC-BTK02","7462-2018"
"OICC-BTK02","7463-2018"
"OICC-BTK02","7464-2018"
"OICC-BTK03","7459-2018"
"OICC-BTK03","7460-2018"
"OICC-BTK03","7461-2018"
"OICC-BTK03","7462-2018"
"OICC-BTK03","7463-2018"
"OICC-BTK03","7464-2018"
"OICC-BTK04","7459-2018"
"OICC-BTK04","7460-2018"
"OICC-BTK04","7461-2018"
"OICC-BTK04","7462-2018"
"OICC-BTK04","7463-2018"
"OICC-BTK04","7464-2018"
"OICC-BTK05","7459-2018"
"OICC-BTK05","7460-2018"
"OICC-BTK05","7461-2018"
"OICC-BTK05","7462-2018"
"OICC-BTK05","7463-2018"
"OICC-BTK05","7464-2018"
"OICC-BTK06","7459-2018"
"OICC-BTK06","7460-2018"
"OICC-BTK06","7461-2018"
"OICC-BTK06","7462-2018"
"OICC-BTK06","7463-2018"
"OICC-BTK06","7464-2018"
"OICC-BTK07","7459-2018"
"OICC-BTK07","7460-2018"
"OICC-BTK07","7461-2018"
"OICC-BTK07","7462-2018"
"OICC-BTK07","7463-2018"
"OICC-BTK07","7464-2018"
"OICC-BTK08","7459-2018"
"OICC-BTK08","7460-2018"
"OICC-BTK08","7461-2018"
"OICC-BTK08","7462-2018"
"OICC-BTK08","7464-2018"
"OICC-BTK09","7459-2018"
"OICC-BTK09","7460-2018"
"OICC-BTK09","7461-2018"
"OICC-BTK09","7462-2018"
"OICC-BTK09","7464-2018"
"OICC-BTK10","7459-2018"
"OICC-BTK10","7460-2018"
"OICC-BTK10","7461-2018"
"OICC-BTK10","7462-2018"
"OICC-BTK10","7463-2018"
"OICC-BTK10","7464-2018"
"OICC-BTK11","7459-2018"
"OICC-BTK11","7460-2018"
"OICC-BTK11","7461-2018"
"OICC-BTK11","7462-2018"
"OICC-BTK11","7463-2018"
"OICC-BTK11","7464-2018"
"OPSIC-BTS01","7045-2018"
"OPSIC-BTS01","7046-2018"
"ORL-BVA01","7071-2018"
"ORL-BVA01","7072-2018"
"ORL-BVA02","7073-2018"
"ORL-BVA02","7074-2018"
"ORL-BVA03","7075-2018"
"ORL-BVA03","7076-2018"
"OSFI-BVN01","7402-2018"
"OSFI-BVN01","7403-2018"
"OSFI-BVN02","7402-2018"
"OSFI-BVN02","7403-2018"
"OSFI-BVN03","7402-2018"
"OSFI-BVN03","7403-2018"
"OSFI-BVN04","7402-2018"
"OSFI-BVN04","7403-2018"
"OSFI-BVO01","7404-2018"
"PCA-BGW01","7219-2018"
"PCA-BGW01","7220-2018"
"PCA-BGW02","7219-2018"
"PCA-BGW02","7220-2018"
"PCA-BGW03","7221-2018"
"PCA-BGW04","7221-2018"
"PCA-BGW05","7221-2018"
"PCC-AYX00","7146-2018"
"PCO-BWW01","7323-2018"
"PCO-BWW02","7320-2018"
"PCO-BWW02","7321-2018"
"PCO-BWW03","7322-2018"
"PCO-BWW04","7320-2018"
"PCO-BWW05","7320-2018"
"PCO-BWW06","7320-2018"
"PCO-BWW06","7321-2018"
"PCO-BWW07","7320-2018"
"PCO-BWW07","7321-2018"
"PCO-BWW08","7320-2018"
"PCO-BWW08","7321-2018"
"PCO-BWW09","7320-2018"
"PCO-BWW09","7321-2018"
"PHAC-BVP01","7263-2018"
"PHAC-BVP01","7265-2018"
"PHAC-BVP02","7263-2018"
"PHAC-BVP03","7264-2018"
"PHAC-BVP03","7265-2018"
"PHAC-BVQ01","7267-2018"
"PHAC-BVQ02","7266-2018"
"PHAC-BVQ03","7266-2018"
"PHAC-BVQ04","7267-2018"
"PHAC-BVR01","7268-2018"
"PHAC-BVR02","7269-2018"
"PHAC-BVR03","7270-2018"
"PMPRB-BVM01","7062-2018"
"PMPRB-BVM02","7062-2018"
"PSC-BWB01","7029-2018"
"PSC-BWB01","7030-2018"
"PSC-BWB02","7029-2018"
"PSC-BWB02","7030-2018"
"PSC-BWB03","7029-2018"
"PSC-BWB03","7030-2018"
"PSC-BWB03","7031-2018"
"PSEP-BVS01","7005-2018"
"PSEP-BVS02","7005-2018"
"PSEP-BVS03","7005-2018"
"PSEP-BVT01","7006-2018"
"PSEP-BVT01","7007-2018"
"PSEP-BVT01","7008-2018"
"PSEP-BVT02","7006-2018"
"PSEP-BVT02","7007-2018"
"PSEP-BVT03","7006-2018"
"PSEP-BVT03","7007-2018"
"PSEP-BVT04","7006-2018"
"PSEP-BVT04","7007-2018"
"PSEP-BVT05","7006-2018"
"PSEP-BVT05","7007-2018"
"PSEP-BVT05","7008-2018"
"PSEP-BVT06","7006-2018"
"PSEP-BVT06","7007-2018"
"PSEP-BVU01","7009-2018"
"PSEP-BVU02","7009-2018"
"PSEP-BVU03","7009-2018"
"RCMP-AYO00","7032-2018"
"RCMP-AYR00","7033-2018"
"RCMP-HGD00","7034-2018"
"RCMP-HGD00","7035-2018"
"RCMP-HGE00","7036-2018"
"RCMP-HGF00","7037-2018"
"SC-BNV01","7253-2018"
"SC-BNV01","7254-2018"
"SC-BNV01","7255-2018"
"SC-BNV02","7253-2018"
"SC-BNV02","7254-2018"
"SC-BNV02","7255-2018"
"SC-BNV03","7253-2018"
"SC-BNV03","7254-2018"
"SC-BNV03","7255-2018"
"SC-BNV04","7253-2018"
"SC-BNV04","7254-2018"
"SC-BNV04","7255-2018"
"SC-BNV05","7253-2018"
"SC-BNV05","7254-2018"
"SCC-BRH01","7256-2018"
"SCC-BRH01","7257-2018"
"SHARE-BWC01","7355-2018"
"SHARE-BWC02","7356-2018"
"SHARE-BWC03","7356-2018"
"SHARE-BWC04","7356-2018"
"SHARE-BWD01","7357-2018"
"SHARE-BWD02","7357-2018"
"SHARE-BWD03","7357-2018"
"SHARE-BWD04","7357-2018"
"SHARE-BWD05","7357-2018"
"SHARE-BWD06","7357-2018"
"SHARE-BWD07","7357-2018"
"SHARE-BWD08","7357-2018"
"SHARE-BWD09","7358-2018"
"SHARE-BWE01","7359-2018"
"SHARE-BWE02","7359-2018"
"SHARE-BWE03","7359-2018"
"SHARE-BWE04","7359-2018"
"SHARE-BWE05","7359-2018"
"SHARE-BWE06","7359-2018"
"SHARE-BWE07","7359-2018"
"SHARE-BWE08","7359-2018"
"SHARE-BWF01","7360-2018"
"SHARE-BWF02","7360-2018"
"SHARE-BWF03","7360-2018"
"SHARE-BWF04","7361-2018"
"SHARE-BWF05","7360-2018"
"SHARE-BWF06","7360-2018"
"SHARE-BWG01","7362-2018"
"SHARE-BWG01","7364-2018"
"SHARE-BWG02","7363-2018"
"SHARE-BWG02","7364-2018"
"SHARE-BWG03","7362-2018"
"SHARE-BWG03","7363-2018"
"SHARE-BWG03","7364-2018"
"SIRC-BWY01","7421-2018"
"SIRC-BWY02","7421-2018"
"SSHRC-BNT01","7001-2018"
"SSHRC-BNT01","7002-2018"
"SSHRC-BNT01","7003-2018"
"SSHRC-BNT02","7001-2018"
"SSHRC-BNT02","7002-2018"
"SSHRC-BNT02","7003-2018"
"SSHRC-BNT03","7001-2018"
"SSHRC-BNT03","7002-2018"
"SSHRC-BNT03","7003-2018"
"SSHRC-BNU01","7004-2018"
"SWC-BWH01","7243-2018"
"SWC-BWH01","7244-2018"
"SWC-BWH01","7245-2018"
"SWC-BWH02","7243-2018"
"SWC-BWH02","7245-2018"
"TBC-BXA02","7154-2018"
"TBC-BXA02","7155-2018"
"TBC-BXA02","7156-2018"
"TBC-BXA03","7153-2018"
"TBC-BXA03","7154-2018"
"TBC-BXA03","7156-2018"
"TBC-BXB01","7159-2018"
"TBC-BXB01","7161-2018"
"TBC-BXB02","7157-2018"
"TBC-BXB02","7158-2018"
"TBC-BXB03","7160-2018"
"TBC-BXC01","7165-2018"
"TBC-BXC02","7164-2018"
"TBC-BXC03","7162-2018"
"TBC-BXC03","7163-2018"
"TBC-BXC03","7164-2018"
"TBC-BXD01","7166-2018"
"TBC-BXD02","7167-2018"
"TC-BTW01","7450-2018"
"TC-BTW02","7450-2018"
"TC-BTW03","7450-2018"
"TC-BTW04","7451-2018"
"TC-BTW04","7452-2018"
"TC-BTW05","7451-2018"
"TC-BTW05","7452-2018"
"TC-BTW06","7450-2018"
"TC-BTW07","7450-2018"
"TC-BTW08","7450-2018"
"TC-BTW09","7450-2018"
"TC-BTW10","7451-2018"
"TC-BTW10","7452-2018"
"TC-BTW11","7451-2018"
"TC-BTW11","7452-2018"
"TC-BTW12","7452-2018"
"TC-BTW13","7450-2018"
"TC-BTW13","7452-2018"
"TC-BTW14","7450-2018"
"TC-BTW14","7452-2018"
"TC-BTW15","7450-2018"
"TC-BTW16","7450-2018"
"TC-BTW16","7452-2018"
"TC-BTW17","7450-2018"
"TC-BTW17","7452-2018"
"TC-BTW18","7451-2018"
"TC-BTW18","7452-2018"
"TC-BTW19","7451-2018"
"TC-BTW19","7452-2018"
"TC-BTW20","7450-2018"
"TC-BTW20","7452-2018"
"TC-BTW21","7450-2018"
"TC-BTW21","7452-2018"
"TC-BTW22","7450-2018"
"TC-BTW23","7450-2018"
"TC-BTW23","7451-2018"
"TC-BTW24","7451-2018"
"TC-BTW25","7450-2018"
"TC-BTW25","7451-2018"
"TC-BTX01","7453-2018"
"TC-BTX02","7454-2018"
"TC-BTX04","7455-2018"
"TC-BTY01","7456-2018"
"TC-BTY01","7457-2018"
"TC-BTY02","7456-2018"
"TC-BTY03","7458-2018"
"TC-BTY04","7456-2018"
"VAC-BWI01","7271-2018"
"VAC-BWI01","7272-2018"
"VAC-BWI01","7274-2018"
"VAC-BWI01","7275-2018"
"VAC-BWI02","7271-2018"
"VAC-BWI02","7272-2018"
"VAC-BWI02","7274-2018"
"VAC-BWI02","7275-2018"
"VAC-BWI03","7272-2018"
"VAC-BWI03","7275-2018"
"VAC-BWI04","7272-2018"
"VAC-BWI04","7274-2018"
"VAC-BWI04","7275-2018"
"VAC-BWI05","7271-2018"
"VAC-BWI05","7272-2018"
"VAC-BWI05","7275-2018"
"VAC-BWI06","7271-2018"
"VAC-BWI06","7272-2018"
"VAC-BWI06","7274-2018"
"VAC-BWI06","7275-2018"
"VAC-BWI07","7271-2018"
"VAC-BWI07","7273-2018"
"VAC-BWI07","7274-2018"
"VAC-BWI07","7275-2018"
"VAC-BWI08","7271-2018"
"VAC-BWI08","7272-2018"
"VAC-BWI08","7275-2018"
"VAC-BWI09","7271-2018"
"VAC-BWI09","7272-2018"
"VAC-BWI09","7273-2018"
"VAC-BWI09","7275-2018"
"VAC-BWI10","7271-2018"
"VAC-BWI10","7272-2018"
"VAC-BWI10","7275-2018"
"VAC-BWI11","7271-2018"
"VAC-BWI11","7272-2018"
"VAC-BWI11","7275-2018"
"VAC-BWI12","7271-2018"
"VAC-BWI12","7272-2018"
"VAC-BWI12","7275-2018"
"VAC-BWI13","7274-2018"
"VAC-BWI13","7275-2018"
"VAC-BWI14","7271-2018"
"VAC-BWI15","7271-2018"
"VAC-BWJ01","7276-2018"
"VAC-BWJ01","7277-2018"
"VAC-BWJ02","7276-2018"
"VAC-BWJ02","7277-2018"
"VAC-BWK01","7278-2018"
"VAC-BWK01","7279-2018"
"VRAB-BWL01","7261-2018"
"VRAB-BWL01","7262-2018"
"WDO-BNW01","7110-2018"
"WDO-BNW01","7111-2018"
"WDO-BNW01","7112-2018"
"WDO-BNW02","7110-2018"
"WDO-BNW02","7111-2018"
"WDO-BNW02","7112-2018"
"WDO-BNW03","7110-2018"
"WDO-BNW03","7112-2018"
"WDO-BNW04","7110-2018"
"WDO-BNW04","7112-2018"

