dept_code,dimension,ppl_last_year_5,ppl_last_year_4,ppl_last_year_3,ppl_last_year_2,ppl_last_year
OCI,age35to39,6,6,3,4,5
OCI,age40to44,7,7,5,4,8
OCI,age45to49,4,5,9,8,7
OCI,age50to54,3,3,3,5,3
OCI,age55to59,2,3,3,3,1
OCI,age60to64,.,.,.,.,2
OCOL,age20less,1,.,.,.,.
OCOL,age20to24,3,5,5,3,2
OCOL,age25to29,14,13,14,11,11
OCOL,age30to34,26,27,27,25,28
OCOL,age35to39,24,26,30,26,21
OCOL,age40to44,22,28,26,27,28
OCOL,age45to49,20,21,19,25,23
OCOL,age50to54,24,21,22,20,26
OCOL,age55to59,12,15,14,16,8
OCOL,age60to64,15,14,13,10,6
OCOL,age65plus,1,1,2,1,2
ODPP,age20less,.,1,.,.,3
ODPP,age20to24,19,12,13,9,17
ODPP,age25to29,80,79,72,69,66
ODPP,age30to34,133,132,116,131,116
ODPP,age35to39,158,168,168,157,162
ODPP,age40to44,166,160,167,152,173
ODPP,age45to49,156,166,157,169,166
ODPP,age50to54,102,110,126,138,142
ODPP,age55to59,96,90,90,87,91
ODPP,age60to64,28,39,43,43,39
ODPP,age65plus,16,12,16,15,15
OICC,age20less,1,.,.,.,1
OICC,age20to24,7,10,22,28,36
OICC,age25to29,54,37,36,31,24
OICC,age30to34,55,55,73,62,54
OICC,age35to39,71,60,69,73,56
OICC,age40to44,47,42,50,54,45
OICC,age45to49,28,33,40,43,53
OICC,age50to54,26,29,38,29,27
OICC,age55to59,15,19,19,26,24
OICC,age60to64,3,1,5,4,8
OICC,age65plus,1,2,2,1,1
OPSIC,age20to24,1,.,.,.,.
OPSIC,age25to29,4,5,2,4,3
OPSIC,age30to34,2,2,4,4,3
OPSIC,age35to39,6,4,4,2,2
OPSIC,age40to44,1,3,3,3,5
OPSIC,age45to49,5,3,4,4,3
OPSIC,age50to54,8,8,3,5,3
OPSIC,age55to59,3,3,4,3,4
OPSIC,age60to64,1,.,1,1,1
ORL,age20less,.,.,1,.,.
ORL,age20to24,.,.,.,1,.
ORL,age25to29,4,2,1,2,.
ORL,age30to34,2,2,3,3,4
ORL,age35to39,5,3,4,2,2
ORL,age40to44,3,3,4,4,2
ORL,age45to49,5,6,3,2,3
ORL,age50to54,6,8,7,8,9
ORL,age55to59,1,2,4,4,4
OSFI,age20less,.,.,1,.,1
OSFI,age20to24,7,17,14,11,16
OSFI,age25to29,49,44,35,29,30
OSFI,age30to34,66,77,83,71,83
OSFI,age35to39,92,96,97,103,89
OSFI,age40to44,104,102,115,106,110
OSFI,age45to49,92,111,113,107,108
OSFI,age50to54,95,99,93,97,103
OSFI,age55to59,85,96,97,94,95
OSFI,age60to64,39,34,38,34,41
OSFI,age65plus,9,8,14,15,12
PCA,age20less,10,12,5,8,12
PCA,age20to24,46,93,119,139,147
PCA,age25to29,126,175,197,285,308
PCA,age30to34,287,337,368,410,441
PCA,age35to39,407,415,456,558,566
PCA,age40to44,415,475,495,556,571
PCA,age45to49,501,461,453,519,547
PCA,age50to54,596,625,633,633,589
PCA,age55to59,387,419,488,531,534
PCA,age60to64,124,136,143,191,206
PCA,age65plus,24,27,37,56,54
PCA,na,.,.,.,.,1
PCC,age20less,.,1,.,.,.
PCC,age20to24,8,6,10,8,4
PCC,age25to29,5,10,7,8,9
PCC,age30to34,6,4,5,5,7
PCC,age35to39,5,4,8,10,8
PCC,age40to44,8,8,10,8,10
PCC,age45to49,6,7,6,11,10
PCC,age50to54,12,12,9,5,5
PCC,age55to59,9,10,15,12,12
PCC,age60to64,1,3,2,3,1
PCC,age65plus,.,.,2,1,1
PCO,age20less,1,1,1,1,2
PCO,age20to24,17,26,31,32,45
PCO,age25to29,65,57,57,45,52
PCO,age30to34,90,92,79,65,85
PCO,age35to39,109,110,109,126,127
PCO,age40to44,123,120,108,108,126
PCO,age45to49,120,117,124,121,122
PCO,age50to54,129,122,121,106,111
PCO,age55to59,61,67,65,76,97
PCO,age60to64,29,27,24,23,25
PCO,age65plus,10,12,9,9,7
PHAC,age20less,1,.,.,3,4
PHAC,age20to24,73,99,89,105,114
PHAC,age25to29,175,174,178,161,151
PHAC,age30to34,316,297,275,250,237
PHAC,age35to39,344,338,349,353,353
PHAC,age40to44,337,344,368,387,405
PHAC,age45to49,333,335,312,312,321
PHAC,age50to54,291,282,299,304,309
PHAC,age55to59,185,191,187,208,204
PHAC,age60to64,82,90,105,107,106
PHAC,age65plus,26,25,24,33,30
PMPRB,age20to24,3,2,1,.,.
PMPRB,age25to29,4,8,6,7,3
PMPRB,age30to34,5,5,9,14,14
PMPRB,age35to39,7,7,12,14,11
PMPRB,age40to44,7,6,4,9,12
PMPRB,age45to49,5,6,5,5,8
PMPRB,age50to54,9,9,11,11,9
PMPRB,age55to59,9,9,10,6,8
PMPRB,age60to64,3,2,1,2,3
PMPRB,age65plus,1,1,1,1,1
PSC,age20less,1,.,3,.,1
PSC,age20to24,14,12,24,23,39
PSC,age25to29,66,31,35,36,38
PSC,age30to34,106,94,72,62,83
PSC,age35to39,126,104,106,121,110
PSC,age40to44,125,113,118,120,121
PSC,age45to49,137,132,133,130,131
PSC,age50to54,160,136,123,111,126
PSC,age55to59,89,70,83,94,84
PSC,age60to64,34,36,33,35,41
PSC,age65plus,7,8,8,9,6
PSEP,age20less,1,4,1,2,2
PSEP,age20to24,42,35,46,79,88
PSEP,age25to29,155,110,93,142,138
PSEP,age30to34,159,174,134,159,178
PSEP,age35to39,188,174,160,160,177
PSEP,age40to44,164,169,173,177,168
PSEP,age45to49,139,133,119,126,135
PSEP,age50to54,130,129,120,136,126
PSEP,age55to59,89,84,91,92,84
PSEP,age60to64,36,39,35,41,45
PSEP,age65plus,9,6,6,11,8
PSSRB,age20to24,5,6,.,.,.
PSSRB,age25to29,13,10,.,.,.
PSSRB,age30to34,15,15,.,.,.
PSSRB,age35to39,9,9,.,.,.
PSSRB,age40to44,12,11,.,.,.
PSSRB,age45to49,10,11,.,.,.
PSSRB,age50to54,14,12,.,.,.
PSSRB,age55to59,10,10,.,.,.
PSSRB,age60to64,5,4,.,.,.
PSSRB,age65plus,3,3,.,.,.
PSST,age30to34,.,1,.,.,.
PSST,age35to39,2,2,.,.,.
PSST,age40to44,6,3,.,.,.
PSST,age45to49,6,6,.,.,.
PSST,age50to54,6,10,.,.,.
PSST,age55to59,10,7,.,.,.
PSST,age60to64,2,2,.,.,.
RCMP,age20less,2,5,5,4,7
RCMP,age20to24,88,105,148,170,226
RCMP,age25to29,413,357,363,345,418
RCMP,age30to34,674,667,698,732,682
RCMP,age35to39,759,779,834,863,895
RCMP,age40to44,868,851,943,951,984
RCMP,age45to49,975,980,994,956,1019
RCMP,age50to54,1077,1091,1093,1120,1114
RCMP,age55to59,739,798,856,910,904
RCMP,age60to64,309,341,395,394,426
RCMP,age65plus,67,91,108,126,126
RPSDP,age20less,1,.,.,.,.
RPSDP,age20to24,3,1,.,.,.
RPSDP,age25to29,.,1,.,.,.
RPSDP,age30to34,1,.,.,.,.
RPSDP,age35to39,1,2,.,.,.
RPSDP,age40to44,.,1,.,.,.
RPSDP,age45to49,1,1,.,.,.
RPSDP,age50to54,1,2,.,.,.
RPSDP,age55to59,1,1,.,.,.
RSCT,age30to34,4,4,.,.,.
RSCT,age35to39,1,2,.,.,.
RSCT,age40to44,2,1,.,.,.
RSCT,age45to49,2,1,.,.,.
RSCT,age50to54,1,.,.,.,.
RSCT,age55to59,.,1,.,.,.
SC,age20less,10,53,23,34,25
SC,age20to24,175,399,357,437,463
SC,age25to29,485,512,485,646,624
SC,age30to34,638,713,689,795,740
SC,age35to39,787,802,822,895,847
SC,age40to44,898,885,900,973,904
SC,age45to49,981,945,991,1052,978
SC,age50to54,1046,1054,990,1037,1013
SC,age55to59,613,633,709,822,768
SC,age60to64,346,342,382,482,407
SC,age65plus,152,168,184,245,215
SCC,age20less,1,3,1,.,.
SCC,age20to24,11,11,18,14,16
SCC,age25to29,33,36,24,39,30
SCC,age30to34,19,19,26,18,22
SCC,age35to39,26,22,18,17,23
SCC,age40to44,26,27,31,28,25
SCC,age45to49,24,27,23,27,31
SCC,age50to54,38,36,40,34,28
SCC,age55to59,22,24,15,22,27
SCC,age60to64,14,13,13,11,11
SCC,age65plus,2,1,4,2,3
SHARE,age20less,3,4,8,7,16
SHARE,age20to24,104,116,85,119,132
SHARE,age25to29,283,266,248,219,247
SHARE,age30to34,520,496,466,420,403
SHARE,age35to39,760,764,702,705,665
SHARE,age40to44,862,841,815,782,814
SHARE,age45to49,964,974,901,862,879
SHARE,age50to54,1022,1085,1107,1064,1056
SHARE,age55to59,543,597,645,680,688
SHARE,age60to64,184,197,200,242,291
SHARE,age65plus,54,54,59,56,66
SHARE,na,.,.,.,1,.
SIRC,age25to29,1,.,.,3,.
SIRC,age30to34,2,1,2,1,3
SIRC,age35to39,3,5,4,3,3
SIRC,age40to44,1,3,5,7,6
SIRC,age45to49,4,4,3,1,5
SIRC,age50to54,4,3,4,5,4
SIRC,age55to59,.,.,.,.,1
SSHRC,age20less,1,.,.,1,.
SSHRC,age20to24,4,5,1,2,2
SSHRC,age25to29,17,21,18,18,12
SSHRC,age30to34,31,34,34,28,29
SSHRC,age35to39,43,38,41,45,44
SSHRC,age40to44,30,32,31,32,35
SSHRC,age45to49,32,29,36,32,36
SSHRC,age50to54,26,26,26,26,25
SSHRC,age55to59,10,11,13,17,19
SSHRC,age60to64,4,7,8,9,8
SSHRC,age65plus,1,2,1,.,1
SWC,age20less,1,.,.,1,.
SWC,age20to24,6,2,1,1,8
SWC,age25to29,10,12,8,4,5
SWC,age30to34,10,13,15,13,16
SWC,age35to39,21,21,21,21,16
SWC,age40to44,10,10,12,12,15
SWC,age45to49,9,10,7,11,13
SWC,age50to54,19,17,11,8,9
SWC,age55to59,12,10,14,17,12
SWC,age60to64,1,2,3,3,4
SWC,age65plus,1,1,.,.,1
TBC,age20less,3,6,3,2,5
TBC,age20to24,72,64,74,73,92
TBC,age25to29,171,157,121,122,146
TBC,age30to34,266,244,232,218,206
TBC,age35to39,283,277,282,281,309
TBC,age40to44,272,280,286,278,303
TBC,age45to49,254,236,239,241,243
TBC,age50to54,290,262,270,275,278
TBC,age55to59,167,174,173,164,179
TBC,age60to64,65,61,64,58,58
TBC,age65plus,17,17,17,16,22
TC,age20less,7,12,3,2,7
TC,age20to24,78,96,135,89,73
TC,age25to29,270,264,289,263,208
TC,age30to34,453,428,532,527,416
TC,age35to39,544,569,643,698,625
TC,age40to44,622,627,692,699,638
TC,age45to49,784,735,732,767,720
TC,age50to54,932,906,963,914,880
TC,age55to59,665,678,714,695,708
TC,age60to64,305,341,366,369,362
TC,age65plus,118,115,136,131,145
TRC,age25to29,1,.,.,.,.
TRC,age30to34,2,.,.,.,.
TRC,age35to39,2,2,1,.,.
TRC,age40to44,3,1,1,.,.
TRC,age45to49,5,1,1,.,.
TRC,age50to54,5,5,2,.,.
TRC,age55to59,3,2,.,.,.
TRC,age60to64,3,3,3,.,.
TRC,age65plus,1,1,1,.,.
VAC,age20less,9,3,10,12,6
VAC,age20to24,120,101,80,107,121
VAC,age25to29,150,131,131,182,159
VAC,age30to34,281,214,200,248,239
VAC,age35to39,377,353,356,369,339
VAC,age40to44,475,437,433,457,399
VAC,age45to49,611,533,496,486,435
VAC,age50to54,730,680,674,655,497
VAC,age55to59,516,454,476,544,393
VAC,age60to64,256,214,225,244,155
VAC,age65plus,77,68,93,109,66
VRAB,age20to24,.,.,.,.,2
VRAB,age25to29,.,.,.,.,2
VRAB,age30to34,.,.,.,.,5
VRAB,age35to39,.,.,.,.,4
VRAB,age40to44,.,.,.,.,7
VRAB,age45to49,.,.,.,.,10
VRAB,age50to54,.,.,.,.,20
VRAB,age55to59,.,.,.,.,20
VRAB,age60to64,.,.,.,.,14
VRAB,age65plus,.,.,.,.,2
WDO,age20less,2,1,.,.,.
WDO,age20to24,12,13,16,19,21
WDO,age25to29,20,21,15,20,14
WDO,age30to34,45,35,31,26,24
WDO,age35to39,46,45,46,41,42
WDO,age40to44,37,35,35,40,41
WDO,age45to49,49,49,46,40,43
WDO,age50to54,57,61,57,55,44
WDO,age55to59,44,36,35,35,35
WDO,age60to64,17,14,12,13,12
WDO,age65plus,6,8,4,3,3
JJJ,age35to39,1,1,.,.,.
JJJ,age40to44,11,12,14,12,8
JJJ,age45to49,50,53,65,68,68
JJJ,age50to54,116,113,123,129,116
JJJ,age55to59,231,230,230,216,213
JJJ,age60to64,345,330,308,299,272
JJJ,age65plus,346,371,404,417,451
ZGOC,age20less,424,520,496,501,594
ZGOC,age20to24,7178,7429,8101,8887,9933
ZGOC,age25to29,19395,17675,16878,16727,17370
ZGOC,age30to34,29415,28266,27489,27083,26707
ZGOC,age35to39,34669,34755,35088,35339,35633
ZGOC,age40to44,36253,35923,36327,37180,38414
ZGOC,age45to49,41011,39187,37859,37668,38304
ZGOC,age50to54,45947,44919,44286,43236,42296
ZGOC,age55to59,30662,30407,31476,32326,32943
ZGOC,age60to64 ,13228,13253,13858,14467,14831
ZGOC,age65plus,4635,4804,5175,5563,5667
ZGOC,na,.,.,1,2,4
