"dept_code","year","question_id","answer1","answer2","answer3","answer4","answer5","answer6","answer7","positive","neutral","negative","agree","average_1_to_5","average_percent","answer_count"
"HRSD",2017,"Q17b",77,23,"","","","","","","","",77,"","",1483
"HRSD",2017,"Q17c",3,97,"","","","","","","","",3,"","",1482
"HRSD",2017,"Q17d",0,100,"","","","","","","","",0,"","",1482
"HRSD",2017,"Q17e",6,94,"","","","","","","","",6,"","",1482
"HRSD",2017,"Q17f",14,86,"","","","","","","","",14,"","",1482
"HRSD",2017,"Q17g",8,92,"","","","","","","","",8,"","",1483
"IJC",2017,"Q01",54,19,13,5,5,5,0,77,14,10,77,4.19,80,22
"IJC",2017,"Q02",63,23,5,5,5,0,0,86,5,9,86,4.36,84,22
"IJC",2017,"Q03",75,15,0,5,5,0,0,90,0,10,90,4.51,88,21
"IJC",2017,"Q04",35,56,5,0,5,0,0,91,5,5,91,4.17,79,22
"IJC",2017,"Q05",71,24,0,0,5,0,0,95,0,5,95,4.57,89,21
"IJC",2017,"Q06",69,13,9,5,5,0,0,82,9,9,82,4.37,84,22
"IJC",2017,"Q07",64,22,9,0,5,0,0,86,9,5,86,4.41,85,22
"IJC",2017,"Q08",45,42,8,0,5,0,0,87,8,5,87,4.23,81,22
"IJC",2017,"Q09",55,37,4,0,5,0,0,92,4,5,92,4.37,84,22
"IJC",2017,"Q10",50,42,4,0,5,0,0,92,4,5,92,4.32,83,22
"IJC",2017,"Q11",37,46,13,0,5,0,0,82,13,5,82,4.1,77,22
"IJC",2017,"Q12",8,28,59,5,0,0,0,36,59,5,5,3.4,60,22
"IJC",2017,"Q13",0,9,43,34,10,0,5,45,45,9,9,3.46,62,21
"IJC",2017,"Q16",0,100,"","","","","",100,"",0,0,"","",22
"INAC",2017,"Q01",34,41,10,7,4,3,0,78,10,12,78,3.97,74,2800
"INAC",2017,"Q02",31,43,10,10,6,0,0,74,10,16,74,3.84,71,2793
"INAC",2017,"Q03",28,40,13,11,8,0,0,68,14,19,68,3.69,67,2799
"INAC",2017,"Q04",22,38,15,14,9,1,0,61,15,24,61,3.5,63,2798
"INAC",2017,"Q05",32,35,12,11,9,1,0,68,12,20,68,3.73,68,2798
"INAC",2017,"Q06",24,39,15,13,9,0,0,64,15,22,64,3.57,64,2803
"INAC",2017,"Q07",34,42,11,8,4,0,0,77,11,12,77,3.94,74,2800
"INAC",2017,"Q08",51,25,7,7,9,0,0,77,7,16,77,4.02,76,2804
"INAC",2017,"Q09",52,25,9,6,7,1,0,78,9,14,78,4.1,77,2799
"INAC",2017,"Q10",24,32,14,15,15,0,0,56,14,30,56,3.35,59,2801
"INAC",2017,"Q11",20,36,20,13,9,2,0,57,20,22,57,3.47,62,2798
"INAC",2017,"Q12",3,18,41,25,12,0,0,22,41,37,37,2.76,44,2767
"INAC",2017,"Q13",12,26,39,16,6,0,0,23,39,38,38,2.8,45,2772
"INAC",2017,"Q14",28,72,"","","","","",72,"",28,28,"","",2767
"INAC",2017,"Q15a",48,52,"","","","","","","","",48,"","",778
"INAC",2017,"Q15b",68,32,"","","","","","","","",68,"","",778
"INAC",2017,"Q15c",8,92,"","","","","","","","",8,"","",778
"INAC",2017,"Q15e",4,96,"","","","","","","","",4,"","",778
"INAC",2017,"Q15f",11,89,"","","","","","","","",11,"","",778
"INAC",2017,"Q15g",3,97,"","","","","","","","",3,"","",778
"INAC",2017,"Q16",16,84,"","","","","",84,"",16,16,"","",2793
"INAC",2017,"Q17a",37,63,"","","","","","","","",37,"","",452
"INAC",2017,"Q17b",79,21,"","","","","","","","",79,"","",452
"INAC",2017,"Q17c",4,96,"","","","","","","","",4,"","",452
"INAC",2017,"Q17e",5,95,"","","","","","","","",5,"","",452
"INAC",2017,"Q17f",12,88,"","","","","","","","",12,"","",452
"INAC",2017,"Q17g",8,92,"","","","","","","","",8,"","",452
"IOG",2017,"Q01",48,40,4,3,4,0,0,88,4,7,88,4.24,81,69
"IOG",2017,"Q02",40,42,7,9,0,0,1,84,8,9,84,4.16,79,69
"IOG",2017,"Q03",34,35,10,15,6,0,0,69,10,21,69,3.77,69,69
"IOG",2017,"Q04",19,30,17,16,18,0,0,49,17,34,49,3.16,54,68
"IOG",2017,"Q05",44,33,12,7,4,0,0,76,12,12,76,4.04,76,69
"IOG",2017,"Q06",31,41,10,10,6,1,0,73,10,17,73,3.81,70,69
"IOG",2017,"Q07",42,41,12,3,1,0,0,84,12,4,84,4.2,80,69
"IOG",2017,"Q08",51,27,7,7,7,0,0,78,7,15,78,4.07,77,69
"IOG",2017,"Q09",52,27,8,6,7,0,0,79,8,13,79,4.11,78,68
"IOG",2017,"Q10",25,28,21,16,10,0,0,53,21,26,53,3.42,60,69
"IOG",2017,"Q11",38,31,23,4,4,0,0,69,23,8,69,3.95,74,69
"IOG",2017,"Q12",3,19,40,30,8,0,0,22,40,37,37,2.81,45,68
"IOG",2017,"Q13",17,27,33,18,4,2,0,22,33,44,44,2.65,41,67
"IOG",2017,"Q14",38,62,"","","","","",62,"",38,38,"","",68
"IOG",2017,"Q15a",64,36,"","","","","","","","",64,"","",26
"IOG",2017,"Q15b",52,48,"","","","","","","","",52,"","",26
"IOG",2017,"Q15d",0,100,"","","","","","","","",0,"","",26
"IOG",2017,"Q15e",0,100,"","","","","","","","",0,"","",26
"IOG",2017,"Q16",17,83,"","","","","",83,"",17,17,"","",68
"IOG",2017,"Q17a",59,41,"","","","","","","","",59,"","",12
"IOG",2017,"Q17d",0,100,"","","","","","","","",0,"","",12
"IRB",2017,"Q01",43,35,9,5,4,3,0,80,9,10,80,4.1,78,539
"IRB",2017,"Q02",37,40,8,9,6,0,0,78,8,15,78,3.94,73,540
"IRB",2017,"Q03",35,34,13,11,6,0,0,70,13,16,70,3.84,71,539
"IRB",2017,"Q04",27,38,14,11,8,1,0,66,15,19,66,3.67,67,540
"IRB",2017,"Q05",40,32,11,9,6,1,1,74,11,15,74,3.94,73,541
"IRB",2017,"Q06",33,36,12,11,8,0,0,69,12,19,69,3.74,68,541
"IRB",2017,"Q07",44,37,9,6,4,0,0,81,9,10,81,4.12,78,540
"IRB",2017,"Q08",57,27,5,7,5,0,0,83,5,11,83,4.24,81,537
"IRB",2017,"Q09",54,26,9,6,5,0,0,81,9,10,81,4.2,80,536
"IRB",2017,"Q10",32,31,13,14,9,1,0,63,13,23,63,3.63,66,537
"IRB",2017,"Q11",24,34,22,12,7,1,0,59,22,19,59,3.57,64,534
"IRB",2017,"Q12",6,17,42,23,11,0,1,23,43,34,34,2.83,46,528
"IRB",2017,"Q13",8,20,41,22,9,0,1,31,41,28,28,3.04,51,533
"IRB",2017,"Q14",19,81,"","","","","",81,"",19,19,"","",532
"IRB",2017,"Q15a",58,42,"","","","","","","","",58,"","",95
"IRB",2017,"Q15b",49,51,"","","","","","","","",49,"","",95
"IRB",2017,"Q15c",9,91,"","","","","","","","",9,"","",95
"IRB",2017,"Q15d",0,100,"","","","","","","","",0,"","",95
"IRB",2017,"Q15f",8,92,"","","","","","","","",8,"","",95
"IRB",2017,"Q15g",5,95,"","","","","","","","",5,"","",95
"IRB",2017,"Q16",14,86,"","","","","",86,"",14,14,"","",540
"IRB",2017,"Q17a",41,59,"","","","","","","","",41,"","",70
"IRB",2017,"Q17b",68,32,"","","","","","","","",68,"","",70
"IRB",2017,"Q17c",6,94,"","","","","","","","",6,"","",70
"IRB",2017,"Q17d",0,100,"","","","","","","","",0,"","",70
"IRB",2017,"Q17e",6,94,"","","","","","","","",6,"","",70
"IRB",2017,"Q17g",13,87,"","","","","","","","",13,"","",70
"ISC",2017,"Q01",44,36,10,4,3,3,0,82,10,7,82,4.17,79,2708
"ISC",2017,"Q02",40,38,9,8,5,0,0,78,9,13,78,4.01,75,2707
"ISC",2017,"Q03",30,35,16,12,8,0,0,65,16,20,65,3.67,67,2711
"ISC",2017,"Q04",23,34,19,14,9,1,0,58,19,23,58,3.49,62,2704
"ISC",2017,"Q05",41,34,11,7,5,0,1,76,11,13,76,4,75,2708
"ISC",2017,"Q06",32,37,14,10,7,0,0,69,14,17,69,3.78,69,2714
"ISC",2017,"Q07",38,38,13,7,4,0,0,76,13,11,76,3.98,75,2714
"ISC",2017,"Q08",55,24,9,6,5,0,0,80,9,12,80,4.18,80,2709
"ISC",2017,"Q09",56,25,9,5,5,0,0,82,9,10,82,4.23,81,2710
"ISC",2017,"Q10",32,31,14,13,10,0,0,63,14,23,63,3.62,65,2706
"ISC",2017,"Q11",32,36,17,8,5,1,0,69,17,14,69,3.82,71,2707
"ISC",2017,"Q12",4,21,43,20,10,0,0,26,43,31,31,2.89,47,2694
"ISC",2017,"Q13",7,22,40,21,8,0,0,30,41,29,29,3.02,50,2692
"ISC",2017,"Q14",20,80,"","","","","",80,"",20,20,"","",2693
"ISC",2017,"Q15a",45,55,"","","","","","","","",45,"","",533
"ISC",2017,"Q15b",68,32,"","","","","","","","",68,"","",533
"ISC",2017,"Q15c",5,95,"","","","","","","","",5,"","",533
"ISC",2017,"Q15e",3,97,"","","","","","","","",3,"","",533
"ISC",2017,"Q15f",7,93,"","","","","","","","",7,"","",533
"ISC",2017,"Q15g",4,96,"","","","","","","","",4,"","",533
"ISC",2017,"Q16",11,89,"","","","","",89,"",11,11,"","",2701
"ISC",2017,"Q17a",31,69,"","","","","","","","",31,"","",280
"ISC",2017,"Q17b",88,12,"","","","","","","","",88,"","",280
"ISC",2017,"Q17c",3,97,"","","","","","","","",3,"","",280
"ISC",2017,"Q17e",7,93,"","","","","","","","",7,"","",280
"ISC",2017,"Q17f",5,95,"","","","","","","","",5,"","",280
"ISC",2017,"Q17g",4,96,"","","","","","","","",4,"","",280
"JUS",2017,"Q01",41,38,10,6,3,3,0,81,10,9,81,4.12,78,2509
"JUS",2017,"Q02",34,40,10,10,6,0,0,74,10,16,74,3.86,72,2500
"JUS",2017,"Q03",30,38,13,12,7,0,0,68,13,18,68,3.73,68,2503
"JUS",2017,"Q04",22,37,16,14,9,2,0,61,16,23,61,3.51,63,2509
"JUS",2017,"Q05",35,36,10,11,7,0,0,72,10,18,72,3.82,71,2507
"JUS",2017,"Q06",27,39,14,12,8,0,0,66,14,20,66,3.65,66,2511
"JUS",2017,"Q07",39,40,10,7,4,0,0,79,10,11,79,4.03,76,2505
"JUS",2017,"Q08",51,26,8,7,7,0,0,78,8,14,78,4.08,77,2508
"JUS",2017,"Q09",54,25,8,6,6,1,0,79,9,12,79,4.15,79,2507
"JUS",2017,"Q10",28,33,12,15,12,0,0,61,12,27,61,3.51,63,2511
"JUS",2017,"Q11",36,37,15,7,4,1,0,74,15,11,74,3.95,74,2503
"JUS",2017,"Q12",2,12,44,27,14,0,0,15,44,41,41,2.62,40,2474
"JUS",2017,"Q13",10,25,42,17,5,0,0,22,42,35,35,2.82,45,2482
"JUS",2017,"Q14",20,80,"","","","","",80,"",20,20,"","",2493
"JUS",2017,"Q15a",47,53,"","","","","","","","",47,"","",493
"JUS",2017,"Q15b",65,35,"","","","","","","","",65,"","",493
"JUS",2017,"Q15c",6,94,"","","","","","","","",6,"","",493
"JUS",2017,"Q15e",10,90,"","","","","","","","",10,"","",493
"JUS",2017,"Q15f",3,97,"","","","","","","","",3,"","",493
"JUS",2017,"Q15g",2,98,"","","","","","","","",2,"","",493
"JUS",2017,"Q16",11,89,"","","","","",89,"",11,11,"","",2501
"JUS",2017,"Q17a",32,68,"","","","","","","","",32,"","",279
"JUS",2017,"Q17b",80,20,"","","","","","","","",80,"","",279
"JUS",2017,"Q17c",4,96,"","","","","","","","",4,"","",279
"JUS",2017,"Q17d",0,100,"","","","","","","","",0,"","",279
"JUS",2017,"Q17e",9,91,"","","","","","","","",9,"","",279
"JUS",2017,"Q17f",4,96,"","","","","","","","",4,"","",279
"JUS",2017,"Q17g",9,91,"","","","","","","","",9,"","",279
"LAC",2017,"Q01",36,43,10,4,2,4,0,82,11,7,82,4.1,78,592
"LAC",2017,"Q02",39,40,9,8,5,0,0,79,9,13,79,4,75,595
"LAC",2017,"Q03",33,37,12,10,7,0,0,71,12,17,71,3.8,70,595
"LAC",2017,"Q04",24,40,13,12,8,2,0,66,13,21,66,3.61,65,592
"LAC",2017,"Q05",44,33,10,7,4,1,1,78,10,12,78,4.08,77,594
"LAC",2017,"Q06",29,44,11,9,6,0,0,73,11,15,73,3.81,70,594
"LAC",2017,"Q07",42,42,9,4,2,0,0,85,9,6,85,4.19,80,594
"LAC",2017,"Q08",58,26,6,6,4,0,0,84,6,10,84,4.27,82,595
"LAC",2017,"Q09",59,26,6,5,4,1,0,86,6,8,86,4.33,83,592
"LAC",2017,"Q10",33,34,13,10,9,1,0,68,13,19,68,3.73,68,596
"LAC",2017,"Q11",20,37,25,8,6,3,0,60,26,14,60,3.6,65,594
"LAC",2017,"Q12",5,27,43,18,7,0,0,32,43,25,25,3.04,51,588
"LAC",2017,"Q13",5,17,38,29,10,0,1,39,38,23,23,3.21,55,590
"LAC",2017,"Q14",18,82,"","","","","",82,"",18,18,"","",588
"LAC",2017,"Q15a",48,52,"","","","","","","","",48,"","",103
"LAC",2017,"Q15b",50,50,"","","","","","","","",50,"","",103
"LAC",2017,"Q15c",9,91,"","","","","","","","",9,"","",103
"LAC",2017,"Q15d",0,100,"","","","","","","","",0,"","",103
"LAC",2017,"Q15e",5,95,"","","","","","","","",5,"","",103
"LAC",2017,"Q15f",7,93,"","","","","","","","",7,"","",103
"LAC",2017,"Q16",9,91,"","","","","",91,"",9,9,"","",590
"LAC",2017,"Q17a",34,66,"","","","","","","","",34,"","",48
"LAC",2017,"Q17b",84,16,"","","","","","","","",84,"","",48
"LAC",2017,"Q17c",0,100,"","","","","","","","",0,"","",48
"LAC",2017,"Q17d",0,100,"","","","","","","","",0,"","",48
"MPCC",2017,"Q01",86,4,4,0,4,0,4,93,4,4,93,4.74,94,28
"MPCC",2017,"Q02",75,18,0,0,7,0,0,93,0,7,93,4.53,88,28
"MPCC",2017,"Q03",75,11,7,4,4,0,0,86,7,7,86,4.5,87,28
"MPCC",2017,"Q04",68,18,11,0,4,0,0,86,11,4,86,4.46,87,28
"MPCC",2017,"Q05",75,14,0,7,4,0,0,89,0,11,89,4.5,87,28
"MPCC",2017,"Q06",79,7,7,0,7,0,0,86,7,7,86,4.5,87,28
"MPCC",2017,"Q07",75,14,4,0,7,0,0,89,4,7,89,4.5,87,28
"MPCC",2017,"Q08",82,4,0,4,7,0,4,89,0,11,89,4.55,89,28
"MPCC",2017,"Q09",82,7,0,4,4,0,4,93,0,7,93,4.67,92,28
"MPCC",2017,"Q10",79,7,7,0,7,0,0,86,7,7,86,4.5,87,28
"MPCC",2017,"Q11",89,7,0,0,4,0,0,96,0,4,96,4.79,95,28
"MPCC",2017,"Q12",28,25,36,7,4,0,0,53,36,11,11,3.68,67,28
"MPCC",2017,"Q13",4,4,29,18,43,4,0,63,30,7,7,3.96,74,28
"MPCC",2017,"Q14",0,100,"","","","","",100,"",0,0,"","",28
"ND",2017,"Q01",40,35,12,6,4,2,1,77,13,10,77,4.05,76,10648
"ND",2017,"Q02",36,38,10,10,6,0,0,74,10,16,74,3.88,72,10651
"ND",2017,"Q03",32,34,15,11,8,0,0,66,15,19,66,3.71,68,10605
"ND",2017,"Q04",22,37,16,14,10,1,0,59,16,25,59,3.46,61,10626
"ND",2017,"Q05",38,34,13,8,6,0,1,72,13,14,72,3.9,73,10633
"ND",2017,"Q06",28,35,14,12,10,0,0,64,14,22,64,3.6,65,10638
"ND",2017,"Q07",41,38,10,7,4,0,0,79,10,10,79,4.06,77,10652
"ND",2017,"Q08",49,28,9,7,7,0,0,78,9,14,78,4.06,77,10667
"ND",2017,"Q09",48,27,12,6,7,1,0,76,12,13,76,4.05,76,10641
"ND",2017,"Q10",27,32,15,14,13,0,0,59,15,26,59,3.47,62,10647
"ND",2017,"Q11",27,35,19,10,8,1,0,62,19,18,62,3.64,66,10632
"ND",2017,"Q12",6,21,41,21,11,0,0,27,41,32,32,2.9,48,10543
"ND",2017,"Q13",9,22,39,20,9,0,0,29,39,32,32,2.96,49,10511
"ND",2017,"Q14",23,77,"","","","","",77,"",23,23,"","",10505
"ND",2017,"Q15a",50,50,"","","","","","","","",50,"","",2333
"ND",2017,"Q15b",64,36,"","","","","","","","",64,"","",2333
"ND",2017,"Q15c",9,91,"","","","","","","","",9,"","",2332
"ND",2017,"Q15d",1,99,"","","","","","","","",1,"","",2332
"ND",2017,"Q15e",9,91,"","","","","","","","",9,"","",2332
"ND",2017,"Q15f",4,96,"","","","","","","","",4,"","",2332
"ND",2017,"Q15g",5,95,"","","","","","","","",5,"","",2332
"ND",2017,"Q16",12,88,"","","","","",88,"",12,12,"","",10604
"ND",2017,"Q17a",40,60,"","","","","","","","",40,"","",1220
"ND",2017,"Q17b",77,23,"","","","","","","","",77,"","",1220
"ND",2017,"Q17c",5,95,"","","","","","","","",5,"","",1220
"ND",2017,"Q17d",1,99,"","","","","","","","",1,"","",1220
"ND",2017,"Q17e",12,88,"","","","","","","","",12,"","",1220
"ND",2017,"Q17f",6,94,"","","","","","","","",6,"","",1220
"ND",2017,"Q17g",8,92,"","","","","","","","",8,"","",1220
"NFB",2017,"Q01",34,50,4,7,3,1,0,86,4,10,86,4.08,77,152
"NFB",2017,"Q02",34,50,9,5,2,0,0,84,9,7,84,4.09,77,152
"NFB",2017,"Q03",31,47,10,10,3,0,0,77,10,13,77,3.93,73,151
"NFB",2017,"Q04",20,48,14,15,3,0,0,68,14,18,68,3.68,67,150
"NFB",2017,"Q05",32,46,8,9,5,0,1,78,8,14,78,3.91,73,152
"NFB",2017,"Q06",17,56,13,13,1,0,0,73,13,14,73,3.75,69,152
"NFB",2017,"Q07",49,40,2,7,2,0,0,89,2,9,89,4.27,82,152
"NFB",2017,"Q08",56,27,4,11,2,0,0,83,4,13,83,4.25,81,152
"NFB",2017,"Q09",60,23,6,8,3,0,0,83,6,11,83,4.28,82,151
"NFB",2017,"Q10",17,44,17,14,8,0,0,60,17,22,60,3.47,62,150
"NFB",2017,"Q11",6,25,36,19,11,2,0,32,37,31,32,2.96,49,151
"NFB",2017,"Q12",2,5,60,26,8,0,0,7,60,34,34,2.67,42,150
"NFB",2017,"Q13",5,23,44,21,6,1,0,28,44,28,28,3.01,50,152
"NFB",2017,"Q14",13,87,"","","","","",87,"",13,13,"","",151
"NFB",2017,"Q15a",62,38,"","","","","","","","",62,"","",17
"NFB",2017,"Q15b",51,49,"","","","","","","","",51,"","",17
"NFB",2017,"Q15c",0,100,"","","","","","","","",0,"","",17
"NFB",2017,"Q15d",0,100,"","","","","","","","",0,"","",17
"NFB",2017,"Q15f",0,100,"","","","","","","","",0,"","",17
"NFB",2017,"Q15g",0,100,"","","","","","","","",0,"","",17
"NFB",2017,"Q16",8,92,"","","","","",92,"",8,8,"","",152
"NFB",2017,"Q17c",0,100,"","","","","","","","",0,"","",10
"NFB",2017,"Q17d",0,100,"","","","","","","","",0,"","",10
"NFB",2017,"Q17e",0,100,"","","","","","","","",0,"","",10
"NFB",2017,"Q17f",0,100,"","","","","","","","",0,"","",10
"NFB",2017,"Q17g",0,100,"","","","","","","","",0,"","",10
"NPB",2017,"Q01",50,28,13,4,3,2,0,79,13,7,79,4.2,80,291
"NPB",2017,"Q02",42,34,8,10,6,0,0,76,8,16,76,3.95,74,290
"NPB",2017,"Q03",32,36,11,13,7,0,0,69,11,20,69,3.74,68,290
"NPB",2017,"Q04",30,34,14,12,10,1,0,64,14,22,64,3.63,66,291
"NPB",2017,"Q05",40,35,11,10,5,0,0,75,11,14,75,3.97,74,290
"NPB",2017,"Q06",34,35,13,10,8,0,0,70,13,17,70,3.78,70,289
"NPB",2017,"Q07",49,36,9,3,2,0,0,85,9,6,85,4.26,82,289
"NPB",2017,"Q08",52,28,8,6,6,0,0,80,8,12,80,4.14,79,290
"NPB",2017,"Q09",54,27,10,3,4,1,0,82,10,8,82,4.25,81,290
"NPB",2017,"Q10",33,30,11,14,11,0,0,64,11,25,64,3.6,65,290
"NPB",2017,"Q11",30,38,17,10,5,0,0,68,17,15,68,3.78,69,289
"NPB",2017,"Q12",3,22,44,24,7,0,0,26,44,30,30,2.92,48,287
"NPB",2017,"Q13",7,26,39,18,10,0,1,28,40,32,32,2.99,50,287
"NPB",2017,"Q14",27,73,"","","","","",73,"",27,27,"","",287
"NPB",2017,"Q15a",59,41,"","","","","","","","",59,"","",74
"NPB",2017,"Q15b",71,29,"","","","","","","","",71,"","",74
"NPB",2017,"Q15d",0,100,"","","","","","","","",0,"","",74
"NPB",2017,"Q15e",6,94,"","","","","","","","",6,"","",74
"NPB",2017,"Q15f",6,94,"","","","","","","","",6,"","",74
"NPB",2017,"Q15g",0,100,"","","","","","","","",0,"","",74
"NPB",2017,"Q16",13,87,"","","","","",87,"",13,13,"","",287
"NPB",2017,"Q17a",33,67,"","","","","","","","",33,"","",37
"NPB",2017,"Q17b",84,16,"","","","","","","","",84,"","",37
"NPB",2017,"Q17c",0,100,"","","","","","","","",0,"","",37
"NPB",2017,"Q17d",0,100,"","","","","","","","",0,"","",37
"NR",2017,"Q01",41,37,11,4,2,5,0,83,11,6,83,4.18,80,2230
"NR",2017,"Q02",40,39,10,7,5,0,0,79,10,12,79,4.02,76,2223
"NR",2017,"Q03",37,35,13,9,5,0,0,72,13,14,72,3.89,72,2227
"NR",2017,"Q04",26,38,15,12,7,1,0,66,15,19,66,3.65,66,2230
"NR",2017,"Q05",41,33,12,9,5,0,0,74,12,14,74,3.97,74,2232
"NR",2017,"Q06",30,40,15,9,5,0,0,70,15,14,70,3.81,70,2223
"NR",2017,"Q07",41,41,10,6,3,0,0,82,10,8,82,4.12,78,2230
"NR",2017,"Q08",55,26,7,6,6,0,0,81,7,12,81,4.19,80,2237
"NR",2017,"Q09",56,23,9,6,5,1,0,80,9,11,80,4.2,80,2234
"NR",2017,"Q10",32,34,12,12,9,1,0,67,12,21,67,3.68,67,2231
"NR",2017,"Q11",29,37,19,9,4,2,0,67,20,13,67,3.8,70,2230
"NR",2017,"Q12",4,21,42,22,10,0,0,26,42,32,32,2.88,47,2210
"NR",2017,"Q13",7,22,39,22,9,0,1,31,39,30,30,3.03,51,2208
"NR",2017,"Q14",19,81,"","","","","",81,"",19,19,"","",2218
"NR",2017,"Q15a",44,56,"","","","","","","","",44,"","",437
"NR",2017,"Q15b",67,33,"","","","","","","","",67,"","",437
"NR",2017,"Q15c",7,93,"","","","","","","","",7,"","",437
"NR",2017,"Q15e",4,96,"","","","","","","","",4,"","",437
"NR",2017,"Q15f",3,97,"","","","","","","","",3,"","",437
"NR",2017,"Q15g",4,96,"","","","","","","","",4,"","",437
"NR",2017,"Q16",12,88,"","","","","",88,"",12,12,"","",2228
"NR",2017,"Q17a",34,66,"","","","","","","","",34,"","",268
"NR",2017,"Q17b",84,16,"","","","","","","","",84,"","",268
"NR",2017,"Q17c",4,96,"","","","","","","","",4,"","",268
"NR",2017,"Q17e",7,93,"","","","","","","","",7,"","",268
"NR",2017,"Q17f",4,96,"","","","","","","","",4,"","",268
"NR",2017,"Q17g",6,94,"","","","","","","","",6,"","",268
"NRC",2017,"Q01",45,33,12,5,2,2,0,80,13,7,80,4.18,79,1771
"NRC",2017,"Q02",42,38,9,8,4,0,0,80,9,11,80,4.07,77,1772
"NRC",2017,"Q03",36,35,14,9,5,0,0,72,14,14,72,3.89,72,1769
"NRC",2017,"Q04",23,39,16,13,6,1,0,64,16,20,64,3.61,65,1769
"NRC",2017,"Q05",37,35,13,9,5,0,1,73,13,14,73,3.92,73,1772
"NRC",2017,"Q06",28,40,14,12,6,0,0,68,14,18,68,3.73,68,1776
"NRC",2017,"Q07",43,39,9,7,2,0,0,82,9,9,82,4.14,78,1773
"NRC",2017,"Q08",53,26,9,6,5,0,0,80,9,12,80,4.16,79,1776
"NRC",2017,"Q09",53,26,11,5,5,1,0,79,11,10,79,4.17,79,1774
"NRC",2017,"Q10",31,33,13,13,9,0,0,65,13,22,65,3.65,66,1773
"NRC",2017,"Q11",10,25,31,19,11,4,0,37,32,31,37,3.06,51,1773
"NRC",2017,"Q12",3,16,44,26,9,1,0,20,45,36,36,2.78,45,1762
"NRC",2017,"Q13",6,20,44,22,8,0,0,30,44,26,26,3.05,51,1763
"NRC",2017,"Q14",13,87,"","","","","",87,"",13,13,"","",1763
"NRC",2017,"Q15a",47,53,"","","","","","","","",47,"","",232
"NRC",2017,"Q15b",61,39,"","","","","","","","",61,"","",232
"NRC",2017,"Q15c",4,96,"","","","","","","","",4,"","",232
"NRC",2017,"Q15d",0,100,"","","","","","","","",0,"","",232
"NRC",2017,"Q15e",7,93,"","","","","","","","",7,"","",232
"NRC",2017,"Q15f",5,95,"","","","","","","","",5,"","",232
"NRC",2017,"Q15g",5,95,"","","","","","","","",5,"","",232
"NRC",2017,"Q16",7,93,"","","","","",93,"",7,7,"","",1765
"NRC",2017,"Q17a",35,65,"","","","","","","","",35,"","",114
"NRC",2017,"Q17b",82,18,"","","","","","","","",82,"","",114
"NRC",2017,"Q17d",0,100,"","","","","","","","",0,"","",114
"NRC",2017,"Q17e",9,91,"","","","","","","","",9,"","",114
"NRC",2017,"Q17g",6,94,"","","","","","","","",6,"","",114
"NSERC",2017,"Q01",48,39,6,3,1,3,0,89,7,4,89,4.34,83,319
"NSERC",2017,"Q02",55,36,4,4,1,0,0,91,4,5,91,4.4,85,320
"NSERC",2017,"Q03",45,36,10,6,3,0,0,82,10,9,82,4.15,79,321
"NSERC",2017,"Q04",32,41,14,8,4,1,0,74,15,12,74,3.9,73,319
"NSERC",2017,"Q05",51,32,7,8,2,0,0,83,7,10,83,4.23,81,320
"NSERC",2017,"Q06",44,42,6,6,3,0,0,86,6,8,86,4.19,80,321
"NSERC",2017,"Q07",53,38,5,4,1,0,0,90,5,5,90,4.36,84,321
"NSERC",2017,"Q08",62,25,7,4,2,0,1,88,7,6,88,4.43,86,321
"NSERC",2017,"Q09",62,26,7,2,2,0,1,89,8,3,89,4.46,87,321
"NSERC",2017,"Q10",41,34,12,8,4,1,0,76,12,12,76,4.02,75,321
"NSERC",2017,"Q11",36,42,13,5,2,2,0,80,13,7,80,4.07,77,321
"NSERC",2017,"Q12",7,22,44,21,6,0,0,29,44,27,27,3.02,50,318
"NSERC",2017,"Q13",5,15,39,27,13,0,0,40,39,20,20,3.28,57,320
"NSERC",2017,"Q14",14,86,"","","","","",86,"",14,14,"","",319
"NSERC",2017,"Q15a",44,56,"","","","","","","","",44,"","",45
"NSERC",2017,"Q15b",62,38,"","","","","","","","",62,"","",45
"NSERC",2017,"Q15d",0,100,"","","","","","","","",0,"","",45
"NSERC",2017,"Q16",6,94,"","","","","",94,"",6,6,"","",321
"NSERC",2017,"Q17a",26,74,"","","","","","","","",26,"","",20
"NSERC",2017,"Q17c",0,100,"","","","","","","","",0,"","",20
"NSERC",2017,"Q17d",0,100,"","","","","","","","",0,"","",20
"OCI",2017,"Q01",34,38,4,7,16,0,0,73,4,23,73,3.67,67,26
"OCI",2017,"Q02",34,27,4,15,19,0,0,62,4,34,62,3.42,61,26
"OCI",2017,"Q03",30,27,11,27,4,0,0,58,11,31,58,3.52,63,26
"OCI",2017,"Q04",22,23,11,27,16,0,0,45,11,44,45,3.07,52,26
"OCI",2017,"Q05",33,27,4,20,15,0,0,60,4,35,60,3.43,61,26
"OCI",2017,"Q06",30,23,19,16,11,0,0,53,19,27,53,3.45,61,26
"OCI",2017,"Q07",47,41,0,4,8,0,0,88,0,12,88,4.14,78,26
"OCI",2017,"Q08",41,19,4,12,23,0,0,60,4,35,60,3.43,61,26
"OCI",2017,"Q09",33,23,12,8,23,0,0,56,12,31,56,3.35,59,26
"OCI",2017,"Q10",17,35,8,16,24,0,0,52,8,40,52,3.04,51,25
