"dept_code","year","question_id","answer1","answer2","answer3","answer4","answer5","answer6","answer7","positive","neutral","negative","agree","average_1_to_5","average_percent","answer_count"
"OCI",2017,"Q11",34,26,8,16,15,0,0,60,8,31,60,3.48,62,26
"OCI",2017,"Q12",4,20,41,26,8,0,0,24,41,34,34,2.86,47,26
"OCI",2017,"Q13",12,30,42,8,8,0,0,17,42,41,41,2.73,43,25
"OCI",2017,"Q14",34,66,"","","","","",66,"",34,34,"","",26
"OCI",2017,"Q16",22,78,"","","","","",78,"",22,22,"","",26
"OCOL",2017,"Q01",42,42,9,4,1,2,0,86,9,5,86,4.24,81,130
"OCOL",2017,"Q02",50,32,9,6,2,0,0,82,9,8,82,4.22,80,130
"OCOL",2017,"Q03",36,37,13,10,4,0,0,73,13,14,73,3.91,73,130
"OCOL",2017,"Q04",32,38,13,14,3,1,0,70,13,17,70,3.82,70,129
"OCOL",2017,"Q05",48,30,10,6,4,0,1,79,10,11,79,4.12,78,129
"OCOL",2017,"Q06",40,38,9,8,5,0,0,78,9,12,78,4.01,75,129
"OCOL",2017,"Q07",48,33,8,7,4,0,0,82,8,11,82,4.15,79,130
"OCOL",2017,"Q08",50,25,8,10,7,0,0,75,8,17,75,4.01,75,130
"OCOL",2017,"Q09",53,17,12,10,7,1,0,71,13,17,71,4.01,75,130
"OCOL",2017,"Q10",28,39,15,9,8,0,0,67,15,18,67,3.69,67,130
"OCOL",2017,"Q11",28,41,17,6,6,1,0,70,17,12,70,3.8,70,130
"OCOL",2017,"Q12",7,25,34,25,9,0,1,32,34,34,34,2.96,49,127
"OCOL",2017,"Q13",5,24,33,28,10,0,1,38,33,28,28,3.15,54,127
"OCOL",2017,"Q14",17,83,"","","","","",83,"",17,17,"","",127
"OCOL",2017,"Q15a",46,54,"","","","","","","","",46,"","",22
"OCOL",2017,"Q15b",60,40,"","","","","","","","",60,"","",22
"OCOL",2017,"Q15d",0,100,"","","","","","","","",0,"","",22
"OCOL",2017,"Q15g",0,100,"","","","","","","","",0,"","",22
"OCOL",2017,"Q16",9,91,"","","","","",91,"",9,9,"","",129
"OCOL",2017,"Q17d",0,100,"","","","","","","","",0,"","",12
"OCOL",2017,"Q17e",0,100,"","","","","","","","",0,"","",12
"OCOL",2017,"Q17f",0,100,"","","","","","","","",0,"","",12
"ODPP",2017,"Q01",38,34,13,5,6,3,0,75,14,12,75,3.96,74,620
"ODPP",2017,"Q02",39,39,8,9,6,0,0,77,8,15,77,3.94,74,616
"ODPP",2017,"Q03",33,37,11,13,6,0,0,70,11,20,70,3.76,69,619
"ODPP",2017,"Q04",23,37,15,15,9,1,0,61,15,24,61,3.51,63,619
"ODPP",2017,"Q05",33,35,10,13,8,0,0,68,10,21,68,3.72,68,618
"ODPP",2017,"Q06",30,37,11,13,9,0,0,67,11,22,67,3.66,66,620
"ODPP",2017,"Q07",42,39,9,6,3,0,0,81,9,10,81,4.11,78,619
"ODPP",2017,"Q08",49,26,9,8,8,0,0,75,9,16,75,3.99,75,620
"ODPP",2017,"Q09",53,25,9,7,6,1,0,78,9,13,78,4.12,78,620
"ODPP",2017,"Q10",25,32,11,16,15,0,0,57,11,31,57,3.36,59,620
"ODPP",2017,"Q11",19,33,21,14,10,2,0,54,21,25,54,3.4,60,620
"ODPP",2017,"Q12",3,9,39,30,18,0,0,12,40,48,48,2.48,37,615
"ODPP",2017,"Q13",14,26,42,14,4,0,0,18,42,39,39,2.7,42,610
"ODPP",2017,"Q14",25,75,"","","","","",75,"",25,25,"","",612
"ODPP",2017,"Q15a",64,36,"","","","","","","","",64,"","",152
"ODPP",2017,"Q15b",58,42,"","","","","","","","",58,"","",152
"ODPP",2017,"Q15c",8,92,"","","","","","","","",8,"","",152
"ODPP",2017,"Q15e",6,94,"","","","","","","","",6,"","",152
"ODPP",2017,"Q15f",11,89,"","","","","","","","",11,"","",152
"ODPP",2017,"Q15g",4,96,"","","","","","","","",4,"","",152
"ODPP",2017,"Q16",14,86,"","","","","",86,"",14,14,"","",617
"ODPP",2017,"Q17a",42,58,"","","","","","","","",42,"","",80
"ODPP",2017,"Q17b",79,21,"","","","","","","","",79,"","",80
"ODPP",2017,"Q17e",12,88,"","","","","","","","",12,"","",80
"ODPP",2017,"Q17f",8,92,"","","","","","","","",8,"","",80
"OICC",2017,"Q01",45,35,9,5,3,3,0,83,9,8,83,4.18,79,275
"OICC",2017,"Q02",40,36,9,9,5,1,0,76,9,15,76,3.96,74,274
"OICC",2017,"Q03",34,33,15,10,8,0,0,67,15,18,67,3.76,69,276
"OICC",2017,"Q04",24,40,12,13,9,1,0,65,12,23,65,3.57,64,273
"OICC",2017,"Q05",34,34,9,13,9,1,0,69,9,22,69,3.72,68,276
"OICC",2017,"Q06",31,34,11,15,9,0,0,65,11,24,65,3.63,66,276
"OICC",2017,"Q07",34,39,11,9,6,0,0,73,11,16,73,3.86,71,276
"OICC",2017,"Q08",53,25,9,6,7,0,0,78,10,12,78,4.13,78,276
"OICC",2017,"Q09",59,19,10,6,6,1,0,78,10,12,78,4.18,80,276
"OICC",2017,"Q10",28,30,9,19,13,1,0,58,10,32,58,3.4,60,276
"OICC",2017,"Q11",31,33,17,9,7,2,1,66,17,17,66,3.74,68,275
"OICC",2017,"Q12",4,13,39,28,16,0,0,17,39,44,44,2.61,40,270
"OICC",2017,"Q13",15,29,37,14,5,0,0,18,38,44,44,2.65,41,274
"OICC",2017,"Q14",21,79,"","","","","",79,"",21,21,"","",271
"OICC",2017,"Q15a",40,60,"","","","","","","","",40,"","",56
"OICC",2017,"Q15b",72,28,"","","","","","","","",72,"","",56
"OICC",2017,"Q15c",9,91,"","","","","","","","",9,"","",56
"OICC",2017,"Q15d",0,100,"","","","","","","","",0,"","",56
"OICC",2017,"Q16",10,90,"","","","","",90,"",10,10,"","",273
"OICC",2017,"Q17a",25,75,"","","","","","","","",25,"","",27
"OICC",2017,"Q17f",0,100,"","","","","","","","",0,"","",27
"OPSIC",2017,"Q01",69,13,9,4,4,0,0,82,9,9,82,4.38,85,23
"OPSIC",2017,"Q02",74,22,0,0,4,0,0,96,0,4,96,4.6,90,23
"OPSIC",2017,"Q03",74,13,4,0,9,0,0,87,4,9,87,4.43,86,23
"OPSIC",2017,"Q04",65,22,0,13,0,0,0,87,0,13,87,4.38,85,23
"OPSIC",2017,"Q05",78,18,0,0,4,0,0,96,0,4,96,4.65,91,23
"OPSIC",2017,"Q06",69,26,0,0,4,0,0,96,0,4,96,4.56,89,23
"OPSIC",2017,"Q07",69,26,0,0,4,0,0,96,0,4,96,4.56,89,23
"OPSIC",2017,"Q08",65,22,0,4,4,0,4,91,0,9,91,4.45,86,23
"OPSIC",2017,"Q09",69,13,9,0,4,0,4,86,9,5,86,4.49,87,23
"OPSIC",2017,"Q10",60,35,0,0,4,0,0,96,0,4,96,4.47,87,23
"OPSIC",2017,"Q11",60,26,9,0,4,0,0,87,9,4,87,4.38,85,23
"OPSIC",2017,"Q12",4,17,66,13,0,0,0,21,66,13,13,3.13,53,23
"OPSIC",2017,"Q13",0,8,55,32,5,0,0,36,55,8,8,3.32,58,22
"ORL",2017,"Q01",58,29,4,4,4,0,0,87,4,8,87,4.33,83,24
"ORL",2017,"Q02",54,29,8,0,8,0,0,83,8,8,83,4.21,80,24
"ORL",2017,"Q03",37,29,17,4,13,0,0,66,17,17,66,3.74,69,24
"ORL",2017,"Q04",42,25,13,4,17,0,0,66,13,21,66,3.7,68,24
"ORL",2017,"Q05",71,12,8,8,0,0,0,83,8,8,83,4.46,86,24
"ORL",2017,"Q06",50,25,17,4,4,0,0,75,17,8,75,4.12,78,24
"ORL",2017,"Q07",50,29,13,4,4,0,0,79,13,8,79,4.16,79,24
"ORL",2017,"Q08",50,33,0,13,0,0,4,87,0,13,87,4.26,81,24
"ORL",2017,"Q09",58,25,0,4,8,0,4,87,0,13,87,4.26,81,24
"ORL",2017,"Q10",50,29,0,8,13,0,0,79,0,21,79,3.95,74,24
"ORL",2017,"Q11",52,26,9,9,4,0,0,78,9,13,78,4.13,78,23
"ORL",2017,"Q12",9,26,43,17,4,0,0,35,43,22,22,3.17,54,23
"ORL",2017,"Q13",8,13,46,13,21,0,0,33,46,21,21,3.25,56,24
"PCA",2017,"Q01",40,38,12,6,3,2,0,79,12,9,79,4.09,77,2286
"PCA",2017,"Q02",35,39,10,10,6,0,0,75,10,16,75,3.89,72,2278
"PCA",2017,"Q03",34,37,12,10,7,0,0,71,12,17,71,3.82,71,2289
"PCA",2017,"Q04",26,39,14,14,7,0,0,65,14,21,65,3.62,66,2285
"PCA",2017,"Q05",38,34,10,10,7,0,0,72,10,18,72,3.85,71,2288
"PCA",2017,"Q06",27,40,12,12,8,0,0,68,12,20,68,3.67,67,2290
"PCA",2017,"Q07",45,40,7,6,2,0,0,84,7,8,84,4.19,80,2288
"PCA",2017,"Q08",51,27,7,7,7,0,0,78,7,14,78,4.09,77,2293
"PCA",2017,"Q09",55,25,9,5,5,1,0,80,9,11,80,4.19,80,2290
"PCA",2017,"Q10",26,33,13,15,13,0,0,59,13,27,59,3.46,61,2293
"PCA",2017,"Q11",15,33,26,14,10,2,0,49,27,25,49,3.29,57,2289
"PCA",2017,"Q12",3,17,42,25,12,0,0,20,43,37,37,2.74,43,2284
"PCA",2017,"Q13",8,25,40,19,7,0,0,26,41,33,33,2.92,48,2273
"PCA",2017,"Q14",23,77,"","","","","",77,"",23,23,"","",2283
"PCA",2017,"Q15a",54,46,"","","","","","","","",54,"","",466
"PCA",2017,"Q15b",60,40,"","","","","","","","",60,"","",466
"PCA",2017,"Q15c",9,91,"","","","","","","","",9,"","",466
"PCA",2017,"Q15e",7,93,"","","","","","","","",7,"","",466
"PCA",2017,"Q15f",18,82,"","","","","","","","",18,"","",466
"PCA",2017,"Q15g",3,97,"","","","","","","","",3,"","",466
"PCA",2017,"Q16",11,89,"","","","","",89,"",11,11,"","",2281
"PCA",2017,"Q17a",45,55,"","","","","","","","",45,"","",227
"PCA",2017,"Q17b",71,29,"","","","","","","","",71,"","",227
"PCA",2017,"Q17c",6,94,"","","","","","","","",6,"","",227
"PCA",2017,"Q17e",12,88,"","","","","","","","",12,"","",227
"PCA",2017,"Q17f",15,85,"","","","","","","","",15,"","",227
"PCA",2017,"Q17g",10,90,"","","","","","","","",10,"","",227
"PCC",2017,"Q01",58,11,10,4,9,8,0,75,10,14,75,4.14,78,52
"PCC",2017,"Q02",47,29,6,14,4,0,0,76,6,18,76,4.03,76,52
"PCC",2017,"Q03",36,24,21,8,12,0,0,59,21,19,59,3.64,66,52
"PCC",2017,"Q04",33,41,12,4,10,0,0,74,12,14,74,3.84,71,51
"PCC",2017,"Q05",72,21,4,2,2,0,0,92,4,4,92,4.59,90,52
"PCC",2017,"Q06",38,35,4,14,10,0,0,73,4,23,73,3.78,69,52
"PCC",2017,"Q07",53,20,12,12,4,0,0,73,12,15,73,4.06,77,52
"PCC",2017,"Q08",58,29,6,2,5,0,0,87,6,8,87,4.32,83,52
"PCC",2017,"Q09",63,22,4,2,5,4,0,88,4,8,88,4.4,85,52
"PCC",2017,"Q10",37,28,8,17,10,0,0,65,8,27,65,3.65,66,51
"PCC",2017,"Q11",13,27,31,16,10,4,0,42,32,27,42,3.18,55,52
"PCC",2017,"Q12",8,29,43,18,2,0,0,37,43,20,20,3.24,56,51
"PCC",2017,"Q13",6,13,35,31,11,2,2,44,36,20,20,3.29,57,52
"PCC",2017,"Q14",14,86,"","","","","",86,"",14,14,"","",52
"PCO",2017,"Q01",45,34,10,7,2,2,0,81,10,9,81,4.16,79,520
"PCO",2017,"Q02",48,34,8,7,3,0,0,82,8,10,82,4.17,79,518
"PCO",2017,"Q03",45,31,7,10,6,0,0,76,7,16,76,3.99,75,518
"PCO",2017,"Q04",35,34,13,10,7,1,0,70,13,17,70,3.82,70,514
"PCO",2017,"Q05",30,35,11,14,9,0,0,65,11,23,65,3.63,66,518
"PCO",2017,"Q06",43,34,11,7,5,0,0,77,11,12,77,4.03,76,518
"PCO",2017,"Q07",48,35,8,6,3,0,0,82,8,10,82,4.17,79,519
"PCO",2017,"Q08",59,21,6,7,6,0,0,80,6,14,80,4.19,80,519
"PCO",2017,"Q09",58,21,8,6,7,1,0,80,8,13,80,4.19,80,519
"PCO",2017,"Q10",34,31,11,13,10,0,0,66,11,23,66,3.68,67,518
"PCO",2017,"Q11",37,36,15,6,5,2,0,74,15,11,74,3.95,74,519
"PCO",2017,"Q12",3,15,38,30,13,0,0,18,38,43,43,2.65,41,509
"PCO",2017,"Q13",11,27,40,17,4,0,1,22,40,38,38,2.77,44,511
"PCO",2017,"Q14",18,82,"","","","","",82,"",18,18,"","",514
"PCO",2017,"Q15a",43,57,"","","","","","","","",43,"","",91
"PCO",2017,"Q15b",64,36,"","","","","","","","",64,"","",91
"PCO",2017,"Q15d",0,100,"","","","","","","","",0,"","",91
"PCO",2017,"Q15e",6,94,"","","","","","","","",6,"","",91
"PCO",2017,"Q15g",6,94,"","","","","","","","",6,"","",91
"PCO",2017,"Q16",8,92,"","","","","",92,"",8,8,"","",510
"PCO",2017,"Q17a",25,75,"","","","","","","","",25,"","",39
"PCO",2017,"Q17b",73,27,"","","","","","","","",73,"","",39
"PCO",2017,"Q17d",0,100,"","","","","","","","",0,"","",39
"PHAC",2017,"Q01",42,39,9,5,2,3,0,84,10,7,84,4.19,80,1270
"PHAC",2017,"Q02",34,43,8,9,5,0,0,77,8,14,77,3.93,73,1271
"PHAC",2017,"Q03",32,38,13,11,5,0,0,71,13,16,71,3.81,70,1273
"PHAC",2017,"Q04",25,40,13,13,7,1,0,66,14,20,66,3.64,66,1271
"PHAC",2017,"Q05",40,35,11,10,5,0,0,74,11,14,74,3.95,74,1269
"PHAC",2017,"Q06",27,40,14,11,8,0,0,67,14,19,67,3.67,67,1273
"PHAC",2017,"Q07",36,43,9,8,3,0,0,79,9,12,79,4.01,75,1273
"PHAC",2017,"Q08",58,22,7,7,6,0,0,80,7,13,80,4.19,80,1271
"PHAC",2017,"Q09",59,22,7,4,6,1,0,82,8,10,82,4.25,81,1271
"PHAC",2017,"Q10",31,32,11,15,10,0,0,63,11,26,63,3.59,65,1269
"PHAC",2017,"Q11",36,38,13,9,3,1,0,75,13,12,75,3.96,74,1271
"PHAC",2017,"Q12",4,21,46,20,8,0,0,26,46,28,28,2.94,48,1261
"PHAC",2017,"Q13",7,22,43,21,7,0,0,28,43,29,29,2.99,50,1257
"PHAC",2017,"Q14",20,80,"","","","","",80,"",20,20,"","",1261
"PHAC",2017,"Q15a",45,55,"","","","","","","","",45,"","",265
"PHAC",2017,"Q15b",74,26,"","","","","","","","",74,"","",265
"PHAC",2017,"Q15c",7,93,"","","","","","","","",7,"","",265
"PHAC",2017,"Q15e",5,95,"","","","","","","","",5,"","",265
"PHAC",2017,"Q15f",3,97,"","","","","","","","",3,"","",265
"PHAC",2017,"Q16",11,89,"","","","","",89,"",11,11,"","",1269
"PHAC",2017,"Q17a",39,61,"","","","","","","","",39,"","",138
"PHAC",2017,"Q17b",81,19,"","","","","","","","",81,"","",138
"PHAC",2017,"Q17c",6,94,"","","","","","","","",6,"","",138
"PHAC",2017,"Q17d",0,100,"","","","","","","","",0,"","",138
"PHAC",2017,"Q17e",9,91,"","","","","","","","",9,"","",138
"PHAC",2017,"Q17f",4,96,"","","","","","","","",4,"","",138
"PHAC",2017,"Q17g",4,96,"","","","","","","","",4,"","",138
"PMPRB",2017,"Q01",45,36,7,7,2,2,0,83,7,10,83,4.18,79,42
"PMPRB",2017,"Q02",48,41,0,0,12,0,0,88,0,12,88,4.13,78,42
"PMPRB",2017,"Q03",58,26,5,7,5,0,0,84,5,12,84,4.25,81,42
"PMPRB",2017,"Q04",53,26,5,7,9,0,0,79,5,16,79,4.06,77,42
"PMPRB",2017,"Q05",74,14,7,0,5,0,0,88,7,5,88,4.53,88,42
"PMPRB",2017,"Q06",51,33,2,5,9,0,0,84,2,14,84,4.11,78,42
"PMPRB",2017,"Q07",58,26,9,5,2,0,0,84,9,7,84,4.32,83,42
"PMPRB",2017,"Q08",74,14,2,2,5,0,2,90,2,7,90,4.54,89,42
"PMPRB",2017,"Q09",74,14,2,2,5,0,2,90,2,7,90,4.54,89,42
"PMPRB",2017,"Q10",42,37,2,12,7,0,0,79,2,19,79,3.95,74,42
"PMPRB",2017,"Q11",24,52,12,10,0,2,0,78,12,10,78,3.93,73,41
"PMPRB",2017,"Q12",12,29,44,15,0,0,0,41,44,15,15,3.38,59,41
"PMPRB",2017,"Q13",0,5,44,35,16,0,0,52,44,5,5,3.63,66,42
"PMPRB",2017,"Q14",14,86,"","","","","",86,"",14,14,"","",41
"PSC",2017,"Q01",56,28,7,5,2,2,0,86,7,7,86,4.35,84,513
"PSC",2017,"Q02",46,31,11,7,5,0,0,77,11,12,77,4.07,77,511
"PSC",2017,"Q03",36,33,15,10,6,0,0,69,15,16,69,3.83,71,506
"PSC",2017,"Q04",26,37,14,13,7,2,0,65,15,21,65,3.64,66,512
"PSC",2017,"Q05",43,32,9,8,6,0,0,76,9,15,76,3.98,75,506
"PSC",2017,"Q06",32,36,15,11,6,0,0,68,15,18,68,3.76,69,509
"PSC",2017,"Q07",36,41,12,9,4,0,0,76,12,12,76,3.96,74,509
"PSC",2017,"Q08",53,23,9,7,7,0,0,76,9,15,76,4.08,77,513
"PSC",2017,"Q09",52,21,15,6,6,1,0,74,15,12,74,4.08,77,511
"PSC",2017,"Q10",34,28,14,13,11,0,0,62,14,24,62,3.61,65,511
"PSC",2017,"Q11",22,31,26,12,7,2,0,54,26,19,54,3.5,63,512
"PSC",2017,"Q12",5,22,41,20,11,1,0,27,41,31,31,2.89,47,505
"PSC",2017,"Q13",8,22,40,19,10,0,1,29,40,30,30,3.01,50,507
"PSC",2017,"Q14",20,80,"","","","","",80,"",20,20,"","",509
"PSC",2017,"Q15a",43,57,"","","","","","","","",43,"","",108
"PSC",2017,"Q15b",70,30,"","","","","","","","",70,"","",108
"PSC",2017,"Q15c",9,91,"","","","","","","","",9,"","",108
"PSC",2017,"Q15d",0,100,"","","","","","","","",0,"","",108
"PSC",2017,"Q15g",5,95,"","","","","","","","",5,"","",108
"PSC",2017,"Q16",10,90,"","","","","",90,"",10,10,"","",509
"PSC",2017,"Q17a",22,78,"","","","","","","","",22,"","",52
"PSC",2017,"Q17d",0,100,"","","","","","","","",0,"","",52
"PSC",2017,"Q17f",0,100,"","","","","","","","",0,"","",52
"PSEP",2017,"Q01",37,42,10,5,3,4,0,82,10,8,82,4.1,78,770
"PSEP",2017,"Q02",39,39,7,9,7,0,0,77,7,16,77,3.93,73,768
"PSEP",2017,"Q03",37,38,9,9,7,0,0,75,9,16,75,3.88,72,769
"PSEP",2017,"Q04",27,40,12,10,9,1,0,68,12,20,68,3.66,67,764
"PSEP",2017,"Q05",40,31,9,11,9,0,0,72,9,20,72,3.83,71,771
"PSEP",2017,"Q06",29,38,12,12,8,0,0,68,12,21,68,3.68,67,770
"PSEP",2017,"Q07",38,37,11,9,5,0,0,75,11,14,75,3.94,74,765
"PSEP",2017,"Q08",60,22,5,6,7,0,0,82,5,13,82,4.23,81,772
"PSEP",2017,"Q09",61,22,5,6,6,0,1,84,5,11,84,4.28,82,772
"PSEP",2017,"Q10",30,34,9,13,14,1,0,64,9,27,64,3.54,63,772
"PSEP",2017,"Q11",29,39,17,9,5,1,0,69,17,14,69,3.79,70,771
"PSEP",2017,"Q12",4,17,41,24,14,0,0,21,41,38,38,2.73,43,769
"PSEP",2017,"Q13",14,25,38,17,7,0,0,24,38,38,38,2.79,45,761
"PSEP",2017,"Q14",20,80,"","","","","",80,"",20,20,"","",763
"PSEP",2017,"Q15a",37,63,"","","","","","","","",37,"","",155
"PSEP",2017,"Q15b",72,28,"","","","","","","","",72,"","",155
"PSEP",2017,"Q15c",6,94,"","","","","","","","",6,"","",155
"PSEP",2017,"Q15e",6,94,"","","","","","","","",6,"","",155
"PSEP",2017,"Q15g",5,95,"","","","","","","","",5,"","",155
"PSEP",2017,"Q16",10,90,"","","","","",90,"",10,10,"","",766
"PSEP",2017,"Q17a",31,69,"","","","","","","","",31,"","",79
"PSEP",2017,"Q17b",82,18,"","","","","","","","",82,"","",79
"PSEP",2017,"Q17d",0,100,"","","","","","","","",0,"","",79
"RCMP",2017,"Q01",48,33,10,4,2,2,1,83,10,7,83,4.23,81,3923
"RCMP",2017,"Q02",46,37,7,7,4,0,0,83,7,11,83,4.14,79,3922
"RCMP",2017,"Q03",42,33,12,8,5,0,0,75,12,13,75,3.99,75,3915
"RCMP",2017,"Q04",32,36,13,10,7,1,0,70,13,17,70,3.78,70,3908
"RCMP",2017,"Q05",49,29,9,8,5,0,0,78,9,13,78,4.1,78,3917
"RCMP",2017,"Q06",39,35,11,9,6,0,0,74,11,15,74,3.93,73,3928
"RCMP",2017,"Q07",48,36,8,5,3,0,0,84,8,8,84,4.21,80,3918
"RCMP",2017,"Q08",56,24,6,7,6,0,0,80,6,13,80,4.16,79,3925
"RCMP",2017,"Q09",56,24,8,6,5,1,0,81,9,11,81,4.21,80,3917
"RCMP",2017,"Q10",37,31,11,12,9,0,0,68,11,21,68,3.74,69,3917
"RCMP",2017,"Q11",40,33,14,8,4,1,0,74,14,12,74,3.99,75,3919
"RCMP",2017,"Q12",8,24,41,17,9,0,0,33,41,26,26,3.05,51,3867
"RCMP",2017,"Q13",9,19,41,22,9,0,0,31,41,28,28,3.03,51,3874
"RCMP",2017,"Q14",22,78,"","","","","",78,"",22,22,"","",3888
"RCMP",2017,"Q15a",52,48,"","","","","","","","",52,"","",862
"RCMP",2017,"Q15b",64,36,"","","","","","","","",64,"","",862
"RCMP",2017,"Q15c",7,93,"","","","","","","","",7,"","",862
"RCMP",2017,"Q15d",1,99,"","","","","","","","",1,"","",862
"RCMP",2017,"Q15e",6,94,"","","","","","","","",6,"","",862
"RCMP",2017,"Q15f",8,92,"","","","","","","","",8,"","",862
"RCMP",2017,"Q15g",3,97,"","","","","","","","",3,"","",862
"RCMP",2017,"Q16",11,89,"","","","","",89,"",11,11,"","",3903
"RCMP",2017,"Q17a",42,58,"","","","","","","","",42,"","",419
"RCMP",2017,"Q17b",74,26,"","","","","","","","",74,"","",420
"RCMP",2017,"Q17c",6,94,"","","","","","","","",6,"","",419
"RCMP",2017,"Q17e",8,92,"","","","","","","","",8,"","",419
"RCMP",2017,"Q17f",7,93,"","","","","","","","",7,"","",419
"RCMP",2017,"Q17g",7,93,"","","","","","","","",7,"","",419
"SC",2017,"Q01",54,32,7,3,2,2,0,88,8,4,88,4.37,84,3010
"SC",2017,"Q02",49,35,7,5,3,0,0,84,7,8,84,4.22,81,3013
"SC",2017,"Q03",38,37,12,8,5,0,0,75,12,13,75,3.96,74,3012
"SC",2017,"Q04",29,40,14,10,6,1,0,70,15,15,70,3.78,69,3014
"SC",2017,"Q05",45,34,11,6,4,1,1,79,11,10,79,4.11,78,3013
"SC",2017,"Q06",40,37,11,8,4,0,0,78,11,12,78,4.03,76,3013
"SC",2017,"Q07",42,39,10,6,3,0,0,81,10,9,81,4.12,78,3014
"SC",2017,"Q08",59,25,6,5,3,0,0,85,6,9,85,4.32,83,3018
"SC",2017,"Q09",59,25,8,4,3,1,0,84,8,7,84,4.33,83,3015
"SC",2017,"Q10",38,35,11,9,6,1,0,74,11,15,74,3.91,73,3013
"SC",2017,"Q11",35,38,15,7,4,2,0,74,15,11,74,3.94,74,3011
"SC",2017,"Q12",6,23,43,20,8,0,0,29,43,27,27,3,50,2981
"SC",2017,"Q13",7,18,40,25,9,0,1,34,40,25,25,3.12,53,2991
"SC",2017,"Q14",13,87,"","","","","",87,"",13,13,"","",2987
"SC",2017,"Q15a",43,57,"","","","","","","","",43,"","",403
"SC",2017,"Q15b",66,34,"","","","","","","","",66,"","",403
"SC",2017,"Q15c",9,91,"","","","","","","","",9,"","",403
"SC",2017,"Q15d",0,100,"","","","","","","","",0,"","",403
"SC",2017,"Q15e",2,98,"","","","","","","","",2,"","",403
"SC",2017,"Q15f",4,96,"","","","","","","","",4,"","",403
"SC",2017,"Q15g",6,94,"","","","","","","","",6,"","",402
"SC",2017,"Q16",8,92,"","","","","",92,"",8,8,"","",3007
"SC",2017,"Q17a",36,64,"","","","","","","","",36,"","",246
"SC",2017,"Q17b",77,23,"","","","","","","","",77,"","",246
"SC",2017,"Q17c",6,94,"","","","","","","","",6,"","",246
"SC",2017,"Q17d",0,100,"","","","","","","","",0,"","",246
"SC",2017,"Q17e",4,96,"","","","","","","","",4,"","",246
"SC",2017,"Q17f",7,93,"","","","","","","","",7,"","",246
"SC",2017,"Q17g",9,91,"","","","","","","","",9,"","",245
"SHARE",2017,"Q01",36,31,15,5,4,8,1,74,17,10,74,3.99,75,2800
"SHARE",2017,"Q02",30,37,13,12,7,0,0,67,13,19,67,3.71,68,2800
"SHARE",2017,"Q03",27,35,16,12,10,0,0,63,16,22,63,3.59,65,2799
"SHARE",2017,"Q04",23,34,17,14,11,1,0,57,17,25,57,3.44,61,2801
"SHARE",2017,"Q05",39,34,12,9,6,0,1,73,12,15,73,3.91,73,2802
"SHARE",2017,"Q06",18,29,17,16,20,0,0,47,17,36,47,3.1,52,2808
"SHARE",2017,"Q07",29,38,13,12,8,0,0,67,13,20,67,3.68,67,2801
"SHARE",2017,"Q08",55,25,8,6,5,1,0,81,8,11,81,4.2,80,2803
"SHARE",2017,"Q09",54,26,8,5,5,1,0,82,8,10,82,4.22,80,2799
"SHARE",2017,"Q10",27,30,15,14,13,1,0,57,16,27,57,3.45,61,2802
"SHARE",2017,"Q11",16,28,28,14,9,5,0,46,30,24,46,3.3,57,2795
"SHARE",2017,"Q12",4,17,40,25,14,0,0,21,41,38,38,2.73,43,2791
"SHARE",2017,"Q13",11,25,38,19,7,0,1,26,38,36,36,2.85,46,2782
"SHARE",2017,"Q14",17,83,"","","","","",83,"",17,17,"","",2774
"SHARE",2017,"Q15a",44,56,"","","","","","","","",44,"","",465
"SHARE",2017,"Q15b",62,38,"","","","","","","","",62,"","",465
"SHARE",2017,"Q15c",5,95,"","","","","","","","",5,"","",465
"SHARE",2017,"Q15d",0,100,"","","","","","","","",0,"","",465
"SHARE",2017,"Q15e",19,81,"","","","","","","","",19,"","",465
"SHARE",2017,"Q15f",4,96,"","","","","","","","",4,"","",465
"SHARE",2017,"Q15g",6,94,"","","","","","","","",6,"","",465
"SHARE",2017,"Q16",11,89,"","","","","",89,"",11,11,"","",2791
"SHARE",2017,"Q17a",34,66,"","","","","","","","",34,"","",307
"SHARE",2017,"Q17b",76,24,"","","","","","","","",76,"","",307
"SHARE",2017,"Q17c",4,96,"","","","","","","","",4,"","",307
"SHARE",2017,"Q17d",0,100,"","","","","","","","",0,"","",307
"SHARE",2017,"Q17e",16,84,"","","","","","","","",16,"","",307
"SHARE",2017,"Q17f",5,95,"","","","","","","","",5,"","",307
"SHARE",2017,"Q17g",14,86,"","","","","","","","",14,"","",307
"SSHRC",2017,"Q01",43,34,12,7,3,1,0,78,12,10,78,4.09,77,173
"SSHRC",2017,"Q02",53,31,6,5,5,1,0,85,6,9,85,4.24,81,173
"SSHRC",2017,"Q03",44,30,13,9,3,1,0,74,13,12,74,4.03,76,174
"SSHRC",2017,"Q04",31,38,11,15,5,1,1,69,11,20,69,3.76,69,174
"SSHRC",2017,"Q05",49,32,8,7,4,0,0,81,8,11,81,4.15,79,174
"SSHRC",2017,"Q06",48,29,9,11,3,0,0,77,9,13,77,4.09,77,174
"SSHRC",2017,"Q07",49,32,9,7,3,0,0,81,9,10,81,4.17,79,174
"SSHRC",2017,"Q08",65,18,7,6,2,1,0,84,7,9,84,4.38,84,174
"SSHRC",2017,"Q09",66,16,8,6,2,1,0,84,8,8,84,4.41,85,173
